,Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
318,319,9900,7,1993,Gable,1347,Y,1372,1274,2,1,4,1,9,3,656,260000
319,320,14115,7,1980,Gable,1372,Y,1472,0,2,0,3,1,6,2,588,187500
320,321,16259,9,2006,Gable,1249,Y,1249,1347,3,1,4,1,9,3,840,342643
321,322,12099,8,2004,Gable,1136,Y,1136,1332,2,1,4,1,10,3,872,354000
322,323,10380,7,1986,Gable,1502,Y,1553,1177,2,1,4,1,8,2,576,301000
323,324,5820,3,1955,Gable,1162,Y,1163,0,1,0,3,1,6,1,220,126175
324,325,11275,7,1967,Mansard,710,Y,1898,1080,2,1,5,1,11,2,564,242000
325,326,5000,5,1941,Gable,720,N,803,0,1,0,2,1,5,2,360,87000
326,327,10846,8,1993,Gable,1719,Y,1719,0,1,1,1,1,6,2,473,324000
327,328,11600,6,1960,Hip,1383,Y,1383,0,1,1,3,1,7,1,292,145250
328,329,11888,6,1916,Gable,844,N,1445,689,2,0,5,1,10,2,441,214500
329,330,6402,5,1920,Gable,596,N,596,596,1,0,3,1,6,1,189,78000
330,331,10624,5,1964,Gable,1728,Y,1728,0,2,0,6,2,10,1,352,119000
331,332,8176,5,1958,Gable,1056,Y,1056,0,1,0,3,1,6,1,308,139000
332,333,10655,8,2003,Gable,3206,Y,1629,0,2,0,3,1,7,3,880,284000
333,334,8198,7,2004,Gable,1358,Y,1358,0,2,0,2,1,6,2,484,207000
334,335,9042,6,1998,Gable,943,Y,943,695,2,1,3,1,7,2,472,192000
335,336,164660,5,1965,Gable,1499,Y,1619,167,2,0,3,1,7,2,529,228950
336,337,14157,9,2005,Hip,1922,Y,1922,0,2,0,3,1,8,3,676,377426
337,338,9135,7,2002,Gable,1536,Y,1536,0,2,0,3,1,7,2,532,214000
338,339,14145,7,1984,Gable,1208,Y,1621,0,2,0,3,1,8,2,440,202500
339,340,12400,6,1958,Hip,1215,Y,1215,0,1,0,3,1,6,1,297,155000
340,341,14191,8,2002,Gable,967,Y,993,915,2,1,4,1,9,2,431,202900
341,342,8400,4,1950,Gable,721,Y,841,0,1,0,2,1,4,1,294,82000
342,343,8544,3,1949,Gable,0,N,1040,0,2,0,2,2,6,2,400,87500
343,344,8849,9,2005,Hip,1684,Y,1684,0,2,0,2,1,6,2,564,266000
344,345,2592,5,1976,Gable,536,Y,536,576,1,1,3,1,4,1,336,85000
345,346,6435,6,1939,Gable,972,Y,972,605,1,0,3,1,6,1,312,140200
346,347,12772,6,1960,Hip,958,Y,958,0,1,0,2,1,5,1,301,151500
347,348,17600,6,1960,Gable,1478,Y,1478,0,2,0,3,1,6,2,498,157500
348,349,2448,7,2003,Gable,764,Y,764,862,2,1,2,1,6,2,474,154000
349,350,20431,9,2005,Hip,1848,Y,1848,880,2,1,4,1,10,3,706,437154
350,351,7820,9,2007,Hip,1869,Y,1869,0,2,0,2,1,6,2,617,318061
351,352,5271,7,1986,Gable,1453,Y,1453,0,1,1,2,1,6,2,445,190000
352,353,9084,5,1941,Gable,616,N,616,495,1,0,3,1,5,1,200,95000
353,354,8520,6,1928,Gable,624,Y,720,0,1,0,2,1,5,2,484,105900
354,355,8400,6,1940,Gable,940,Y,1192,403,1,0,2,1,6,1,240,140000
355,356,11249,6,1995,Gable,1200,Y,1200,0,2,0,3,1,6,2,521,177500
356,357,9248,6,1992,Gable,1158,Y,1167,0,2,0,3,1,6,2,400,173000
357,358,4224,5,1976,Gable,1142,Y,1142,0,1,1,3,1,6,2,528,134000
358,359,6930,5,1958,Hip,1062,Y,1352,0,1,0,3,1,6,1,288,130000
359,360,12011,8,1998,Gable,1086,Y,1086,838,2,1,3,1,7,2,592,280000
360,361,7540,6,1978,Gable,888,Y,912,0,1,0,2,1,5,2,470,156000
361,362,9144,5,1940,Gable,883,Y,988,517,1,0,3,1,8,1,240,145000
362,363,7301,7,2003,Gable,0,Y,495,1427,3,0,4,1,7,2,672,198500
363,364,1680,6,1972,Gable,483,Y,483,504,1,1,2,1,5,1,264,118000
364,365,18800,6,1976,Gable,796,Y,790,784,2,1,3,1,6,2,566,190000
365,366,10690,5,1920,Hip,672,Y,672,672,1,0,3,1,6,1,468,147000
366,367,9500,6,1963,Gable,1394,Y,1394,0,1,1,3,1,6,2,514,159000
367,368,9150,6,1962,Gable,1099,Y,1431,0,1,0,3,1,6,1,296,165000
368,369,7800,5,1954,Gable,1268,Y,1268,0,1,0,2,1,7,1,244,132000
369,370,9830,5,1959,Gable,1063,Y,1287,0,1,0,3,1,7,2,576,162000
370,371,8121,6,2000,Gable,953,Y,953,711,2,1,3,1,7,2,460,172400
371,372,17120,4,1959,Gable,0,Y,1120,468,2,0,4,1,7,2,680,134432
372,373,7175,6,1984,Gable,744,Y,752,0,1,0,2,1,4,1,264,125000
373,374,10634,5,1953,Gable,608,Y,1319,0,1,0,3,1,5,1,270,123000
374,375,8200,7,2003,Gable,847,Y,847,1081,2,1,4,1,8,2,434,219500
375,376,10020,1,1922,Gable,683,N,904,0,0,1,1,1,4,0,0,61000
376,377,8846,5,1996,Gable,870,Y,914,0,1,0,2,1,5,2,576,148000
377,378,11143,8,2004,Gable,1580,Y,1580,886,3,0,4,1,8,2,610,340000
378,379,11394,9,2010,Hip,1856,Y,1856,0,1,1,1,1,8,3,834,394432
379,380,8123,6,2000,Gable,982,Y,1007,793,2,1,3,1,7,2,463,179000
380,381,5000,5,1924,Gable,1026,Y,1026,665,2,0,3,1,6,1,308,127000
381,382,7200,7,2006,Gable,1293,Y,1301,0,2,0,2,1,5,2,572,187750
382,383,9245,7,2006,Gable,939,Y,939,858,2,1,3,1,8,2,639,213500
383,384,9000,6,1928,Gable,784,N,784,0,1,0,2,1,5,2,360,76000
384,385,53107,6,1992,Gable,1580,Y,1079,874,2,1,3,1,9,2,501,240000
385,386,3182,8,2004,Gable,1256,Y,1269,0,2,0,2,1,6,2,430,192000
386,387,8410,5,1910,Gambrel,658,Y,658,526,1,0,5,1,8,0,0,81000
387,388,7200,6,1976,Hip,1041,Y,1125,0,1,0,3,1,6,1,352,125000
388,389,9382,7,1999,Gable,1468,Y,1479,0,2,0,3,1,6,2,577,191000
389,390,12474,10,2007,Gable,1682,Y,1742,590,2,1,3,1,9,3,846,426000
390,391,8405,5,1900,Gable,861,Y,961,406,1,0,4,1,7,1,384,119000
391,392,12209,6,2001,Gable,804,Y,804,1157,2,1,3,1,7,2,560,215000
392,393,8339,5,1959,Gable,0,Y,882,0,1,0,3,1,5,1,294,106500
393,394,7446,4,1941,Gable,788,Y,788,0,1,0,2,1,4,0,0,100000
394,395,10134,5,1940,Gable,735,Y,735,299,1,0,2,1,5,1,240,109000
395,396,9571,5,1956,Gable,1144,Y,1144,0,1,0,3,1,6,1,596,129000
396,397,7200,5,1972,Hip,894,Y,894,0,1,0,2,1,6,2,600,123000
397,398,7590,5,1962,Gable,864,Y,876,936,2,0,4,1,8,1,264,169500
398,399,8967,5,1920,Gable,961,Y,1077,0,1,0,2,1,6,1,338,67000
399,400,8125,7,2006,Gable,1092,Y,1112,438,2,0,2,1,7,2,438,241000
400,401,14963,8,1996,Gable,1260,Y,1288,0,1,1,1,1,4,2,500,245500
401,402,8767,7,2005,Gable,1310,Y,1310,0,2,0,3,1,6,2,400,164990
402,403,10200,5,1940,Gable,672,Y,672,0,1,0,2,1,4,1,240,108000
403,404,12090,8,1998,Hip,1141,Y,1165,1098,2,1,4,1,10,2,420,258000
404,405,10364,6,1995,Gable,806,Y,806,766,2,1,3,1,7,2,373,168000
405,406,9991,4,1976,Gable,1281,Y,1620,0,2,0,3,1,8,2,490,150000
406,407,10480,6,1936,Gable,1064,Y,1166,0,1,0,3,1,6,1,240,115000
407,408,15576,6,1915,Gable,840,Y,840,840,2,0,4,1,8,1,308,177000
408,409,14154,7,2006,Gable,1063,Y,1071,1101,2,1,3,1,9,3,947,280000
409,410,10800,8,2007,Gable,1034,Y,1050,1028,2,1,3,1,8,3,836,339750
410,411,9571,5,1958,Gable,1276,Y,1276,0,1,0,3,1,5,1,350,60000
411,412,34650,5,1955,Hip,1056,N,1056,0,1,0,3,1,5,2,572,145000
412,413,4403,7,2009,Gable,1470,Y,1478,0,2,1,2,1,7,2,484,222000
413,414,8960,5,1927,Gable,1008,Y,1028,0,1,0,2,1,5,2,360,115000
414,415,11228,7,1993,Gable,1080,Y,1080,1017,2,1,3,1,9,3,678,228000
415,416,8899,7,2007,Gable,1340,Y,1340,0,2,0,3,1,6,2,396,181134
416,417,7844,6,1978,Hip,672,Y,672,728,1,1,3,1,6,2,440,149500
417,418,22420,6,1918,Hip,1370,N,1370,1254,2,1,4,1,10,3,864,239000
418,419,8160,5,1940,Gable,756,N,756,378,1,1,3,1,7,1,240,126000
419,420,8450,5,1968,Gable,1056,Y,1056,0,1,0,3,1,6,1,304,142000
420,421,7060,7,1997,Gable,1344,Y,1344,0,2,0,2,2,8,4,784,206300
421,422,16635,6,1977,Gable,1602,Y,1602,0,2,0,3,1,8,2,529,215000
422,423,21750,5,1954,Hip,988,Y,988,0,1,0,2,1,4,2,520,113000
423,424,9200,8,1998,Gable,1470,Y,1470,1160,2,1,4,1,8,3,696,315000
424,425,9000,6,1956,Gable,1196,Y,1196,0,1,0,2,1,6,1,297,139000
425,426,3378,7,1946,Gable,651,Y,707,682,1,1,3,1,6,1,240,135000
426,427,12800,7,1989,Gable,1518,Y,1644,0,2,0,2,1,5,2,569,275000
427,428,8593,4,1957,Hip,907,Y,907,0,1,0,3,1,5,1,352,109008
428,429,6762,7,2007,Gable,1208,Y,1208,0,2,0,2,1,6,2,628,195400
429,430,11457,6,1988,Gable,1392,Y,1412,0,2,0,3,1,6,2,576,175000
430,431,1680,6,1971,Gable,483,Y,483,504,1,1,2,1,4,1,264,85400
431,432,5586,6,1920,Gable,901,Y,1088,110,1,0,4,1,7,0,0,79900
432,433,1920,5,1971,Gable,765,Y,765,600,1,1,2,1,6,2,440,122500
433,434,10839,6,1997,Gable,926,Y,926,678,2,1,3,1,7,2,470,181000
434,435,1890,4,1972,Gable,630,Y,630,0,1,0,1,1,3,0,0,81000
435,436,10667,7,1996,Gable,799,Y,827,834,2,1,3,1,6,2,550,212000
436,437,4400,6,1920,Gable,648,Y,734,384,1,0,2,1,6,2,440,116000
437,438,6000,6,1926,Gable,884,Y,904,0,1,0,2,1,4,1,180,119000
438,439,4280,5,1913,Gable,440,N,694,0,1,0,2,1,4,1,352,90350
439,440,12354,6,1920,Gable,684,Y,684,512,1,0,3,1,7,2,528,110000
440,441,15431,10,2008,Hip,3094,Y,2402,0,2,0,2,1,10,3,672,555000
441,442,12108,4,1955,Gable,1440,N,1440,0,2,0,4,2,8,0,0,118000
442,443,6240,5,1930,Gable,1078,Y,1128,445,2,0,3,1,8,2,360,162900
443,444,3922,7,2006,Gable,1258,Y,1258,0,2,0,2,1,6,3,648,172500
444,445,8750,7,1994,Gable,915,Y,933,975,2,1,4,1,8,2,493,210000
445,446,9855,6,1956,Hip,1436,Y,1689,0,1,0,3,1,7,2,480,127500
446,447,16492,6,1966,Gable,1517,Y,1888,0,2,1,2,1,6,2,578,190000
447,448,11214,7,1998,Gable,930,Y,956,930,2,1,4,1,10,2,431,199900
448,449,8600,6,1937,Gable,780,Y,780,596,2,0,3,1,7,1,198,119500
449,450,6000,3,1948,Gable,649,Y,679,504,1,1,2,1,6,1,308,120000
450,451,5684,6,1930,Hip,813,Y,813,0,1,0,2,1,5,1,270,110000
451,452,70761,7,1975,Gable,1533,Y,1533,0,2,0,2,1,5,2,576,280000
452,453,9303,6,1996,Hip,872,Y,888,868,2,1,3,1,7,2,422,204000
453,454,9000,8,2008,Gable,768,Y,786,804,2,1,3,1,6,2,676,210000
454,455,9297,5,1976,Gable,1728,Y,1728,0,2,0,4,2,8,2,560,188000
455,456,9600,7,1973,Hip,1242,Y,1242,0,1,1,3,1,6,2,528,175500
456,457,4571,5,1916,Gable,624,N,624,720,1,0,4,1,7,3,513,98000
457,458,53227,4,1954,Flat,1364,Y,1663,0,1,0,2,1,6,2,529,256000
458,459,5100,8,1925,Hip,588,Y,833,833,1,0,3,1,7,1,228,161000
459,460,7015,5,1950,Gable,709,Y,979,224,1,0,3,1,5,1,352,110000
460,461,8004,8,2009,Gable,832,Y,832,1103,2,1,3,1,8,2,552,263435
461,462,7200,7,1936,Gable,560,Y,575,560,1,0,3,1,6,2,576,155000
462,463,8281,5,1965,Gable,864,Y,864,0,1,0,3,1,5,1,360,62383
463,464,11988,6,1934,Hip,715,Y,849,811,1,1,3,1,6,1,240,188700
464,465,8430,5,1978,Gable,1040,Y,1040,0,2,0,3,1,5,0,0,124000
465,466,3072,7,2004,Hip,1375,Y,1414,0,2,0,2,1,6,2,398,178740
466,467,10628,7,1970,Flat,1277,Y,1277,0,1,0,2,1,5,2,526,167000
467,468,9480,5,1942,Gable,728,Y,888,756,1,1,3,1,7,1,312,146500
468,469,11428,8,2006,Gable,1626,Y,1634,0,2,0,3,1,7,3,866,250000
469,470,9291,6,1993,Gable,832,Y,832,878,2,1,3,1,7,2,506,187000
470,471,6820,8,1985,Gable,1488,Y,1502,0,1,1,1,1,4,2,528,212000
471,472,11952,7,1977,Mansard,808,Y,1161,808,2,1,3,1,8,2,534,190000
472,473,3675,6,2005,Gable,547,Y,1072,0,1,0,2,1,5,2,525,148000
473,474,14977,8,2006,Gable,1976,Y,1976,0,2,0,2,1,7,3,908,440000
474,475,5330,8,2000,Gable,1494,Y,1652,0,2,0,2,1,6,2,499,251000
475,476,8480,5,1963,Hip,970,Y,970,0,1,0,2,1,5,2,624,132500
476,477,13125,6,1997,Gable,1478,Y,1493,0,2,0,3,1,7,2,508,208900
477,478,13693,9,2006,Hip,2153,Y,2069,574,2,1,3,1,9,3,694,380000
478,479,10637,8,2007,Hip,1705,Y,1718,0,2,0,3,1,7,3,826,297000
479,480,5925,4,1937,Hip,907,Y,1131,0,1,0,2,1,7,2,672,89471
480,481,16033,9,2004,Hip,1833,Y,1850,0,2,0,3,1,8,3,772,326000
481,482,11846,9,2003,Hip,1792,Y,1792,0,2,0,2,1,6,3,874,374000
482,483,2500,7,1915,Gable,910,Y,916,910,1,1,4,1,7,1,164,155000
483,484,4500,6,1998,Hip,1216,Y,1216,0,2,0,2,1,5,2,402,164000
484,485,7758,5,1962,Gable,999,Y,999,0,1,0,3,1,6,1,264,132500
485,486,9600,5,1950,Gable,1113,Y,1113,0,1,0,3,1,5,1,264,147000
486,487,10289,5,1965,Hip,1073,Y,1073,0,1,1,3,1,6,2,515,156000
487,488,12243,5,1971,Gable,1484,Y,1484,0,2,0,3,1,7,2,487,175000
488,489,10800,5,1900,Gable,954,N,1766,648,2,0,3,2,10,2,520,160000
489,490,1526,4,1970,Gable,630,Y,630,0,1,0,1,1,3,1,286,86000
490,491,2665,5,1976,Gable,264,Y,616,688,1,1,3,1,4,1,336,115000
491,492,9490,6,1941,Gable,806,Y,958,620,1,0,3,1,5,1,240,133000
492,493,15578,6,2006,Gable,728,Y,728,728,2,1,3,1,8,2,429,172785
493,494,7931,5,1960,Gable,1269,Y,1269,0,1,1,3,1,6,1,308,155000
494,495,5784,5,1938,Gable,190,Y,886,0,1,0,2,1,4,1,273,91300
495,496,7879,4,1920,Gable,720,N,720,0,1,0,2,1,4,0,0,34900
496,497,12692,8,1992,Hip,3200,Y,3228,0,3,0,4,1,10,2,546,430000
497,498,9120,7,1925,Gable,1026,Y,1133,687,2,0,4,1,8,1,240,184000
498,499,7800,5,1967,Hip,864,Y,899,0,1,0,3,1,5,1,288,130000
499,500,7535,5,1958,Gable,912,Y,912,0,1,0,2,1,5,1,297,120000
500,501,1890,6,1973,Gable,672,Y,672,546,1,1,3,1,7,1,264,113000
501,502,9803,7,2005,Gable,866,Y,866,902,2,1,3,1,7,2,603,226700
502,503,9170,5,1965,Hip,1214,Y,1214,0,1,0,2,1,6,2,461,140000
503,504,15602,7,1959,Gable,1501,Y,1801,0,2,0,1,1,6,2,484,289000
504,505,2308,6,1974,Gable,855,Y,855,467,2,1,3,1,6,2,440,147000
505,506,7596,5,1952,Hip,960,Y,960,1000,2,0,4,2,10,2,400,124500
506,507,9554,8,1993,Gable,777,Y,1065,846,2,1,3,1,8,2,471,215000
507,508,7862,6,2009,Gable,1218,Y,1218,0,2,0,2,1,4,2,676,208300
508,509,9600,7,1928,Gambrel,689,Y,689,689,2,0,3,1,7,2,360,161000
509,510,9600,5,1959,Gable,1041,Y,1041,0,1,0,3,1,6,1,270,124500
510,511,14559,5,1951,Hip,1008,Y,1363,0,1,0,2,1,6,1,288,164900
511,512,6792,7,2005,Gable,1368,Y,1368,0,2,0,2,1,6,2,474,202665
512,513,9100,5,1958,Gable,864,Y,864,0,1,0,3,1,5,2,624,129900
513,514,9187,6,1983,Gable,1084,Y,1080,0,1,1,3,1,5,2,484,134000
514,515,10594,5,1926,Gable,768,N,789,0,1,0,2,1,5,1,200,96500
515,516,12220,10,2009,Hip,2006,Y,2020,0,2,1,3,1,9,3,900,402861
516,517,10448,6,1972,Gable,689,Y,1378,741,2,1,3,1,7,2,583,158000
517,518,10208,7,1996,Gable,1264,Y,1277,1067,2,1,3,1,7,3,889,265000
518,519,9531,6,1998,Gable,794,Y,882,914,2,1,3,1,7,2,546,211000
519,520,10918,7,1926,Gambrel,1276,Y,1276,804,1,1,3,1,9,1,282,234000
520,521,10800,4,1900,Gable,0,N,694,600,2,0,3,2,7,0,0,106250
521,522,11988,6,1957,Gable,1244,Y,1244,0,1,1,3,1,6,1,336,150000
522,523,5000,6,1947,Gable,1004,Y,1004,660,2,0,3,1,7,2,420,159000
523,524,40094,10,2007,Hip,3138,Y,3138,1538,3,1,3,1,11,3,884,184750
524,525,11787,7,1996,Gable,1379,Y,1383,1015,2,1,3,1,8,3,834,315750
525,526,7500,7,2005,Gable,1257,Y,1266,0,2,0,3,1,6,2,453,176000
526,527,13300,5,1956,Hip,928,Y,928,0,1,0,2,1,4,1,252,132000
527,528,14948,9,2008,Hip,1452,Y,1476,1237,2,1,3,1,11,3,858,446261
528,529,9098,4,1920,Gable,528,Y,605,0,1,0,2,1,5,0,0,86000
529,530,32668,6,1957,Hip,2035,Y,2515,0,3,0,4,2,9,2,484,200624
530,531,10200,6,1988,Gable,1461,Y,1509,0,2,0,3,1,5,2,600,175000
531,532,6155,6,1920,Gable,611,Y,751,611,2,0,3,1,6,2,502,128000
532,533,7200,5,1955,Gable,0,Y,827,0,1,0,2,1,5,1,392,107500
533,534,5000,1,1946,Gable,0,N,334,0,1,0,1,1,2,0,0,39300
534,535,9056,8,2004,Gable,707,Y,707,707,2,1,3,1,6,2,403,178000
535,536,7000,5,1910,Gable,1117,Y,820,527,1,0,3,1,5,0,0,107500
536,537,8924,7,1998,Gable,880,Y,880,844,2,1,3,1,8,2,527,188000
537,538,12735,4,1972,Hip,864,Y,864,0,1,0,3,1,5,2,576,111250
538,539,11553,5,1968,Hip,1051,Y,1159,0,1,1,3,1,7,1,336,158000
539,540,11423,8,2001,Gable,1581,Y,1601,0,2,0,3,1,6,2,670,272000
540,541,14601,9,2006,Hip,1838,Y,1838,0,2,0,2,1,8,3,765,315000
541,542,11000,8,2000,Gable,969,Y,997,1288,2,1,4,1,8,3,648,248000
542,543,10140,7,1998,Hip,1650,Y,1680,0,2,0,3,1,7,2,583,213250
543,544,4058,7,1998,Gable,723,Y,767,0,1,0,1,1,4,1,367,133000
544,545,17104,7,2006,Gable,654,Y,664,832,2,1,3,1,7,2,426,179665
545,546,13837,7,1988,Gable,1204,Y,1377,806,2,1,4,1,9,3,786,229000
546,547,8737,6,1923,Gable,1065,Y,915,720,1,1,3,1,6,2,440,210000
547,548,7244,5,1970,Gable,768,Y,768,0,1,0,2,1,5,2,624,129500
548,549,8235,5,1955,Gable,825,Y,825,0,1,0,2,1,4,2,720,125000
549,550,9375,7,2003,Gable,912,Y,912,1182,2,1,4,1,8,2,615,263000
550,551,4043,6,1977,Gable,1069,Y,1069,0,2,0,2,1,4,2,440,140000
551,552,6000,5,1957,Hip,928,Y,928,0,1,0,3,1,5,1,288,112500
552,553,11146,8,2006,Gable,1709,Y,1717,0,2,0,3,1,7,3,908,255500
553,554,8777,4,1949,Gable,0,Y,1126,0,2,0,2,1,5,2,520,108000
554,555,10625,7,2003,Gable,998,Y,1006,1040,2,1,3,1,8,3,871,284000
555,556,6380,5,1922,Gable,993,Y,1048,0,1,0,2,1,5,1,280,113000
556,557,14850,5,1957,Gable,1092,Y,1092,0,1,0,2,1,6,1,299,141000
557,558,11040,4,1920,Gable,637,Y,897,439,1,1,3,1,7,1,570,108000
558,559,21872,7,1996,Gable,729,Y,729,717,2,1,3,1,6,2,406,175000
559,560,3196,7,2003,Gable,1374,Y,1557,0,2,0,2,1,7,2,420,234000
560,561,11341,5,1957,Hip,1392,Y,1392,0,1,1,3,1,5,2,528,121500
561,562,10010,5,1974,Gable,1389,Y,1389,0,1,0,2,1,6,2,418,170000
562,563,13907,5,1940,Gable,996,Y,996,0,1,0,3,1,6,0,0,108000
563,564,21780,6,1918,Gable,1163,Y,1163,511,2,0,4,1,8,2,396,185000
564,565,13346,7,1992,Gable,1095,Y,1166,1129,2,1,4,1,9,2,590,268000
565,566,6858,6,1915,Gable,806,N,841,806,1,1,4,1,6,1,216,128000
566,567,11198,9,2005,Hip,1122,Y,1134,1370,2,1,4,1,11,3,656,325000
567,568,10171,7,2004,Gable,1517,Y,1535,0,2,0,3,1,7,2,532,214000
568,569,12327,8,1983,Gable,1496,Y,1496,636,1,1,1,1,5,2,612,316600
569,570,7032,5,1979,Gable,943,Y,943,0,1,0,2,1,4,2,600,135960
570,571,13101,5,1965,Gable,1728,Y,1728,0,2,0,6,2,10,2,576,142600
571,572,7332,6,1959,Gable,864,Y,864,0,1,0,2,1,4,1,288,120000
572,573,13159,7,2009,Gable,846,Y,846,846,2,1,3,1,6,2,650,224500
573,574,9967,7,2000,Gable,384,Y,774,656,2,1,3,1,8,2,400,170000
574,575,10500,5,1971,Gambrel,372,Y,576,533,1,0,3,1,5,1,288,139000
575,576,8480,5,1947,Gable,832,Y,832,384,1,0,2,1,6,1,336,118500
576,577,6292,7,1928,Gable,861,Y,877,600,2,0,3,1,6,1,216,145000
577,578,11777,5,1966,Gable,1164,Y,1320,0,1,0,3,1,6,2,564,164500
578,579,3604,7,2007,Gable,689,Y,703,689,2,0,2,1,5,2,540,146000
579,580,12150,5,1954,Gable,1050,N,1050,745,2,0,4,1,7,1,352,131500
580,581,14585,6,1960,Gable,1144,Y,1429,0,1,0,3,1,7,2,572,181900
581,582,12704,8,2008,Hip,2042,Y,2042,0,2,1,3,1,8,3,1390,253293
582,583,11841,6,1990,Gable,816,Y,816,0,1,0,3,1,5,0,0,118500
583,584,13500,10,1893,Gable,1237,Y,1521,1254,3,1,3,1,9,2,880,325000
584,585,6120,4,1935,Gable,884,Y,989,584,1,0,3,1,6,1,240,133000
585,586,11443,8,2005,Hip,1868,Y,2028,0,2,0,2,1,7,3,880,369900
586,587,10267,6,1918,Gable,816,Y,838,0,1,0,2,1,5,1,275,130000
587,588,8740,5,1982,Hip,840,Y,860,0,1,0,2,1,4,2,528,137000
588,589,25095,5,1968,Flat,1437,Y,1473,0,1,0,1,1,5,1,452,143000
589,590,9100,5,1930,Gable,742,Y,779,0,1,0,2,1,4,1,308,79500
590,591,8320,7,2004,Gable,770,Y,770,812,2,1,3,1,6,2,520,185900
591,592,13478,10,2008,Gable,1722,Y,1728,568,2,1,3,1,10,3,842,451950
592,593,6600,5,1982,Gable,816,Y,816,0,1,0,2,1,4,2,816,138000
593,594,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,4,2,420,140000
594,595,7990,5,1975,Hip,924,Y,924,0,1,0,3,1,5,1,280,110000
595,596,11302,8,2005,Gable,1814,Y,1826,0,2,0,3,1,7,3,758,319000
596,597,3600,6,1910,Gable,684,N,684,684,1,0,3,1,7,1,216,114504
597,598,3922,7,2006,Gable,1258,Y,1402,0,0,2,2,1,7,3,648,194201
598,599,12984,5,1977,Gable,1430,Y,1647,0,2,0,3,1,7,2,621,217500
599,600,1950,6,1980,Gable,716,Y,716,840,2,1,3,1,6,2,452,151000
600,601,10927,8,2005,Gable,1058,Y,1058,846,2,1,3,1,8,2,736,275000
601,602,9000,6,1937,Gable,780,Y,780,595,1,1,3,1,6,1,544,141000
602,603,10041,8,1992,Gable,908,Y,927,988,2,1,3,1,8,2,506,220000
603,604,3182,7,2004,Gable,600,Y,600,600,2,1,2,1,4,2,480,151000
604,605,12803,7,2002,Gable,1494,Y,1494,0,2,0,3,1,6,2,530,221000
605,606,13600,7,1965,Gable,768,Y,1186,800,2,1,3,1,7,2,486,205000
606,607,12464,5,1996,Gable,1040,Y,1040,0,1,0,3,1,6,2,576,152000
607,608,7800,5,1948,Gable,896,Y,1112,896,3,0,3,1,8,1,230,225000
608,609,12168,8,1934,Gable,965,Y,1940,1254,2,1,4,1,10,2,380,359100
609,610,7943,4,1961,Gable,1029,Y,1029,0,1,0,3,1,5,1,261,118500
610,611,11050,9,2000,Hip,1440,Y,1476,677,2,1,3,1,8,3,736,313000
611,612,10395,6,1978,Gable,1032,Y,1032,0,2,0,3,1,6,2,564,148000
612,613,11885,8,2001,Gable,1299,Y,1299,573,2,1,3,1,7,2,531,261500
613,614,8402,5,2007,Gable,1120,Y,1120,0,1,0,3,1,6,0,0,147000
614,615,1491,4,1972,Gable,630,Y,630,0,1,0,1,1,3,0,0,75500
615,616,8800,6,1963,Gable,936,Y,1054,0,1,0,3,1,6,2,480,137500
616,617,7861,6,2002,Gable,783,Y,807,702,2,1,3,1,7,2,393,183200
617,618,7227,6,1954,Gable,832,Y,832,0,1,0,2,1,4,2,528,105500
618,619,11694,9,2007,Hip,1822,Y,1828,0,2,0,3,1,9,3,774,314813
619,620,12244,8,2003,Hip,1482,Y,1482,780,2,1,4,1,10,3,749,305000
620,621,8248,3,1914,Gable,864,N,864,0,1,0,2,1,5,0,0,67000
621,622,10800,6,1974,Gable,1522,Y,1548,1066,2,1,4,1,9,2,624,240000
622,623,7064,5,1977,Gable,980,Y,980,0,1,0,3,1,6,2,484,135000
623,624,2117,6,2000,Gable,756,Y,756,756,2,1,2,1,4,2,440,168500
624,625,10400,6,1972,Gable,732,Y,1012,778,1,2,4,1,8,2,484,165150
625,626,10000,6,1962,Hip,1116,Y,1116,0,1,1,3,1,5,2,440,160000
626,627,12342,5,1960,Hip,978,Y,1422,0,1,0,3,1,6,1,286,139900
627,628,9600,6,1955,Gable,1156,Y,1520,0,1,0,3,1,7,1,364,153000
628,629,11606,5,1969,Gable,1040,Y,1040,1040,1,2,5,1,9,2,504,135000
629,630,9020,6,1964,Gable,1248,Y,1350,0,1,1,3,1,6,2,520,168500
630,631,9000,5,1880,Gable,636,Y,1089,661,1,0,3,1,8,1,240,124000
631,632,4590,8,2006,Gable,1554,Y,1554,0,2,0,2,1,6,2,627,209500
632,633,11900,7,1977,Hip,1386,Y,1411,0,2,0,3,1,6,2,544,82500
633,634,9250,5,1954,Gable,1056,Y,1056,0,1,0,3,1,6,1,260,139400
634,635,6979,6,1980,Gable,1056,Y,1056,0,0,0,0,2,4,2,576,144000
635,636,10896,6,1914,Hip,1440,Y,1440,1440,2,0,8,2,14,0,0,200000
636,637,6120,2,1936,Gable,264,N,800,0,1,0,1,1,4,0,0,60000
637,638,6000,5,1954,Gable,811,Y,811,576,2,0,3,2,7,1,256,93000
638,639,8777,5,1910,Gable,796,Y,796,0,1,0,2,1,4,0,0,85000
