,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Interested in Math
223,5.0,2.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,few hours a day,4.0,20.0,0.0,female,village,False
224,5.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,few hours a day,4.0,20.0,1.0,male,village,False
225,5.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,village,True
226,5.0,3.0,5.0,2.0,1.0,5.0,1.0,5.0,4.0,few hours a day,3.0,25.0,1.0,,village,False
227,5.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,few hours a day,2.0,19.0,3.0,female,village,False
228,4.0,2.0,5.0,3.0,3.0,5.0,1.0,3.0,4.0,few hours a day,5.0,20.0,2.0,female,village,False
229,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,few hours a day,1.0,21.0,5.0,male,village,True
230,5.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,few hours a day,3.0,19.0,1.0,female,village,False
231,5.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,few hours a day,5.0,19.0,0.0,female,village,False
232,5.0,3.0,5.0,1.0,4.0,1.0,2.0,5.0,3.0,few hours a day,4.0,19.0,2.0,female,village,True
233,4.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,few hours a day,4.0,18.0,1.0,female,city,False
234,4.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,few hours a day,5.0,18.0,1.0,female,village,True
235,5.0,1.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,few hours a day,3.0,16.0,0.0,female,city,False
236,1.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,less than an hour a day,3.0,19.0,0.0,female,city,False
237,5.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,few hours a day,3.0,18.0,3.0,female,city,True
238,5.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,few hours a day,1.0,19.0,2.0,female,city,False
239,5.0,2.0,5.0,4.0,1.0,4.0,5.0,2.0,3.0,less than an hour a day,3.0,21.0,1.0,female,city,False
240,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,few hours a day,2.0,21.0,1.0,male,city,False
241,5.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,few hours a day,5.0,18.0,1.0,female,city,True
242,3.0,1.0,5.0,3.0,1.0,2.0,,3.0,4.0,less than an hour a day,5.0,21.0,0.0,female,city,False
243,,1.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,few hours a day,5.0,17.0,0.0,female,city,True
244,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,most of the day,3.0,20.0,0.0,female,city,False
245,5.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,3.0,less than an hour a day,1.0,19.0,1.0,female,city,False
246,5.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,few hours a day,4.0,27.0,0.0,male,city,True
247,5.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,few hours a day,3.0,22.0,2.0,female,city,False
248,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,19.0,2.0,female,city,False
249,5.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,no time at all,3.0,19.0,3.0,female,village,False
250,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,few hours a day,4.0,20.0,0.0,female,city,False
251,5.0,5.0,5.0,2.0,1.0,5.0,1.0,2.0,3.0,few hours a day,3.0,19.0,2.0,female,village,False
252,5.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,few hours a day,5.0,20.0,0.0,female,village,False
253,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,few hours a day,3.0,17.0,2.0,female,city,False
254,5.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,few hours a day,3.0,23.0,2.0,female,village,False
255,5.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,few hours a day,5.0,20.0,2.0,female,city,False
256,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,few hours a day,1.0,20.0,1.0,female,city,False
257,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,3.0,few hours a day,4.0,19.0,2.0,male,city,True
258,5.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,most of the day,4.0,20.0,1.0,female,city,True
259,2.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,few hours a day,4.0,19.0,4.0,male,village,False
260,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,few hours a day,3.0,19.0,0.0,male,city,False
261,5.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,few hours a day,2.0,18.0,1.0,female,city,True
262,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,few hours a day,3.0,19.0,1.0,female,city,False
263,5.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,few hours a day,1.0,15.0,3.0,female,city,False
264,3.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,village,False
265,5.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,3.0,most of the day,5.0,15.0,1.0,female,city,False
266,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,few hours a day,2.0,19.0,1.0,female,city,True
267,5.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0,2.0,few hours a day,3.0,21.0,2.0,female,city,False
268,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,few hours a day,4.0,19.0,2.0,female,city,True
269,5.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,few hours a day,4.0,17.0,1.0,female,village,False
270,5.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,2.0,23.0,1.0,female,city,False
271,5.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,less than an hour a day,4.0,24.0,0.0,male,village,False
272,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,less than an hour a day,4.0,19.0,1.0,female,city,False
273,5.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,4.0,few hours a day,3.0,19.0,2.0,female,city,False
274,5.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,few hours a day,4.0,22.0,0.0,female,city,False
275,5.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,few hours a day,2.0,20.0,1.0,female,city,False
276,5.0,1.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,few hours a day,1.0,21.0,2.0,female,village,False
277,5.0,2.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,few hours a day,4.0,19.0,0.0,male,city,False
278,5.0,3.0,5.0,4.0,3.0,5.0,1.0,3.0,4.0,few hours a day,3.0,19.0,2.0,male,village,False
279,5.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,few hours a day,3.0,20.0,1.0,female,city,False
280,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,few hours a day,3.0,18.0,1.0,female,city,False
281,5.0,3.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,few hours a day,2.0,19.0,1.0,male,city,False
282,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,less than an hour a day,4.0,20.0,2.0,female,city,False
283,5.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,few hours a day,3.0,22.0,1.0,male,city,True
284,1.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,most of the day,5.0,20.0,2.0,male,city,True
285,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,3.0,few hours a day,4.0,20.0,2.0,female,city,False
286,5.0,1.0,5.0,4.0,1.0,5.0,4.0,3.0,1.0,few hours a day,2.0,27.0,1.0,female,city,False
287,5.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,False
288,5.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,few hours a day,3.0,22.0,2.0,male,city,False
289,5.0,2.0,4.0,5.0,1.0,4.0,1.0,2.0,2.0,most of the day,1.0,19.0,0.0,male,city,False
290,4.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,few hours a day,1.0,20.0,1.0,female,city,False
291,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,few hours a day,3.0,20.0,1.0,male,village,False
292,5.0,2.0,5.0,3.0,1.0,5.0,4.0,3.0,4.0,few hours a day,4.0,21.0,1.0,female,city,False
293,5.0,1.0,5.0,4.0,5.0,5.0,2.0,4.0,1.0,few hours a day,3.0,16.0,1.0,female,village,True
294,5.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,2.0,less than an hour a day,3.0,19.0,1.0,female,city,False
295,5.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0,4.0,few hours a day,3.0,18.0,1.0,female,village,False
296,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,few hours a day,1.0,23.0,1.0,male,city,True
297,5.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,few hours a day,2.0,19.0,0.0,male,village,False
298,5.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,less than an hour a day,4.0,19.0,0.0,female,city,False
299,5.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,4.0,few hours a day,3.0,22.0,1.0,female,city,False
300,5.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,most of the day,4.0,18.0,1.0,female,city,False
301,4.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,4.0,few hours a day,4.0,20.0,1.0,male,city,False
302,5.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,4.0,less than an hour a day,3.0,19.0,1.0,female,village,False
303,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,few hours a day,4.0,25.0,1.0,female,city,True
304,5.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,few hours a day,3.0,18.0,2.0,female,city,False
305,5.0,1.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,few hours a day,2.0,20.0,0.0,female,city,True
306,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,few hours a day,4.0,15.0,1.0,female,city,True
307,5.0,1.0,5.0,2.0,5.0,1.0,5.0,5.0,4.0,few hours a day,4.0,19.0,2.0,female,city,True
308,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,19.0,2.0,female,city,False
309,5.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,few hours a day,3.0,16.0,0.0,female,village,False
310,5.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,few hours a day,3.0,19.0,1.0,male,city,False
311,5.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,few hours a day,3.0,18.0,0.0,female,city,False
312,2.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,few hours a day,2.0,15.0,1.0,male,city,False
313,5.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,few hours a day,3.0,20.0,1.0,female,city,False
314,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,few hours a day,3.0,20.0,2.0,male,village,True
315,5.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,4.0,few hours a day,1.0,20.0,1.0,male,city,False
316,5.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,less than an hour a day,3.0,20.0,1.0,female,city,False
317,5.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,4.0,few hours a day,3.0,19.0,2.0,male,city,False
318,5.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,less than an hour a day,3.0,16.0,0.0,female,city,False
319,5.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,5.0,few hours a day,3.0,18.0,1.0,female,city,False
320,5.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,few hours a day,5.0,20.0,0.0,male,village,False
321,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,few hours a day,2.0,16.0,0.0,female,city,False
322,5.0,1.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,few hours a day,2.0,18.0,1.0,female,city,False
323,5.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,few hours a day,4.0,20.0,1.0,male,village,False
324,5.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,4.0,few hours a day,3.0,18.0,1.0,female,city,False
325,5.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,4.0,less than an hour a day,4.0,19.0,1.0,male,village,False
326,5.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,few hours a day,3.0,19.0,0.0,female,city,True
327,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,few hours a day,5.0,20.0,1.0,female,city,False
328,5.0,1.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,few hours a day,5.0,18.0,0.0,male,city,True
329,5.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,few hours a day,2.0,17.0,1.0,female,city,False
330,5.0,3.0,5.0,4.0,1.0,5.0,5.0,2.0,3.0,few hours a day,3.0,22.0,0.0,female,city,False
331,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,few hours a day,3.0,17.0,1.0,male,village,False
332,4.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,few hours a day,5.0,22.0,2.0,female,village,True
333,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,few hours a day,3.0,16.0,1.0,female,city,False
334,5.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,few hours a day,4.0,24.0,1.0,female,city,False
335,5.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,2.0,few hours a day,3.0,17.0,1.0,male,city,False
336,5.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0,few hours a day,5.0,17.0,1.0,male,city,True
337,5.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,1.0,few hours a day,1.0,17.0,2.0,male,city,True
338,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,3.0,few hours a day,1.0,15.0,3.0,female,city,False
339,5.0,1.0,5.0,5.0,1.0,5.0,2.0,3.0,4.0,few hours a day,2.0,18.0,2.0,female,city,False
340,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,few hours a day,4.0,18.0,2.0,female,village,False
341,5.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,2.0,most of the day,1.0,16.0,1.0,male,village,False
342,5.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,most of the day,3.0,20.0,1.0,female,city,True
343,5.0,1.0,4.0,2.0,1.0,5.0,3.0,3.0,4.0,less than an hour a day,3.0,29.0,2.0,female,city,False
344,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,few hours a day,5.0,24.0,3.0,female,village,False
345,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,less than an hour a day,4.0,18.0,0.0,female,city,False
346,5.0,4.0,5.0,5.0,1.0,5.0,1.0,2.0,3.0,few hours a day,1.0,17.0,1.0,male,city,False
347,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,most of the day,1.0,18.0,1.0,male,city,False
348,5.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,few hours a day,2.0,16.0,1.0,male,city,False
349,5.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,few hours a day,3.0,17.0,2.0,female,city,False
350,2.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,most of the day,3.0,20.0,2.0,male,city,False
351,5.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,few hours a day,4.0,16.0,1.0,female,village,True
352,5.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,3.0,few hours a day,3.0,19.0,1.0,male,city,False
353,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,few hours a day,3.0,18.0,1.0,female,city,False
354,5.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,5.0,few hours a day,4.0,20.0,1.0,female,city,True
355,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,few hours a day,4.0,19.0,1.0,male,city,True
356,4.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,3.0,few hours a day,3.0,18.0,1.0,male,city,True
357,5.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,few hours a day,2.0,21.0,0.0,male,city,False
358,4.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,4.0,less than an hour a day,4.0,19.0,2.0,male,city,False
359,5.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,few hours a day,1.0,20.0,2.0,female,city,False
360,5.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,few hours a day,3.0,23.0,1.0,female,city,True
361,5.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,less than an hour a day,4.0,19.0,1.0,female,village,False
362,5.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,few hours a day,5.0,19.0,2.0,female,city,False
363,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,few hours a day,5.0,19.0,2.0,female,city,False
364,2.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,few hours a day,4.0,20.0,2.0,male,city,False
365,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,few hours a day,3.0,24.0,5.0,male,village,False
366,5.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,5.0,most of the day,4.0,19.0,1.0,male,city,True
367,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,4.0,few hours a day,5.0,20.0,2.0,male,village,False
368,5.0,,5.0,3.0,1.0,5.0,1.0,3.0,4.0,few hours a day,4.0,18.0,1.0,female,,False
369,5.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,less than an hour a day,4.0,17.0,1.0,male,village,True
370,5.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,few hours a day,3.0,19.0,2.0,female,village,False
371,5.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,3.0,few hours a day,3.0,19.0,4.0,female,village,True
372,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,most of the day,3.0,20.0,2.0,male,city,False
373,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,3.0,most of the day,4.0,20.0,0.0,male,city,False
374,5.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,4.0,few hours a day,1.0,21.0,1.0,female,city,False
375,5.0,,5.0,2.0,3.0,1.0,5.0,2.0,3.0,few hours a day,4.0,20.0,2.0,female,city,False
376,5.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,few hours a day,1.0,20.0,1.0,female,city,False
377,5.0,1.0,5.0,3.0,5.0,4.0,1.0,4.0,3.0,few hours a day,3.0,17.0,0.0,female,village,True
378,5.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,few hours a day,2.0,20.0,2.0,female,city,True
379,5.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,few hours a day,3.0,25.0,2.0,male,city,False
380,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,3.0,most of the day,4.0,20.0,1.0,female,city,False
381,5.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,3.0,few hours a day,2.0,21.0,1.0,female,city,False
382,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,4.0,few hours a day,2.0,21.0,0.0,female,village,False
383,5.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,3.0,most of the day,3.0,22.0,1.0,male,city,True
384,5.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,few hours a day,2.0,19.0,1.0,female,city,True
385,5.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,few hours a day,2.0,25.0,1.0,male,city,False
386,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,few hours a day,4.0,19.0,0.0,female,city,False
387,5.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,3.0,few hours a day,4.0,25.0,2.0,female,city,False
388,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,few hours a day,3.0,25.0,1.0,female,city,True
389,5.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,few hours a day,4.0,21.0,0.0,female,city,False
390,4.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0,4.0,few hours a day,4.0,20.0,2.0,male,city,False
391,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,few hours a day,3.0,24.0,2.0,female,city,True
392,5.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,less than an hour a day,4.0,30.0,2.0,female,city,False
393,5.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,few hours a day,4.0,21.0,1.0,male,city,False
394,5.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0,1.0,few hours a day,3.0,27.0,3.0,male,city,True
395,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,few hours a day,3.0,21.0,1.0,male,city,True
396,5.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,few hours a day,3.0,16.0,0.0,female,city,True
397,5.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,4.0,most of the day,3.0,21.0,1.0,female,village,True
398,5.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,5.0,few hours a day,3.0,20.0,1.0,female,village,True
399,5.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,less than an hour a day,3.0,22.0,1.0,female,city,True
400,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,most of the day,3.0,19.0,1.0,male,village,True
401,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,few hours a day,4.0,20.0,1.0,female,village,False
402,5.0,3.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,most of the day,3.0,25.0,1.0,male,city,False
403,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,less than an hour a day,2.0,23.0,2.0,male,village,False
404,5.0,5.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,few hours a day,5.0,20.0,2.0,female,village,False
405,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,20.0,1.0,female,city,False
406,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,less than an hour a day,4.0,21.0,1.0,female,village,False
407,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,less than an hour a day,3.0,19.0,1.0,female,city,False
408,5.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,few hours a day,2.0,21.0,1.0,female,city,False
409,5.0,4.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,few hours a day,3.0,16.0,0.0,female,city,False
410,5.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,few hours a day,3.0,20.0,1.0,male,village,True
411,5.0,2.0,5.0,5.0,1.0,3.0,5.0,2.0,4.0,few hours a day,2.0,18.0,0.0,female,city,False
412,5.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,3.0,less than an hour a day,3.0,21.0,1.0,female,city,False
413,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,few hours a day,3.0,21.0,2.0,male,village,False
414,5.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,few hours a day,3.0,18.0,2.0,male,city,False
415,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,few hours a day,1.0,19.0,1.0,female,village,False
416,4.0,4.0,,2.0,5.0,3.0,3.0,3.0,2.0,few hours a day,3.0,20.0,1.0,female,village,True
417,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,most of the day,2.0,18.0,1.0,male,village,True
418,5.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,less than an hour a day,3.0,18.0,1.0,female,village,False
419,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,less than an hour a day,3.0,23.0,0.0,female,village,False
420,5.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,4.0,few hours a day,3.0,20.0,1.0,female,village,False
421,5.0,2.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,few hours a day,5.0,18.0,1.0,female,village,True
422,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,few hours a day,4.0,28.0,1.0,female,city,False
423,5.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,few hours a day,5.0,24.0,1.0,female,village,False
424,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,2.0,19.0,2.0,female,city,False
425,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,less than an hour a day,4.0,21.0,3.0,female,village,False
426,5.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,less than an hour a day,3.0,22.0,1.0,female,city,False
427,5.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,few hours a day,1.0,19.0,1.0,male,city,False
428,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,few hours a day,4.0,18.0,2.0,female,city,False
429,5.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,3.0,most of the day,3.0,21.0,0.0,female,city,False
430,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,less than an hour a day,4.0,19.0,1.0,female,village,False
431,4.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,few hours a day,5.0,19.0,2.0,male,village,True
432,5.0,1.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,few hours a day,3.0,20.0,1.0,male,city,False
433,5.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,few hours a day,3.0,19.0,3.0,female,city,True
434,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,few hours a day,2.0,18.0,1.0,male,city,False
435,5.0,1.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,few hours a day,2.0,18.0,1.0,female,city,False
436,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,few hours a day,1.0,19.0,1.0,male,city,False
437,5.0,4.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,few hours a day,3.0,18.0,0.0,female,city,False
438,5.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,few hours a day,1.0,18.0,2.0,female,village,False
439,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,few hours a day,4.0,19.0,1.0,male,city,False
440,5.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,5.0,few hours a day,3.0,19.0,1.0,female,city,False
441,5.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,False
442,5.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,few hours a day,2.0,18.0,6.0,female,city,False
443,4.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,few hours a day,3.0,18.0,3.0,female,village,False
444,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,few hours a day,4.0,19.0,1.0,female,city,True
445,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,4.0,few hours a day,3.0,20.0,1.0,female,city,False
446,4.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,few hours a day,2.0,19.0,1.0,male,city,False
