,switch,arsenic,distance,assoc,education,distance100,education4
460,1,1.78,29.7140007019043,0,0,0.29714000701904303,0
461,0,2.2,45.55400085449221,0,5,0.4555400085449221,1
462,1,1.71,31.5550003051758,0,5,0.315550003051758,1
463,0,3.86,58.2239990234375,0,0,0.582239990234375,0
464,1,3.45,40.834999084472706,0,6,0.4083499908447271,1
465,1,3.97,47.8460006713867,0,7,0.478460006713867,1
466,1,1.39,9.77299976348877,0,0,0.0977299976348877,0
467,0,4.81,185.205001831055,0,0,1.8520500183105502,0
468,1,2.08,82.625,0,4,0.82625,1
469,0,2.49,112.70500183105499,1,5,1.12705001831055,1
470,0,1.83,98.0289993286133,1,0,0.980289993286133,0
471,0,1.24,112.143997192383,1,0,1.1214399719238302,0
472,0,1.38,133.43600463867202,0,10,1.3343600463867202,2
473,0,1.54,163.552001953125,0,0,1.63552001953125,0
474,0,0.53,18.1469993591309,0,0,0.181469993591309,0
475,0,0.9,27.2450008392334,1,5,0.272450008392334,1
476,0,2.04,15.888999938964801,1,3,0.158889999389648,1
477,1,0.61,5.21600008010864,0,5,0.0521600008010864,1
478,0,0.55,11.2740001678467,0,6,0.112740001678467,1
479,0,0.52,9.22000026702881,0,5,0.0922000026702881,1
480,0,0.77,23.676000595092802,1,0,0.23676000595092805,0
481,0,0.67,23.676000595092802,1,0,0.23676000595092805,0
482,0,0.67,35.502998352050795,1,5,0.355029983520508,1
483,0,0.64,31.1100006103516,0,0,0.311100006103516,0
484,0,0.57,24.434999465942397,0,0,0.244349994659424,0
485,1,0.76,24.434999465942397,1,0,0.244349994659424,0
486,1,0.75,24.434999465942397,1,0,0.244349994659424,0
487,1,0.9,24.434999465942397,1,5,0.244349994659424,1
488,0,0.62,24.434999465942397,1,12,0.244349994659424,2
489,1,2.26,23.517999649047894,1,2,0.23517999649047894,1
490,1,1.23,30.135999679565398,1,3,0.30135999679565395,1
491,0,1.21,28.386999130249,1,0,0.28386999130249,0
492,1,2.33,6.136000156402591,0,10,0.061360001564025914,2
493,0,1.2,6.136000156402591,1,0,0.061360001564025914,0
494,1,2.38,24.434999465942397,0,12,0.244349994659424,2
495,1,2.82,24.434999465942397,0,12,0.244349994659424,2
496,0,3.29,6.136000156402591,1,0,0.061360001564025914,0
497,0,1.52,6.136000156402591,1,5,0.061360001564025914,1
498,0,0.54,55.7830009460449,1,3,0.557830009460449,1
499,0,0.86,11.6079998016357,1,5,0.116079998016357,1
500,1,2.3,19.712999343872106,0,0,0.19712999343872106,0
501,1,1.67,24.1749992370605,1,0,0.24174999237060504,0
502,0,2.3,3.71499991416931,1,5,0.03714999914169311,1
503,1,0.86,30.830999374389602,0,14,0.308309993743896,3
504,0,0.53,12.5640001296997,1,8,0.12564000129699698,1
505,0,1.63,12.5640001296997,1,5,0.12564000129699698,1
506,0,2.05,12.5640001296997,1,7,0.12564000129699698,1
507,0,1.71,58.6510009765625,1,0,0.586510009765625,0
508,0,0.54,45.143001556396506,0,0,0.451430015563965,0
509,1,1.47,6.32800006866455,0,2,0.0632800006866455,1
510,1,0.73,6.32800006866455,0,5,0.0632800006866455,1
511,1,0.61,6.32800006866455,0,12,0.0632800006866455,2
512,1,0.59,6.32800006866455,1,0,0.0632800006866455,0
513,1,0.86,24.132999420166,0,5,0.24132999420166,1
514,0,3.53,94.3470001220703,1,5,0.943470001220703,1
515,0,3.68,76.4860000610352,0,5,0.764860000610352,1
516,0,0.93,57.2270011901855,0,6,0.572270011901855,1
517,0,0.58,45.6100006103516,0,12,0.456100006103516,2
518,1,1.22,43.3819999694824,0,2,0.433819999694824,1
519,0,1.24,6.3289999961853,0,16,0.063289999961853,3
520,0,0.59,23.0990009307861,1,0,0.23099000930786104,0
521,0,1.67,16.3579998016357,0,0,0.163579998016357,0
522,0,1.16,25.711000442504893,1,10,0.2571100044250489,2
523,0,1.1,47.48799896240229,1,0,0.474879989624023,0
524,0,0.72,3.40700006484985,0,3,0.0340700006484985,1
525,0,1.01,5.35799980163574,1,0,0.053579998016357405,0
526,0,1.08,62.50199890136721,1,2,0.6250199890136721,1
527,0,1.03,27.8700008392334,1,0,0.278700008392334,0
528,1,0.58,48.234001159668,1,2,0.48234001159668,1
529,0,0.51,31.7819995880127,1,14,0.31781999588012705,3
530,1,0.64,3.25200009346008,1,7,0.0325200009346008,1
531,1,2.38,3.25200009346008,1,14,0.0325200009346008,3
532,0,1.53,3.25200009346008,1,5,0.0325200009346008,1
533,1,2.72,3.25200009346008,1,8,0.0325200009346008,1
534,1,3.84,3.25200009346008,0,0,0.0325200009346008,0
535,0,0.92,3.25200009346008,1,5,0.0325200009346008,1
536,0,0.64,3.25200009346008,1,0,0.0325200009346008,0
537,0,0.56,13.666999816894501,1,3,0.136669998168945,1
538,1,0.56,21.173999786377,1,0,0.21173999786377,0
539,0,3.55,12.7790002822876,0,0,0.127790002822876,0
540,0,0.55,50.3660011291504,1,0,0.503660011291504,0
541,1,0.58,29.499000549316396,1,0,0.29499000549316395,0
542,0,0.57,34.3089981079102,0,0,0.343089981079102,0
543,0,0.53,4.875,1,0,0.04875,0
544,1,0.64,15.7910003662109,0,0,0.157910003662109,0
545,0,0.56,16.1350002288818,1,0,0.16135000228881802,0
546,0,0.71,7.17899990081787,1,0,0.0717899990081787,0
547,0,0.75,20.2040004730225,0,0,0.20204000473022501,0
548,0,0.69,21.2639999389648,0,5,0.21263999938964803,1
549,0,0.82,32.7970008850098,1,4,0.327970008850098,1
550,0,0.93,27.951000213623,0,3,0.27951000213623,1
551,0,0.52,33.5779991149902,1,0,0.335779991149902,0
552,1,0.57,14.8050003051758,0,3,0.148050003051758,1
553,0,0.69,11.1949996948242,0,0,0.11194999694824198,0
554,0,0.51,10.2040004730225,0,5,0.102040004730225,1
555,1,0.82,21.1499996185303,1,4,0.211499996185303,1
556,1,0.7,15.828000068664599,0,5,0.158280000686646,1
557,1,0.96,8.56700038909912,1,12,0.08567000389099119,2
558,1,0.53,14.770999908447301,1,5,0.14770999908447302,1
559,0,0.72,38.8400001525879,1,5,0.388400001525879,1
560,0,0.68,33.208000183105504,1,5,0.33208000183105496,1
561,0,0.81,7.53200006484985,1,5,0.0753200006484985,1
562,0,0.7,38.728000640869105,1,12,0.38728000640869104,2
563,1,1.04,4.12200021743774,1,3,0.0412200021743774,1
564,1,2.72,24.431999206543,1,6,0.24431999206542998,1
565,1,1.24,24.358999252319304,1,4,0.24358999252319305,1
566,1,0.6,8.19600009918213,0,3,0.08196000099182131,1
567,1,0.71,3.9079999923706095,1,2,0.039079999923706095,1
568,0,2.66,9.00599956512451,0,5,0.0900599956512451,1
569,1,1.5,22.2210006713867,1,2,0.222210006713867,1
570,1,1.83,18.3390007019043,1,2,0.183390007019043,1
571,1,0.51,14.140000343322802,1,5,0.141400003433228,1
572,0,0.95,19.3969993591309,1,12,0.19396999359130895,2
573,0,0.61,25.007999420166,1,3,0.25007999420166,1
574,0,1.13,32.126998901367195,1,4,0.32126998901367193,1
575,1,3.26,18.4160003662109,0,4,0.18416000366210897,1
576,1,1.17,16.636999130249,1,4,0.16636999130248994,1
577,1,0.68,22.9549999237061,1,3,0.229549999237061,1
578,1,0.52,15.2950000762939,1,4,0.152950000762939,1
579,1,0.66,23.364000320434602,0,5,0.23364000320434605,1
580,0,0.51,47.0260009765625,0,5,0.470260009765625,1
581,0,1.21,36.108001708984396,0,4,0.361080017089844,1
582,0,0.59,86.97899627685551,0,4,0.8697899627685551,1
583,1,0.99,38.903999328613295,0,0,0.389039993286133,0
584,1,0.66,19.3239994049072,1,9,0.193239994049072,2
585,0,0.51,1.6460000276565598,1,12,0.0164600002765656,2
586,1,1.15,18.5930004119873,1,0,0.185930004119873,0
587,0,0.68,20.0510005950928,1,5,0.200510005950928,1
588,0,0.53,11.8299999237061,1,12,0.118299999237061,2
589,0,0.63,33.304000854492195,1,5,0.33304000854492194,1
590,1,2.05,8.02099990844727,1,5,0.0802099990844727,1
591,0,0.73,19.8159999847412,0,0,0.198159999847412,0
592,0,0.91,21.267999649047894,1,4,0.21267999649047895,1
593,0,0.82,17.492000579834002,1,5,0.17492000579834002,1
594,0,0.67,29.7140007019043,1,4,0.29714000701904303,1
595,1,0.85,25.7859992980957,0,3,0.257859992980957,1
596,0,0.81,23.8950004577637,0,4,0.23895000457763704,1
597,0,0.59,11.581000328064,1,5,0.11581000328064,1
598,0,0.65,26.850000381469695,1,9,0.26850000381469696,2
599,0,0.53,13.578000068664599,1,14,0.13578000068664595,3
600,0,0.58,25.7000007629395,1,10,0.25700000762939496,2
601,0,0.56,12.0699996948242,1,10,0.120699996948242,2
602,0,0.95,7.693999767303469,0,8,0.0769399976730347,1
603,0,0.61,22.155000686645497,0,8,0.22155000686645496,1
604,0,0.72,8.82800006866455,0,9,0.0882800006866455,2
605,1,0.7,19.6439990997314,1,12,0.19643999099731402,2
606,0,0.58,36.3930015563965,0,9,0.363930015563965,2
607,0,1.03,39.058998107910206,1,8,0.390589981079102,1
608,1,0.67,51.890998840332,0,0,0.51890998840332,0
609,1,0.57,30.5520000457764,0,8,0.30552000045776395,1
610,0,0.85,34.3050003051758,1,6,0.34305000305175803,1
611,1,0.72,40.3930015563965,1,8,0.40393001556396496,1
612,1,0.78,16.8129997253418,1,8,0.168129997253418,1
613,0,0.52,26.1979999542236,0,10,0.26197999954223605,2
614,0,0.54,11.6999998092651,1,5,0.116999998092651,1
615,0,0.61,51.465999603271506,1,4,0.5146599960327151,1
616,1,1.1,131.77099609375,1,12,1.3177099609375,2
617,1,1.07,119.15899658203101,1,12,1.1915899658203102,2
618,1,0.65,128.785995483398,0,12,1.2878599548339802,2
619,1,1.25,101.017997741699,1,10,1.01017997741699,2
620,1,1.19,99.91400146484379,1,12,0.999140014648438,2
621,0,1.21,90.45800018310551,1,5,0.9045800018310552,1
622,1,0.76,79.1959991455078,1,12,0.791959991455078,2
623,0,0.9,65.9599990844727,0,8,0.6595999908447271,1
624,1,1.15,80.8939971923828,1,12,0.8089399719238279,2
625,0,0.58,50.529998779296896,0,4,0.5052999877929689,1
626,1,2.95,24.024999618530305,1,0,0.24024999618530304,0
627,1,2.71,81.9830017089844,0,3,0.819830017089844,1
628,0,0.96,71.0810012817383,1,8,0.710810012817383,1
629,1,2.34,83.43499755859379,0,8,0.8343499755859379,1
630,1,2.37,84.3030014038086,0,7,0.843030014038086,1
631,1,1.34,8.51399993896484,0,12,0.0851399993896484,2
632,1,3.16,122.85500335693399,0,3,1.22855003356934,1
633,0,1.4,23.0699996948242,1,5,0.230699996948242,1
634,1,3.18,114.65899658203101,0,8,1.14658996582031,1
635,0,2.95,126.31900024414101,0,0,1.26319000244141,0
636,0,3.27,136.210006713867,1,0,1.3621000671386698,0
637,0,1.93,155.419998168945,0,5,1.5541999816894498,1
638,0,2.86,178.755996704102,1,5,1.7875599670410198,1
639,0,2.28,58.6479988098145,1,8,0.586479988098145,1
640,1,2.07,13.875,1,5,0.13875,1
641,1,3.5,25.882999420166,1,5,0.25882999420166003,1
642,1,4.54,30.6809997558594,0,5,0.306809997558594,1
643,1,3.92,36.0629997253418,1,8,0.360629997253418,1
644,1,1.65,28.1840000152588,1,7,0.281840000152588,1
645,1,2.07,47.8310012817383,1,0,0.47831001281738295,0
646,1,2.97,25.7999992370605,0,12,0.257999992370605,2
647,1,3.91,49.1479988098145,1,9,0.491479988098145,2
648,1,3.29,48.20999908447271,1,4,0.482099990844727,1
649,1,2.61,35.502998352050795,0,0,0.355029983520508,0
650,1,2.63,38.4119987487793,0,3,0.38411998748779297,1
651,1,1.54,66.302001953125,1,5,0.66302001953125,1
652,1,2.61,54.68399810791021,1,5,0.546839981079102,1
653,1,0.9,18.0189990997314,1,8,0.180189990997314,1
654,1,2.44,44.1539993286133,1,2,0.44153999328613297,1
655,1,2.72,47.4140014648438,1,6,0.474140014648438,1
656,1,3.86,33.4249992370605,0,4,0.334249992370605,1
657,1,1.26,55.57699966430661,1,12,0.555769996643066,2
658,1,3.98,33.1160011291504,1,8,0.331160011291504,1
659,1,2.22,11.4490003585815,1,6,0.114490003585815,1
660,0,2.28,28.739000320434602,1,7,0.28739000320434605,1
661,1,1.62,23.2350006103516,1,12,0.23235000610351605,2
662,1,1.08,27.100000381469695,1,12,0.27100000381469697,2
663,1,1.78,23.8339996337891,1,12,0.23833999633789105,2
664,1,0.6,25.669000625610398,1,12,0.25669000625610394,2
665,1,0.63,14.1660003662109,1,8,0.141660003662109,1
666,1,2.1,28.4799995422363,1,12,0.284799995422363,2
667,1,2.06,16.9650001525879,1,8,0.16965000152587897,1
668,1,2.98,25.613000869751,1,0,0.25613000869751,0
669,1,2.12,35.8899993896484,0,14,0.358899993896484,3
670,1,1.71,13.298999786377001,0,8,0.13298999786377,1
671,1,2.44,25.6599998474121,1,8,0.25659999847412096,1
672,1,2.59,29.0219993591309,0,6,0.29021999359130896,1
673,0,1.92,31.6299991607666,1,5,0.31629999160766603,1
674,1,1.92,23.9449996948242,0,5,0.239449996948242,1
675,1,0.83,55.832000732421896,1,5,0.5583200073242189,1
676,1,1.76,50.4500007629395,1,5,0.5045000076293951,1
677,1,1.84,57.4360008239746,1,4,0.574360008239746,1
678,1,2.14,89.26699829101558,1,0,0.8926699829101559,0
679,1,2.48,122.83699798584,1,0,1.2283699798584,0
680,0,1.7,144.634994506836,1,5,1.44634994506836,1
681,1,3.33,166.294006347656,0,0,1.66294006347656,0
682,0,1.78,157.240005493164,0,5,1.57240005493164,1
683,1,2.15,151.139007568359,1,0,1.51139007568359,0
684,1,1.36,157.932998657227,1,9,1.57932998657227,2
685,1,1.95,165.998001098633,1,8,1.6599800109863303,1
686,1,4.42,188.102005004883,1,5,1.88102005004883,1
687,1,1.39,174.514999389648,1,10,1.7451499938964798,2
688,1,0.62,65.6999969482422,0,12,0.656999969482422,2
689,1,1.63,61.125,0,12,0.61125,2
690,0,0.86,25.2469997406006,0,12,0.252469997406006,2
691,0,0.92,2.2390000820159903,0,10,0.022390000820159902,2
692,0,0.51,25.5380001068115,1,8,0.255380001068115,1
693,0,1.96,9.402000427246099,1,12,0.094020004272461,2
694,0,0.91,27.1940002441406,1,12,0.271940002441406,2
695,1,0.6,25.9039993286133,1,12,0.259039993286133,2
696,1,0.73,18.0149993896484,1,10,0.180149993896484,2
697,1,0.63,9.060999870300302,1,4,0.090609998703003,1
698,0,3.47,30.510000228881804,0,12,0.3051000022888181,2
699,1,1.19,51.273998260498,1,3,0.51273998260498,1
700,1,1.31,35.891998291015604,1,6,0.35891998291015603,1
701,1,0.9,42.5499992370605,1,5,0.42549999237060493,1
702,1,2.39,30.1159992218018,0,12,0.301159992218018,2
703,1,2.31,27.8600006103516,0,12,0.27860000610351604,2
704,1,1.21,45.513999938964794,1,10,0.455139999389648,2
705,1,1.06,42.5359992980957,0,4,0.42535999298095706,1
706,1,2.17,48.60400009155271,0,8,0.4860400009155271,1
707,1,1.82,43.731998443603494,0,12,0.4373199844360349,2
708,1,1.51,31.0890007019043,1,8,0.31089000701904307,1
709,1,1.6,35.34299850463871,0,9,0.35342998504638706,2
710,1,0.85,32.101001739502,0,8,0.32101001739502005,1
711,1,1.44,30.4449996948242,0,4,0.304449996948242,1
712,1,1.64,43.07699966430661,1,10,0.430769996643066,2
713,1,0.68,28.367000579834,0,8,0.28367000579834,1
714,1,1.68,28.742000579834,1,5,0.28742000579834004,1
715,1,1.64,23.1310005187988,1,9,0.23131000518798803,2
716,1,0.71,15.005000114440902,0,7,0.15005000114440906,1
717,1,1.31,45.064998626709006,1,0,0.4506499862670901,0
718,1,1.15,51.625,0,2,0.51625,1
719,1,1.03,8.55300045013428,1,8,0.0855300045013428,1
720,1,2.25,8.7170000076294,1,8,0.087170000076294,1
721,1,1.42,4.6469998359680185,0,5,0.046469998359680194,1
722,0,0.62,20.063999176025398,1,4,0.200639991760254,1
723,1,3.04,18.216999053955103,0,5,0.18216999053955105,1
724,1,1.39,32.4039993286133,0,5,0.32403999328613303,1
725,0,0.52,48.390998840332,0,5,0.48390998840332,1
726,0,1.07,23.6480007171631,0,5,0.236480007171631,1
727,0,0.53,44.5839996337891,0,10,0.44583999633789095,2
728,1,0.87,21.961000442504893,1,5,0.21961000442504894,1
729,0,1.22,21.961000442504893,1,5,0.21961000442504894,1
730,0,0.91,14.0030002593994,1,5,0.140030002593994,1
731,0,0.65,34.4939994812012,1,12,0.34493999481201193,2
732,0,2.19,67.2399978637695,1,15,0.6723999786376951,3
733,0,2.45,70.5380020141602,1,15,0.7053800201416021,3
734,1,1.71,91.98300170898442,1,14,0.919830017089844,3
735,1,2.89,35.57899856567379,1,5,0.3557899856567379,1
736,1,2.73,35.57899856567379,1,10,0.3557899856567379,2
737,1,1.55,4.41400003433228,1,0,0.0441400003433228,0
738,1,1.28,71.4079971313477,0,3,0.714079971313477,1
739,1,1.34,75.2330017089844,1,8,0.752330017089844,1
740,1,2.01,95.18099975585942,0,9,0.9518099975585942,2
741,0,2.29,102.113998413086,0,6,1.02113998413086,1
742,0,2.59,114.48699951171899,1,5,1.14486999511719,1
743,1,3.34,113.726997375488,0,16,1.13726997375488,3
744,1,2.76,123.79499816894501,0,8,1.23794998168945,1
745,1,2.51,113.424003601074,1,6,1.1342400360107399,1
746,1,2.42,143.070999145508,0,0,1.4307099914550803,0
747,0,3.51,152.518997192383,0,5,1.5251899719238302,1
748,1,3.19,142.869003295898,0,6,1.42869003295898,1
749,1,2.58,134.600006103516,0,8,1.34600006103516,1
750,1,2.18,126.942001342773,1,5,1.26942001342773,1
751,1,4.51,118.81600189209,0,0,1.1881600189208998,0
752,1,3.29,110.699996948242,0,5,1.10699996948242,1
753,1,3.31,89.19000244140629,0,5,0.8919000244140629,1
754,0,2.98,79.6750030517578,1,8,0.796750030517578,1
755,1,1.07,132.945999145508,1,6,1.3294599914550802,1
756,0,2.63,125.52400207519501,0,5,1.25524002075195,1
757,0,1.29,115.388999938965,0,5,1.1538899993896499,1
758,1,3.38,99.02100372314449,1,6,0.9902100372314449,1
759,1,0.83,117.01000213622999,1,5,1.1701000213622998,1
760,1,2.56,75.6060028076172,1,5,0.756060028076172,1
761,0,0.56,69.7829971313477,0,9,0.697829971313477,2
762,0,1.59,52.181999206543,0,5,0.52181999206543,1
763,0,2.87,134.09899902343798,1,9,1.3409899902343798,2
764,0,1.11,95.4670028686523,1,8,0.9546700286865232,1
765,0,1.09,64.9980010986328,0,8,0.649980010986328,1
766,0,2.89,43.5979995727539,1,5,0.435979995727539,1
767,0,0.67,33.7089996337891,1,4,0.337089996337891,1
768,0,1.08,20.0090007781982,1,0,0.20009000778198202,0
769,0,1.71,22.6200008392334,1,5,0.226200008392334,1
770,0,2.83,106.488998413086,0,0,1.06488998413086,0
771,1,2.59,137.815994262695,0,5,1.3781599426269497,1
772,1,2.2,155.507995605469,0,12,1.55507995605469,2
773,1,2.04,152.160995483398,0,12,1.5216099548339799,2
774,0,1.78,202.134002685547,0,0,2.0213400268554698,0
775,0,1.94,170.427993774414,0,4,1.70427993774414,1
776,0,1.36,120.763999938965,1,5,1.2076399993896498,1
777,1,3.25,131.179000854492,0,4,1.31179000854492,1
778,0,1.38,72.359001159668,0,4,0.72359001159668,1
779,1,1.51,50.5830001831055,1,4,0.505830001831055,1
780,0,0.84,75.36900329589841,0,8,0.7536900329589841,1
781,0,0.98,79.36000061035159,0,5,0.7936000061035159,1
782,0,0.9,93.58599853515629,1,5,0.9358599853515628,1
783,0,1.32,80.1839981079102,1,6,0.801839981079102,1
784,0,1.59,82.6709976196289,1,5,0.826709976196289,1
785,0,3.07,70.7779998779297,0,10,0.707779998779297,2
786,0,0.85,34.509998321533196,0,10,0.345099983215332,2
787,0,1.29,56.734001159668,1,5,0.56734001159668,1
788,0,2.53,49.620998382568395,0,5,0.4962099838256839,1
789,0,1.53,73.9049987792969,1,0,0.739049987792969,0
790,0,1.75,68.7809982299805,1,0,0.687809982299805,0
791,0,1.11,52.92900085449221,1,5,0.5292900085449221,1
792,1,3.27,134.875,1,0,1.34875,0
793,0,2.43,150.19299316406298,1,2,1.5019299316406298,1
794,0,1.57,138.024002075195,0,5,1.3802400207519498,1
795,0,2.22,119.65299987792999,1,5,1.1965299987793,1
796,0,2.95,112.577003479004,1,0,1.12577003479004,0
797,0,1.59,17.4179992675781,0,0,0.174179992675781,0
798,0,2.54,28.712999343872102,1,5,0.28712999343872103,1
799,0,1.06,38.2239990234375,1,5,0.382239990234375,1
800,1,0.79,39.675998687744105,0,0,0.3967599868774411,0
801,1,2.41,13.2659997940063,1,0,0.132659997940063,0
802,0,1.23,19.090999603271502,1,0,0.19090999603271505,0
803,0,1.79,19.743999481201197,1,0,0.197439994812012,0
804,0,2.56,77.4390029907227,1,4,0.7743900299072269,1
805,1,2.6,132.36999511718798,1,0,1.32369995117188,0
806,0,3.01,67.07399749755861,1,0,0.6707399749755861,0
807,0,2.88,38.8520011901855,1,5,0.3885200119018549,1
808,0,2.7,16.781000137329098,0,5,0.16781000137329094,1
809,0,3.66,28.763000488281303,1,0,0.28763000488281304,0
810,0,0.93,14.2430000305176,1,6,0.142430000305176,1
811,0,1.17,32.9560012817383,1,5,0.329560012817383,1
812,0,4.46,38.95399856567379,1,5,0.3895399856567379,1
813,0,2.11,67.38400268554689,1,5,0.6738400268554688,1
814,0,3.17,82.802001953125,1,0,0.82802001953125,0
815,0,3.65,104.232002258301,1,5,1.04232002258301,1
816,0,1.8,54.15299987792971,1,5,0.5415299987792971,1
817,0,5.6,53.2130012512207,1,0,0.532130012512207,0
818,0,4.18,31.6650009155273,1,5,0.316650009155273,1
819,1,4.78,45.944000244140604,0,5,0.4594400024414061,1
820,1,4.07,37.3860015869141,0,5,0.37386001586914097,1
821,1,4.74,14.626999855041499,0,5,0.14626999855041498,1
822,1,4.81,27.600999832153306,0,10,0.276009998321533,2
823,1,4.65,35.8839988708496,1,10,0.35883998870849604,2
824,1,1.53,52.1920013427734,0,5,0.521920013427734,1
825,1,2.7,31.621000289917003,0,5,0.31621000289917,1
826,1,3.89,82.3820037841797,1,0,0.823820037841797,0
827,0,3.44,97.4029998779297,0,5,0.9740299987792971,1
828,0,2.74,124.050003051758,1,0,1.24050003051758,0
829,0,3.21,126.800003051758,1,5,1.26800003051758,1
830,1,3.17,117.89900207519501,1,5,1.17899002075195,1
831,0,1.29,115.01300048828101,1,5,1.15013000488281,1
832,0,5.81,9.37199974060059,1,0,0.0937199974060059,0
833,1,4.83,50.59700012207029,1,5,0.5059700012207029,1
834,1,4.48,17.3320007324219,1,5,0.173320007324219,1
835,1,4.2,32.4249992370605,1,0,0.324249992370605,0
836,1,1.93,62.1949996948242,1,5,0.6219499969482419,1
837,1,0.83,108.349998474121,1,5,1.08349998474121,1
838,1,3.86,67.1169967651367,1,0,0.671169967651367,0
839,1,4.39,66.4980010986328,1,5,0.664980010986328,1
840,1,3.57,52.7919998168945,1,5,0.5279199981689451,1
841,0,3.32,72.0979995727539,1,5,0.720979995727539,1
842,1,3.07,92.988998413086,1,5,0.92988998413086,1
843,1,4.07,72.3779983520508,1,5,0.723779983520508,1
844,1,3.63,111.593002319336,1,10,1.1159300231933602,2
845,1,3.39,112.91300201416,1,5,1.1291300201416001,1
846,1,2.61,84.7040023803711,0,5,0.8470400238037109,1
847,1,1.29,67.7880020141602,1,5,0.677880020141602,1
848,1,1.97,96.7969970703125,1,5,0.967969970703125,1
849,1,3.31,81.51499938964841,1,12,0.8151499938964841,2
850,1,3.68,94.6389999389648,1,12,0.946389999389648,2
851,1,4.05,96.4820022583008,0,10,0.964820022583008,2
852,0,3.23,75.1129989624023,1,0,0.751129989624023,0
853,1,4.64,57.2120018005371,0,5,0.5721200180053709,1
854,1,4.51,50.2560005187988,0,5,0.5025600051879879,1
855,0,1.32,31.100000381469695,0,12,0.311000003814697,2
856,1,0.71,18.037000656127894,0,10,0.18037000656127894,2
857,1,1.18,12.022000312805199,1,10,0.120220003128052,2
858,0,0.58,22.864999771118196,1,5,0.228649997711182,1
859,1,1.44,38.3899993896484,1,0,0.383899993896484,0
860,1,0.56,19.2600002288818,0,5,0.192600002288818,1
861,1,0.99,21.372999191284197,1,0,0.213729991912842,0
862,0,1.48,7.8579998016357395,1,5,0.0785799980163574,1
863,0,1.46,35.1640014648438,1,0,0.351640014648438,0
864,1,1.62,63.0060005187988,1,5,0.6300600051879879,1
865,0,1.72,72.2249984741211,1,0,0.7222499847412109,0
866,0,1.32,74.6600036621094,1,5,0.7466000366210941,1
867,0,1.0,58.396999359130895,1,5,0.583969993591309,1
868,1,0.74,50.818000793457,1,5,0.5081800079345701,1
869,1,1.07,41.390998840331996,0,5,0.41390998840332,1
870,1,1.1,39.54600143432621,1,0,0.3954600143432621,0
871,1,0.61,30.5820007324219,1,5,0.305820007324219,1
872,1,0.93,25.7280006408691,1,0,0.25728000640869103,0
873,1,1.3,26.6049995422363,1,5,0.266049995422363,1
874,1,0.7,16.5790004730225,1,5,0.165790004730225,1
875,0,1.27,19.054000854492198,1,0,0.190540008544922,0
876,1,0.64,10.581000328063999,1,5,0.10581000328063997,1
877,0,0.64,19.5779991149902,0,5,0.19577999114990197,1
878,1,0.73,10.9390001296997,0,12,0.109390001296997,2
879,0,0.54,9.42300033569336,1,5,0.0942300033569336,1
880,1,0.61,18.9370002746582,1,5,0.189370002746582,1
881,1,0.86,23.8020000457764,1,5,0.23802000045776397,1
882,0,1.05,15.710000038147,1,8,0.15710000038146998,1
883,1,1.23,32.998001098632805,1,10,0.3299800109863281,2
884,0,0.67,32.199001312255895,0,12,0.3219900131225589,2
885,1,0.66,102.05599975585899,1,4,1.02055999755859,1
886,0,0.57,12.8500003814697,1,5,0.12850000381469698,1
887,0,0.55,21.902000427246104,1,5,0.21902000427246104,1
888,1,2.34,41.3339996337891,0,0,0.413339996337891,0
889,1,1.31,42.310001373291,1,5,0.42310001373291,1
890,1,0.87,39.5110015869141,0,9,0.39511001586914096,2
891,1,0.71,16.632999420165998,0,0,0.16632999420165998,0
892,1,0.66,24.948999404907198,0,0,0.24948999404907202,0
893,0,1.47,42.0900001525879,0,0,0.420900001525879,0
894,0,0.88,48.926998138427706,0,0,0.4892699813842771,0
895,1,0.86,14.522000312805199,0,10,0.145220003128052,2
896,1,0.82,49.6450004577637,1,12,0.496450004577637,2
897,0,0.69,56.8219985961914,1,5,0.5682199859619139,1
898,0,0.61,15.6009998321533,0,8,0.156009998321533,1
899,0,1.01,43.0270004272461,1,0,0.43027000427246104,0
900,1,1.5,43.507999420165994,1,5,0.43507999420166,1
901,1,1.19,78.7210006713867,1,5,0.7872100067138671,1
902,1,1.56,52.734001159668,1,5,0.52734001159668,1
903,1,1.39,48.5579986572266,0,5,0.485579986572266,1
904,1,0.64,21.8920001983643,1,10,0.21892000198364298,2
905,1,0.6,24.0659999847412,1,0,0.240659999847412,0
906,1,0.82,26.426000595092802,1,10,0.26426000595092797,2
907,1,1.19,56.6240005493164,0,5,0.5662400054931639,1
908,1,0.93,35.0750007629395,0,5,0.35075000762939507,1
909,1,1.1,29.577999114990202,1,5,0.29577999114990194,1
910,0,1.47,21.340000152587894,1,0,0.21340000152587896,0
911,1,1.58,21.0090007781982,1,14,0.210090007781982,3
912,1,2.04,7.938000202178959,1,0,0.07938000202178959,0
913,0,0.54,35.160999298095696,0,0,0.35160999298095696,0
914,1,0.72,10.060999870300302,1,0,0.10060999870300302,0
915,1,0.69,46.2560005187988,1,5,0.462560005187988,1
916,0,1.41,48.6049995422363,1,0,0.486049995422363,0
917,0,0.85,24.3780002593994,1,8,0.243780002593994,1
918,0,1.32,27.591999053955107,1,9,0.275919990539551,2
919,0,1.89,43.5309982299805,1,0,0.435309982299805,0
920,0,1.51,91.6449966430664,1,0,0.916449966430664,0
921,1,1.86,92.8679962158203,1,5,0.9286799621582029,1
