,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
423,Bentley University,212400,1,1244.0,0.1562,0.4864,0.4231967409537501,4316.0,12843.0,0.970588235,25500,82419.5,32713.0
424,Boston College,212800,1,1380.0,0.125,0.3763,0.28505053245608003,9764.0,14211.0,0.954545455,19000,83893.95,33661.0
425,Boston University,213000,1,1303.0,0.1317,0.3784,0.32622624632628,17819.0,12920.0,0.849162011,24500,83140.68,34910.0
426,Brandeis University,213300,1,1360.0,0.196,0.4759,0.34023556231003,3282.0,12654.0,0.883050848,26207,85221.28,28370.0
427,Bridgewater State University,218300,1,996.0,0.3691,0.6936,0.8070892978868399,7080.0,8859.0,0.770719903,18500,75059.92,18745.0
428,Curry College,214300,1,941.0,0.2552,0.6359,0.8770255671588001,2218.0,9564.0,0.833587786,19000,77762.42,29464.0
429,Eastern Nazarene College,214500,1,978.0,0.4981,0.6024,0.61293179805137,1203.0,5700.0,0.83125,16000,69305.79,18677.0
430,Emerson College,214600,1,1211.0,0.1642,0.5738,0.4902529589231801,3168.0,9694.0,0.870221328,22313,80699.66,39148.0
431,Fitchburg State University,218400,1,993.0,0.3846,0.7127,0.7476238119059501,3238.0,8777.0,0.792682927,15000,71253.32,13923.0
432,Framingham State University,218500,1,975.0,0.3183,0.6512,0.70809910472621,4042.0,8464.0,0.909233177,16947.5,80769.61,17967.0
433,Gordon College,215300,1,1112.0,0.22,0.6939,0.93231441048034,1528.0,6869.0,0.927648579,23250,80002.32,27418.0
434,Harvard University,215500,1,1497.0,0.1165,0.0505,0.05575361192269,9884.0,20072.0,0.768060837,7000,76879.55,17882.0
435,Lasell College,215800,1,966.0,0.3276,0.7979,0.78145695364238,841.0,7786.0,0.856287425,23250,77012.29,24150.0
436,Lesley University,216000,1,1066.0,0.2639,0.6485,0.67096165933375,1763.0,7844.0,0.816608997,18500,73324.38,30616.0
437,University of Massachusetts-Lowell,216100,1,1197.0,0.281,0.5693,0.5678735148283199,9543.0,11486.0,0.821626617,17699.5,76546.63,18005.0
438,University of Massachusetts-Amherst,222100,1,1226.0,0.2368,0.5933,0.58317966608522,19061.0,11921.0,0.863936291,21500,78424.73,18869.0
439,University of Massachusetts-Boston,222200,1,1055.0,0.4185,0.5475,0.69054991991457,10442.0,10470.0,0.761220826,16331.5,68463.25,11789.0
440,MCPHS University,216500,1,1070.0,0.2965,0.7442,0.8656256420793,1427.0,8909.0,0.936868687,25000,72630.13,35360.0
441,Massachusetts College of Art and Design,218000,1,1086.0,0.2705,0.5496,0.71327572663,2221.0,9882.0,0.736842105,21989,75629.56,22323.0
442,Massachusetts Institute of Technology,217800,1,1507.0,0.1786,0.1833,0.08297825849448,4258.0,16830.0,0.949640288,15250,77426.3,22968.0
443,Massachusetts Maritime Academy,218100,1,1065.0,0.187,0.7695,0.7393939393939299,830.0,8579.0,PrivacySuppressed,23250,77684.66,17224.0
444,Mount Ida College,219300,1,906.0,0.3729,0.7636,0.6326002587322099,1196.0,5355.0,0.815789474,15219.5,73378.33,26850.0
445,Massachusetts College of Liberal Arts,218700,1,1016.0,0.4654,0.8681,0.7340985174557599,1387.0,8632.0,0.785074627,18000,64342.86,16069.0
446,Northeastern University,219900,1,1435.0,0.124,0.409,0.28478118876551,19588.0,12159.0,0.906182796,25000,80190.89,28869.0
447,College of Our Lady of the Elms,214000,1,976.0,0.434,0.7702,0.74879807692307,641.0,6966.0,0.770700637,23000,59687.78,21102.0
448,Pine Manor College,220100,1,775.0,0.5236,0.6005,0.7094240837696301,370.0,6174.0,0.625,9500,58088.78,22810.0
449,Simmons College,220800,1,1163.0,0.2509,0.7158,0.57573770491803,1186.0,7921.0,0.894890511,25000,77652.59,29461.0
450,Springfield College,221100,1,1042.0,0.2315,0.8031,0.64153696498054,3371.0,8157.0,0.69661017,20467.5,64281.13,27047.0
451,University of Massachusetts-Dartmouth,221000,1,1025.0,0.3967,0.7311,0.76261362139375,6423.0,9481.0,0.840342679,18361,72067.31,16517.0
452,Suffolk University,221800,1,1024.0,0.2939,0.557,0.82371643900141,3438.0,8753.0,0.796839729,21500,76214.79,29563.0
453,Tufts University,221900,1,1424.0,0.1198,0.2782,0.16099249855741,4886.0,11533.0,0.962043796,16500,82793.69,29565.0
454,Wellesley College,222400,1,1369.0,0.1937,0.331,0.29850746268656003,2287.0,11712.0,0.944827586,8600,81018.79,25429.0
455,Wentworth Institute of Technology,222500,1,1104.0,0.2643,0.6697,0.66666666666666,3187.0,8207.0,0.925357873,23481,76699.8,35232.0
456,Western New England University,222600,1,1080.0,0.295,0.7443,0.8094087320766801,3136.0,9221.0,0.882275132,21500,76363.81,28053.0
457,Westfield State University,218900,1,1001.0,0.2751,0.6444,0.79610894941634,4276.0,8910.0,0.865123703,15000,72419.11,16808.0
458,Wheelock College,222800,1,944.0,0.3786,0.8032,0.954169797145,636.0,7125.0,0.797235023,21500,76696.63,27466.0
459,Williams College,222900,1,1442.0,0.1805,0.2698,0.17608600900770002,2020.0,8923.0,0.915254237,14000,77966.2,23924.0
460,Worcester State University,219000,1,1020.0,0.3006,0.5468,0.68566027545233,4569.0,8783.0,0.843037975,13845,68531.82,17495.0
461,Adrian College,223400,3,1008.0,0.4145,0.8783,0.61031356252361,1081.0,7789.0,0.795275591,19500,66915.1,23128.0
462,Albion College,223500,3,1104.0,0.2737,0.6349,0.7980022197558199,1525.0,7346.0,0.867647059,24000,71425.7,22232.0
463,Alma College,223600,3,1110.0,0.3037,0.9011,0.6756756756756701,1409.0,7319.0,0.869731801,23875,61676.21,22080.0
464,Andrews University,223800,3,1091.0,0.2726,0.4528,0.39209450249886,1736.0,4904.0,0.640410959,23000,63096.48,21177.0
465,Aquinas College,223900,3,1090.0,0.3253,0.6428,0.72409867172675,2021.0,6047.0,PrivacySuppressed,19500,64829.33,16624.0
466,Calvin College,224100,3,1202.0,0.226,0.5303,0.7426778242677801,4263.0,8258.0,0.898876405,21948.5,70660.49,24177.0
467,Central Michigan University,224300,3,1049.0,0.3543,0.7248,0.6874831763122401,18620.0,8462.0,0.724523507,21500,66048.2,14509.0
468,Cleary University,224600,3,950.0,0.4671,0.8934,0.7230769230769201,337.0,5988.0,0.69,14375,81153.11,10182.0
469,Concordia University-Ann Arbor,384256,3,1052.0,0.3577,0.7198,0.67535853976531,590.0,4449.0,0.759322034,15015,70459.21,20434.0
470,College for Creative Studies,677100,3,1070.0,0.3405,0.6338,0.49613325401546,1086.0,7165.0,0.751445087,21500,74293.04,33309.0
471,University of Detroit Mercy,232300,3,1122.0,0.2922,0.6217,0.72917134516056,3830.0,8681.0,0.780838323,20500,64142.33,22524.0
472,Eastern Michigan University,225900,3,1029.0,0.4388,0.7191,0.7477521775779701,18189.0,9227.0,0.7138863,18250,69989.0,12675.0
473,Ferris State University,226000,3,1009.0,0.4009,0.6285,0.7817811012916299,9235.0,8434.0,0.773632742,17250,61040.62,13306.0
474,Kettering University,226200,3,1204.0,0.2465,0.7587,0.7009685230024201,2632.0,7966.0,PrivacySuppressed,23000,70813.57,34029.0
475,Cornerstone University,226600,3,1033.0,0.4043,0.7031,0.7297709923664101,1592.0,5861.0,0.773722628,18467.5,63718.46,18505.0
476,Grand Valley State University,226800,3,1090.0,0.3468,0.631,0.81140738124668,15211.0,8254.0,0.771276596,19220.5,67198.25,16491.0
477,Hope College,227300,3,1205.0,0.2055,0.5534,0.7203619909502199,3015.0,8053.0,0.871575343,24841,72371.25,23994.0
478,Lake Superior State University,229300,3,1027.0,0.3913,0.568,0.9188854489164,3068.0,6460.0,0.752783964,13750,53637.55,10381.0
479,Lawrence Technological University,227900,3,1156.0,0.1726,0.3034,0.55286446204005,2975.0,7631.0,0.856777494,19500,73119.88,26876.0
480,Madonna University,228200,3,1030.0,0.3288,0.5027,0.59876543209876,3130.0,7532.0,0.672131148,21000,72787.1,14104.0
481,Marygrove College,228400,3,780.0,0.6942,0.8313,0.5749128919860601,914.0,6730.0,0.5234375,18237.5,51580.09,14455.0
482,Rochester College,228800,3,949.0,0.4686,0.7318,0.57888493475682,794.0,5647.0,0.66873065,15000,72043.03,16211.0
483,University of Michigan-Ann Arbor,232500,3,1384.0,0.1538,0.3202,0.2627758364384,24412.0,10886.0,0.836720227,19250,77145.9,14521.0
484,Michigan State University,229000,3,1159.0,0.2211,0.4504,0.6628045325779,34342.0,11164.0,0.844480476,22150,72140.18,16788.0
485,Michigan Technological University,229200,3,1207.0,0.252,0.5758,0.75436316375789,5666.0,9815.0,0.932220039,19986.5,61737.2,15237.0
486,University of Michigan-Dearborn,232600,3,1105.0,0.44,0.6574,0.62270856715301,6615.0,9040.0,0.651643193,18750,67620.59,12220.0
487,University of Michigan-Flint,232700,3,992.0,0.4199,0.7034,0.7358346094946401,5786.0,8143.0,0.571559633,18750,64807.7,14223.0
488,Northern Michigan University,230100,3,1011.0,0.3738,0.6187,0.6987972508590999,7575.0,7748.0,0.738230729,14864,57050.02,12468.0
489,Northwood University,407200,3,1026.0,0.4131,0.8263,0.6944065484311,3657.0,7299.0,0.698630137,18494.5,64809.96,22526.0
490,Oakland University,230700,3,1070.0,0.3165,0.5307,0.80387718952962,12002.0,8963.0,0.708209693,18271,78696.54,11929.0
491,Olivet College,230800,3,931.0,0.491,0.8567,0.56867969212551,977.0,5819.0,0.738197425,19856.5,62696.44,20320.0
492,Kuyper College,231100,3,1010.0,0.4142,0.6903,0.71162790697674,51.0,5239.0,0.841269841,16855,68721.86,17932.0
493,Saginaw Valley State University,231400,3,1030.0,0.4095,0.7373,0.76142348754448,7059.0,7691.0,0.704560926,17452.5,57827.75,14579.0
494,Siena Heights University,231600,3,1027.0,0.3963,0.649,0.7749015194147401,1713.0,5851.0,0.674193548,15000,63208.96,16683.0
495,Spring Arbor University,231800,3,1073.0,0.4478,0.7472,0.6888745148770999,2125.0,5191.0,0.76344086,20150,61521.97,18156.0
496,Finlandia University,232200,3,886.0,0.5274,0.7465,0.45947802197802,383.0,5093.0,0.782894737,11335,47498.69,23275.0
497,Wayne State University,232900,3,1070.0,0.4649,0.5677,0.79868118693176,18093.0,9961.0,0.69525066,15750,61912.62,13258.0
498,Western Michigan University,233000,3,1030.0,0.3829,0.6649,0.8237891268533699,22756.0,9317.0,0.743705463,20000,69141.32,16870.0
499,Augsburg College,233400,4,1032.0,0.4002,0.6774,0.59179487179487,2913.0,7424.0,0.881773399,21500,72224.74,23536.0
500,Bemidji State University,233600,4,1010.0,0.3378,0.598,0.93803585346843,3889.0,8273.0,0.801265823,13000,55158.96,14720.0
501,Bethany Lutheran College,233700,4,1074.0,0.3936,0.7175,0.85302593659942,440.0,6495.0,0.908333333,16372,62776.68,16294.0
502,Bethel University,905800,4,1127.0,0.2571,0.6639,0.94905290659699,2652.0,7495.0,0.941414141,19500,77038.37,26602.0
503,Carleton College,234000,4,1400.0,0.1313,0.4711,0.20648616483189006,1936.0,11575.0,0.943573668,18730,71070.84,28892.0
504,Martin Luther College,236100,4,1145.0,0.3523,0.595,0.7786259541984699,1026.0,4468.0,PrivacySuppressed,16500,64939.16,17612.0
505,Hamline University,235400,4,1127.0,0.3622,0.6971,0.72390488110137,1851.0,6210.0,0.854809437,18270.5,70958.04,21150.0
506,Macalester College,235800,4,1358.0,0.1655,0.4433,0.39021558872305,1794.0,9658.0,0.929648241,21000,71692.75,24934.0
507,Minnesota State University-Mankato,236000,4,1030.0,0.2816,0.5819,0.66627195579238,11165.0,8892.0,0.917948718,15000,66314.89,15178.0
508,University of Minnesota-Twin Cities,396900,4,1285.0,0.2026,0.4229,0.4428547095895,31824.0,11258.0,0.85026738,17390,70741.62,17015.0
509,University of Minnesota-Crookston,406900,4,1026.0,0.2204,0.4018,0.76761207685269,2775.0,7009.0,0.858299595,13000,55080.02,13075.0
510,Minneapolis College of Art and Design,236500,4,1096.0,0.369,0.8408,0.6600719424460401,580.0,6759.0,0.831858407,20500,70094.27,25795.0
511,University of Minnesota-Duluth,238800,4,1109.0,0.2343,0.5713,0.7595679423923101,8400.0,7969.0,0.88128106,17325,68076.22,16551.0
512,University of Minnesota-Morris,238900,4,1146.0,0.2807,0.495,0.5979552362531,1842.0,7003.0,0.870748299,12750,63548.87,13418.0
513,Minnesota State University Moorhead,236700,4,1049.0,0.3033,0.6158,0.7729581867917099,7044.0,8412.0,0.827852998,16671.5,54641.42,15240.0
514,North Central University,236900,4,1024.0,0.4052,0.6834,0.53501094091903,1168.0,6670.0,0.865979381,19422,65000.36,19196.0
515,University of Northwestern-St Paul,237100,4,1102.0,0.2216,0.4336,0.8677130044843,2081.0,6128.0,0.931484502,18500,70065.41,23664.0
516,Oak Hills Christian College,999200,4,930.0,0.5887,0.6738,0.29104477611940005,150.0,4142.0,0.732142857,11000,53222.25,17400.0
517,College of Saint Benedict,234100,4,1118.0,0.2401,0.6485,0.74139784946236,2024.0,8226.0,0.974048443,23250,70918.96,23305.0
518,Saint Cloud State University,237700,4,1030.0,0.295,0.4656,0.8620294599018,13949.0,8912.0,0.894056848,14000,66422.48,13786.0
519,Saint Johns University,237900,4,1148.0,0.1923,0.6372,0.7408328154133001,1880.0,8130.0,0.962765957,24159,71469.52,22530.0
520,Saint Mary's University of Minnesota,238000,4,1046.0,0.2516,0.5798,0.77608845888044,1693.0,6649.0,0.875,16570,70833.22,20200.0
521,St Olaf College,238200,4,1282.0,0.1496,0.4911,0.35966186765288005,3014.0,8685.0,0.923809524,26000,75732.77,23452.0
522,Crown College,238300,4,1019.0,0.4942,0.7332,0.52946768060836,882.0,5084.0,0.876404494,14250,68899.21,21577.0
523,The College of Saint Scholastica,234300,4,1067.0,0.3161,0.6736,0.6146558930064,1499.0,6866.0,0.900641026,18196,60287.14,21914.0
524,University of St Thomas,234500,4,1202.0,0.1809,0.546,0.83958793230316,5469.0,9985.0,0.938461539,21500,76939.14,28374.0
525,St Catherine University,234200,4,1032.0,0.3861,0.7359,0.6738912970990301,3555.0,7006.0,0.82924614,22554.5,71786.79,23046.0
526,Southwest Minnesota State University,237500,4,1008.0,0.1308,0.2347,0.64033780427223,4148.0,8766.0,0.898876405,13500,56697.45,14909.0
527,Winona State University,239400,4,1050.0,0.2631,0.6321,0.6246312684365699,6772.0,8270.0,0.916380298,17500,68678.3,17393.0
528,Alcorn State University,239600,5,871.0,0.7661,0.818,0.80564784053156,2398.0,6639.0,0.473484849,19000,38329.94,14838.0
529,Blue Mountain College,239800,5,990.0,0.4981,0.5904,0.99206349206349,371.0,4900.0,0.727272727,12000,44968.64,10978.0
530,Delta State University,240300,5,970.0,0.4262,0.5601,0.8698224852070999,3356.0,6312.0,0.70625,11250,39124.62,12840.0
531,Jackson State University,241000,5,910.0,0.6629,0.7468,0.6751711263223299,5471.0,6940.0,0.5,19000,43401.54,13142.0
532,Millsaps College,241400,5,1163.0,0.2135,0.5508,0.5263877495214601,1193.0,7563.0,0.790697674,19500,56763.17,21209.0
533,University of Mississippi,244000,5,1118.0,0.2661,0.4424,0.7872528932942,9608.0,8996.0,0.781808891,15000,53374.26,14284.0
534,Mississippi University for Women,242200,5,1012.0,0.4832,0.5916,0.9612518628912,2660.0,6209.0,0.658256881,12500,43147.25,10874.0
535,Mississippi Valley State University,242400,5,850.0,0.7183,0.8164,0.75670995670995,2358.0,5824.0,0.493506494,17000,34674.56,10880.0
536,Mississippi College,241500,5,1106.0,0.3345,0.5409,0.8248212461695601,2440.0,7343.0,0.737012987,16750,52824.92,15375.0
537,Mississippi State University,242300,5,1140.0,0.3261,0.4915,0.65241844769403,13307.0,8371.0,0.814939759,15000,46465.5,16035.0
538,Rust College,243300,5,780.0,0.8941,0.9003,0.41492368569813,853.0,4757.0,0.491525424,11089,41256.82,9777.0
539,University of Southern Mississippi,244100,5,1049.0,0.4855,0.6269,0.58038372477671,12143.0,7573.0,0.742366412,15586.5,46990.98,12175.0
540,Tougaloo College,243900,5,844.0,0.9333,0.8611,0.3912106850495399,1000.0,4683.0,0.57037037,21380,44758.77,13117.0
541,William Carey University,244700,5,1071.0,0.6454,0.6999,0.5688836104513001,1715.0,5180.0,0.625242718,15000,45401.66,16557.0
542,Avila University,244900,4,986.0,0.3959,0.6972,0.50891972249752,1123.0,6727.0,0.770226537,17760,67638.05,19608.0
543,Calvary University,245000,4,1010.0,0.5378,0.4756,0.94230769230769,224.0,3861.0,PrivacySuppressed,9750,59014.41,12620.0
544,Central Christian College of the Bible,2266400,4,985.0,0.5874,0.5734,0.3490813648293901,133.0,4914.0,0.72,8750,57236.66,10335.0
545,Central Methodist University-College of Liberal Arts and Sciences,245300,4,1043.0,0.4211,0.7764,0.57684355616815,1172.0,5908.0,0.765536723,12439,49478.5,19513.0
546,University of Central Missouri,245400,4,1010.0,0.3661,0.5877,0.7945205479451999,9150.0,7115.0,0.754231052,15000,57730.2,14794.0
547,Cleveland University-Kansas City,2090700,4,910.0,0.5,0.7708,0.75,76.0,5304.0,0.652173913,10500,61070.83,36435.0
548,Conception Seminary College,246700,4,1145.0,0.3978,0.3118,1.0,93.0,4243.0,PrivacySuppressed,PrivacySuppressed,56643.16,27422.0
549,Cottey College,245800,4,1049.0,0.4684,0.6245,0.7354368932038801,311.0,6310.0,0.793103448,8250,61289.57,17289.0
550,Culver-Stockton College,246000,4,968.0,0.4723,0.7722,0.55887401304497,821.0,5284.0,0.790419162,14750,52894.01,19030.0
551,Drury University,246100,4,1185.0,0.5296,0.5807,0.84200743494423,4053.0,6255.0,0.708041958,14250,45736.92,21466.0
552,Evangel University,246300,4,1064.0,0.4805,0.9404,0.6145552560646899,1488.0,6937.0,0.860849057,17636.5,58696.81,21749.0
553,Fontbonne University,246400,4,1050.0,0.3322,0.657,0.96761133603238,1377.0,6260.0,0.650273224,22250,60924.15,15615.0
554,Kansas City Art Institute,247300,4,1073.0,0.4473,0.684,0.58022922636103,527.0,6054.0,0.735294118,25500,67668.37,30384.0
555,Lindenwood University,248000,4,1043.0,0.333,0.6079,0.5538979788257901,3991.0,6943.0,0.771979986,18750,68730.21,22125.0
556,Maryville University of Saint Louis,248200,4,1145.0,0.2974,0.6384,0.7227179135209301,2573.0,7555.0,0.806509946,18750,70678.19,24484.0
557,Midwestern Baptist Theological Seminary,248500,4,983.0,0.4074,0.4188,0.96551724137931,110.0,5254.0,PrivacySuppressed,7004.5,63229.67,9724.0
558,Missouri Baptist University,754000,4,961.0,0.2106,0.3209,0.57444444444444,2574.0,5696.0,0.762541806,15000,62761.71,18938.0
559,Missouri Southern State University,248800,4,1030.0,0.5641,0.6163,0.94127732533219,5785.0,6019.0,0.74801061,10544.5,46217.0,9011.0
560,University of Missouri-Columbia,251600,4,1203.0,0.2083,0.4566,0.7813352737856999,18058.0,9010.0,0.820652174,17500,66484.66,16902.0
561,University of Missouri-Kansas City,251800,4,1130.0,0.304,0.4382,0.6271454381210401,8091.0,8601.0,0.777083333,15000,63187.36,14418.0
562,Missouri University of Science and Technology,251700,4,1261.0,0.2442,0.4966,0.8808463251670301,3698.0,10363.0,PrivacySuppressed,18762.5,59935.86,14096.0
563,University of Missouri-St Louis,251900,4,1105.0,0.2864,0.391,0.75875706214689,12737.0,8412.0,0.762381454,16707.5,64068.51,10017.0
564,Truman State University,249500,4,1246.0,0.2047,0.4244,0.7897435897435799,5812.0,6974.0,0.861952862,17593,64318.95,12586.0
565,Northwest Missouri State University,249600,4,1047.0,0.3491,0.581,0.7494509882211999,5568.0,6670.0,0.779128673,14500,55791.06,10154.0
566,Rockhurst University,249900,4,1162.0,0.145,0.4416,0.7357606344628599,2034.0,7117.0,0.851162791,15050,68699.32,22830.0
567,Saint Louis University,250600,4,1257.0,0.1287,0.3256,0.6333184789067099,9821.0,9647.0,0.881002088,22308,72169.74,31005.0
568,Saint Louis Christian College,1258000,4,990.0,0.5698,0.8156,0.36111111111111,195.0,4190.0,0.732142857,23014,59406.69,14923.0
569,Southwest Baptist University,250200,4,1058.0,0.4143,0.544,0.90468497576736,2714.0,5774.0,0.801310044,13918,49841.76,14810.0
570,Stephens College,251200,4,1036.0,0.4438,0.964,0.6778688524590101,722.0,5781.0,0.830508475,18993,61398.11,22422.0
571,Southeast Missouri State University,250100,4,1050.0,0.3376,0.468,0.84292514063176,7758.0,7272.0,0.809262166,13667,51305.92,12294.0
572,Missouri State University-Springfield,250300,4,1090.0,0.3273,0.4946,0.8585101476014699,14699.0,7410.0,0.821792261,14876,56273.4,15314.0
573,Washington University in St Louis,252000,4,1469.0,0.07400000000000001,0.2047,0.16740148330428,6695.0,14021.0,0.909799555,18900,79298.58,32873.0
574,Webster University,252100,4,1109.0,0.3573,0.6233,0.5611835506519499,3639.0,8515.0,0.742750234,18990,66464.45,24006.0
575,Westminster College,252300,4,1084.0,0.3074,0.7652,0.63666852990497,686.0,5751.0,0.862433862,19000,62575.25,20030.0
576,William Jewell College,252400,4,1160.0,0.2733,0.6318,0.49381868131868,1442.0,6486.0,0.872262774,22718,66156.47,20788.0
577,William Woods University,252500,4,1035.0,0.325,0.7217,0.73117033603708,1011.0,5503.0,0.754098361,15000,58051.44,23425.0
578,Carroll College,252600,7,1110.0,0.2154,0.5629,0.64104753771705,1251.0,6519.0,0.932624114,22500,55326.09,23227.0
579,Montana Tech of the University of Montana,253100,7,1145.0,0.3141,0.4442,0.88791848617176,1420.0,7188.0,0.822580645,12000,44236.75,12626.0
580,Montana State University,253200,7,1131.0,0.2719,0.4507,0.82863120950323,10441.0,8253.0,0.916532041,13742,53207.14,16809.0
581,The University of Montana,253600,7,1090.0,0.3619,0.5136,0.91017857142857,10666.0,7866.0,0.835698282,14375,50573.68,12679.0
582,Montana State University-Northern,253300,7,892.0,0.4656,0.5542,1.0,1389.0,5448.0,PrivacySuppressed,10135,43741.63,12784.0
583,Rocky Mountain College,253400,7,1037.0,0.322,0.7708,0.6985242445537501,784.0,5893.0,PrivacySuppressed,17500,51454.11,18462.0
584,Bryan College of Health Sciences,639900,4,1090.0,0.3436,0.7634,0.85507246376811,137.0,6576.0,PrivacySuppressed,20364,58151.07,23212.0
585,Concordia University-Nebraska,254100,4,1076.0,0.2197,0.4854,0.7768115942028899,1180.0,5781.0,0.902621723,16969,60450.28,19322.0
586,Creighton University,254200,4,1196.0,0.1633,0.6585,0.70483225607879,3765.0,9114.0,0.883575884,23100,68443.5,28565.0
587,Doane University-Arts & Sciences,254400,4,1064.0,0.3089,0.8131,0.76585623678646,1517.0,6522.0,0.836477987,17754,57123.16,22206.0
588,Grace University,254700,4,1003.0,0.383,0.5193,0.58636363636363,510.0,5008.0,PrivacySuppressed,10085,60446.7,17087.0
589,Hastings College,254800,4,1055.0,0.306,0.6754,0.71149289099526,1090.0,6196.0,0.907063197,14000,58174.49,19592.0
590,University of Nebraska at Kearney,255100,4,1049.0,0.3472,0.4843,0.85384309040223,5502.0,7157.0,0.867069486,12657,51335.53,15488.0
591,Nebraska Methodist College of Nursing & Allied Health,640400,4,1110.0,0.3467,0.7523,0.34269662921348,370.0,6056.0,0.869090909,19245,66507.51,17989.0
592,Midland University,255300,4,962.0,0.3916,0.8487,0.6063037249283599,1025.0,5936.0,0.84375,14800,56723.06,23077.0
593,University of Nebraska at Omaha,255400,4,1050.0,0.3269,0.4320000000000001,0.7593621214835999,10694.0,8003.0,0.829110512,12174.5,66043.01,12505.0
594,Nebraska Wesleyan University,255500,4,1121.0,0.2729,0.6452,0.78804026050917,1675.0,6458.0,0.875268817,18250,59199.51,21990.0
595,University of Nebraska-Lincoln,256500,4,1145.0,0.2092,0.3988,0.76357466063348,17968.0,10385.0,0.865081724,14500,60976.73,16705.0
596,Union College,256300,4,1050.0,0.3622,0.7444,0.56135194709772,788.0,5513.0,0.84057971,16000,60804.76,20182.0
597,York College,256700,4,950.0,0.5274,0.903,0.43739837398373,497.0,5443.0,0.805194805,13750,57118.86,16400.0
598,University of Nevada-Las Vegas,256900,8,1007.0,0.3614,0.359,0.8841246876233001,17327.0,10192.0,0.699782845,11250,70070.97,10915.0
599,University of Nevada-Reno,256800,8,1084.0,0.2801,0.3784,0.7851540080352,10134.0,9763.0,0.845083488,11952.5,68050.29,14568.0
600,Sierra Nevada College,919200,8,1012.0,0.4158,0.7384,0.65703971119133,331.0,5792.0,PrivacySuppressed,15000,71252.07,27562.0
601,Dartmouth College,257300,1,1437.0,0.139,0.2658,0.10971863266200997,4057.0,13483.0,0.943396226,12000,79834.73,29986.0
602,Franklin Pierce University,257500,1,943.0,0.277,0.7653,0.79705882352941,1489.0,5352.0,PrivacySuppressed,14462,72941.72,28468.0
603,University of New Hampshire-Main Campus,258900,1,1107.0,0.2164,0.6711,0.7855601233299001,5954.0,11083.0,0.929549902,22596,77484.55,24013.0
604,Keene State College,259000,1,991.0,0.2373,0.7042,0.78762777581952,4297.0,9217.0,0.889970789,21300,75913.18,20371.0
605,University of New Hampshire at Manchester,258901,1,1107.0,0.2671,0.4903,0.7855601233299001,5945.0,9728.0,0.929549902,22596,77484.55,17102.0
606,Bloomfield College,259700,2,855.0,0.6978,0.8288,0.59696068714899,1785.0,8029.0,0.595890411,15970,62332.64,18910.0
607,Caldwell University,259800,2,969.0,0.3213,0.515,0.6353992183137901,1844.0,8217.0,0.710638298,19250,80563.66,11434.0
608,Centenary University,259900,2,929.0,0.334,0.6406,0.8676222596964499,1202.0,7098.0,0.823529412,20500,87083.61,19498.0
609,Fairleigh Dickinson University-Metropolitan Campus,260700,2,1020.0,0.2781,0.3874,0.81348066298342,6560.0,8840.0,0.796812749,19000,80740.5,16902.0
610,Felician University,261000,2,878.0,0.519,0.7026,0.78786159954622,1484.0,6428.0,0.754098361,20686,74826.3,15863.0
611,Georgian Court University,260800,2,945.0,0.3886,0.6391,0.72844175491679,1618.0,8165.0,0.710526316,18250,78770.86,16920.0
612,Rowan University,260900,2,1065.0,0.3006,0.5902,0.7108796484661,8051.0,9286.0,0.824074074,15750,76692.58,22383.0
613,New Jersey City University,261300,2,865.0,0.5706,0.5428,0.86733596271064,6398.0,10032.0,0.660220995,13000,58259.31,8887.0
614,Kean University,262200,2,928.0,0.4502,0.6312,0.74269889224572,9300.0,9109.0,0.68086102,18750,76062.13,18781.0
615,Monmouth University,261600,2,1037.0,0.2663,0.6612,0.74190612404108,4194.0,8551.0,0.801369863,21500,87615.47,28093.0
616,New Jersey Institute of Technology,262100,2,1205.0,0.3799,0.4717,0.60760959470636,5637.0,11585.0,0.853099731,18500,75892.84,17486.0
617,Princeton University,262700,2,1490.0,0.1465,0.0451,0.07138145840967,4663.0,16675.0,PrivacySuppressed,7500,81428.25,8848.0
618,Ramapo College of New Jersey,934400,2,1090.0,0.2679,0.6076,0.53236701379116,4906.0,10934.0,0.849258649,18786,88597.61,22013.0
619,Rider University,262800,2,1014.0,0.2748,0.6493,0.6900822251548001,4178.0,11520.0,0.862068966,20000,85423.56,28298.0
620,Rutgers University-Camden,262901,2,1187.0,0.4779,0.7373,0.59766255687655,3717.0,10745.0,0.809035165,19500,82669.68,14094.0
621,Rutgers University-New Brunswick,262900,2,1187.0,0.3095,0.5227,0.59766255687655,27938.0,11282.0,0.809035165,19500,82669.68,19924.0
622,Rutgers University-Newark,262902,2,1187.0,0.5304,0.579,0.59766255687655,5873.0,12872.0,0.809035165,19500,82669.68,13705.0
623,Saint Peter's University,263800,2,918.0,0.5838,0.6085,0.6731448763250799,2687.0,8592.0,0.678646935,16650,63508.52,12958.0
624,Seton Hall University,263200,2,1145.0,0.2929,0.5659,0.76247519138077,5403.0,9364.0,0.869608827,19500,79591.86,27199.0
625,College of Saint Elizabeth,260000,2,806.0,0.4726,0.6168,0.6318407960199,1337.0,7255.0,0.826484018,14250,82332.62,16413.0
