,ID,name,full_name,club,club_logo,special,age,league,birth_date,height_cm,weight_kg,body_type,real_face,flag,nationality,photo,eur_value,eur_wage,eur_release_clause,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,gk,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,puncher_trait,rushes_out_of_goal_trait,saves_with_feet_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,scaled_def,scaled_phy
49,197445,D. Alaba,David Alaba,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,2278,25,German Bundesliga,1992-06-24,180.0,76.0,Lean,True,https://cdn.sofifa.org/flags/4@3x.png,Austria,https://cdn.sofifa.org/18/players/197445.png,44500000.0,150000.0,76800000.0,86,88,86,73,81,80,82,74,4,3,4,High,Medium,Left,82,63,75,83,68,79,78,85,80,83,86,86,79,84,77,83,82,87,69,83,69,85,77,78,80,79,81,83,83,5,7,14,15,9,77.0,80.0,79.0,80.0,81.0,81.0,82.0,80.0,83.0,84.0,77.0,80.0,79.0,80.0,81.0,81.0,82.0,80.0,83.0,84.0,77.0,79.0,80.0,81.0,82.0,80.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,3.830017220479206,8.253022510091649
50,192505,R. Lukaku,Romelu Lukaku,Manchester United,https://cdn.sofifa.org/18/teams/11.png,1998,24,English Premier League,1993-05-13,190.0,94.0,Normal,True,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/192505.png,59000000.0,210000.0,113600000.0,86,90,83,85,70,74,34,84,3,3,4,Medium,Medium,Left,68,89,87,71,76,78,72,66,68,75,76,89,62,85,47,88,71,80,93,75,72,27,87,73,82,84,27,30,30,8,15,14,7,10,84.0,78.0,81.0,77.0,71.0,77.0,57.0,53.0,56.0,58.0,84.0,78.0,81.0,77.0,71.0,77.0,57.0,53.0,56.0,58.0,84.0,81.0,77.0,71.0,57.0,53.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5880559206865,9.368295822266195
51,191043,Alex Sandro,Alex Sandro Lobo Silva,Juventus,https://cdn.sofifa.org/18/teams/45.png,2207,26,Italian Serie A,1991-01-26,181.0,81.0,Normal,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/191043.png,44000000.0,175000.0,75900000.0,86,88,86,65,77,81,81,84,3,3,3,High,High,Left,86,55,76,81,68,82,78,59,71,81,84,88,79,86,79,80,79,93,80,72,82,82,70,70,60,82,78,84,84,7,7,9,12,5,75.0,78.0,76.0,77.0,78.0,80.0,81.0,81.0,84.0,84.0,75.0,78.0,76.0,77.0,78.0,80.0,81.0,81.0,84.0,84.0,75.0,76.0,77.0,78.0,81.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3.783309693400191,9.368295822266195
52,189596,T. Müller,Thomas Müller,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,2078,27,German Bundesliga,1989-09-13,186.0,75.0,Lean,True,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.sofifa.org/18/players/189596.png,47500000.0,190000.0,78400000.0,86,86,77,82,77,78,46,71,4,3,4,High,High,Right,77,87,82,81,83,75,81,59,68,82,76,78,76,92,72,77,81,90,67,77,57,58,93,81,60,83,31,41,44,6,7,11,14,14,83.0,81.0,83.0,81.0,78.0,81.0,65.0,58.0,66.0,68.0,83.0,81.0,83.0,81.0,78.0,81.0,65.0,58.0,66.0,68.0,83.0,83.0,81.0,78.0,65.0,58.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.148546245634676,7.918440516439284
53,189511,Sergio Busquets,Sergio Busquets Burgos,FC Barcelona,https://cdn.sofifa.org/18/teams/241.png,1998,28,Spanish Primera División,1988-07-16,189.0,76.0,Lean,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/189511.png,36000000.0,250000.0,73800000.0,86,86,40,59,79,74,82,81,4,3,3,Medium,Medium,Right,62,60,68,88,44,74,66,68,79,80,48,34,58,82,55,61,66,88,77,54,85,86,77,84,60,88,81,85,80,5,8,13,9,13,68.0,70.0,72.0,75.0,81.0,73.0,83.0,80.0,76.0,77.0,68.0,70.0,72.0,75.0,81.0,73.0,83.0,80.0,76.0,77.0,68.0,72.0,75.0,81.0,83.0,80.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3.830017220479206,9.03371382861383
54,189242,Coutinho,Philippe Coutinho Correia,Liverpool,https://cdn.sofifa.org/18/teams/9.png,2049,25,English Premier League,1992-06-12,171.0,71.0,Lean,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/189242.png,56000000.0,205000.0,110600000.0,86,89,82,78,83,88,35,64,3,4,4,High,High,Right,77,74,47,85,75,88,84,82,78,88,88,77,92,81,92,80,59,80,61,86,55,30,83,87,64,85,24,44,40,12,7,9,14,6,77.0,84.0,83.0,85.0,79.0,83.0,61.0,49.0,60.0,64.0,77.0,84.0,83.0,85.0,79.0,83.0,61.0,49.0,60.0,64.0,77.0,83.0,85.0,79.0,61.0,49.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6347634477655146,7.137749197917101
55,188350,M. Reus,Marco Reus,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png,2157,28,German Bundesliga,1989-05-31,180.0,75.0,Lean,True,https://cdn.sofifa.org/flags/21@3x.png,Germany,https://cdn.sofifa.org/18/players/188350.png,45000000.0,120000.0,76500000.0,86,86,88,87,84,86,39,64,4,4,4,Medium,Medium,Right,80,86,49,86,88,86,90,84,80,85,86,90,86,87,81,87,72,68,67,88,49,50,86,86,87,83,30,36,46,12,12,13,13,11,82.0,86.0,86.0,86.0,80.0,84.0,64.0,52.0,63.0,67.0,82.0,86.0,86.0,86.0,80.0,84.0,64.0,52.0,63.0,67.0,82.0,86.0,86.0,80.0,64.0,52.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.8215935560815735,7.137749197917101
56,184087,T. Alderweireld,Toby Alderweireld,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png,2047,28,English Premier League,1989-03-02,187.0,91.0,Normal,True,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/184087.png,40500000.0,165000.0,80000000.0,86,87,66,58,72,65,87,80,3,2,3,Medium,Medium,Right,64,45,82,77,38,62,63,69,81,70,62,69,60,86,50,86,81,76,82,66,81,84,56,67,60,81,89,90,85,16,6,14,16,14,67.0,65.0,67.0,67.0,74.0,67.0,81.0,84.0,79.0,77.0,67.0,65.0,67.0,67.0,74.0,67.0,81.0,84.0,79.0,77.0,67.0,67.0,67.0,74.0,81.0,84.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.063554855874279,8.922186497396376
57,179944,David Luiz,David Luiz Moreira Marinho,Chelsea,https://cdn.sofifa.org/18/teams/5.png,2123,30,English Premier League,1987-04-22,189.0,84.0,Normal,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/179944.png,33000000.0,190000.0,61100000.0,86,86,70,64,74,71,84,81,4,3,3,Medium,Medium,Right,68,55,83,79,64,66,70,76,78,79,68,71,72,79,56,77,80,76,81,71,86,87,54,69,75,78,80,85,84,11,12,10,7,14,69.0,69.0,69.0,71.0,75.0,70.0,81.0,83.0,79.0,78.0,69.0,69.0,69.0,71.0,75.0,70.0,81.0,83.0,79.0,78.0,69.0,69.0,71.0,75.0,81.0,83.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.923432274637235,9.03371382861383
58,179844,Diego Costa,Diego da Silva Costa,Chelsea,https://cdn.sofifa.org/18/teams/5.png,1984,28,English Premier League,1988-10-07,186.0,87.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/179844.png,46000000.0,235000.0,85100000.0,86,86,75,83,65,76,40,88,4,3,4,High,Medium,Right,65,88,83,67,81,77,62,59,52,83,74,75,58,86,52,84,64,83,91,73,93,40,88,74,76,84,28,39,34,11,13,12,8,11,83.0,77.0,80.0,76.0,71.0,76.0,60.0,57.0,58.0,60.0,83.0,77.0,80.0,76.0,71.0,76.0,60.0,57.0,58.0,60.0,83.0,80.0,76.0,71.0,60.0,57.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8683010831605882,9.814405147136014
59,178518,R. Nainggolan,Radja Nainggolan,Roma,https://cdn.sofifa.org/18/teams/52.png,2286,29,Italian Serie A,1988-05-04,176.0,77.0,Stocky,True,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/178518.png,42500000.0,130000.0,72300000.0,86,86,78,80,78,82,81,83,3,3,3,High,High,Right,73,76,59,84,75,80,73,68,81,85,80,76,81,87,84,84,76,94,76,86,88,86,88,76,63,85,78,86,88,11,11,14,8,11,80.0,81.0,82.0,82.0,84.0,82.0,84.0,81.0,83.0,84.0,80.0,81.0,82.0,82.0,84.0,82.0,84.0,81.0,83.0,84.0,80.0,82.0,82.0,84.0,84.0,81.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3.783309693400191,9.25676849104874
60,177610,Javi Martínez,Javier Martínez Aginaga,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,1973,28,German Bundesliga,1988-09-02,190.0,81.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/177610.png,36000000.0,165000.0,59400000.0,86,86,50,60,69,65,86,80,3,2,3,Medium,Medium,Right,60,53,90,75,61,62,54,45,74,71,49,50,54,84,58,76,83,64,84,63,91,86,57,74,52,83,84,87,87,5,12,9,11,8,67.0,63.0,66.0,67.0,72.0,65.0,80.0,84.0,76.0,74.0,67.0,63.0,66.0,67.0,72.0,65.0,80.0,84.0,76.0,74.0,67.0,66.0,67.0,72.0,80.0,84.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,4.016847328795264,8.922186497396376
61,175943,D. Mertens,Dries Mertens,Napoli,https://cdn.sofifa.org/18/teams/48.png,2035,30,Italian Serie A,1987-05-06,169.0,61.0,Normal,False,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/175943.png,43000000.0,135000.0,73100000.0,86,86,90,82,79,89,36,55,3,4,4,High,Low,Right,77,85,35,81,70,89,81,77,74,88,93,87,94,85,92,80,60,75,42,81,59,36,85,82,78,81,30,40,40,7,10,8,10,4,78.0,86.0,85.0,85.0,78.0,84.0,60.0,47.0,60.0,65.0,78.0,86.0,85.0,85.0,78.0,84.0,60.0,47.0,60.0,65.0,78.0,85.0,85.0,78.0,60.0,47.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6814709748445293,6.134003216960009
62,172879,Sokratis,Sokratis Papastathopoulos,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png,1885,29,German Bundesliga,1988-06-09,186.0,85.0,Normal,True,https://cdn.sofifa.org/flags/22@3x.png,Greece,https://cdn.sofifa.org/18/players/172879.png,34500000.0,110000.0,58700000.0,86,86,78,52,55,60,87,84,3,2,3,Medium,High,Right,47,44,87,64,46,58,36,35,64,58,71,84,62,81,68,79,87,74,86,48,91,80,50,52,33,82,88,90,86,6,8,5,12,5,64.0,59.0,61.0,59.0,63.0,61.0,76.0,84.0,77.0,73.0,64.0,59.0,61.0,59.0,63.0,61.0,76.0,84.0,77.0,73.0,64.0,61.0,59.0,63.0,76.0,84.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.063554855874279,9.368295822266195
63,168609,Miranda,João Miranda de Souza Filho,Inter,https://cdn.sofifa.org/18/teams/44.png,1890,32,Italian Serie A,1984-09-07,186.0,78.0,Lean,True,https://cdn.sofifa.org/flags/54@3x.png,Brazil,https://cdn.sofifa.org/18/players/168609.png,25500000.0,115000.0,43400000.0,86,86,71,49,60,67,88,77,3,2,3,Medium,Medium,Right,48,43,83,70,51,65,32,39,69,72,67,74,61,82,57,70,82,65,80,41,83,88,43,58,49,84,89,90,86,12,6,10,13,12,63.0,61.0,62.0,63.0,67.0,63.0,79.0,84.0,77.0,75.0,63.0,61.0,62.0,63.0,67.0,63.0,79.0,84.0,77.0,75.0,63.0,62.0,63.0,67.0,79.0,84.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.110262382953294,8.587604503744013
64,165153,K. Benzema,Karim Benzema,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,1955,29,Spanish Primera División,1987-12-19,187.0,79.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/165153.png,44500000.0,295000.0,91200000.0,86,86,78,82,78,82,22,74,4,4,4,Medium,Low,Right,75,84,78,86,79,82,79,73,55,86,77,78,77,83,60,83,70,73,78,77,65,22,87,85,82,79,13,15,12,13,11,5,5,7,83.0,82.0,83.0,83.0,73.0,81.0,53.0,44.0,51.0,56.0,83.0,82.0,83.0,83.0,73.0,81.0,53.0,44.0,51.0,56.0,83.0,83.0,83.0,73.0,53.0,44.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0275655957383234,8.253022510091649
65,162895,Cesc Fàbregas,Francesc Fàbregas i Soler,Chelsea,https://cdn.sofifa.org/18/teams/5.png,2118,30,English Premier League,1987-05-04,180.0,77.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/162895.png,41000000.0,210000.0,75900000.0,86,86,63,77,88,80,61,64,4,3,3,High,Medium,Right,85,76,74,91,81,80,77,81,90,86,65,62,65,81,77,77,68,80,64,75,45,50,78,91,80,92,60,63,62,6,10,8,15,15,77.0,80.0,80.0,82.0,83.0,81.0,72.0,64.0,70.0,72.0,77.0,80.0,80.0,82.0,83.0,81.0,72.0,64.0,70.0,72.0,77.0,80.0,82.0,83.0,72.0,64.0,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2.849159151819897,7.137749197917101
66,156616,F. Ribéry,Franck Ribéry,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,1965,34,German Bundesliga,1983-04-07,170.0,72.0,Normal,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/156616.png,22500000.0,175000.0,37100000.0,86,86,82,76,83,90,25,58,4,5,4,High,Medium,Right,81,76,41,86,80,90,83,81,75,90,85,79,88,86,91,76,34,64,60,75,52,36,81,86,78,86,13,25,26,15,6,9,7,10,77.0,84.0,83.0,85.0,78.0,83.0,57.0,42.0,55.0,61.0,77.0,84.0,83.0,85.0,78.0,83.0,57.0,42.0,55.0,61.0,77.0,83.0,85.0,78.0,57.0,42.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.1676881769753675,6.468585210612373
67,120533,Pepe,Képler Laveran Lima Ferreira,Beşiktaş JK,https://cdn.sofifa.org/18/teams/327.png,1839,34,Turkish Süper Lig,1983-02-26,188.0,81.0,Lean,True,https://cdn.sofifa.org/flags/38@3x.png,Portugal,https://cdn.sofifa.org/18/players/120533.png,13500000.0,94000.0,25700000.0,86,86,68,51,57,61,86,80,4,2,3,Medium,High,Right,46,46,80,70,23,58,44,47,61,62,65,70,63,83,49,63,76,62,84,56,94,86,40,48,57,77,86,86,87,8,15,5,9,10,61.0,58.0,59.0,59.0,63.0,59.0,76.0,83.0,75.0,72.0,61.0,58.0,59.0,59.0,63.0,59.0,76.0,83.0,75.0,72.0,61.0,59.0,59.0,63.0,76.0,83.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.016847328795264,8.922186497396376
68,48940,P. Čech,Petr Čech,Arsenal,https://cdn.sofifa.org/18/teams/1.png,1206,35,English Premier League,1982-05-20,196.0,90.0,Normal,True,https://cdn.sofifa.org/flags/12@3x.png,Czech Republic,https://cdn.sofifa.org/18/players/48940.png,10500000.0,92000.0,19400000.0,86,86,82,87,76,81,42,83,4,1,3,Medium,Medium,Left,19,12,19,35,17,12,13,19,33,22,40,44,49,84,34,21,51,32,65,11,17,23,13,53,23,70,11,13,12,82,87,76,83,81,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.9617161373186176,9.25676849104874
69,208418,Y. Carrasco,Yannick Carrasco,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,1991,23,Spanish Primera División,1993-09-04,180.0,67.0,Lean,False,https://cdn.sofifa.org/flags/7@3x.png,Belgium,https://cdn.sofifa.org/18/players/208418.png,51500000.0,77000.0,109400000.0,85,90,88,79,78,88,29,63,3,4,4,High,Medium,Right,80,79,53,79,68,91,81,78,74,86,87,89,91,83,71,84,68,73,59,75,61,18,82,74,74,75,19,39,26,9,11,9,10,10,79.0,84.0,83.0,82.0,74.0,83.0,56.0,45.0,56.0,60.0,79.0,84.0,83.0,82.0,74.0,83.0,56.0,45.0,56.0,60.0,79.0,83.0,82.0,74.0,56.0,45.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.3545182852914264,7.026221866699647
70,201535,R. Varane,Raphaël Varane,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,1882,24,Spanish Primera División,1993-04-25,191.0,78.0,Lean,True,https://cdn.sofifa.org/flags/18@3x.png,France,https://cdn.sofifa.org/18/players/201535.png,46500000.0,175000.0,104600000.0,85,92,83,45,61,64,84,79,3,2,3,Medium,High,Right,36,40,83,75,42,57,46,54,76,77,80,85,58,81,47,52,80,68,85,53,77,82,44,56,43,82,84,86,85,11,11,9,5,14,62.0,61.0,63.0,64.0,69.0,64.0,79.0,83.0,77.0,74.0,62.0,61.0,63.0,64.0,69.0,64.0,79.0,83.0,77.0,74.0,62.0,63.0,64.0,69.0,79.0,83.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.923432274637235,8.810659166178922
71,201153,Morata,Álvaro Borja Morata Martín,Chelsea,https://cdn.sofifa.org/18/teams/5.png,1880,24,English Premier League,1992-10-23,189.0,85.0,Normal,True,https://cdn.sofifa.org/flags/45@3x.png,Spain,https://cdn.sofifa.org/18/players/201153.png,51000000.0,170000.0,98200000.0,85,89,83,81,71,80,24,74,3,3,4,High,High,Right,73,84,83,78,81,83,76,44,51,84,79,87,65,81,60,80,79,73,82,76,56,24,85,76,70,80,14,14,20,4,5,4,4,5,83.0,81.0,82.0,79.0,70.0,79.0,51.0,45.0,52.0,56.0,83.0,81.0,82.0,79.0,70.0,79.0,51.0,45.0,52.0,56.0,83.0,82.0,79.0,70.0,51.0,45.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1209806498963528,8.253022510091649
