,SurveyDate,FormalEducation,ConvertedSalary,Hobby,Country,StackOverflowJobsRecommend,VersionControl,Age,Years Experience,Gender,RawSalary
200,8/26/18 19:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),33972.0,No,USA,8.0,Git,36,8,Male,"$33,972.00"
201,2/23/18 5:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Russia,10.0,Git;Subversion,24,7,Male,
202,3/24/18 0:36,Some college/university study without earning a degree,2000000.0,Yes,Russia,10.0,Git,31,15,Male,"2,000,000.00"
203,7/17/18 9:04,Bachelor's degree (BA. BS. B.Eng.. etc.),74856.0,Yes,France,10.0,Git,73,13,Male,"74,856.00"
204,1/14/18 19:13,Master's degree (MA. MS. M.Eng.. MBA. etc.),44060.0,Yes,France,6.0,Git,21,9,Male,"44,060.00"
205,7/24/18 11:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),140000.0,Yes,USA,,Git,48,13,,"$140,000.00"
206,10/10/18 4:37,Bachelor's degree (BA. BS. B.Eng.. etc.),7140.0,Yes,Spain,,Git,40,12,,"7,140.00"
207,9/28/18 19:41,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,36,7,,
208,10/23/18 5:58,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,19,9,,
209,8/22/18 1:37,Bachelor's degree (BA. BS. B.Eng.. etc.),59500.0,Yes,France,10.0,Mercurial,46,7,,"59,500.00"
210,6/8/18 4:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,4.0,Git;Team Foundation Version Control,20,13,,
211,4/1/18 18:38,Some college/university study without earning a degree,,No,USA,5.0,Subversion;Team Foundation Version Control,22,12,Male,
212,5/2/18 17:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,52,2,Male,
213,4/27/18 6:07,Associate degree,56172.0,Yes,Sweeden,,Team Foundation Version Control,22,9,Male,"56,172.00"
214,10/12/18 8:26,Bachelor's degree (BA. BS. B.Eng.. etc.),2820.0,Yes,Spain,,Git,36,9,,"2,820.00"
215,3/31/18 4:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),51394.0,Yes,France,5.0,Git,39,6,Male,"51,394.00"
216,7/12/18 23:11,Master's degree (MA. MS. M.Eng.. MBA. etc.),83342.0,Yes,Russia,10.0,Team Foundation Version Control,23,8,Male,"83,342.00"
217,3/24/18 14:06,Some college/university study without earning a degree,,Yes,Ukraine,5.0,Git;Subversion;Team Foundation Version Control,19,12,,
218,10/4/18 21:06,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Sweeden,,Git,22,18,Male,
219,7/4/18 2:37,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,2,Male,
220,4/29/18 14:53,Bachelor's degree (BA. BS. B.Eng.. etc.),62507.0,Yes,Spain,7.0,Git,29,17,,"62,507.00"
221,9/6/18 7:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),55075.0,Yes,USA,6.0,Git,25,8,Female,"$55,075.00"
222,8/18/18 6:41,Bachelor's degree (BA. BS. B.Eng.. etc.),40392.0,Yes,Sweeden,,Git;Zip file back-ups,29,15,,"40,392.00"
223,7/28/18 11:46,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,,Git;Mercurial;Team Foundation Version Control,18,10,,
224,5/7/18 12:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),42456.0,Yes,South Africa,,Git;Mercurial;Team Foundation Version Control,46,5,Male,"42,456.00"
225,4/18/18 14:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,France,7.0,Team Foundation Version Control,45,9,Male,
226,5/14/18 15:35,Bachelor's degree (BA. BS. B.Eng.. etc.),72500.0,No,India,,Git,46,5,Male,"72,500.00"
227,7/17/18 0:56,Some college/university study without earning a degree,,Yes,Sweeden,,I don't use version control,37,13,,
228,2/17/18 11:40,Bachelor's degree (BA. BS. B.Eng.. etc.),65285.0,Yes,South Africa,5.0,Git;Subversion,33,9,,"65,285.00"
229,5/13/18 20:47,Professional degree (JD. MD. etc.),,Yes,Russia,,Git,37,10,Male,
230,7/8/18 3:37,Some college/university study without earning a degree,,Yes,South Africa,,Git,23,4,,
231,9/6/18 18:11,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,USA,,Git,40,8,Female,"$75,000.00"
232,5/8/18 23:39,Some college/university study without earning a degree,58752.0,No,South Africa,7.0,Git,29,8,,"58,752.00"
233,7/11/18 9:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),70000.0,Yes,India,,Subversion;Copying and pasting files to network shares;Zip file back-ups,25,4,Male,"70,000.00"
234,3/28/18 14:20,Bachelor's degree (BA. BS. B.Eng.. etc.),185000.0,Yes,Sweeden,8.0,Git,32,11,Male,"185,000.00"
235,6/17/18 1:32,Professional degree (JD. MD. etc.),37940.0,No,India,5.0,Git,35,12,Male,"37,940.00"
236,4/26/18 1:05,Some college/university study without earning a degree,,Yes,Russia,10.0,Git;Subversion;Team Foundation Version Control,47,2,Male,
237,10/23/18 14:31,Master's degree (MA. MS. M.Eng.. MBA. etc.),21916.0,Yes,Spain,9.0,Git;Subversion,45,17,,"21,916.00"
238,5/31/18 11:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),125000.0,Yes,South Africa,7.0,Git,48,7,Male,"125,000.00"
239,9/18/18 14:28,Bachelor's degree (BA. BS. B.Eng.. etc.),25000.0,Yes,UK,1.0,Git,43,7,,"£25,000.00"
240,2/6/18 7:17,Bachelor's degree (BA. BS. B.Eng.. etc.),32000.0,No,India,,I don't use version control,51,6,Male,"32,000.00"
241,2/18/18 16:00,Bachelor's degree (BA. BS. B.Eng.. etc.),3757.0,Yes,Sweeden,,Team Foundation Version Control;Copying and pasting files to network shares,51,0,Male,"3,757.00"
242,10/15/18 2:13,Professional degree (JD. MD. etc.),22884.0,No,Sweeden,,Git,36,15,Female,"22,884.00"
243,8/15/18 5:07,Master's degree (MA. MS. M.Eng.. MBA. etc.),75504.0,Yes,India,5.0,Git;Mercurial,32,5,Male,"75,504.00"
244,3/5/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),52404.0,Yes,Russia,2.0,Git,43,11,Male,"52,404.00"
245,6/14/18 5:49,Bachelor's degree (BA. BS. B.Eng.. etc.),187152.0,Yes,France,10.0,Git,19,13,,"187,152.00"
246,3/16/18 14:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),52872.0,Yes,Spain,8.0,Git;Copying and pasting files to network shares,34,12,Male,"52,872.00"
247,3/26/18 8:24,Bachelor's degree (BA. BS. B.Eng.. etc.),126403.0,No,Sweeden,10.0,Git;Mercurial,23,10,Male,"126,403.00"
248,1/18/18 0:55,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git;Subversion,39,8,,
249,10/16/18 11:16,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git;Copying and pasting files to network shares,23,15,Male,
250,3/10/18 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,France,9.0,Git;Mercurial,38,10,Male,
251,3/3/18 23:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),235000.0,Yes,France,10.0,Git,39,6,Male,"235,000.00"
252,4/21/18 20:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,Git,30,16,Male,
253,8/12/18 13:28,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git;Team Foundation Version Control,38,6,,
254,7/29/18 11:24,Some college/university study without earning a degree,,Yes,Russia,,Git;Zip file back-ups,43,5,Male,
255,8/30/18 20:58,Bachelor's degree (BA. BS. B.Eng.. etc.),55562.0,No,USA,5.0,Git,46,8,Male,"$55,562.00"
256,6/30/18 1:34,Bachelor's degree (BA. BS. B.Eng.. etc.),125000.0,Yes,Sweeden,7.0,Git,34,12,Female,"125,000.00"
257,7/21/18 18:43,Bachelor's degree (BA. BS. B.Eng.. etc.),13284.0,No,UK,8.0,Git,67,6,Male,"£13,284.00"
258,10/7/18 19:19,Bachelor's degree (BA. BS. B.Eng.. etc.),87971.0,Yes,Sweeden,5.0,Git;Team Foundation Version Control,31,6,,"87,971.00"
259,1/4/18 18:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),10572.0,No,Spain,6.0,Git,43,16,Male,"10,572.00"
260,7/23/18 13:19,Some college/university study without earning a degree,48955.0,Yes,Spain,7.0,Git,42,4,Male,"48,955.00"
261,5/7/18 0:16,Some college/university study without earning a degree,155000.0,Yes,France,0.0,Git,65,1,Male,"155,000.00"
262,6/21/18 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,10.0,Git;Subversion;Team Foundation Version Control,52,13,,
263,3/25/18 5:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,I don't use version control,58,6,,
264,1/31/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git;Subversion,20,6,Male,
265,7/3/18 12:08,Some college/university study without earning a degree,52339.0,Yes,France,,Git,59,9,,"52,339.00"
266,4/13/18 21:14,Other doctoral degree (Ph.D. Ed.D.. etc.),113000.0,No,Russia,,Git,18,4,Male,"113,000.00"
267,6/14/18 0:53,Bachelor's degree (BA. BS. B.Eng.. etc.),127000.0,No,Spain,,Git,18,2,Male,"127,000.00"
268,4/17/18 12:17,Some college/university study without earning a degree,56544.0,Yes,Russia,,Git,21,19,Male,"56,544.00"
269,4/1/18 3:26,Bachelor's degree (BA. BS. B.Eng.. etc.),47000.0,Yes,USA,,Git;Team Foundation Version Control,29,17,Female,"$47,000.00"
270,4/17/18 0:44,Some college/university study without earning a degree,110000.0,Yes,USA,,Git,48,9,Male,"$110,000.00"
271,4/30/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),11741.0,Yes,France,4.0,Git,54,8,Male,"11,741.00"
272,7/1/18 17:21,Associate degree,10000.0,Yes,Russia,,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,7,Male,"10,000.00"
273,10/4/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),64000.0,No,USA,,Git;Subversion,53,11,,"$64,000.00"
274,1/30/18 16:43,Primary/elementary school,9840.0,Yes,Sweeden,7.0,Team Foundation Version Control,48,4,Male,"9,840.00"
275,8/13/18 19:46,Professional degree (JD. MD. etc.),,Yes,Sweeden,,Git,20,16,Male,
276,1/14/18 2:02,Bachelor's degree (BA. BS. B.Eng.. etc.),90000.0,No,Russia,7.0,Git,55,8,Male,"90,000.00"
277,3/17/18 10:53,Associate degree,43482.0,No,France,,Git;Subversion,70,14,Male,"43,482.00"
278,3/13/18 6:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63529.0,Yes,South Africa,8.0,Git,18,6,Male,"63,529.00"
279,2/6/18 13:50,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,18,12,,
280,6/18/18 20:38,Bachelor's degree (BA. BS. B.Eng.. etc.),140000.0,Yes,Sweeden,10.0,Git,26,14,Male,"140,000.00"
281,3/13/18 14:13,Master's degree (MA. MS. M.Eng.. MBA. etc.),96000.0,Yes,Spain,8.0,Git,41,9,,"96,000.00"
282,6/21/18 19:30,Bachelor's degree (BA. BS. B.Eng.. etc.),14340.0,Yes,India,8.0,Git,34,8,Male,"14,340.00"
283,1/12/18 13:26,Bachelor's degree (BA. BS. B.Eng.. etc.),48313.0,No,India,8.0,Git;Team Foundation Version Control,31,15,Male,"48,313.00"
284,8/19/18 20:56,Bachelor's degree (BA. BS. B.Eng.. etc.),42456.0,No,South Africa,,Git,46,17,Male,"42,456.00"
285,9/25/18 0:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,USA,,Team Foundation Version Control,24,11,,
286,8/4/18 14:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),39776.0,Yes,Sweeden,6.0,Git,53,1,Male,"39,776.00"
287,1/31/18 22:53,Bachelor's degree (BA. BS. B.Eng.. etc.),94600.0,Yes,India,3.0,Git;Subversion,35,13,,"94,600.00"
288,3/21/18 5:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),12480.0,Yes,Spain,10.0,Git,62,12,,"12,480.00"
289,6/8/18 14:34,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,8.0,Git,38,23,Male,
290,2/6/18 10:43,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Copying and pasting files to network shares,18,11,Female,
291,8/8/18 4:30,Bachelor's degree (BA. BS. B.Eng.. etc.),87768.0,Yes,India,,Git;Team Foundation Version Control,34,20,,"87,768.00"
292,5/24/18 19:09,Master's degree (MA. MS. M.Eng.. MBA. etc.),62507.0,Yes,India,,Git,28,8,Male,"62,507.00"
293,1/20/18 7:39,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),22032.0,Yes,USA,,Git;Subversion,53,9,Male,"$22,032.00"
294,3/17/18 11:48,Bachelor's degree (BA. BS. B.Eng.. etc.),30597.0,Yes,South Africa,,Git,40,15,Male,"30,597.00"
295,7/26/18 15:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion,51,6,,
296,8/15/18 5:47,Other doctoral degree (Ph.D. Ed.D.. etc.),59729.0,Yes,Russia,,Git,18,14,,"59,729.00"
297,1/14/18 11:12,Professional degree (JD. MD. etc.),,Yes,South Africa,9.0,Git;Subversion,23,3,Male,
298,6/9/18 16:20,Bachelor's degree (BA. BS. B.Eng.. etc.),22560.0,Yes,India,,Git;Team Foundation Version Control,55,12,,"22,560.00"
299,3/11/18 10:28,Bachelor's degree (BA. BS. B.Eng.. etc.),105000.0,Yes,Spain,7.0,Git,49,9,Female,"105,000.00"
300,9/7/18 13:51,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,7.0,Git,34,13,Male,
301,1/11/18 7:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,7.0,Git,28,10,Male,
302,10/7/18 16:01,Other doctoral degree (Ph.D. Ed.D.. etc.),80000.0,Yes,USA,,Git,50,13,Male,"$80,000.00"
303,9/23/18 2:09,Other doctoral degree (Ph.D. Ed.D.. etc.),36720.0,No,Russia,7.0,Git,55,11,,"36,720.00"
304,3/20/18 17:57,Some college/university study without earning a degree,31664.0,Yes,India,0.0,Git,48,3,Male,"31,664.00"
305,8/1/18 5:03,Bachelor's degree (BA. BS. B.Eng.. etc.),1000000.0,Yes,USA,5.0,Git,71,18,,"$1,000,000.00"
306,7/31/18 16:19,Other doctoral degree (Ph.D. Ed.D.. etc.),54507.0,Yes,South Africa,,Git,18,10,Male,"54,507.00"
307,7/7/18 13:54,Bachelor's degree (BA. BS. B.Eng.. etc.),34726.0,No,France,7.0,Subversion,28,7,,"34,726.00"
308,6/28/18 20:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,I don't use version control,47,4,Male,
309,4/9/18 1:05,Bachelor's degree (BA. BS. B.Eng.. etc.),106000.0,Yes,Spain,5.0,Git,18,15,Male,"106,000.00"
310,7/25/18 13:18,Bachelor's degree (BA. BS. B.Eng.. etc.),63642.0,Yes,UK,4.0,Git;Team Foundation Version Control,46,6,Male,"£63,642.00"
311,3/7/18 4:09,Bachelor's degree (BA. BS. B.Eng.. etc.),86120.0,Yes,France,10.0,Git,35,6,Male,"86,120.00"
312,6/11/18 5:47,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,France,,Git,36,6,Male,
313,9/25/18 18:04,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,Yes,Russia,,Git,30,11,Male,"2,000,000.00"
314,6/26/18 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),17676.0,Yes,USA,9.0,Subversion,41,3,,"$17,676.00"
315,3/28/18 23:53,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,France,,Git,41,23,,
316,4/5/18 3:53,Bachelor's degree (BA. BS. B.Eng.. etc.),52404.0,Yes,France,,Git;Subversion,24,9,Male,"52,404.00"
317,6/24/18 16:13,Some college/university study without earning a degree,,Yes,USA,5.0,Git;Subversion,59,0,Male,
318,1/17/18 13:19,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,46,3,Male,
319,10/7/18 8:20,Bachelor's degree (BA. BS. B.Eng.. etc.),1884.0,Yes,South Africa,,Git,60,10,Male,"1,884.00"
320,7/7/18 5:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,10.0,Copying and pasting files to network shares;I don't use version control,18,13,Male,
321,7/14/18 10:19,Bachelor's degree (BA. BS. B.Eng.. etc.),587460.0,Yes,USA,3.0,Git;Team Foundation Version Control,32,10,,"$587,460.00"
322,6/18/18 3:13,Some college/university study without earning a degree,93840.0,Yes,UK,8.0,Git;Copying and pasting files to network shares;Zip file back-ups,40,15,Male,"£93,840.00"
323,5/26/18 12:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),47304.0,No,UK,5.0,Git,39,12,Male,"£47,304.00"
324,5/20/18 18:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),85671.0,Yes,Russia,,Git;Zip file back-ups;I don't use version control,41,4,Male,"85,671.00"
325,9/29/18 16:07,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,France,,Git,32,5,Male,
326,1/29/18 23:32,Bachelor's degree (BA. BS. B.Eng.. etc.),90000.0,No,UK,5.0,Git;Subversion,23,8,Male,"£90,000.00"
327,7/8/18 0:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),91000.0,Yes,Spain,,Git;Subversion,24,12,Male,"91,000.00"
328,2/6/18 4:24,Some college/university study without earning a degree,,Yes,South Africa,,Git;Team Foundation Version Control,18,16,Male,
329,3/29/18 5:22,Some college/university study without earning a degree,112000.0,Yes,Spain,8.0,Git;Subversion,34,14,,"112,000.00"
330,2/10/18 18:54,Bachelor's degree (BA. BS. B.Eng.. etc.),57170.0,Yes,Sweeden,,Git,32,15,Male,"57,170.00"
331,9/22/18 10:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Team Foundation Version Control,35,7,Male,
332,3/21/18 18:50,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000.0,Yes,France,5.0,Team Foundation Version Control,34,18,Male,"120,000.00"
333,3/4/18 6:22,Bachelor's degree (BA. BS. B.Eng.. etc.),130000.0,Yes,South Africa,10.0,Git,41,11,,"130,000.00"
334,3/25/18 13:25,Bachelor's degree (BA. BS. B.Eng.. etc.),58340.0,Yes,France,,Git;Subversion,50,15,Male,"58,340.00"
335,4/12/18 14:56,Some college/university study without earning a degree,78000.0,Yes,USA,,Git,38,11,Male,"$78,000.00"
336,6/9/18 0:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,South Africa,,Mercurial;Subversion,40,15,Male,
337,10/22/18 8:42,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,10.0,Subversion,20,1,Male,
338,7/21/18 18:29,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Subversion,61,9,Male,
339,10/25/18 15:27,Bachelor's degree (BA. BS. B.Eng.. etc.),51408.0,Yes,India,10.0,Git,62,6,Male,"51,408.00"
340,7/21/18 10:23,Some college/university study without earning a degree,,Yes,UK,,Git;Team Foundation Version Control,48,15,Male,
341,5/28/18 0:26,Some college/university study without earning a degree,30840.0,Yes,USA,10.0,Git;Subversion,36,19,Male,"$30,840.00"
342,9/5/18 23:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612.0,Yes,USA,5.0,Git,42,7,Male,"$41,612.00"
343,6/14/18 9:16,Associate degree,,Yes,Russia,6.0,Git,41,12,,
344,1/7/18 16:06,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,2.0,Git,25,9,,
345,3/31/18 17:29,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,Russia,10.0,Git;Subversion,18,17,,"75,000.00"
346,1/28/18 20:56,Associate degree,60391.0,Yes,India,,Subversion;Team Foundation Version Control;Copying and pasting files to network shares,61,1,Male,"60,391.00"
347,10/13/18 18:00,Some college/university study without earning a degree,41124.0,Yes,Russia,6.0,Git,60,11,Female,"41,124.00"
348,4/27/18 17:27,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion;Zip file back-ups,44,17,Female,
349,7/10/18 12:07,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,Spain,,Git;Subversion,23,10,Male,
350,3/1/18 13:42,Bachelor's degree (BA. BS. B.Eng.. etc.),70000.0,No,Russia,,Git;Subversion,18,5,Male,"70,000.00"
351,8/1/18 21:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3900.0,Yes,Spain,10.0,Git,28,11,Male,"3,900.00"
352,9/9/18 21:15,Bachelor's degree (BA. BS. B.Eng.. etc.),5479.0,No,France,,Git,65,5,,"5,479.00"
353,1/13/18 0:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git;Mercurial;Subversion;Copying and pasting files to network shares;Zip file back-ups,56,11,Male,
354,9/6/18 2:46,Bachelor's degree (BA. BS. B.Eng.. etc.),96626.0,Yes,France,8.0,Git;Subversion,19,12,Male,"96,626.00"
355,7/13/18 22:40,Some college/university study without earning a degree,,Yes,Sweeden,,Git,18,5,Female,
356,3/14/18 18:31,Some college/university study without earning a degree,12000.0,Yes,USA,5.0,Git,43,10,Male,"$12,000.00"
357,7/28/18 22:18,Bachelor's degree (BA. BS. B.Eng.. etc.),58000.0,Yes,Russia,8.0,Git,57,3,Male,"58,000.00"
358,5/14/18 11:02,Other doctoral degree (Ph.D. Ed.D.. etc.),280000.0,Yes,South Africa,5.0,Git,27,0,Male,"280,000.00"
359,2/25/18 11:24,Bachelor's degree (BA. BS. B.Eng.. etc.),106956.0,Yes,France,,Git;Copying and pasting files to network shares,43,12,Male,"106,956.00"
360,2/4/18 19:32,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,8.0,Git;Team Foundation Version Control,34,1,Male,
361,4/16/18 6:34,Master's degree (MA. MS. M.Eng.. MBA. etc.),53000.0,Yes,USA,5.0,Git,37,9,,"$53,000.00"
362,6/10/18 19:09,Bachelor's degree (BA. BS. B.Eng.. etc.),90039.0,Yes,UK,,Git,26,13,Male,"£90,039.00"
363,5/17/18 9:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),162100.0,Yes,Russia,,Git,42,11,Male,"162,100.00"
364,5/20/18 7:21,Bachelor's degree (BA. BS. B.Eng.. etc.),68000.0,Yes,France,10.0,Git,18,9,Male,"68,000.00"
365,10/20/18 0:22,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,Sweeden,7.0,Git,31,2,Male,"75,000.00"
366,1/25/18 0:25,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,25,9,Male,
367,4/7/18 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),53144.0,Yes,Sweeden,,Git,52,6,,"53,144.00"
368,10/12/18 4:39,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,8.0,Git,36,3,,
369,9/21/18 10:00,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,UK,,Git,34,7,,
370,5/31/18 12:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,I don't use version control,46,5,Female,
371,3/25/18 1:46,Professional degree (JD. MD. etc.),22560.0,Yes,UK,,Git,33,7,Male,"£22,560.00"
372,9/18/18 19:50,Bachelor's degree (BA. BS. B.Eng.. etc.),36720.0,Yes,Sweeden,,Git,19,13,Male,"36,720.00"
373,1/3/18 21:31,Bachelor's degree (BA. BS. B.Eng.. etc.),80000.0,Yes,South Africa,10.0,Git,18,9,Male,"80,000.00"
374,7/5/18 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,,I don't use version control,18,7,Male,0.00
375,10/9/18 21:22,Some college/university study without earning a degree,51408.0,Yes,USA,,Git,24,14,,"$51,408.00"
376,10/2/18 16:25,Bachelor's degree (BA. BS. B.Eng.. etc.),45897.0,No,South Africa,3.0,Git,45,23,,"45,897.00"
377,4/29/18 13:27,Bachelor's degree (BA. BS. B.Eng.. etc.),14089.0,Yes,USA,10.0,Git;Subversion;Zip file back-ups,40,16,Male,"$14,089.00"
378,7/6/18 18:17,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),9000.0,Yes,France,,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,40,0,,"9,000.00"
379,4/13/18 8:04,Master's degree (MA. MS. M.Eng.. MBA. etc.),12524.0,Yes,Sweeden,8.0,Subversion,18,11,Male,"12,524.00"
380,8/17/18 17:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3914.0,Yes,Sweeden,,Git;Subversion,42,7,,"3,914.00"
381,4/15/18 5:31,Some college/university study without earning a degree,13212.0,Yes,USA,,Git,47,0,Male,"$13,212.00"
382,2/3/18 16:39,Bachelor's degree (BA. BS. B.Eng.. etc.),69452.0,Yes,USA,6.0,Subversion,57,12,Male,"$69,452.00"
383,5/27/18 16:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),25008.0,Yes,South Africa,10.0,I don't use version control,27,10,,"25,008.00"
384,10/21/18 1:50,Bachelor's degree (BA. BS. B.Eng.. etc.),96626.0,Yes,Spain,8.0,Git,49,13,Female,"96,626.00"
385,7/12/18 16:24,Master's degree (MA. MS. M.Eng.. MBA. etc.),199950.0,No,India,8.0,Git,35,10,Male,"199,950.00"
386,3/8/18 5:10,Some college/university study without earning a degree,34269.0,Yes,India,,Git,49,21,Male,"34,269.00"
387,5/10/18 8:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),60216.0,No,Spain,10.0,Git;Team Foundation Version Control,30,6,Male,"60,216.00"
388,1/8/18 2:07,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,7.0,Git,30,11,,
389,6/29/18 5:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,4.0,Git;Subversion;Zip file back-ups,23,10,,
390,9/7/18 12:46,Some college/university study without earning a degree,73433.0,Yes,USA,10.0,Git,26,8,Male,"$73,433.00"
391,1/13/18 20:45,Bachelor's degree (BA. BS. B.Eng.. etc.),40282.0,Yes,South Africa,,Git,39,8,,"40,282.00"
392,3/5/18 14:21,Bachelor's degree (BA. BS. B.Eng.. etc.),71976.0,No,South Africa,9.0,Git;Subversion;Team Foundation Version Control,47,5,,"71,976.00"
393,8/4/18 20:23,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git,37,14,Male,
394,9/18/18 9:29,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,,Subversion,25,0,,
395,6/1/18 16:05,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,6.0,Git,27,6,Male,
396,3/12/18 4:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63979.0,Yes,UK,,Git;Copying and pasting files to network shares,30,2,Male,"£63,979.00"
397,6/9/18 14:45,Bachelor's degree (BA. BS. B.Eng.. etc.),12524.0,Yes,South Africa,3.0,Git,52,7,,"12,524.00"
398,1/8/18 21:41,Master's degree (MA. MS. M.Eng.. MBA. etc.),14688.0,No,Russia,5.0,Git,21,12,Male,"14,688.00"
399,1/25/18 10:36,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),1872.0,Yes,Sweeden,,Git,19,15,Male,"1,872.00"
400,2/14/18 8:02,Professional degree (JD. MD. etc.),66084.0,Yes,France,,Git;Zip file back-ups,53,8,,"66,084.00"
