,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,features
360,4,7,3,AA,1438,ORD,18.58,85,33.0,658.0,[658.0]
361,4,7,3,UA,44,OGG,13.2,313,101.0,4001.0,[4001.0]
362,4,8,4,AA,2019,LGA,20.42,160,58.0,1427.0,[1427.0]
363,4,8,4,OO,6760,ORD,10.75,78,10.0,460.0,[460.0]
364,4,8,4,UA,36,OGG,21.5,290,16.0,3763.0,[3763.0]
365,4,8,4,UA,695,LGA,19.98,160,66.0,1180.0,[1180.0]
366,4,8,4,UA,945,ORD,11.92,154,27.0,1429.0,[1429.0]
367,4,8,4,UA,1142,ORD,13.63,92,-8.0,761.0,[761.0]
368,4,8,4,UA,1580,SFO,8.33,90,-2.0,666.0,[666.0]
369,4,9,5,AA,1571,ORD,11.92,85,-10.0,538.0,[538.0]
370,4,9,5,AA,2325,ORD,12.83,145,-6.0,1291.0,[1291.0]
371,4,9,5,WN,507,SMF,20.0,85,24.0,600.0,[600.0]
372,4,10,6,B6,353,JFK,7.83,356,71.0,3967.0,[3967.0]
373,4,10,6,OH,5079,ORD,9.25,76,-9.0,425.0,[425.0]
374,4,10,6,WN,3307,SMF,18.33,70,-1.0,576.0,[576.0]
375,4,11,0,AA,305,LGA,6.92,145,,1180.0,[1180.0]
376,4,11,0,AA,1810,SJC,8.25,205,,2375.0,[2375.0]
377,4,11,0,UA,566,ORD,17.75,120,,975.0,[975.0]
378,4,12,1,AA,455,ORD,15.08,260,36.0,2808.0,[2808.0]
379,4,12,1,OO,5448,SFO,7.67,66,6.0,307.0,[307.0]
380,4,12,1,OO,5554,SFO,15.52,81,29.0,422.0,[422.0]
381,4,12,1,UA,355,ORD,12.05,260,16.0,2770.0,[2770.0]
382,4,13,2,AA,1396,SFO,16.17,205,26.0,2356.0,[2356.0]
383,4,13,2,B6,221,JFK,9.42,361,-16.0,3967.0,[3967.0]
384,4,13,2,HA,30,OGG,14.5,320,15.0,4249.0,[4249.0]
385,4,14,3,UA,536,SJC,6.33,255,34.0,2943.0,[2943.0]
386,4,15,4,OO,5979,ORD,17.02,50,2.0,196.0,[196.0]
387,4,15,4,OO,6382,SFO,7.05,91,-3.0,840.0,[840.0]
388,4,16,5,B6,1,JFK,10.83,177,-8.0,1720.0,[1720.0]
389,4,16,5,B6,383,LGA,21.75,162,166.0,1732.0,[1732.0]
390,4,16,5,UA,542,ORD,19.5,140,30.0,1395.0,[1395.0]
391,4,17,6,B6,165,JFK,19.58,379,-19.0,3949.0,[3949.0]
392,4,17,6,OO,6343,SFO,8.97,86,6.0,599.0,[599.0]
393,4,18,0,AA,1059,ORD,14.92,120,2.0,975.0,[975.0]
394,4,18,0,AA,1165,JFK,8.75,185,-8.0,1754.0,[1754.0]
395,4,18,0,OH,5251,LGA,14.67,137,13.0,875.0,[875.0]
396,4,18,0,US,468,JFK,7.75,341,-21.0,3618.0,[3618.0]
397,4,18,0,US,1485,SFO,22.33,286,-14.0,3627.0,[3627.0]
398,4,19,1,AA,33,JFK,7.75,360,3.0,3983.0,[3983.0]
399,4,19,1,AA,181,JFK,16.92,360,15.0,3983.0,[3983.0]
400,4,19,1,UA,5,JFK,6.0,378,4.0,4162.0,[4162.0]
401,4,19,1,UA,896,ORD,16.77,119,3.0,975.0,[975.0]
402,4,19,1,WN,469,SMF,15.83,85,-10.0,772.0,[772.0]
403,4,20,2,AA,2456,ORD,13.33,125,171.0,1091.0,[1091.0]
404,4,20,2,OO,5475,SFO,13.97,81,31.0,402.0,[402.0]
405,4,20,2,UA,322,SFO,10.7,123,9.0,1093.0,[1093.0]
406,4,21,3,AA,413,ORD,11.67,255,-8.0,2778.0,[2778.0]
407,4,21,3,US,2177,LGA,14.0,78,61.0,344.0,[344.0]
408,4,21,3,WN,3662,SJC,14.42,75,-9.0,550.0,[550.0]
409,4,22,4,AA,201,JFK,6.42,350,5.0,3983.0,[3983.0]
410,4,22,4,AA,745,LGA,13.75,225,68.0,2235.0,[2235.0]
411,4,22,4,OO,5704,SJC,19.92,67,19.0,377.0,[377.0]
412,4,22,4,UA,982,ORD,17.83,118,30.0,948.0,[948.0]
413,4,23,5,B6,175,JFK,12.0,358,-12.0,3896.0,[3896.0]
414,4,23,5,OO,6378,SFO,13.67,154,10.0,1550.0,[1550.0]
415,4,23,5,UA,158,SFO,23.08,240,10.0,2971.0,[2971.0]
416,4,24,6,HA,177,OGG,14.05,34,-8.0,161.0,[161.0]
417,4,26,1,OO,5950,ORD,16.78,49,-7.0,187.0,[187.0]
418,4,26,1,UA,150,SFO,16.37,243,-19.0,2971.0,[2971.0]
419,4,26,1,US,2185,LGA,18.0,79,6.0,344.0,[344.0]
420,4,27,2,UA,186,SFO,14.83,328,-21.0,4057.0,[4057.0]
421,4,27,2,WN,3082,TUS,7.25,200,0.0,2317.0,[2317.0]
422,4,28,3,UA,543,ORD,20.68,240,-8.0,2411.0,[2411.0]
423,4,28,3,UA,1514,ORD,18.17,181,5.0,1902.0,[1902.0]
424,4,28,3,WN,2730,SJC,7.0,75,-4.0,496.0,[496.0]
425,4,28,3,WN,3232,TUS,8.83,90,-1.0,726.0,[726.0]
426,4,29,4,AA,14,OGG,21.17,310,14.0,4001.0,[4001.0]
427,4,29,4,AA,345,LGA,17.5,160,16.0,1180.0,[1180.0]
428,4,30,5,B6,649,JFK,20.5,388,42.0,4162.0,[4162.0]
429,4,30,5,OH,5131,LGA,8.98,122,7.0,769.0,[769.0]
430,4,30,5,WN,1802,SJC,21.83,70,51.0,536.0,[536.0]
431,4,31,6,AA,1765,ORD,19.42,65,59.0,415.0,[415.0]
432,5,1,0,B6,195,JFK,18.83,350,16.0,3618.0,[3618.0]
433,5,1,0,UA,257,ORD,8.08,262,-2.0,2799.0,[2799.0]
434,5,1,0,UA,1299,ORD,12.15,82,-10.0,663.0,[663.0]
435,5,1,0,WN,989,SMF,21.17,85,26.0,771.0,[771.0]
436,5,1,0,WN,1074,SMF,17.17,85,38.0,600.0,[600.0]
437,5,2,1,AA,759,LGA,16.42,225,69.0,2235.0,[2235.0]
438,5,2,1,UA,654,ORD,15.75,157,7.0,1157.0,[1157.0]
439,5,2,1,UA,704,SFO,7.98,102,2.0,885.0,[885.0]
440,5,3,2,AA,1765,ORD,19.42,70,84.0,415.0,[415.0]
441,5,3,2,OO,5491,SFO,22.92,42,23.0,124.0,[124.0]
442,5,3,2,UA,442,ORD,18.82,76,23.0,509.0,[509.0]
443,5,3,2,WN,2549,SJC,16.83,60,-11.0,476.0,[476.0]
444,5,4,3,AA,1,JFK,9.0,355,115.0,3983.0,[3983.0]
445,5,4,3,OO,5576,SFO,18.67,81,105.0,422.0,[422.0]
446,5,4,3,UA,522,SFO,23.05,99,31.0,885.0,[885.0]
447,5,5,4,B6,1004,JFK,9.92,82,63.0,301.0,[301.0]
448,5,5,4,B6,1075,JFK,14.98,91,1.0,463.0,[463.0]
449,5,5,4,UA,888,SFO,11.58,89,40.0,542.0,[542.0]
450,5,5,4,US,1881,ORD,17.75,116,33.0,964.0,[964.0]
451,5,6,5,AA,525,ORD,10.33,180,26.0,1989.0,[1989.0]
452,5,6,5,OH,5687,JFK,7.25,175,-10.0,1191.0,[1191.0]
453,5,6,5,OO,6467,SMF,10.12,94,-12.0,600.0,[600.0]
454,5,7,6,OO,6165,ORD,8.3,98,-14.0,744.0,[744.0]
455,5,7,6,UA,378,ORD,21.08,123,23.0,1260.0,[1260.0]
456,5,7,6,UA,1560,ORD,9.33,156,10.0,1629.0,[1629.0]
457,5,8,0,AA,1169,ORD,14.08,160,68.0,1675.0,[1675.0]
458,5,8,0,AA,2185,LGA,6.0,170,22.0,1765.0,[1765.0]
459,5,8,0,AA,2456,ORD,13.33,125,202.0,1091.0,[1091.0]
460,5,8,0,B6,9,JFK,17.58,183,82.0,1519.0,[1519.0]
461,5,8,0,OO,6761,ORD,20.58,99,300.0,750.0,[750.0]
462,5,9,1,UA,106,ORD,16.52,52,86.0,220.0,[220.0]
463,5,9,1,WN,1466,SMF,8.83,90,-8.0,772.0,[772.0]
464,5,10,2,AA,336,ORD,20.58,120,62.0,1180.0,[1180.0]
465,5,10,2,HA,30,OGG,14.5,320,18.0,4249.0,[4249.0]
466,5,10,2,UA,145,ORD,12.73,264,49.0,2971.0,[2971.0]
467,5,11,3,OH,5609,JFK,16.17,100,-25.0,296.0,[296.0]
468,5,11,3,OO,6332,SFO,12.7,74,-16.0,422.0,[422.0]
469,5,11,3,UA,111,ORD,11.57,251,142.0,2808.0,[2808.0]
470,5,11,3,WN,3598,SFO,10.75,85,5.0,719.0,[719.0]
471,5,12,4,AA,1651,LGA,9.42,190,82.0,1765.0,[1765.0]
472,5,12,4,AA,2099,ORD,7.25,250,17.0,2808.0,[2808.0]
473,5,13,5,AA,2470,ORD,20.92,110,182.0,1041.0,[1041.0]
474,5,13,5,OO,6510,SMF,18.37,91,-4.0,600.0,[600.0]
475,5,13,5,UA,506,SFO,20.58,117,35.0,1093.0,[1093.0]
476,5,13,5,UA,679,LGA,12.0,156,,1180.0,[1180.0]
477,5,14,6,B6,185,JFK,18.67,371,229.0,3936.0,[3936.0]
478,5,14,6,B6,199,JFK,21.08,347,,3618.0,[3618.0]
479,5,14,6,UA,323,ORD,15.07,150,5.0,1291.0,[1291.0]
480,5,15,0,B6,735,JFK,6.0,219,8.0,2536.0,[2536.0]
481,5,15,0,UA,47,JFK,9.58,370,16.0,3983.0,[3983.0]
482,5,15,0,UA,341,ORD,9.7,85,75.0,669.0,[669.0]
483,5,15,0,UA,446,ORD,15.75,115,40.0,964.0,[964.0]
484,5,15,0,US,128,SFO,15.58,120,-10.0,1048.0,[1048.0]
485,5,16,1,OO,5472,SFO,12.23,46,54.0,124.0,[124.0]
486,5,16,1,UA,909,ORD,14.92,155,7.0,1429.0,[1429.0]
487,5,16,1,US,323,ORD,8.5,229,5.0,2438.0,[2438.0]
488,5,17,2,AA,780,ORD,6.25,170,27.0,1926.0,[1926.0]
489,5,17,2,AA,1815,ORD,18.67,205,145.0,2010.0,[2010.0]
490,5,17,2,OH,5529,LGA,13.48,130,21.0,941.0,[941.0]
491,5,17,2,UA,460,ORD,13.55,120,-6.0,1164.0,[1164.0]
492,5,18,3,OO,5738,SFO,21.57,122,-15.0,744.0,[744.0]
493,5,18,3,UA,442,ORD,19.12,82,-5.0,509.0,[509.0]
494,5,18,3,UA,788,SFO,13.57,93,2.0,719.0,[719.0]
495,5,19,4,AA,1540,TUS,14.17,140,47.0,1308.0,[1308.0]
496,5,20,5,OH,5637,JFK,16.17,140,50.0,818.0,[818.0]
497,5,20,5,UA,248,ORD,17.75,79,81.0,378.0,[378.0]
498,5,20,5,UA,755,ORD,8.23,267,-3.0,2770.0,[2770.0]
499,5,21,6,UA,1163,SFO,13.68,89,25.0,542.0,[542.0]
500,5,21,6,WN,1198,SJC,14.08,80,-7.0,671.0,[671.0]
501,5,23,1,AA,1425,ORD,9.5,245,31.0,2778.0,[2778.0]
502,5,23,1,B6,1,JFK,10.83,177,71.0,1720.0,[1720.0]
503,5,23,1,B6,263,SMF,10.83,83,-10.0,623.0,[623.0]
504,5,23,1,OH,5394,LGA,17.75,143,43.0,1032.0,[1032.0]
505,5,24,2,AA,1659,ORD,21.17,80,11.0,649.0,[649.0]
506,5,24,2,UA,14,SFO,16.25,340,238.0,4162.0,[4162.0]
507,5,24,2,UA,186,SFO,14.58,332,9.0,4057.0,[4057.0]
508,5,24,2,UA,597,ORD,20.08,82,,538.0,[538.0]
509,5,24,2,US,2144,LGA,21.0,72,49.0,298.0,[298.0]
510,5,25,3,OO,6397,SFO,15.5,82,59.0,584.0,[584.0]
511,5,25,3,UA,612,ORD,11.98,111,,985.0,[985.0]
512,5,25,3,UA,1524,SFO,16.05,94,31.0,666.0,[666.0]
513,5,25,3,US,2132,LGA,15.0,70,-5.0,298.0,[298.0]
514,5,26,4,US,58,SMF,20.67,83,30.0,639.0,[639.0]
515,5,26,4,US,378,SMF,22.5,280,29.0,3611.0,[3611.0]
516,5,26,4,WN,2292,TUS,14.33,70,0.0,591.0,[591.0]
517,5,27,5,OH,5516,JFK,22.08,101,31.0,301.0,[301.0]
518,5,27,5,UA,685,LGA,15.0,154,-11.0,1180.0,[1180.0]
519,5,28,6,B6,42,JFK,11.0,75,18.0,336.0,[336.0]
520,5,28,6,B6,919,JFK,20.5,171,,1191.0,[1191.0]
521,5,29,0,AA,353,LGA,18.42,160,,1180.0,[1180.0]
522,5,29,0,B6,15,JFK,16.58,191,16.0,1720.0,[1720.0]
523,5,29,0,HA,132,OGG,9.08,36,55.0,195.0,[195.0]
524,5,30,1,AA,127,JFK,15.42,330,,3936.0,[3936.0]
525,5,30,1,OO,3912,SFO,13.0,108,56.0,964.0,[964.0]
526,5,30,1,UA,828,ORD,21.08,135,49.0,1395.0,[1395.0]
527,6,1,2,UA,11,JFK,11.08,382,35.0,4162.0,[4162.0]
528,6,1,2,WN,328,SMF,13.75,105,-6.0,974.0,[974.0]
529,6,2,3,AA,1194,SJC,13.33,250,50.0,2943.0,[2943.0]
530,6,2,3,B6,36,JFK,21.0,99,53.0,425.0,[425.0]
531,6,2,3,UA,27,JFK,15.83,371,78.0,3983.0,[3983.0]
532,6,2,3,UA,186,SFO,14.58,332,54.0,4057.0,[4057.0]
533,6,2,3,US,2130,LGA,14.0,71,147.0,298.0,[298.0]
534,6,3,4,UA,472,SMF,6.03,237,2.0,2866.0,[2866.0]
535,6,3,4,US,2140,LGA,19.0,74,6.0,298.0,[298.0]
536,6,3,4,WN,1812,SJC,13.25,75,-8.0,496.0,[496.0]
537,6,6,0,AA,33,JFK,7.75,350,36.0,3983.0,[3983.0]
538,6,6,0,AA,454,ORD,18.25,115,82.0,1041.0,[1041.0]
539,6,6,0,AA,836,TUS,7.17,130,3.0,1308.0,[1308.0]
540,6,6,0,AA,1757,LGA,12.98,160,11.0,1427.0,[1427.0]
541,6,6,0,B6,922,ORD,18.92,140,59.0,1395.0,[1395.0]
542,6,6,0,UA,395,ORD,17.87,250,-2.0,2773.0,[2773.0]
543,6,6,0,UA,506,SFO,20.73,117,10.0,1093.0,[1093.0]
544,6,7,1,OH,5119,JFK,12.58,90,173.0,367.0,[367.0]
545,6,7,1,OO,5897,ORD,11.33,56,63.0,288.0,[288.0]
546,6,8,2,AA,269,JFK,16.75,370,35.0,3896.0,[3896.0]
547,6,8,2,HA,133,OGG,9.35,34,-2.0,161.0,[161.0]
548,6,8,2,HA,177,OGG,14.05,34,57.0,161.0,[161.0]
549,6,8,2,OH,5263,LGA,15.0,101,89.0,470.0,[470.0]
550,6,8,2,OH,5507,JFK,19.92,179,46.0,1233.0,[1233.0]
551,6,8,2,UA,35,SFO,8.83,311,-22.0,3763.0,[3763.0]
552,6,8,2,UA,472,ORD,12.97,101,-10.0,850.0,[850.0]
553,6,8,2,UA,675,ORD,19.93,169,21.0,1675.0,[1675.0]
554,6,8,2,US,322,SMF,9.57,81,,639.0,[639.0]
555,6,8,2,WN,1690,TUS,6.25,70,-4.0,587.0,[587.0]
556,6,9,3,B6,121,JFK,7.17,165,-7.0,1519.0,[1519.0]
557,6,9,3,B6,623,JFK,8.25,235,-19.0,2298.0,[2298.0]
558,6,9,3,US,2191,LGA,21.0,78,66.0,344.0,[344.0]
559,6,10,4,B6,42,JFK,11.0,75,-7.0,336.0,[336.0]
560,6,10,4,B6,87,JFK,13.75,325,48.0,3201.0,[3201.0]
561,6,10,4,OH,5345,JFK,9.25,106,-21.0,463.0,[463.0]
562,6,10,4,US,1571,ORD,16.42,128,1.0,1091.0,[1091.0]
563,6,11,5,AA,1403,ORD,15.42,110,17.0,941.0,[941.0]
564,6,11,5,AA,1612,SFO,9.58,245,-13.0,2971.0,[2971.0]
565,6,11,5,OO,6475,SMF,21.8,91,-8.0,600.0,[600.0]
566,6,11,5,UA,170,SFO,6.22,349,-19.0,4352.0,[4352.0]
567,6,11,5,UA,466,SFO,16.08,155,29.0,1556.0,[1556.0]
568,6,11,5,UA,548,SFO,13.0,118,22.0,964.0,[964.0]
569,6,11,5,UA,610,ORD,11.08,112,-7.0,985.0,[985.0]
570,6,12,6,AA,1540,TUS,14.17,140,-17.0,1308.0,[1308.0]
571,6,12,6,UA,600,ORD,6.08,106,21.0,985.0,[985.0]
572,6,13,0,B6,393,LGA,7.5,158,-28.0,1529.0,[1529.0]
573,6,13,0,WN,3919,SFO,18.17,90,30.0,666.0,[666.0]
574,6,14,1,B6,916,ORD,16.08,147,21.0,1191.0,[1191.0]
575,6,14,1,OH,5556,JFK,13.92,93,12.0,430.0,[430.0]
576,6,14,1,OO,5445,SFO,14.25,70,21.0,307.0,[307.0]
577,6,14,1,UA,463,ORD,22.78,82,-12.0,538.0,[538.0]
578,6,15,2,B6,1075,JFK,14.98,91,17.0,463.0,[463.0]
579,6,16,3,AA,1709,LGA,20.25,175,29.0,1765.0,[1765.0]
580,6,16,3,OO,5868,ORD,14.08,110,-10.0,1015.0,[1015.0]
581,6,16,3,UA,626,ORD,19.08,111,110.0,985.0,[985.0]
582,6,16,3,UA,658,ORD,18.18,154,,1157.0,[1157.0]
583,6,16,3,UA,1590,SFO,13.3,102,17.0,666.0,[666.0]
584,6,17,4,HA,515,OGG,23.08,34,-19.0,161.0,[161.0]
585,6,17,4,OO,6452,TUS,10.75,92,-11.0,726.0,[726.0]
586,6,17,4,OO,6456,SFO,9.3,73,58.0,509.0,[509.0]
587,6,17,4,UA,892,SFO,10.2,354,35.0,4162.0,[4162.0]
588,6,17,4,WN,3856,SFO,9.08,90,9.0,666.0,[666.0]
589,6,18,5,AA,682,ORD,13.17,90,-18.0,538.0,[538.0]
590,6,18,5,B6,159,JFK,12.5,250,25.0,2617.0,[2617.0]
591,6,19,6,B6,143,JFK,14.75,176,17.0,1654.0,[1654.0]
592,6,19,6,WN,1350,SFO,16.75,250,-17.0,2985.0,[2985.0]
593,6,20,0,AA,1559,LGA,17.42,190,-2.0,1765.0,[1765.0]
594,6,20,0,OH,5533,JFK,12.67,94,-8.0,465.0,[465.0]
595,6,20,0,UA,442,ORD,19.42,82,80.0,509.0,[509.0]
596,6,20,0,UA,689,LGA,17.08,165,,1180.0,[1180.0]
597,6,20,0,WN,2712,SMF,7.67,80,-3.0,600.0,[600.0]
598,6,21,1,UA,500,ORD,16.0,64,,285.0,[285.0]
599,6,21,1,WN,2530,SJC,10.17,60,-2.0,476.0,[476.0]
600,6,22,2,UA,642,ORD,10.65,133,38.0,1157.0,[1157.0]
601,6,23,3,AA,2470,ORD,21.33,110,43.0,1041.0,[1041.0]
602,6,23,3,B6,133,JFK,10.33,187,60.0,1728.0,[1728.0]
603,6,23,3,B6,1085,JFK,16.92,136,44.0,871.0,[871.0]
604,6,23,3,OO,5452,SFO,19.42,46,36.0,124.0,[124.0]
605,6,23,3,UA,820,SFO,12.73,127,8.0,1093.0,[1093.0]
606,6,23,3,WN,526,SMF,18.0,75,-3.0,626.0,[626.0]
607,6,24,4,OO,3908,SFO,10.2,104,-2.0,964.0,[964.0]
608,6,24,4,UA,322,SFO,10.67,124,-17.0,1093.0,[1093.0]
609,6,24,4,UA,1220,SJC,7.88,156,-5.0,1526.0,[1526.0]
610,6,25,5,B6,1002,JFK,7.33,75,17.0,301.0,[301.0]
611,6,25,5,HA,197,OGG,20.17,34,26.0,161.0,[161.0]
612,6,25,5,UA,770,SFO,12.78,158,19.0,1556.0,[1556.0]
613,6,26,6,B6,97,JFK,20.08,272,85.0,2617.0,[2617.0]
614,6,26,6,US,514,SJC,13.83,84,-3.0,621.0,[621.0]
615,6,27,0,B6,377,LGA,13.33,179,121.0,1732.0,[1732.0]
616,6,27,0,UA,463,ORD,22.65,82,,538.0,[538.0]
617,6,27,0,UA,498,ORD,20.98,132,73.0,1357.0,[1357.0]
618,6,28,1,OH,5501,JFK,11.92,173,30.0,1233.0,[1233.0]
619,6,28,1,OH,5552,JFK,9.08,105,,484.0,[484.0]
620,6,29,2,AA,1709,LGA,20.25,175,9.0,1765.0,[1765.0]
621,6,29,2,AA,1807,ORD,18.92,120,70.0,975.0,[975.0]
622,6,29,2,UA,828,ORD,21.0,135,82.0,1395.0,[1395.0]
623,6,30,3,AA,889,ORD,17.17,250,22.0,2808.0,[2808.0]
624,6,30,3,OO,5560,SFO,6.33,39,-8.0,124.0,[124.0]
625,6,31,4,AA,836,TUS,7.17,130,22.0,1308.0,[1308.0]
626,6,31,4,AA,1014,ORD,21.5,60,74.0,415.0,[415.0]
627,7,1,5,B6,345,JFK,8.42,182,-17.0,1675.0,[1675.0]
628,7,3,0,AA,194,SFO,13.83,335,-1.0,4352.0,[4352.0]
629,7,3,0,OO,5482,SFO,12.98,72,-7.0,320.0,[320.0]
630,7,3,0,OO,6218,ORD,20.75,134,11.0,1188.0,[1188.0]
631,7,3,0,UA,689,LGA,17.08,165,-20.0,1180.0,[1180.0]
632,7,3,0,US,1499,LGA,18.92,126,-7.0,875.0,[875.0]
633,7,4,1,AA,127,JFK,15.42,330,16.0,3936.0,[3936.0]
634,7,4,1,OH,5436,LGA,15.98,169,62.0,1342.0,[1342.0]
635,7,4,1,OH,5659,JFK,12.92,104,28.0,684.0,[684.0]
636,7,4,1,UA,75,SFO,14.67,323,3.0,3859.0,[3859.0]
637,7,4,1,UA,492,ORD,13.2,126,219.0,1041.0,[1041.0]
638,7,4,1,UA,638,ORD,9.02,126,401.0,1157.0,[1157.0]
639,7,4,1,UA,1547,ORD,15.0,231,36.0,2438.0,[2438.0]
640,7,5,2,AA,1067,ORD,9.67,155,,1489.0,[1489.0]
641,7,5,2,UA,344,SFO,11.12,100,25.0,885.0,[885.0]
642,7,6,3,OH,5585,JFK,9.0,100,6.0,296.0,[296.0]
643,7,6,3,OH,5688,ORD,9.58,144,16.0,1191.0,[1191.0]
644,7,6,3,OO,5481,SFO,8.3,66,-6.0,320.0,[320.0]
645,7,6,3,UA,508,ORD,18.75,125,41.0,1228.0,[1228.0]
646,7,6,3,WN,2214,SJC,14.75,120,-14.0,1122.0,[1122.0]
647,7,7,4,B6,2,JFK,6.58,77,16.0,484.0,[484.0]
648,7,7,4,OH,5052,JFK,14.92,79,50.0,232.0,[232.0]
649,7,8,5,AA,305,ORD,9.33,265,-13.0,2770.0,[2770.0]
650,7,8,5,AA,889,ORD,17.17,250,13.0,2808.0,[2808.0]
651,7,8,5,B6,68,JFK,9.83,83,11.0,336.0,[336.0]
652,7,8,5,OO,5984,ORD,22.17,57,-13.0,280.0,[280.0]
653,7,8,5,OO,6332,SFO,12.8,74,42.0,422.0,[422.0]
654,7,8,5,UA,528,ORD,9.33,135,3.0,1395.0,[1395.0]
655,7,9,6,US,908,ORD,5.83,121,-7.0,1091.0,[1091.0]
656,7,9,6,WN,477,TUS,11.0,140,-20.0,1202.0,[1202.0]
657,7,10,0,AA,763,LGA,17.42,230,,2235.0,[2235.0]
658,7,10,0,AA,2303,ORD,6.67,135,23.0,1291.0,[1291.0]
659,7,10,0,UA,17,JFK,17.32,413,287.0,4162.0,[4162.0]
660,7,10,0,UA,870,SFO,13.53,246,-9.0,2971.0,[2971.0]
661,7,10,0,UA,1272,SFO,17.4,87,-6.0,726.0,[726.0]
662,7,11,1,UA,222,SFO,9.08,319,0.0,3893.0,[3893.0]
663,7,13,3,AA,2377,LGA,6.5,140,23.0,1225.0,[1225.0]
664,7,13,3,B6,916,ORD,16.08,147,-7.0,1191.0,[1191.0]
665,7,13,3,UA,567,SFO,20.48,92,3.0,599.0,[599.0]
666,7,13,3,US,2187,LGA,19.0,73,-7.0,344.0,[344.0]
667,7,15,5,AA,1943,SFO,18.83,80,17.0,542.0,[542.0]
668,7,15,5,B6,640,SFO,8.0,336,74.0,4162.0,[4162.0]
669,7,15,5,OH,5501,JFK,11.92,173,-20.0,1233.0,[1233.0]
670,7,15,5,UA,184,SFO,8.97,332,46.0,4057.0,[4057.0]
671,7,16,6,AA,313,LGA,8.58,150,79.0,1180.0,[1180.0]
672,7,16,6,OH,5362,JFK,22.0,58,27.0,171.0,[171.0]
673,7,16,6,OO,5875,ORD,8.03,60,7.0,315.0,[315.0]
674,7,16,6,UA,102,SFO,11.73,251,47.0,2971.0,[2971.0]
675,7,16,6,UA,322,SFO,10.7,124,-19.0,1093.0,[1093.0]
676,7,16,6,WN,1206,SJC,20.17,80,1.0,671.0,[671.0]
677,7,17,0,AA,2393,LGA,16.0,165,-11.0,1225.0,[1225.0]
678,7,17,0,HA,132,OGG,9.08,36,-6.0,195.0,[195.0]
679,7,17,0,UA,472,ORD,13.13,101,-3.0,850.0,[850.0]
680,7,17,0,WN,468,SFO,6.92,80,-15.0,542.0,[542.0]
681,7,18,1,AA,876,ORD,6.92,135,-8.0,1395.0,[1395.0]
682,7,18,1,OO,3942,SMF,17.87,98,-19.0,856.0,[856.0]
683,7,18,1,UA,274,SFO,10.75,213,-12.0,2385.0,[2385.0]
684,7,19,2,OO,5564,SFO,19.58,47,15.0,138.0,[138.0]
685,7,20,3,OH,5508,JFK,9.83,92,-17.0,301.0,[301.0]
686,7,20,3,UA,133,SFO,11.07,90,10.0,542.0,[542.0]
687,7,20,3,UA,1498,ORD,8.42,182,-2.0,1902.0,[1902.0]
688,7,20,3,WN,2214,SJC,14.75,120,41.0,1122.0,[1122.0]
689,7,21,4,OH,5269,LGA,19.5,102,47.0,470.0,[470.0]
690,7,21,4,UA,941,ORD,17.2,258,-6.0,2808.0,[2808.0]
691,7,21,4,WN,808,SMF,14.08,85,0.0,650.0,[650.0]
692,7,24,0,AA,321,LGA,11.5,150,-6.0,1180.0,[1180.0]
693,7,24,0,UA,409,LGA,17.63,277,25.0,2606.0,[2606.0]
694,7,24,0,US,2173,LGA,12.0,76,1.0,344.0,[344.0]
695,7,24,0,WN,1007,SMF,20.33,75,-10.0,626.0,[626.0]
696,7,24,0,WN,2233,SJC,17.75,125,-3.0,1122.0,[1122.0]
697,7,25,1,WN,930,SMF,6.08,110,-10.0,1041.0,[1041.0]
698,7,25,1,WN,1784,SJC,16.0,80,50.0,621.0,[621.0]
699,7,27,3,UA,220,SFO,16.13,307,,3893.0,[3893.0]
700,7,28,4,AA,2466,SFO,0.67,200,-7.0,2356.0,[2356.0]
701,7,28,4,UA,748,SFO,10.2,63,-18.0,309.0,[309.0]
702,7,28,4,UA,1468,SFO,22.38,94,5.0,666.0,[666.0]
703,7,29,5,AA,1509,ORD,21.75,225,-19.0,2438.0,[2438.0]
704,7,29,5,AA,1917,JFK,15.92,165,41.0,1519.0,[1519.0]
705,7,29,5,HA,40,OGG,15.08,310,-10.0,4123.0,[4123.0]
706,7,29,5,US,2140,LGA,19.0,74,18.0,298.0,[298.0]
707,7,29,5,WN,1601,SMF,11.58,80,-11.0,639.0,[639.0]
708,7,30,6,OO,6016,ORD,10.8,132,-16.0,1188.0,[1188.0]
709,7,30,6,UA,548,SFO,13.1,118,17.0,964.0,[964.0]
710,7,31,0,OO,6378,SFO,15.92,160,-24.0,1550.0,[1550.0]
711,8,1,1,B6,285,JFK,14.83,332,-6.0,3618.0,[3618.0]
712,8,1,1,OO,6091,ORD,12.62,115,-9.0,941.0,[941.0]
713,8,2,2,UA,322,SFO,10.68,128,-13.0,1093.0,[1093.0]
714,8,2,2,UA,456,SMF,9.97,234,-13.0,2866.0,[2866.0]
715,8,2,2,UA,496,ORD,14.32,72,-6.0,476.0,[476.0]
716,8,4,4,B6,148,JFK,20.83,102,-42.0,430.0,[430.0]
717,8,4,4,UA,35,SFO,8.97,304,-15.0,3763.0,[3763.0]
718,8,4,4,UA,327,ORD,17.17,73,87.0,415.0,[415.0]
719,8,4,4,UA,385,ORD,15.08,88,15.0,538.0,[538.0]
720,8,4,4,UA,707,ORD,6.02,152,-11.0,1429.0,[1429.0]
