,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
1171,2014,4,15,829,-1,1122,-13,AS,N585AS,861,SEA,OGG,335,2640,8,29
1172,2014,5,3,756,1,1303,-17,WN,N352SW,2652,PDX,MCI,174,1482,7,56
1173,2014,5,5,1000,-5,1729,-21,AS,N459AS,752,PDX,ATL,248,2172,10,0
1174,2014,2,3,1341,16,1629,4,AS,N627AS,123,SEA,FAI,208,1533,13,41
1175,2014,7,3,1548,18,1932,22,WN,N396SW,4713,SEA,DEN,134,1024,15,48
1176,2014,8,29,858,-2,1647,4,DL,N126DL,108,SEA,ATL,252,2182,8,58
1177,2014,5,14,1037,-3,1851,-19,B6,N506JB,598,SEA,BOS,293,2496,10,37
1178,2014,7,5,802,-3,1017,-8,WN,N784SW,2259,PDX,SAN,126,933,8,2
1179,2014,4,26,624,-6,819,-20,OO,N217AG,3456,PDX,BUR,97,817,6,24
1180,2014,4,24,554,-6,908,-19,F9,N213FR,358,PDX,DEN,118,991,5,54
1181,2014,2,24,1429,4,1718,21,AS,N796AS,454,SEA,LAX,129,954,14,29
1182,2014,7,24,641,1,917,-3,AS,N309AS,466,SEA,LAX,133,954,6,41
1183,2014,8,18,704,-1,1004,8,DL,N377DA,689,SEA,SAN,158,1050,7,4
1184,2014,11,13,1909,-6,2104,-11,WN,N940WN,1617,SEA,OAK,97,671,19,9
1185,2014,5,13,1115,0,1918,-14,US,N652AW,728,SEA,PHL,275,2378,11,15
1186,2014,12,4,953,-7,1048,-2,OO,N641CA,4789,SEA,PDX,32,129,9,53
1187,2014,10,6,1001,-4,1213,11,AS,N320AS,346,SEA,OAK,104,671,10,1
1188,2014,10,4,853,-7,1124,-11,AS,N581AS,502,SEA,SNA,133,978,8,53
1189,2014,6,20,1338,-2,1525,0,AS,N779AS,362,SEA,SMF,81,605,13,38
1190,2014,12,11,1116,-4,1510,-22,AS,N519AS,809,PDX,OGG,338,2562,11,16
1191,2014,3,24,611,-4,749,-16,WN,N451WN,1732,PDX,SJC,86,569,6,11
1192,2014,9,19,1320,85,1906,86,AA,N565AA,1505,PDX,DFW,196,1616,13,20
1193,2014,7,8,1206,2,1945,-8,DL,N394DA,282,SEA,ATL,262,2182,12,6
1194,2014,12,16,956,-4,1054,4,OO,N631SK,4789,SEA,PDX,29,129,9,56
1195,2014,4,2,1144,-6,1729,-8,AS,N520AS,748,SEA,STL,205,1709,11,44
1196,2014,5,13,857,-3,949,-5,OO,N564SW,5428,PDX,SEA,39,129,8,57
1197,2014,7,10,512,-3,723,-7,UA,N37468,1278,SEA,SFO,106,679,5,12
1198,2014,4,7,819,-11,1352,-23,AA,N3BJAA,312,SEA,DFW,195,1660,8,19
1199,2014,7,15,2210,-5,603,-9,US,N678AW,685,SEA,PHL,277,2378,22,10
1200,2014,5,26,1541,-9,2154,9,AA,N3KGAA,1209,SEA,ORD,213,1721,15,41
1201,2014,3,12,833,-2,1659,25,AS,N306AS,32,SEA,PHL,307,2378,8,33
1202,2014,1,18,2127,-3,2319,-8,AS,N627AS,358,SEA,OAK,97,672,21,27
1203,2014,6,29,1015,0,1315,0,AS,N531AS,851,SEA,HNL,342,2677,10,15
1204,2014,5,2,835,-9,1430,-15,UA,N814UA,722,PDX,ORD,210,1739,8,35
1205,2014,3,6,2030,1,11,-4,US,N624AW,648,SEA,PHX,135,1107,20,30
1206,2014,9,16,1838,-7,1928,-12,AS,N796AS,69,SEA,KTN,94,680,18,38
1207,2014,3,7,2105,0,2325,-18,AS,N302AS,488,SEA,SAN,126,1050,21,5
1208,2014,3,15,1047,17,1558,6,AS,N440AS,758,SEA,MCI,174,1489,10,47
1209,2014,10,29,1342,-5,1935,-22,UA,N37422,1212,SEA,IAH,209,1874,13,42
1210,2014,10,31,854,-6,1049,5,AS,N536AS,360,SEA,SMF,92,605,8,54
1211,2014,1,26,1833,-2,2042,-13,WN,N429WN,3302,SEA,LAS,115,867,18,33
1212,2014,8,4,1730,55,2017,67,AS,N442AS,448,SEA,LAX,139,954,17,30
1213,2014,8,31,628,-2,1352,-10,DL,N812DN,1156,PDX,ATL,245,2172,6,28
1214,2014,10,30,1314,-1,1608,0,DL,N6716C,2157,SEA,SLC,88,689,13,14
1215,2014,10,20,825,0,1115,5,US,N543UW,1821,SEA,PHX,151,1107,8,25
1216,2014,5,27,1048,-2,1257,2,WN,N797MX,4016,PDX,LAS,115,763,10,48
1217,2014,1,12,1256,-2,1530,-7,OO,N161PQ,4800,SEA,LAX,118,954,12,56
1218,2014,2,27,643,-2,825,-5,WN,N770SA,818,PDX,SJC,87,569,6,43
1219,2014,8,12,753,-7,853,-5,AS,N792AS,690,SEA,GEG,38,224,7,53
1220,2014,11,18,949,3,1704,10,DL,N395DN,2077,SEA,DTW,222,1927,9,49
1221,2014,6,18,1012,-3,1251,-9,DL,N668DN,642,PDX,SLC,83,630,10,12
1222,2014,3,16,702,-4,1306,-12,UA,N36469,1193,SEA,IAH,220,1874,7,2
1223,2014,3,3,1120,-6,1307,-7,OO,N975SW,5196,PDX,SFO,88,550,11,20
1224,2014,8,2,54,29,645,13,UA,N37474,1412,SEA,IAH,218,1874,0,54
1225,2014,2,9,905,110,1704,95,AA,N3LAAA,236,SEA,JFK,262,2422,9,5
1226,2014,9,25,1237,274,2026,268,UA,N509UA,511,SEA,IAD,272,2306,12,37
1227,2014,3,4,1933,-12,2156,-22,AS,N607AS,518,SEA,SNA,126,978,19,33
1228,2014,1,1,622,2,1412,-19,UA,N36472,1021,PDX,EWR,270,2434,6,22
1229,2014,8,29,1750,-10,2029,-1,US,N672AW,661,PDX,PHX,128,1009,17,50
1230,2014,8,17,839,-1,1124,-11,AS,N317AS,728,SEA,SLC,89,689,8,39
1231,2014,7,8,2026,1,2259,-4,AS,N581AS,456,SEA,LAX,134,954,20,26
1232,2014,6,14,937,2,1742,2,AS,N563AS,764,PDX,DCA,290,2350,9,37
1233,2014,5,30,1258,41,1429,24,UA,N811UA,353,PDX,SFO,77,550,12,58
1234,2014,7,21,843,3,1754,29,AS,N592AS,38,SEA,FLL,341,2717,8,43
1235,2014,10,22,1748,-7,2028,-13,US,N180US,689,SEA,PHX,139,1107,17,48
1236,2014,5,8,1200,60,1413,38,AS,N756AS,89,SEA,ANC,176,1448,12,0
1237,2014,8,27,752,-3,1013,-5,AS,N615AS,522,SEA,BUR,125,937,7,52
1238,2014,4,28,720,-5,823,-7,AS,N622AS,65,SEA,KTN,100,680,7,20
1239,2014,9,7,1554,14,1831,7,AS,N756AS,101,SEA,ANC,202,1448,15,54
1240,2014,1,14,1502,-3,1715,-7,AS,N528AS,528,SEA,BUR,118,937,15,2
1241,2014,7,8,1916,41,2039,34,WN,N738CB,4488,PDX,SMF,70,479,19,16
1242,2014,4,23,638,8,1230,0,WN,N8602F,1012,SEA,MDW,221,1733,6,38
1243,2014,8,19,1312,-2,1542,-14,DL,N750AT,314,SEA,LAX,117,954,13,12
1244,2014,9,19,523,-7,700,-19,UA,N36472,1435,PDX,SFO,78,550,5,23
1245,2014,5,18,1052,2,1630,-10,AA,N630AA,1311,SEA,DFW,191,1660,10,52
1246,2014,10,16,1829,0,2105,-14,UA,N75433,1219,SEA,LAX,127,954,18,29
1247,2014,8,7,1510,10,1709,4,WN,N953WN,1719,SEA,SJC,104,697,15,10
1248,2014,5,19,809,-6,1615,-19,US,N677AW,669,PDX,PHL,285,2406,8,9
1249,2014,9,3,1319,-1,1522,-3,WN,N759GS,2615,SEA,OAK,99,671,13,19
1250,2014,4,14,1159,-1,1752,-8,AA,N3DFAA,1628,SEA,ORD,211,1721,11,59
1251,2014,8,7,1558,-2,1657,1,AS,N794AS,688,SEA,GEG,36,224,15,58
1252,2014,2,11,529,-1,748,4,OO,N946SW,5268,SEA,SFO,101,679,5,29
1253,2014,10,10,1750,10,2003,10,AS,N713AS,562,PDX,LAX,110,834,17,50
1254,2014,2,22,1903,68,2037,53,OO,N919SW,5553,PDX,SFO,76,550,19,3
1255,2014,6,25,1934,39,2122,22,AS,N514AS,386,PDX,SFO,95,550,19,34
1256,2014,3,26,1653,28,1851,16,OO,N498CA,3494,PDX,SBA,100,784,16,53
1257,2014,3,21,1850,-5,2106,-13,OO,N689CA,4610,SEA,LAS,115,867,18,50
1258,2014,3,12,859,-1,1233,-2,WN,N7742B,500,SEA,DEN,131,1024,8,59
1259,2014,8,7,1113,13,1234,9,WN,N497WN,4357,PDX,SMF,69,479,11,13
1260,2014,2,22,1852,-3,2033,-2,AS,N589AS,381,SEA,SMF,80,605,18,52
1261,2014,2,4,1141,-12,1231,-10,OO,N586SW,5342,SEA,PDX,38,129,11,41
1262,2014,10,10,932,27,1549,54,AA,N5ELAA,312,SEA,DFW,212,1660,9,32
1263,2014,5,1,1044,-1,1404,9,AS,N592AS,851,SEA,HNL,364,2677,10,44
1264,2014,10,12,2349,179,50,187,OO,N816SK,4634,SEA,PDX,25,129,23,49
1265,2014,5,28,1550,-5,1757,1,AS,N516AS,322,SEA,SJC,108,697,15,50
1266,2014,4,18,554,-6,911,-16,F9,N203FR,358,PDX,DEN,120,991,5,54
1267,2014,11,5,1150,-5,1411,-5,AS,N442AS,638,SEA,LAS,114,867,11,50
1268,2014,8,29,1645,-5,1841,-19,AS,N644AS,620,PDX,LAS,102,763,16,45
1269,2014,1,24,1204,-11,1412,-8,OO,N219AG,3454,PDX,BUR,111,817,12,4
1270,2014,4,13,839,-9,931,-7,OO,N234SW,5411,SEA,PDX,33,129,8,39
1271,2014,4,28,1743,-2,2024,-7,US,N902AW,496,SEA,PHX,129,1107,17,43
1272,2014,10,30,1754,9,2021,11,WN,N273WN,4547,PDX,SAN,137,933,17,54
1273,2014,8,19,2049,150,2246,133,UA,N824UA,508,SEA,SFO,94,679,20,49
1274,2014,8,7,1859,9,2131,12,AS,N529AS,109,SEA,ANC,196,1448,18,59
1275,2014,6,29,1143,-7,1710,-20,AS,N565AS,748,SEA,STL,190,1709,11,43
1276,2014,6,8,926,-9,1205,-9,AS,N530AS,238,SEA,SAN,138,1050,9,26
1277,2014,8,28,926,-4,1507,-5,AS,N519AS,654,PDX,DFW,204,1616,9,26
1278,2014,6,9,1110,15,1649,9,WN,N909WN,1027,SEA,MKE,199,1694,11,10
1279,2014,4,30,2308,-2,138,-20,AS,N589AS,127,SEA,FAI,195,1533,23,8
1280,2014,12,16,2348,-2,526,-4,AA,N3HKAA,1230,SEA,DFW,200,1660,23,48
1281,2014,11,30,1443,3,1627,7,WN,N741SA,2647,SEA,SMF,86,605,14,43
1282,2014,12,28,1401,-4,1543,-27,AS,N467AS,316,SEA,SFO,86,679,14,1
1283,2014,8,11,1433,34,1721,32,DL,N393DA,893,SEA,SAN,150,1050,14,33
1284,2014,8,22,1117,16,2004,38,UA,N23708,1042,SEA,EWR,283,2402,11,17
1285,2014,7,1,757,47,1007,48,AS,N318AS,222,SEA,SFO,102,679,7,57
1286,2014,2,13,1022,-2,1255,-20,DL,N682DA,1857,SEA,SLC,76,689,10,22
1287,2014,7,27,2124,-6,2218,-6,AS,N612AS,694,SEA,GEG,36,224,21,24
1288,2014,8,4,1430,-6,2232,13,DL,N130DL,1223,SEA,ATL,248,2182,14,30
1289,2014,4,18,1135,-5,1317,-8,VX,N528VA,817,PDX,SFO,85,550,11,35
1290,2014,7,9,755,-10,1000,-12,AS,N516AS,626,PDX,LAS,108,763,7,55
1291,2014,9,8,2248,-2,700,1,B6,N729JB,498,SEA,BOS,285,2496,22,48
1292,2014,8,13,1336,11,1846,13,AS,N558AS,34,SEA,MSP,166,1399,13,36
1293,2014,8,25,127,91,906,91,DL,N592NW,1688,SEA,ATL,259,2182,1,27
1294,2014,9,11,1523,-6,1737,-20,OO,N924SW,6235,PDX,LAX,120,834,15,23
1295,2014,8,12,1601,1,1822,-1,AS,N548AS,584,PDX,SNA,125,859,16,1
1296,2014,5,23,1832,-3,2101,9,AS,N611AS,616,SEA,LAS,122,867,18,32
1297,2014,11,25,2305,30,555,16,DL,N3742C,394,PDX,DTW,215,1953,23,5
1298,2014,8,17,1112,-3,1726,-9,WN,N8328A,4196,SEA,BNA,234,1978,11,12
1299,2014,2,16,2252,27,620,12,US,N509AY,624,SEA,CLT,244,2279,22,52
1300,2014,4,11,553,-7,829,-6,AS,N614AS,506,SEA,SNA,142,978,5,53
1301,2014,4,17,747,12,1508,-5,DL,N1612T,1768,SEA,ATL,241,2182,7,47
1302,2014,11,29,1257,-3,1450,5,WN,N618WN,799,SEA,SMF,90,605,12,57
1303,2014,10,2,1207,-3,1439,-6,AS,N622AS,500,SEA,SNA,135,978,12,7
1304,2014,6,22,1057,-3,1310,-17,AS,N315AS,91,SEA,ANC,175,1448,10,57
1305,2014,7,4,1304,-6,1554,-12,AS,N409AS,726,SEA,SLC,93,689,13,4
1306,2014,7,14,1626,-4,1923,10,DL,N363NW,1194,PDX,SLC,101,630,16,26
1307,2014,10,30,1651,89,2003,69,UA,N39423,1053,PDX,DEN,116,991,16,51
1308,2014,12,19,643,-1,1153,-5,DL,N585NW,2314,SEA,MSP,166,1399,6,43
1309,2014,10,14,2313,3,141,-19,AS,N453AS,127,SEA,FAI,190,1533,23,13
1310,2014,12,26,1131,61,1733,51,AS,N419AS,730,SEA,IAH,225,1874,11,31
1311,2014,10,25,1537,-8,1738,-6,AS,N769AS,322,SEA,SJC,107,697,15,37
1312,2014,8,3,2050,-10,2138,-14,OO,N569SW,5433,SEA,PDX,37,129,20,50
1313,2014,3,12,1301,0,1538,-7,UA,N75426,1192,SEA,ANC,197,1448,13,1
1314,2014,4,5,1050,0,1249,-4,AS,N622AS,310,SEA,SFO,93,679,10,50
1315,2014,3,24,654,4,1228,28,AS,N560AS,36,SEA,MSP,167,1399,6,54
1316,2014,8,3,1151,-5,1749,-18,UA,N39463,1173,PDX,IAH,218,1825,11,51
1317,2014,1,8,1655,-5,1924,-6,VX,N851VA,796,SEA,LAX,126,954,16,55
1318,2014,8,1,1202,2,1736,-19,AA,N3AVAA,243,SEA,DFW,198,1660,12,2
1319,2014,9,22,1438,-2,1713,-7,AS,N517AS,494,SEA,SAN,136,1050,14,38
1320,2014,3,5,2011,46,2218,53,WN,N952WN,986,SEA,SJC,109,697,20,11
1321,2014,5,5,1504,-1,1834,-6,WN,N663SW,1007,SEA,DEN,136,1024,15,4
1322,2014,11,24,1622,-3,1758,-7,AS,N769AS,402,PDX,SJC,83,569,16,22
1323,2014,3,29,1309,-1,1852,-2,AS,N453AS,664,SEA,DFW,199,1660,13,9
1324,2014,11,17,809,-6,1604,-4,UA,N444UA,250,PDX,IAD,268,2327,8,9
1325,2014,12,17,1642,-8,1909,-11,AS,N614AS,514,SEA,SNA,132,978,16,42
1326,2014,12,27,1836,266,2256,284,DL,N711ZX,1397,SEA,OGG,332,2640,18,36
1327,2014,4,21,1738,-5,2114,-8,OO,N699BR,5659,PDX,DEN,134,991,17,38
1328,2014,5,3,1257,-3,1532,3,AS,N423AS,552,SEA,PSP,137,987,12,57
1329,2014,7,11,1917,-3,2115,-18,UA,N75432,1298,SEA,SFO,106,679,19,17
1330,2014,4,27,1436,-4,1648,3,VX,N842VA,755,SEA,SFO,97,679,14,36
1331,2014,7,28,857,-3,1404,-5,DL,N635DL,1453,SEA,MSP,157,1399,8,57
1332,2014,12,31,1326,-4,1600,-9,AS,N706AS,494,SEA,SAN,129,1050,13,26
1333,2014,3,4,1033,-2,1258,-27,AS,N512AS,127,SEA,ANC,191,1448,10,33
1334,2014,9,10,1130,10,1409,-3,AS,N534AS,656,SEA,PHX,135,1107,11,30
1335,2014,4,2,840,-8,936,-2,OO,N562SW,5411,SEA,PDX,40,129,8,40
1336,2014,8,1,613,3,1220,-10,WN,N470WN,2010,SEA,HOU,229,1894,6,13
1337,2014,10,12,940,-10,1211,-28,OO,N223AG,3492,PDX,SLC,78,630,9,40
1338,2014,9,24,1301,-4,1825,5,DL,N690DL,2164,PDX,MSP,180,1426,13,1
1339,2014,3,14,1307,2,1535,-1,OO,N187PQ,4629,SEA,LAX,113,954,13,7
1340,2014,11,15,1938,-7,2258,-6,F9,N947FR,794,PDX,DEN,120,991,19,38
1341,2014,2,9,2012,35,2347,45,F9,N201FR,142,SEA,DEN,134,1024,20,12
1342,2014,1,21,647,-4,1443,-5,UA,N529UA,469,SEA,EWR,258,2402,6,47
1343,2014,9,19,553,-12,750,-20,AS,N589AS,200,SEA,SJC,98,697,5,53
1344,2014,11,10,1214,-7,1453,-7,DL,N751AT,1735,SEA,LAX,119,954,12,14
1345,2014,9,22,1850,-5,2051,-5,OO,N219AG,3490,SEA,FAT,103,748,18,50
1346,2014,3,17,957,-3,1153,-6,AS,N317AS,344,SEA,OAK,96,671,9,57
1347,2014,6,30,2205,11,611,11,UA,N493UA,754,PDX,EWR,286,2434,22,5
1348,2014,4,23,2228,64,614,38,UA,N53442,1695,SEA,EWR,266,2402,22,28
1349,2014,12,16,1153,-2,1413,14,AS,N794AS,306,SEA,SFO,113,679,11,53
1350,2014,6,4,824,0,1426,6,UA,N38403,1145,PDX,ORD,216,1739,8,24
1351,2014,4,3,605,0,841,-14,WN,N398SW,762,SEA,PHX,137,1107,6,5
1352,2014,12,10,1120,-10,1330,18,AS,N703AS,408,PDX,SJC,102,569,11,20
1353,2014,6,13,655,0,1204,-3,DL,N665DN,2090,PDX,MSP,165,1426,6,55
1354,2014,6,1,1921,11,2148,18,WN,N200WN,276,SEA,LAS,125,867,19,21
1355,2014,4,1,1023,-12,1253,-7,AS,N626AS,586,SEA,LAS,124,867,10,23
1356,2014,7,10,1410,100,1927,87,WN,N7751A,1167,SEA,MCI,173,1489,14,10
1357,2014,2,19,1306,-9,1509,-22,OO,N224AG,3478,PDX,LGB,111,846,13,6
1358,2014,10,31,2040,-5,2321,-13,AS,N525AS,141,SEA,ANC,189,1448,20,40
1359,2014,9,29,1507,-3,1753,2,AS,N627AS,650,SEA,PHX,137,1107,15,7
1360,2014,5,2,951,-4,1154,-6,AS,N767AS,318,SEA,SFO,106,679,9,51
1361,2014,5,13,2035,-5,2249,-10,AS,N453AS,614,SEA,LAS,114,867,20,35
1362,2014,3,6,1030,15,1455,20,AS,N587AS,843,SEA,KOA,371,2688,10,30
1363,2014,6,19,1012,-8,1238,-5,AS,N612AS,580,PDX,SNA,125,859,10,12
1364,2014,11,1,1341,1,1534,-11,WN,N354SW,1599,SEA,OAK,96,671,13,41
1365,2014,12,27,2048,-7,2254,-3,AS,N594AS,624,PDX,LAS,95,763,20,48
1366,2014,11,22,2118,88,37,82,F9,N919FR,142,SEA,DEN,122,1024,21,18
1367,2014,7,10,1704,-1,1938,-22,DL,N590NW,2237,SEA,HNL,313,2677,17,4
1368,2014,12,1,1850,5,1947,0,AS,N795AS,69,SEA,KTN,103,680,18,50
1369,2014,1,11,1852,-3,2224,-17,AS,N315AS,630,SEA,PHX,140,1107,18,52
1370,2014,10,17,511,-4,802,3,US,N667AW,489,SEA,PHX,147,1107,5,11
1371,2014,4,27,1036,-4,1406,2,F9,N214FR,360,PDX,DEN,132,991,10,36
1372,2014,4,30,2139,15,546,10,UA,N37420,1695,SEA,EWR,289,2402,21,39
1373,2014,9,3,1049,-1,1616,-19,WN,N227WN,637,SEA,MKE,187,1694,10,49
1374,2014,6,25,1011,-4,1242,-23,HA,N385HA,25,PDX,HNL,303,2603,10,11
1375,2014,8,15,712,-3,959,-11,DL,N801DZ,2397,SEA,SLC,84,689,7,12
1376,2014,9,17,554,-11,806,-4,AS,N705AS,330,SEA,SJC,113,697,5,54
1377,2014,10,23,958,-2,1352,57,HA,N393HA,29,SEA,OGG,381,2640,9,58
1378,2014,11,8,804,-1,1619,-5,AS,N566AS,16,SEA,MCO,287,2554,8,4
1379,2014,8,15,2023,-12,2229,-16,AS,N644AS,624,PDX,LAS,102,763,20,23
1380,2014,2,7,746,31,1607,38,AA,N3DCAA,236,SEA,JFK,270,2422,7,46
1381,2014,1,28,2010,-5,2225,-35,AS,N413AS,111,SEA,ANC,179,1448,20,10
1382,2014,6,16,1304,79,1902,82,AS,N320AS,670,SEA,AUS,210,1770,13,4
1383,2014,2,2,1055,0,1418,-9,UA,N538UA,235,SEA,DEN,122,1024,10,55
1384,2014,9,29,701,1,1048,14,AS,N309AS,676,SEA,DEN,143,1024,7,1
1385,2014,3,1,811,1,1548,-9,AS,N528AS,4,SEA,DCA,256,2329,8,11
1386,2014,7,24,629,3,1404,-5,DL,N692DL,968,SEA,ATL,253,2182,6,29
1387,2014,7,14,838,-7,1039,-6,OO,N223AG,3496,SEA,FAT,99,748,8,38
1388,2014,1,19,2302,2,2352,-5,AS,N796AS,698,SEA,GEG,36,224,23,2
1389,2014,12,27,1340,5,1639,4,AS,N611AS,123,SEA,FAI,216,1533,13,40
1390,2014,4,17,2140,0,2325,8,AS,N537AS,372,SEA,SMF,88,605,21,40
1391,2014,8,26,1,11,547,14,AS,N315AS,660,SEA,DFW,208,1660,0,1
1392,2014,12,1,818,3,1102,2,WN,N470WN,4041,SEA,SAN,142,1050,8,18
1393,2014,12,7,1925,-10,2127,-13,VX,N634VA,759,SEA,SFO,103,679,19,25
1394,2014,7,20,554,-6,828,-4,AS,N588AS,81,SEA,ANC,188,1448,5,54
1395,2014,8,6,719,-6,902,-3,AS,N559AS,805,SEA,SMF,80,605,7,19
1396,2014,5,19,1930,1,2147,8,UA,N445UA,782,SEA,SFO,104,679,19,30
1397,2014,9,5,619,-6,829,-14,OO,N224AG,3460,PDX,ONT,116,838,6,19
1398,2014,6,19,1752,7,2328,-7,F9,N214FR,1080,PDX,STL,199,1708,17,52
1399,2014,11,6,1442,17,1659,13,OO,N613QX,4540,SEA,LAS,116,867,14,42
1400,2014,11,20,1029,-6,1308,-2,DL,N394DA,385,SEA,LAX,128,954,10,29
1401,2014,2,4,1750,5,1957,-2,AS,N517AS,562,PDX,LAX,105,834,17,50
1402,2014,9,16,2244,-1,603,-22,DL,N649DL,1629,SEA,ATL,239,2182,22,44
1403,2014,11,17,851,-4,1110,-10,WN,N369SW,4215,PDX,SAN,120,933,8,51
1404,2014,4,12,755,-5,1012,-3,AS,N622AS,568,PDX,LAX,114,834,7,55
1405,2014,4,26,1705,25,1834,14,WN,N7721E,876,SEA,SMF,77,605,17,5
1406,2014,5,6,1459,-6,1724,5,AS,N457AS,588,PDX,PSP,116,873,14,59
1407,2014,5,12,2309,-1,136,1,AS,N506AS,125,SEA,ANC,189,1448,23,9
1408,2014,5,14,2241,-4,607,-16,DL,N808DN,503,PDX,ATL,250,2172,22,41
1409,2014,7,30,1818,138,216,116,UA,N23708,1637,SEA,EWR,273,2402,18,18
1410,2014,7,15,841,-4,1041,-4,OO,N225AG,3496,SEA,FAT,98,748,8,41
1411,2014,7,28,640,-3,936,6,DL,N372DA,2567,SEA,LAX,133,954,6,40
1412,2014,4,12,826,-4,1324,-16,DL,N6703D,2489,SEA,MSP,160,1399,8,26
1413,2014,6,25,2138,8,2230,7,AS,N779AS,694,SEA,GEG,37,224,21,38
1414,2014,10,8,1358,53,1936,36,AA,N3BDAA,115,PDX,ORD,191,1739,13,58
1415,2014,4,22,1429,19,1821,21,WN,N204WN,121,SEA,ABQ,152,1180,14,29
1416,2014,6,18,1157,-4,1237,-8,OO,N563SW,5325,PDX,RDM,30,116,11,57
1417,2014,8,15,1707,12,1931,5,AS,N778AS,95,SEA,ANC,186,1448,17,7
1418,2014,5,1,1941,-9,2146,-14,UA,N805UA,371,SEA,SFO,100,679,19,41
1419,2014,1,13,634,-6,843,-4,OO,N218AG,3456,PDX,BUR,110,817,6,34
1420,2014,8,29,729,-1,936,-4,WN,N627SW,831,SEA,SJC,110,697,7,29
1421,2014,2,27,1453,-2,1550,7,OO,N229SW,5417,SEA,PDX,36,129,14,53
1422,2014,3,16,613,3,842,-13,AS,N566AS,476,SEA,SAN,129,1050,6,13
1423,2014,6,29,2358,-1,712,-24,DL,N588NW,1688,SEA,ATL,238,2182,23,58
1424,2014,5,8,1534,-1,1745,-8,AS,N305AS,596,SEA,LAS,111,867,15,34
1425,2014,1,16,1344,-5,1943,-20,UA,N849UA,408,SEA,IAH,217,1874,13,44
1426,2014,1,2,2305,33,503,25,UA,N37252,1129,SEA,IAH,215,1874,23,5
1427,2014,12,29,1006,11,1524,-15,AS,N442AS,652,PDX,DFW,175,1616,10,6
1428,2014,10,21,1843,-2,2002,-8,WN,N483WN,4455,PDX,SMF,67,479,18,43
1429,2014,2,14,1947,17,2256,-2,AS,N552AS,672,SEA,DEN,112,1024,19,47
1430,2014,4,12,1631,-3,1916,-7,DL,N3731T,2490,SEA,SLC,90,689,16,31
1431,2014,4,8,1622,2,1805,0,WN,N752SW,344,PDX,SJC,90,569,16,22
1432,2014,7,28,1054,-1,1836,-3,DL,N1201P,716,PDX,ATL,239,2172,10,54
1433,2014,11,6,1320,-2,2042,-14,DL,N817DN,773,PDX,ATL,238,2172,13,20
1434,2014,1,15,1138,-2,1359,-15,B6,N634JB,107,SEA,LGB,127,965,11,38
1435,2014,1,12,1012,-7,1253,-7,DL,N348NB,2450,PDX,SLC,80,630,10,12
1436,2014,1,1,1123,-2,1442,-12,US,N803AW,634,PDX,PHX,121,1009,11,23
1437,2014,2,21,702,2,928,8,AS,N627AS,582,PDX,SNA,116,859,7,2
1438,2014,8,5,601,1,1159,6,UA,N69813,1425,SEA,ORD,202,1721,6,1
1439,2014,11,14,802,-3,1558,-26,AS,N579AS,16,SEA,MCO,277,2554,8,2
1440,2014,6,5,938,3,1202,10,AS,N306AS,602,SEA,LAS,116,867,9,38
1441,2014,12,19,1836,4,2109,-9,DL,N316US,952,PDX,SLC,79,630,18,36
1442,2014,6,2,1441,-4,2020,-20,AA,N5BSAA,157,PDX,DFW,191,1616,14,41
1443,2014,5,13,1852,-8,1942,-10,OO,N564SW,5424,SEA,PDX,32,129,18,52
1444,2014,9,6,754,-11,1638,8,AS,N549AS,18,SEA,MCO,314,2554,7,54
1445,2014,5,12,2050,75,2308,48,WN,N353SW,4841,SEA,PHX,126,1107,20,50
1446,2014,6,10,1038,-2,1329,-16,AS,N431AS,843,SEA,KOA,334,2688,10,38
1447,2014,7,7,2320,29,645,15,DL,N586NW,800,SEA,ATL,242,2182,23,20
1448,2014,8,15,1755,-5,2022,-13,US,N649AW,661,PDX,PHX,130,1009,17,55
1449,2014,2,7,1809,9,2106,26,WN,N935WN,122,PDX,SLC,78,630,18,9
1450,2014,12,27,555,-5,751,-12,AS,N795AS,200,SEA,SJC,100,697,5,55
1451,2014,7,24,1310,0,1602,-7,AS,N557AS,726,SEA,SLC,88,689,13,10
1452,2014,6,29,710,-5,959,-11,AS,N464AS,833,PDX,HNL,329,2603,7,10
1453,2014,9,3,1050,10,1234,9,WN,N7701B,3129,PDX,SJC,84,569,10,50
1454,2014,8,22,1605,15,15,18,AS,N467AS,734,SEA,BOS,292,2496,16,5
1455,2014,9,12,835,-10,1121,-24,HA,N386HA,21,SEA,HNL,329,2677,8,35
1456,2014,2,2,1202,27,1347,23,OO,N941SW,5243,PDX,SFO,88,550,12,2
1457,2014,9,27,1121,-1,1829,-6,DL,N387DA,1598,SEA,DTW,236,1927,11,21
1458,2014,12,27,1938,3,2157,3,AS,N431AS,598,PDX,SAN,116,933,19,38
1459,2014,1,20,1016,-4,1240,-15,OO,N805SK,4549,SEA,LAX,124,954,10,16
1460,2014,8,25,657,-3,746,-10,OO,N235SW,5379,PDX,SEA,33,129,6,57
1461,2014,7,10,952,-3,1305,-20,WN,N7726A,3778,PDX,DEN,120,991,9,52
1462,2014,9,5,2051,-4,2301,-15,AS,N626AS,614,SEA,LAS,116,867,20,51
1463,2014,11,10,1553,58,1744,49,WN,N935WN,348,SEA,SJC,95,697,15,53
