,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
1651,150,561,201,121,99989.10448901537,0.1
1652,150,572,201,128,99986.10449761528,0.1
1653,155,564,192,126,100008.34283205251,0.1
1654,150,550,194,122,99995.50654152448,0.1
1655,154,584,206,121,100010.85251320369,0.1
1656,154,531,178,123,99991.89859969355,0.1
1657,156,577,204,135,100006.14662586123,0.1
1658,155,564,192,133,100014.07410594658,0.1
1659,138,555,201,121,99999.13986486908,0.1
1660,156,576,198,126,99988.7454725375,0.1
1661,144,560,194,126,99996.57429057687,0.1
1662,156,588,206,126,100012.56737470881,0.1
1663,158,579,204,127,100007.39093836244,0.1
1664,153,563,199,128,99996.14011906473,0.1
1665,151,550,188,129,99982.55627625446,0.1
1666,167,584,192,129,100007.15536785057,0.1
1667,150,563,196,129,100016.30906254081,0.1
1668,158,591,206,127,100016.48594077052,0.1
1669,151,567,196,130,100004.32790199637,0.1
1670,151,587,208,126,99998.089708286,0.1
1671,155,578,200,120,99992.1387872976,0.1
1672,164,602,207,126,99994.27398182687,0.1
1673,163,584,199,129,99983.50249695986,0.1
1674,150,573,201,123,100021.34551558913,0.1
1675,153,564,195,122,99999.73035610717,0.1
1676,161,598,207,127,100023.84405138467,0.1
1677,156,583,203,130,99999.25502584627,0.1
1678,150,565,197,122,99983.8168206839,0.1
1679,148,547,186,119,100018.61565102276,0.1
1680,158,592,205,135,99991.40172976133,0.1
1681,158,577,191,118,99995.62091788984,0.1
1682,145,549,190,116,100016.48551089996,0.1
1683,153,576,200,128,100014.58773210767,0.1
1684,158,582,204,129,99979.73793584168,0.1
1685,166,598,202,134,100000.01054769944,0.1
1686,153,594,209,139,99989.104649949,0.1
1687,147,567,195,116,100005.39138222073,0.1
1688,159,589,202,128,100018.12177091595,0.1
1689,149,600,216,134,99994.82510177536,0.1
1690,163,563,185,119,100014.93222800654,0.1
1691,155,582,197,130,99990.71355724618,0.1
1692,152,583,205,127,100021.72270515822,0.1
1693,154,570,194,124,99991.74346109071,0.1
1694,164,613,206,140,99995.36662032164,0.1
1695,161,563,191,124,100002.96957367758,0.1
1696,162,604,207,138,99985.99405553332,0.1
1697,158,587,205,125,100015.49608853213,0.1
1698,157,568,196,117,99989.29983095873,0.1
1699,161,597,203,127,100006.1395156408,0.1
1700,149,563,195,125,99987.10869960523,0.1
1701,154,574,201,128,100001.09782946113,0.1
1702,152,578,202,124,99999.89473824578,0.1
1703,150,575,200,121,99996.11759093012,0.1
1704,160,620,213,137,100004.89219193756,0.1
1705,160,589,203,134,99988.83167742763,0.1
1706,164,588,201,137,100015.21865766669,0.1
1707,153,577,191,134,100002.02447356914,0.1
1708,160,574,194,130,99972.08555962078,0.1
1709,157,598,210,134,100020.05561575887,0.1
1710,161,594,202,140,100004.52713622236,0.1
1711,160,603,211,137,100015.53565221562,0.1
1712,155,599,210,134,99998.23063442776,0.1
1713,176,585,194,133,99977.37384673656,0.1
1714,152,562,193,116,99995.80282130088,0.1
1715,156,590,204,131,99987.73930038759,0.1
1716,154,564,193,132,99999.61517537717,0.1
1717,141,575,202,132,99995.17273137633,0.1
1718,159,563,193,135,100002.0901228007,0.1
1719,164,575,195,125,99982.3559191937,0.1
1720,152,573,202,127,100000.53782404428,0.1
1721,150,578,204,133,99995.40418166829,0.1
1722,159,604,206,129,100006.33508870777,0.1
1723,156,576,199,133,99983.07697451151,0.1
1724,146,527,187,125,99995.74929024244,0.1
1725,148,573,206,125,100016.58399339806,0.1
1726,154,568,196,140,99988.18937102264,0.1
1727,148,558,197,127,100007.3805368536,0.1
1728,165,613,207,146,100013.30506115193,0.1
1729,157,577,194,124,99999.89910231644,0.1
1730,150,581,210,134,100009.88510642221,0.1
1731,156,566,197,138,100010.41439634377,0.1
1732,153,570,200,134,100015.69755509912,0.1
1733,154,576,197,133,99996.32167798633,0.1
1734,171,625,214,136,99998.87700916613,0.1
1735,153,597,210,127,100008.04122851019,0.1
1736,161,567,191,125,99992.54355950328,0.1
1737,150,563,194,127,100000.48050706666,0.1
1738,154,560,194,133,99993.01429337949,0.1
1739,180,600,193,145,99976.70958877572,0.1
1740,166,591,200,127,100003.34915143768,0.1
1741,154,594,207,118,100017.02430046909,0.1
1742,158,586,198,136,99996.27935318991,0.1
1743,149,582,207,129,100000.84297390912,0.1
1744,152,578,207,121,99995.46895048623,0.1
1745,159,587,199,133,99992.59036657393,0.1
1746,157,583,198,130,100001.36104463883,0.1
1747,157,564,196,112,100010.72931097996,0.1
1748,155,601,210,125,100022.15843335848,0.1
1749,153,582,205,132,100008.26476557068,0.1
1750,153,574,204,135,99990.38636197438,0.1
1751,147,547,183,127,99985.72984371288,0.1
1752,156,570,195,128,100013.06830585767,0.1
1753,149,582,197,124,100003.16714991539,0.1
1754,157,586,202,137,99993.89536756556,0.1
1755,152,575,198,127,99989.43827863592,0.1
1756,151,566,200,117,99991.92277633307,0.1
1757,154,598,205,140,100012.33424909301,0.1
1758,151,574,200,121,99999.77640627977,0.1
1759,154,595,211,130,99985.99530022877,0.1
1760,156,603,212,136,100008.72578989732,0.1
1761,154,565,197,130,100003.10102596132,0.1
1762,147,550,194,123,99997.08867829207,0.1
1763,170,584,193,140,100006.07715248472,0.1
1764,150,562,200,124,99991.72316042727,0.1
1765,158,593,204,137,100009.6390459744,0.1
1766,158,599,211,132,99985.75139098344,0.1
1767,158,584,200,120,99990.9655727364,0.1
1768,150,578,208,134,99986.23116958994,0.1
1769,156,578,197,134,99995.83440940127,0.1
1770,155,579,200,128,99992.42548966595,0.1
1771,152,590,210,131,99996.37354081232,0.1
1772,159,597,199,138,100000.04767831776,0.1
1773,152,562,194,133,100005.54252539908,0.1
1774,160,575,200,125,100001.46532072766,0.1
1775,144,574,204,138,100002.51859703254,0.1
1776,158,592,205,126,100016.04323943116,0.1
1777,153,588,202,123,99997.33509439096,0.1
1778,154,557,194,120,99985.41664060637,0.1
1779,156,593,205,135,100009.5138181248,0.1
1780,152,574,202,140,100018.35869545539,0.1
1781,158,578,201,120,100001.8728869414,0.1
1782,156,578,202,135,100008.39534222787,0.1
1783,153,568,193,139,99993.44383312852,0.1
1784,153,598,211,137,100001.85675353759,0.1
1785,154,580,199,125,100006.37025318797,0.1
1786,154,582,204,132,100003.78575576797,0.1
1787,159,597,210,144,99994.60302347185,0.1
1788,146,584,204,140,100016.3062979214,0.1
1789,153,577,197,125,100001.72816084104,0.1
1790,165,558,178,130,100009.30198205539,0.1
1791,152,569,192,130,100004.05778986627,0.1
1792,154,577,202,131,100008.73674222668,0.1
1793,154,597,216,146,100009.33253296584,0.1
1794,155,583,202,131,99997.838448506,0.1
1795,149,593,206,132,100008.33678812864,0.1
1796,155,565,194,120,100021.6045572686,0.1
1797,156,582,198,140,100019.98992013898,0.1
1798,153,573,204,133,100007.64041420048,0.1
1799,157,591,205,128,100016.87255223157,0.1
1800,158,590,206,140,99986.92028656336,0.1
1801,150,555,192,125,100014.72396306727,0.1
1802,154,573,198,129,100000.74876097887,0.1
1803,156,584,201,135,99982.13064596221,0.1
1804,152,579,203,137,100001.65210586527,0.1
1805,160,583,196,135,100009.7629629808,0.1
1806,160,586,199,126,99993.03972328703,0.1
1807,157,586,202,135,100019.37131580623,0.1
1808,157,579,202,140,100013.49227678262,0.1
1809,154,548,190,129,99987.24886135328,0.1
1810,157,577,202,125,100010.09090262672,0.1
1811,154,568,197,130,100001.11972687497,0.1
1812,158,593,203,141,99994.48319756187,0.1
1813,154,581,202,125,99996.83368357416,0.1
1814,152,563,197,129,99995.55004997284,0.1
1815,151,557,188,132,99987.83728977418,0.1
1816,150,562,196,123,99995.51676893278,0.1
1817,154,589,202,138,100006.92688911637,0.1
1818,153,562,183,129,100014.25942027498,0.1
1819,158,586,202,127,100014.58338336751,0.1
1820,160,590,206,131,99994.26639270745,0.1
1821,141,545,189,114,99998.8275232287,0.1
1822,154,592,202,125,99991.40628683082,0.1
1823,153,582,202,131,100010.30002488568,0.1
1824,146,548,187,126,99983.51847081393,0.1
1825,152,569,196,140,99986.36723442958,0.1
1826,159,580,204,131,99993.64153301416,0.1
1827,153,548,188,118,100002.51473444473,0.1
1828,158,568,194,124,99996.78852019945,0.1
1829,158,546,187,132,100000.3306390573,0.1
1830,147,550,193,128,100000.47534622165,0.1
1831,152,582,205,140,100002.33279727056,0.1
1832,167,596,202,146,99989.655370188,0.1
1833,153,578,203,139,99996.6064022942,0.1
1834,157,588,206,126,100005.77612335773,0.1
1835,147,596,211,135,100002.80229155716,0.1
1836,150,587,198,140,100010.93306633015,0.1
1837,163,606,204,135,99992.53775724588,0.1
1838,150,553,190,126,100009.06261413419,0.1
1839,149,558,200,133,100014.66624740274,0.1
1840,148,555,188,137,99998.5740970817,0.1
1841,146,537,183,117,100002.65930144367,0.1
1842,157,597,198,133,100002.251894343,0.1
1843,152,568,200,129,100005.35670589369,0.1
1844,158,565,190,131,100003.879211149,0.1
1845,161,573,189,131,100014.69487707807,0.1
1846,161,577,192,134,100005.13364935614,0.1
1847,148,571,202,130,100008.64501703523,0.1
1848,156,613,220,139,100003.315267305,0.1
1849,147,577,199,133,99989.5822971798,0.1
1850,151,568,197,124,100004.33360352104,0.1
1851,157,574,193,145,99997.70043977353,0.1
1852,158,582,194,139,99993.64912580852,0.1
1853,145,568,202,139,99991.05629356194,0.1
1854,154,588,206,132,99999.29602919426,0.1
1855,155,567,194,128,99993.92535898069,0.1
1856,146,566,198,127,100020.39672265707,0.1
1857,160,598,208,134,100015.96771898023,0.1
1858,151,573,203,130,99997.33069704352,0.1
1859,163,570,190,130,100007.09157171873,0.1
1860,160,594,211,144,100011.56962497057,0.1
1861,153,580,200,134,99998.27160628104,0.1
1862,162,587,202,140,100018.48233367967,0.1
1863,157,575,194,139,100009.22110368141,0.1
1864,151,558,194,121,99998.9829088624,0.1
1865,157,574,197,131,99982.00700870447,0.1
1866,150,570,198,131,99990.34044791768,0.1
1867,147,561,196,129,100003.1869254278,0.1
1868,156,575,198,129,99995.6173605098,0.1
1869,161,587,201,142,99999.79246738402,0.1
1870,154,566,191,122,99992.12686458034,0.1
1871,154,583,208,138,100002.4692273114,0.1
1872,147,550,196,131,99995.41697961996,0.1
1873,154,600,211,135,99984.47294125227,0.1
1874,165,573,193,133,99996.58356748703,0.1
1875,149,556,190,131,99994.27974112787,0.1
1876,154,595,208,137,99984.48342360806,0.1
1877,151,568,199,125,100014.23177186324,0.1
1878,162,581,198,126,99999.23949033846,0.1
1879,153,581,202,132,99996.73133921283,0.1
1880,168,590,203,134,100007.50374811492,0.1
1881,154,574,204,133,99999.17404761039,0.1
1882,168,571,183,141,100007.67293626488,0.1
1883,158,577,198,142,99985.19345380721,0.1
1884,154,555,192,129,99989.63344132436,0.1
1885,143,548,196,126,100005.45227590985,0.1
1886,162,584,200,144,100014.91897360896,0.1
1887,155,586,208,140,100000.30011526172,0.1
1888,146,560,195,128,100002.16434264347,0.1
1889,151,563,197,135,99991.76556095807,0.1
1890,159,571,194,130,99999.70064123164,0.1
1891,144,545,194,126,99992.9106328636,0.1
1892,157,572,194,127,99998.39761884212,0.1
1893,153,567,196,131,100007.22280123636,0.1
1894,146,550,193,131,99980.01236055826,0.1
1895,160,613,212,136,100002.13025726397,0.1
1896,151,576,198,139,99991.95458414649,0.1
1897,150,566,198,124,99993.53417784619,0.1
1898,151,555,191,122,100011.38172769283,0.1
1899,152,582,202,135,100002.9543966466,0.1
1900,160,602,206,138,100009.33629628207,0.1
1901,158,615,213,130,99982.36225284247,0.1
1902,157,590,207,133,99995.89783180726,0.1
1903,163,583,196,133,99995.46332875275,0.1
1904,163,588,204,137,99994.1057032875,0.1
1905,144,564,200,133,100004.40234504381,0.1
1906,158,585,197,127,100008.95921481172,0.1
1907,155,580,201,131,99988.93221130119,0.1
1908,157,583,200,120,99990.37337435619,0.1
1909,161,597,203,130,99987.48042567592,0.1
1910,153,571,196,126,100011.47606674608,0.1
1911,152,558,187,127,99994.85265077931,0.1
1912,149,566,197,130,99998.98619218801,0.1
1913,155,587,203,140,99996.6778932059,0.1
1914,155,595,210,135,99990.36343415099,0.1
1915,156,593,212,135,100003.7326097365,0.1
1916,148,553,193,128,100003.83026869757,0.1
1917,163,582,198,134,100009.4132558455,0.1
1918,157,588,203,128,99997.74579917642,0.1
1919,157,562,194,135,99997.02912578775,0.1
1920,157,576,196,129,99994.14478253222,0.1
1921,154,580,202,136,100014.88141566774,0.1
1922,151,564,196,131,100010.07566985398,0.1
1923,155,597,207,128,99999.59614792117,0.1
1924,163,597,210,125,100006.48973606019,0.1
1925,153,583,206,127,99994.14156252627,0.1
1926,161,585,203,121,100020.54474761985,0.1
1927,162,614,214,133,99994.08433749732,0.1
1928,155,583,211,134,99996.20311044551,0.1
1929,157,583,206,133,99996.28968482104,0.1
1930,150,554,188,135,100017.01234965344,0.1
1931,153,563,196,123,100001.47602435989,0.1
1932,154,565,196,124,100010.84418563431,0.1
1933,159,584,206,131,99998.8990304168,0.1
1934,149,553,188,127,99987.87025028824,0.1
1935,153,578,199,129,100007.75480173873,0.1
1936,154,576,206,137,99993.7354345367,0.1
1937,154,573,201,132,99986.81477488596,0.1
1938,152,587,206,129,99995.8392445584,0.1
1939,155,575,203,125,100006.31657100993,0.1
1940,155,556,189,135,100017.64285058812,0.1
1941,155,576,202,135,99986.12522065506,0.1
1942,157,584,206,134,99978.00942009033,0.1
1943,152,557,195,123,100009.30156997392,0.1
1944,151,578,207,124,100003.0005125895,0.1
1945,159,577,194,134,99994.36527089428,0.1
1946,152,600,218,140,100004.18361916633,0.1
1947,158,593,212,136,100007.29443073779,0.1
1948,152,570,205,126,100019.12068746537,0.1
1949,157,557,189,135,99998.69658067716,0.1
1950,153,554,190,126,100012.7980017163,0.1
1951,154,585,207,135,99995.48244058405,0.1
1952,154,565,197,124,99994.90331259387,0.1
1953,162,588,200,135,100004.23773430195,0.1
1954,161,608,213,141,99988.85032495805,0.1
1955,160,591,205,134,99986.98040973984,0.1
1956,146,593,215,128,100009.6319309714,0.1
1957,154,579,199,132,99980.36924932053,0.1
1958,154,564,196,133,100001.13348255171,0.1
1959,146,588,211,133,99996.75257735957,0.1
1960,144,549,194,129,99996.26979807684,0.1
1961,156,581,198,133,99986.67694706484,0.1
1962,149,523,177,123,99979.64097564992,0.1
1963,150,546,192,126,99993.39091523939,0.1
1964,157,570,201,123,99988.34781997971,0.1
1965,162,564,193,115,99995.74580975196,0.1
1966,158,574,196,135,100000.88036096124,0.1
1967,154,575,205,142,99992.58239768498,0.1
1968,150,547,191,126,99989.2747469801,0.1
1969,154,557,194,130,100002.90041364355,0.1
1970,148,570,203,134,99992.3816530942,0.1
1971,153,563,196,128,99990.40468177103,0.1
1972,168,604,200,140,99997.00846729141,0.1
1973,154,581,201,134,100002.8549143616,0.1
1974,161,571,201,136,100021.0874843,0.1
1975,157,600,201,134,100016.13561551092,0.1
1976,168,588,196,137,99987.36619058934,0.1
1977,155,569,191,133,99986.75750782821,0.1
1978,154,576,203,132,100000.64717372188,0.1
1979,150,567,198,130,100005.56998940172,0.1
1980,150,575,197,125,99998.68294437426,0.1
1981,151,551,186,117,100021.72332796257,0.1
1982,146,539,186,122,100011.77070220221,0.1
1983,147,579,208,122,100016.40057367651,0.1
1984,144,547,188,125,99995.82129382217,0.1
1985,156,576,198,128,99991.03120413584,0.1
1986,161,577,204,136,99989.29711708405,0.1
1987,161,595,205,122,99998.86218435687,0.1
1988,170,578,190,133,99987.41650082717,0.1
1989,153,561,196,129,99993.66207946304,0.1
1990,154,590,202,125,99995.69230260607,0.1
1991,153,556,195,127,100009.442847292,0.1
1992,155,561,192,140,99995.27124440971,0.1
1993,149,562,195,120,99985.92935889502,0.1
1994,149,557,196,121,99995.52526727274,0.1
1995,154,564,193,127,100001.88582912377,0.1
1996,152,561,197,118,100005.60918058413,0.1
1997,162,583,194,127,99990.78340945486,0.1
1998,160,583,204,133,100006.47375115851,0.1
1999,155,555,187,129,100013.8682559394,0.1
2000,154,573,204,126,100004.89516618142,0.1
2001,166,608,214,136,100002.38795857523,0.1
2002,157,571,202,122,99995.51888193906,0.1
2003,153,547,190,137,99993.89204997152,0.1
2004,156,569,198,127,99979.70054930817,0.1
2005,153,585,204,135,100006.0794658609,0.1
2006,157,588,202,142,99996.4589111644,0.1
2007,154,588,202,141,100001.5258149012,0.1
2008,162,573,196,126,100005.0127484904,0.1
2009,158,577,201,138,99992.13597229305,0.1
2010,158,580,201,137,100010.16995685671,0.1
2011,157,600,209,141,100001.13110581873,0.1
2012,152,563,196,128,100014.96995247662,0.1
2013,157,571,198,128,100001.68937667855,0.1
2014,152,577,206,121,100003.1862469532,0.1
2015,154,566,196,123,99997.26622861603,0.1
2016,150,566,193,123,100014.76413992843,0.1
2017,146,549,198,120,99978.96507218198,0.1
2018,162,570,191,127,99994.67168038881,0.1
2019,164,555,183,138,99996.94946006052,0.1
2020,157,566,197,137,99984.69579264894,0.1
2021,155,575,202,144,99992.05297348241,0.1
2022,153,584,204,136,99978.27877289537,0.1
2023,152,564,196,140,100001.90387237273,0.1
2024,155,572,198,128,99985.94772455924,0.1
2025,148,564,198,130,100003.6986047372,0.1
2026,164,607,210,127,99997.38218304039,0.1
2027,151,576,206,130,99991.67286487216,0.1
2028,158,555,190,137,99984.46217390004,0.1
2029,144,565,207,120,99993.17152155547,0.1
2030,159,590,208,141,100003.10623820216,0.1
2031,158,573,191,130,99998.74552806132,0.1
2032,158,547,181,127,100006.66243799283,0.1
2033,147,560,198,121,99992.11669731476,0.1
2034,146,569,206,137,100016.05993521566,0.1
2035,147,555,198,135,99997.62046583637,0.1
2036,152,577,205,127,99991.54804570935,0.1
2037,153,566,202,127,100013.10159231392,0.1
2038,154,567,194,137,100013.57566477962,0.1
2039,161,587,205,127,99999.09830682912,0.1
2040,154,565,192,123,99995.15697883331,0.1
2041,151,575,206,127,100009.10074638936,0.1
2042,171,586,194,128,99991.05863031837,0.1
2043,158,585,197,137,100009.35191541792,0.1
2044,152,577,205,133,99986.12819480039,0.1
2045,155,541,182,131,99999.16606727095,0.1
2046,156,556,197,136,100000.11755507193,0.1
2047,152,582,206,132,100012.0809946114,0.1
2048,161,626,216,144,99981.7078036625,0.1
2049,154,560,189,134,100002.34436721967,0.1
2050,159,597,214,140,99998.79289533224,0.1
2051,156,598,204,129,100000.02908287158,0.1
2052,155,559,194,132,99991.15894454197,0.1
2053,152,560,196,128,99986.9810516951,0.1
2054,153,590,210,131,99995.36862938249,0.1
2055,153,563,196,127,99997.5833621533,0.1
2056,152,571,198,120,100014.75183478306,0.1
2057,154,572,196,133,100001.11381643533,0.1
2058,151,564,194,134,99999.95723745329,0.1
2059,149,566,194,123,100006.98346292617,0.1
2060,148,558,197,128,99983.88145359092,0.1
2061,153,585,206,125,100007.22566447152,0.1
2062,158,575,192,127,100009.15376141306,0.1
2063,151,570,199,131,100009.07143867554,0.1
2064,152,586,212,140,99996.67005937721,0.1
2065,155,572,197,121,99987.64750004071,0.1
2066,163,558,184,133,99990.15071494406,0.1
2067,159,584,204,124,100002.47453868945,0.1
2068,161,586,201,135,100005.36764845236,0.1
2069,154,580,207,136,100012.76549775514,0.1
2070,147,563,197,135,100015.21434045014,0.1
2071,156,560,192,139,100008.7124828089,0.1
2072,156,563,187,128,100000.33928798392,0.1
2073,159,558,192,130,100002.64919956711,0.1
2074,155,588,203,136,99997.64687630245,0.1
2075,158,571,203,135,100010.54868452172,0.1
2076,143,568,203,118,100005.94271549337,0.1
2077,166,567,191,127,100002.15859672359,0.1
2078,161,585,197,137,99987.4439946196,0.1
2079,159,578,198,130,100010.46661384957,0.1
2080,159,587,199,130,99984.73113634378,0.1
2081,159,590,200,143,100012.3178218738,0.1
2082,156,593,206,131,100009.84629503977,0.1
2083,156,575,207,130,99984.12931179914,0.1
2084,158,605,208,139,99999.51535663957,0.1
2085,157,583,201,128,99987.58605740072,0.1
2086,156,575,202,128,99998.55380680127,0.1
2087,159,567,192,134,100005.5516997352,0.1
2088,153,574,198,130,99998.63361900293,0.1
2089,159,579,203,126,99986.3613197538,0.1
2090,160,585,197,132,100002.60827277187,0.1
2091,151,590,214,138,100002.59487706568,0.1
2092,153,575,201,134,99999.7276518944,0.1
2093,157,571,196,125,99989.54861025207,0.1
2094,157,582,207,138,99996.50218337966,0.1
2095,165,579,194,133,100002.68527168418,0.1
2096,159,579,202,135,99998.44950178698,0.1
2097,155,600,210,129,100021.12622119307,0.1
2098,173,596,204,127,100002.56079437453,0.1
2099,160,615,214,136,99997.93238665943,0.1
2100,164,568,183,143,100004.82597951524,0.1
2101,151,577,210,140,99988.94567646773,0.1
2102,170,603,202,133,100004.20755199854,0.1
2103,154,574,203,127,100016.16794227523,0.1
2104,145,569,205,120,99991.16228681427,0.1
2105,150,570,201,127,100002.98835019069,0.1
2106,157,568,196,133,100007.67113096443,0.1
2107,159,550,181,131,99983.06651291928,0.1
2108,157,577,197,130,100016.3888893072,0.1
2109,147,550,192,133,99989.55001810932,0.1
2110,152,578,200,135,99996.64945942363,0.1
2111,155,591,213,129,100003.80672177636,0.1
2112,160,586,196,128,99997.6739711592,0.1
2113,152,562,196,120,100008.02936667117,0.1
2114,148,556,197,114,100001.50925416977,0.1
2115,149,559,194,125,100005.69751291003,0.1
2116,153,611,219,142,100000.74973423703,0.1
2117,160,550,183,114,100014.72001614569,0.1
2118,159,574,195,125,99979.84501991006,0.1
2119,156,584,202,138,100003.64094246614,0.1
2120,153,581,201,129,99996.99384872199,0.1
2121,158,580,196,131,99990.40967383019,0.1
2122,155,620,225,135,99991.88389989428,0.1
2123,157,578,197,116,99994.2802002182,0.1
2124,149,595,213,128,100005.78410536732,0.1
2125,156,593,208,138,99991.03869563752,0.1
2126,159,585,202,124,99998.36816423637,0.1
2127,153,563,190,133,100002.75248870117,0.1
2128,151,558,193,120,99988.442083489,0.1
2129,152,566,191,120,100011.12348652586,0.1
2130,147,573,206,137,100024.21589303938,0.1
2131,157,600,212,124,99993.25982692793,0.1
2132,161,566,198,132,100009.19447184418,0.1
2133,154,574,197,137,99996.9032051958,0.1
2134,159,597,203,141,100005.33367456427,0.1
2135,150,564,195,118,99998.18294804514,0.1
2136,160,598,210,135,100022.0866162998,0.1
2137,160,597,207,134,99996.75668184384,0.1
2138,161,577,202,131,100007.93930409144,0.1
2139,154,572,196,123,100006.07366152617,0.1
2140,149,566,200,134,99989.16039863117,0.1
2141,158,591,205,132,99978.39730586953,0.1
2142,156,586,203,132,100005.7908721575,0.1
2143,153,562,200,132,100008.44518439576,0.1
2144,155,586,207,130,99994.63294581792,0.1
2145,157,605,217,130,99993.66625332463,0.1
2146,158,596,205,126,100009.76803255564,0.1
2147,146,552,196,122,100008.52833424912,0.1
2148,152,578,210,140,100009.55876647364,0.1
2149,147,565,198,128,100002.6140203554,0.1
2150,156,586,202,130,99992.11723538877,0.1
2151,154,595,213,125,99987.82026620305,0.1
2152,162,582,196,136,99980.06863454268,0.1
2153,152,581,206,140,99999.42318242096,0.1
2154,154,572,201,125,100019.19168758793,0.1
2155,153,587,205,120,100004.77894556038,0.1
2156,154,569,199,124,99999.20259756461,0.1
2157,161,584,194,128,99984.79253783367,0.1
2158,154,579,205,128,99993.32069933428,0.1
2159,158,592,206,124,100000.04938775623,0.1
2160,152,587,217,131,99997.77780524324,0.1
2161,160,590,210,130,100009.0833969017,0.1
2162,151,552,187,117,99998.41393230106,0.1
2163,155,564,190,139,100006.9530599524,0.1
2164,146,575,202,118,99998.85781739868,0.1
2165,145,561,201,128,99998.10232833556,0.1
2166,155,561,189,125,100012.59133529599,0.1
2167,150,573,202,121,99992.48022565787,0.1
2168,157,571,189,120,99997.16947132078,0.1
2169,147,564,196,122,99987.07262597377,0.1
2170,156,567,196,134,100000.96739354596,0.1
2171,163,588,190,133,100010.69501001033,0.1
2172,160,604,207,124,100006.81401910132,0.1
2173,156,586,206,130,100007.3401180992,0.1
2174,156,588,204,128,100010.53042376024,0.1
2175,158,594,206,121,100006.25218186967,0.1
2176,151,587,206,130,100007.58259432149,0.1
2177,176,612,206,143,100004.03724077078,0.1
2178,159,593,202,130,99990.24611454627,0.1
2179,152,567,204,140,100005.26095099669,0.1
2180,149,555,194,121,100009.45886374824,0.1
2181,142,552,196,127,99991.08090344783,0.1
2182,156,559,192,139,100002.35989981033,0.1
2183,154,568,195,137,100010.82813071572,0.1
2184,144,556,197,125,99996.26523544613,0.1
2185,147,554,193,120,99986.78893426344,0.1
2186,154,571,197,126,100000.61533971863,0.1
2187,163,580,197,129,100015.9368555952,0.1
2188,164,591,208,145,99990.87054580722,0.1
2189,164,586,199,125,99998.94609929595,0.1
2190,146,544,190,127,99992.48969052822,0.1
2191,158,573,198,143,99996.41032705944,0.1
2192,152,555,194,125,100002.34771281053,0.1
2193,159,597,205,140,100014.76813608626,0.1
2194,156,574,197,133,99992.83355974033,0.1
2195,153,570,199,124,99992.91345005773,0.1
2196,162,580,200,137,99991.27497559613,0.1
2197,164,574,193,135,99989.06209554512,0.1
2198,167,573,187,136,99984.65299939788,0.1
2199,147,556,193,138,99991.4873780099,0.1
2200,155,560,193,130,99998.94186730523,0.1
2201,147,567,197,135,100000.40865386528,0.1
2202,154,598,214,135,100011.7244918752,0.1
2203,155,557,188,136,99991.78399515427,0.1
2204,158,573,202,133,99992.20061876008,0.1
2205,157,567,196,137,99992.43162759476,0.1
2206,152,561,195,133,100001.95745919057,0.1
2207,169,588,187,140,99998.4152758334,0.1
2208,152,577,200,140,100007.77208795113,0.1
2209,149,564,196,117,99992.10859193184,0.1
2210,158,597,208,144,100009.13258852594,0.1
2211,161,604,204,135,100009.42513143014,0.1
2212,157,580,202,141,99997.37532297932,0.1
2213,167,605,207,137,99993.7746254639,0.1
2214,154,575,197,128,100001.81169089477,0.1
2215,150,552,189,133,99992.0846623452,0.1
2216,155,562,190,135,100019.92204735675,0.1
2217,151,566,197,126,100001.40887303109,0.1
2218,155,571,187,136,100007.92440768564,0.1
2219,148,527,180,128,99987.32892699496,0.1
2220,159,592,213,139,99982.49242415211,0.1
2221,152,553,193,123,100006.87266205184,0.1
2222,169,612,214,140,100005.15886718957,0.1
2223,156,591,210,134,99992.39395243088,0.1
2224,151,581,198,138,99994.33224350197,0.1
2225,153,546,184,126,99993.20056199224,0.1
2226,155,578,201,129,100002.27826914859,0.1
2227,154,549,186,136,100009.23852128006,0.1
2228,147,576,203,135,99984.5513979006,0.1
2229,155,573,201,128,100004.78745131168,0.1
2230,162,575,184,134,99991.25832279127,0.1
2231,157,585,200,141,99994.69068035696,0.1
2232,157,578,200,133,99998.39564791924,0.1
2233,155,594,207,140,99986.38545959852,0.1
2234,154,591,209,126,100028.4393856974,0.1
2235,161,596,206,139,100024.24977474533,0.1
2236,151,556,189,126,100007.52269859024,0.1
2237,154,546,189,132,100006.56015181419,0.1
2238,150,585,207,129,99989.56389807414,0.1
2239,148,565,187,133,100023.77348875883,0.1
2240,152,581,201,134,100000.18317264873,0.1
2241,164,584,206,130,99998.7660449,0.1
2242,160,597,207,127,100012.03993579085,0.1
2243,154,560,191,132,100002.60800065586,0.1
2244,167,587,199,130,99992.23396388793,0.1
2245,154,587,201,135,99997.81078569502,0.1
2246,159,592,203,136,99996.23914220749,0.1
2247,156,564,190,131,100000.64655693369,0.1
2248,153,572,208,133,100005.54457538878,0.1
2249,150,563,193,127,100005.32758903842,0.1
2250,161,596,206,128,100013.01201891787,0.1
2251,158,571,191,133,99999.95896935783,0.1
2252,155,575,199,129,100009.58068518265,0.1
2253,162,603,211,139,100017.06661841484,0.1
2254,156,572,204,136,99987.73977392203,0.1
2255,152,568,197,130,100007.1257056349,0.1
2256,155,560,193,137,99989.27667889807,0.1
2257,159,592,210,141,99984.92924409293,0.1
