,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
29365,50000,24,0,0,0,0,0,0,10912,10401,20916,20658,9426,8215,2152,1209,1080,438,434,390,0,0,1,0,0,0,0,0,1,0
14847,500000,48,0,0,0,0,0,0,39734,149570,137549,130893,108030,144938,117243,4500,4500,5000,50000,4578,1,0,1,0,0,0,0,1,0,0
6087,200000,36,0,0,0,0,0,0,99483,97546,98897,94943,96967,99016,4841,4300,3300,3361,3500,3206,0,0,1,0,0,0,0,0,1,0
20856,200000,38,0,0,0,-2,-2,-2,7400,2872,212,2387,0,-2620,1005,220,2387,0,0,3380,0,0,1,0,0,0,0,1,0,0
17410,30000,36,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,1,0,1,0,0,0,0,0,1,0
2856,20000,34,0,0,0,0,0,0,15907,17142,17844,18009,17356,17200,1498,1200,365,347,344,0,0,0,1,0,0,0,0,0,1,0
13676,100000,24,2,0,0,0,0,0,76831,72100,66575,68499,69584,71247,4037,3000,3000,3000,3000,2600,1,1,0,0,0,0,0,0,1,0
14642,300000,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
21149,280000,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,0,0,1,0,0,0,0,0,1,0
16785,60000,29,1,2,2,0,0,2,43434,44522,43222,43588,46564,47369,2100,0,1708,4000,2000,1903,0,1,0,0,0,0,0,0,1,0
7755,60000,29,-1,2,2,-1,2,2,4603,4186,0,1887,1543,3972,0,0,1887,0,3557,0,1,0,1,0,0,0,0,0,1,0
17335,500000,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,2506,169233,1062,27648,25012,2506,169233,11952,1,0,0,1,0,0,0,1,0,0
11472,20000,29,3,2,2,2,0,0,16330,15784,18200,17613,18371,19865,0,3000,0,1200,1800,0,0,1,0,0,0,0,0,0,1,0
9936,50000,48,0,0,0,0,0,0,10420,8451,9641,9468,9294,9263,1310,1500,500,500,500,200,0,0,0,1,0,0,0,1,0,0
27756,50000,22,0,0,0,0,0,0,47718,48719,47725,46467,14767,15085,2106,2200,2000,1000,700,800,1,0,1,0,0,0,0,1,0,0
22291,30000,32,0,0,0,2,0,0,27395,25947,30473,27940,28397,29009,2000,5303,0,1200,1200,1200,1,0,0,1,0,0,0,1,0,0
10984,260000,45,-1,-1,-2,-2,-2,-2,3814,2688,500,2870,1141,679,2861,500,2870,1141,679,0,0,0,1,0,0,0,0,1,0,0
28081,10000,44,5,4,3,2,2,2,8678,8401,8128,7841,8579,8317,0,0,0,1000,0,1000,1,0,0,1,0,0,0,1,0,0
22500,180000,33,-1,-1,-1,-1,-1,-1,3490,0,1112,10383,1980,2672,0,1112,10383,1980,2672,2197,1,0,1,0,0,0,0,1,0,0
15091,360000,32,0,0,0,0,0,0,120533,124530,128518,134368,135626,134864,6000,6000,8000,4918,5000,3300,0,1,0,0,0,0,0,1,0,0
17041,190000,25,0,0,0,0,0,0,26023,24995,23130,28126,26104,18840,1615,1200,26703,2104,7000,11747,1,0,1,0,0,0,0,0,1,0
2208,80000,45,1,-2,-1,-1,-1,-1,-50,-440,170,-220,390,0,0,1000,0,1000,0,780,0,1,0,0,0,0,0,1,0,0
1092,210000,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0,0,0,1,0,0,0,1,0,0
16180,400000,31,-1,-1,-1,-1,0,0,72551,8572,2190,12881,7497,11563,8657,2190,12881,0,4590,0,1,1,0,0,0,0,0,0,1,0
13961,330000,34,0,0,-1,-1,0,0,21576,24226,15577,89851,86005,121319,5002,15579,89851,5000,50000,100000,1,1,0,0,0,0,0,1,0,0
21995,100000,27,0,0,0,0,0,0,42713,50270,22576,18247,22029,19540,10000,10000,1500,4000,5000,5000,1,0,1,0,0,0,0,0,1,0
8696,50000,43,2,2,2,0,0,0,10413,12923,12030,12650,13405,13793,3000,0,1500,1500,1000,1500,0,0,0,1,0,0,0,1,0,0
16094,160000,42,1,2,2,0,0,0,152699,152630,95758,97251,98010,99669,4462,0,4385,3639,3762,3800,1,0,1,0,0,0,0,0,1,0
24530,30000,36,-1,-1,-1,-2,-2,-2,1772,9619,-6,-6,-6,-6,9647,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0
28573,260000,30,-2,-2,-2,-2,-2,-2,5106,280,6158,9439,5492,397,280,6160,9439,5492,397,1790,1,0,0,0,1,0,0,0,1,0
28189,50000,48,0,0,0,0,0,0,44324,43053,44016,15386,31401,16573,2000,1880,2000,1000,2000,1500,1,0,1,0,0,0,0,1,0,0
7842,120000,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1610,30000,23,0,0,0,2,0,0,24285,26143,26929,19610,20591,19472,3002,2130,2,3004,8013,0,1,0,1,0,0,0,0,0,1,0
12063,100000,31,0,0,0,0,0,0,21345,26288,23386,25362,26318,42484,6363,4386,5362,4344,20000,4382,0,0,1,0,0,0,0,0,1,0
2876,60000,23,1,2,2,0,0,0,45014,45698,39068,51205,54520,55964,1774,0,12858,4166,2350,3300,1,0,1,0,0,0,0,0,1,0
9006,150000,35,2,2,2,2,2,2,144194,145889,146189,146838,148754,150746,6600,5300,5600,5500,5700,5500,0,0,1,0,0,0,0,1,0,0
24876,410000,46,2,2,2,2,2,0,71532,73643,72083,76603,74964,76370,3700,0,6147,0,2577,2747,0,0,1,0,0,0,0,1,0,0
9153,210000,32,0,0,2,0,0,0,155913,165227,161427,164860,187329,186079,13000,0,5666,24886,6282,6494,0,0,1,0,0,0,0,0,1,0
12971,240000,29,-1,-1,-1,-1,-1,-1,59,548,208,0,44,19,548,208,0,44,0,643,1,1,0,0,0,0,0,0,1,0
28245,80000,32,1,2,0,0,0,0,113740,97093,85266,85871,47367,47812,0,3448,2383,1609,2000,2000,1,0,1,0,0,0,0,0,1,0
7667,20000,28,1,2,-1,0,0,0,10631,1512,20400,20000,20000,0,0,20400,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27315,80000,38,0,0,0,0,0,0,73171,76815,64814,66796,41622,46002,5000,4000,4000,2000,5000,1588,0,0,1,0,0,0,0,0,1,0
5121,200000,37,-1,2,-1,-1,-1,-1,446,123,123,200,123,280,0,123,200,123,280,151,0,1,0,0,0,0,0,1,0,0
29751,100000,30,0,0,0,2,0,0,50512,49374,51644,45920,21659,10861,2000,5138,75,1032,32,15127,0,0,0,1,0,0,0,1,0,0
20747,360000,36,-2,-2,-2,-2,-2,-2,4671,928,5384,499,596,2338,929,5405,500,597,2340,2649,0,0,1,0,0,0,0,1,0,0
11702,200000,45,0,0,0,0,0,0,97933,78409,58998,60219,61748,64220,3200,2200,2200,2500,3500,90000,0,0,0,1,0,0,0,1,0,0
10982,300000,59,-1,-1,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
17892,60000,29,-1,-1,2,0,-1,-1,816,2440,1444,1634,1335,1825,2440,0,1000,1335,888,150,0,1,0,0,0,0,0,0,1,0
19006,120000,30,-2,-2,-2,-2,-2,-2,2680,14770,7817,416,270,0,14770,7832,416,270,0,0,1,0,1,0,0,0,0,0,1,0
21716,50000,24,1,2,0,0,0,0,50162,48982,43579,43825,28396,27437,0,2207,2300,1006,1000,1100,1,0,0,1,0,0,0,0,1,0
2168,180000,35,1,2,0,0,0,0,32082,31293,31570,33370,33370,0,0,1400,2200,0,0,0,0,0,1,0,0,0,0,1,0,0
3268,80000,34,0,0,0,0,-1,0,78688,80539,76681,34197,27398,28646,4000,2333,3032,28298,2000,2000,1,0,1,0,0,0,0,1,0,0
20071,270000,36,0,0,0,0,0,0,16699,17908,19114,20341,20617,16223,1800,1500,1600,830,1000,1000,1,1,0,0,0,0,0,0,1,0
21388,300000,58,-1,-1,-1,-2,-1,0,13620,5779,-1921,-1921,1912,1921,5823,0,0,3833,9,0,0,1,0,0,0,0,0,1,0,0
26746,220000,29,1,2,2,2,2,2,31012,30215,33117,32286,34320,33634,0,3400,0,2576,0,2671,0,1,0,0,0,0,0,0,1,0
19376,500000,38,-2,-2,-2,-2,-2,-2,2252,2265,24667,40626,9255,8659,2265,24905,40827,30844,8695,3532,1,0,0,0,1,0,0,0,1,0
8931,270000,31,-2,-2,-2,-2,-2,-2,0,1521,0,0,0,0,1521,0,0,0,0,200,0,0,1,0,0,0,0,0,1,0
20294,140000,52,-1,-1,-1,-1,-1,-1,850,12340,14910,44967,11669,5169,12340,14910,44967,11669,5169,17953,1,0,1,0,0,0,0,1,0,0
9317,150000,46,0,0,0,0,0,0,96396,98366,99456,79956,78154,76634,4073,3404,2722,54788,2770,2798,0,0,0,1,0,0,0,1,0,0
8892,130000,28,0,0,0,0,0,0,88549,74624,76133,77648,79370,80071,2709,2750,2767,2961,2913,3000,0,0,1,0,0,0,0,0,1,0
16557,280000,27,-2,-2,-2,-2,-2,-2,1566,2872,1572,2437,1572,1572,2891,1586,2444,1586,1579,1579,0,0,1,0,0,0,0,0,1,0
21578,70000,25,-1,-1,-1,-1,-2,-1,1288,0,1999,0,0,842,0,1999,0,0,842,0,1,1,0,0,0,0,0,0,1,0
22276,230000,28,-2,-2,-2,-2,-2,-1,355,0,916,0,0,8878,0,916,0,0,8878,800,1,1,0,0,0,0,0,0,1,0
17754,370000,50,-1,0,-1,-1,-2,-2,48303,129317,1364,0,0,0,124174,2000,0,0,0,2463,1,0,0,1,0,0,0,0,1,0
27235,100000,31,1,2,2,0,0,2,20505,22553,21904,23531,24636,25592,2700,0,2000,1500,1500,0,0,1,0,0,0,0,0,0,1,0
7337,230000,36,-1,-1,2,-1,-1,-1,878,9567,3074,3660,3790,6006,9574,0,3660,3790,6006,5647,1,1,0,0,0,0,0,1,0,0
14368,450000,54,1,-2,-2,-1,-1,-1,-237,-2400,-2400,3990,30050,9993,0,0,6390,30050,9993,0,1,1,0,0,0,0,0,0,1,0
18217,50000,52,0,0,0,0,0,0,49854,51215,50144,10683,9953,9567,2500,1500,1300,800,1000,1500,0,0,1,0,0,0,0,0,0,1
18784,230000,26,-1,-1,0,0,0,-1,18612,90523,86813,35695,5555,15165,90523,10000,5170,5000,15165,8981,1,0,1,0,0,0,0,0,1,0
20552,200000,28,-2,-2,-2,-2,-2,-2,2626,15912,1677,315,3042,374,15954,1677,315,3042,374,4500,0,1,0,0,0,0,0,0,1,0
12354,50000,54,0,0,0,0,0,0,43099,44233,35147,12236,11013,11388,2212,2126,415,401,559,554,0,0,0,1,0,0,0,0,1,0
6165,360000,42,0,0,0,0,0,0,429169,278515,259097,259999,265746,259299,16629,9519,9367,10001,9513,9973,1,0,1,0,0,0,0,0,0,1
2664,50000,36,0,0,0,0,0,2,94228,47635,42361,19574,20295,19439,2000,1500,1000,1800,0,1000,1,0,1,0,0,0,0,0,1,0
19535,270000,30,0,0,0,0,0,0,81488,76257,70685,66539,61069,56211,3000,5000,3000,2200,2100,3879,1,1,0,0,0,0,0,0,1,0
3398,80000,25,1,-2,-2,-2,-1,-1,0,0,0,0,13369,0,0,0,0,13369,0,0,1,0,1,0,0,0,0,1,0,0
25978,180000,44,0,0,0,0,0,2,151538,133924,136707,139438,143513,141119,6256,6434,6506,10813,0,5557,1,0,0,0,1,0,0,1,0,0
29984,30000,38,-1,-1,-2,-1,-1,-1,315,923,2939,1993,1907,3319,923,2977,1999,3057,3319,1000,0,0,1,0,0,0,0,0,1,0
12078,30000,46,1,2,2,2,2,2,20143,19532,22194,21542,24022,25473,0,3000,0,3000,2000,0,1,0,0,1,0,0,0,0,0,0
28881,60000,39,1,2,0,0,2,0,31011,29565,31123,34134,23552,24020,0,3000,3638,0,1000,3000,1,0,0,1,0,0,0,1,0,0
2325,50000,52,0,0,0,0,0,0,47479,49344,19596,19194,19201,19199,29456,1300,675,694,704,798,0,0,0,1,0,0,0,0,1,0
29985,240000,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29322,40000,27,1,3,2,2,3,2,40933,39630,40340,42332,41023,42722,0,2000,3304,0,3000,1200,0,0,1,0,0,0,0,0,1,0
4985,150000,26,2,2,2,2,2,2,75373,76865,78214,76363,79893,48052,3300,3200,0,5137,0,2200,1,1,0,0,0,0,0,0,1,0
11356,30000,43,1,2,2,2,2,2,12603,13103,13785,13911,13548,14465,1000,1200,646,0,1300,1000,1,0,0,1,0,0,0,1,0,0
2868,150000,27,-1,-1,-2,-2,-2,-2,1345,0,0,0,0,0,0,0,0,0,0,24948,1,1,0,0,0,0,0,0,1,0
21880,30000,22,2,-1,-1,-1,-1,-1,174,1995,3530,0,5960,0,1995,3530,0,5960,0,1778,1,0,1,0,0,0,0,0,1,0
22824,290000,31,0,0,0,0,0,0,82939,82814,71541,59493,67821,71546,5017,4033,2828,10000,5000,3000,1,1,0,0,0,0,0,0,1,0
24996,80000,47,2,2,2,0,0,2,68250,73424,71691,72507,76841,74336,6325,0,2612,5520,0,2998,0,0,1,0,0,0,0,1,0,0
26225,280000,39,0,0,0,0,0,0,123997,126272,126953,106551,99592,100607,5600,5400,5006,3250,3400,3500,1,0,1,0,0,0,0,0,1,0
18524,190000,24,0,0,0,0,-1,0,54186,55466,57358,10890,287,49983,2000,2700,1100,287,49696,2000,1,0,0,1,0,0,0,0,1,0
3673,20000,47,2,2,2,2,2,0,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549,0,0,0,1,0,0,0,1,0,0
9672,430000,29,0,0,0,0,0,0,67336,53400,52214,32386,32848,28557,3261,3051,1199,2000,2000,140908,1,1,0,0,0,0,0,0,1,0
25013,480000,49,-2,-2,-2,-2,-2,-2,63701,-220,38929,339176,33146,37337,0,39149,344261,33312,37511,31383,0,1,0,0,0,0,0,1,0,0
16379,30000,46,1,2,2,2,2,2,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,1,0,0,1,0,0,0,1,0,0
16469,30000,53,2,2,2,2,2,2,17585,18598,19379,19762,20141,19680,1600,1379,1000,1000,0,1700,1,0,0,1,0,0,0,1,0,0
15692,80000,26,0,0,-1,-1,-1,-1,350,-40,70,180,-210,220,0,500,500,0,820,500,0,0,1,0,0,0,0,0,1,0
516,70000,32,0,0,0,0,0,0,68739,67629,69188,68392,69884,71284,3060,3300,2610,2750,2750,5500,0,0,0,1,0,0,0,1,0,0
23287,130000,39,0,0,2,0,0,0,91982,99328,96898,97990,100160,102190,8900,0,3600,3800,3800,5000,1,0,0,1,0,0,0,1,0,0
2676,120000,51,0,0,2,0,0,0,125702,130461,131281,128594,117561,116732,8300,4500,4260,4595,4311,4280,0,1,0,0,0,0,0,1,0,0
16857,50000,36,0,0,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987,0,1,0,0,0,0,0,0,1,0
2982,170000,30,-2,-2,-2,-2,-2,-2,3733,1958,5956,1836,3959,1285,1958,5956,1842,3959,1285,0,1,1,0,0,0,0,0,0,1,0
26755,380000,28,-2,-2,-2,-2,-2,-2,1294,1058,359,359,359,509,1058,359,359,359,509,359,0,1,0,0,0,0,0,0,1,0
11311,260000,38,-1,-1,-1,-1,-1,0,8000,8000,8000,8000,24406,18043,8000,8000,8000,24406,2000,389,1,0,1,0,0,0,0,0,0,1
25389,410000,28,0,0,0,0,-2,-1,210866,109320,11546,858,0,1117,2444,3056,968,0,1117,0,1,1,0,0,0,0,0,0,1,0
5100,360000,48,-2,-2,-2,-2,-1,-1,2119,-3,-3,-3,711,875,3,0,0,714,879,1519,1,1,0,0,0,0,0,1,0,0
29995,220000,39,0,0,0,0,0,0,188948,192815,208365,88004,31237,15980,8500,20000,5003,3047,5000,1000,0,0,0,1,0,0,0,1,0,0
24936,310000,39,-1,-1,-1,-1,-1,-1,16577,1361,2716,824,757,842,1361,3146,824,757,842,13436,0,1,0,0,0,0,0,1,0,0
14977,200000,29,-1,-1,-1,-1,-1,-1,9585,1686,820,1889,6617,3986,1735,824,1889,6617,3986,2460,0,1,0,0,0,0,0,1,0,0
15414,110000,63,-1,-1,-1,-1,-1,-1,390,390,390,390,780,0,390,390,390,780,0,390,1,0,0,1,0,0,0,1,0,0
3813,60000,42,0,0,0,0,0,0,58264,57923,58987,17350,17937,17298,3200,3000,800,1000,1000,1000,1,0,1,0,0,0,0,1,0,0
4484,160000,23,0,0,0,0,0,-2,151246,155926,113767,50531,-10,-5,10517,20258,20157,0,0,3570,1,1,0,0,0,0,0,0,1,0
10078,100000,28,0,0,0,0,0,0,95251,98226,98295,100406,100430,101392,5401,3576,3754,3806,3796,4000,1,0,1,0,0,0,0,1,0,0
29236,20000,23,0,0,0,0,0,0,18963,19904,18038,19032,17372,17893,1300,1400,1300,700,800,1000,0,0,1,0,0,0,0,0,1,0
23399,240000,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
29719,20000,34,0,0,0,0,0,0,17692,17293,16803,16525,16185,-2623,2000,2004,1500,1500,0,19500,0,0,0,1,0,0,0,1,0,0
29030,240000,29,0,0,0,0,0,0,236883,241574,244010,239778,191762,196015,8636,9303,8159,5449,5900,5323,1,1,0,0,0,0,0,0,1,0
17734,290000,58,1,2,2,2,0,0,68445,66757,76983,74891,78100,83325,0,12000,0,5000,6000,0,1,0,0,1,0,0,0,1,0,0
23872,230000,30,-1,0,-1,0,0,0,9125,7795,191795,192255,187755,187740,4000,191795,10000,8000,8000,8000,0,0,1,0,0,0,0,0,1,0
22372,180000,27,0,0,0,0,0,0,101489,78738,78639,44295,44113,37805,10006,8000,1610,10000,1333,8818,1,1,0,0,0,0,0,0,1,0
29857,50000,47,0,0,0,0,0,0,11325,12335,13431,14439,14602,14918,1504,1600,1537,700,700,600,0,0,1,0,0,0,0,1,0,0
24198,140000,30,-1,-1,-1,2,2,-1,1800,1885,4158,2021,-372,628,1885,4158,0,0,2000,0,0,1,0,0,0,0,0,0,1,0
3735,80000,33,1,2,0,0,0,0,19073,16106,57525,54990,52458,54093,3895,50000,2000,2000,2344,1235,0,0,1,0,0,0,0,0,1,0
9418,300000,32,1,2,2,-1,0,0,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0,1,0,0,0,0,0,0,1,0
23661,210000,39,-1,-1,-1,-1,-1,-1,5907,2615,1220,5357,4160,0,2637,1220,5357,4160,0,0,1,1,0,0,0,0,0,1,0,0
10883,160000,30,-1,2,2,-1,-1,-1,6548,3200,0,4775,456,0,7,0,4775,456,0,0,1,1,0,0,0,0,0,0,1,0
8164,290000,56,0,0,0,0,0,0,222000,226917,415700,232732,220460,224780,10013,8501,15018,10001,7997,7624,0,1,0,0,0,0,0,1,0,0
21523,20000,22,-1,3,2,2,0,0,18021,17439,17466,17846,18310,18923,0,600,1000,1000,1000,700,1,0,1,0,0,0,0,0,1,0
13064,30000,23,0,0,0,0,2,0,22517,24148,25437,28391,27801,28684,2000,2000,3700,0,1500,1500,1,0,1,0,0,0,0,0,1,0
22376,60000,27,1,2,2,2,2,2,5087,7236,8104,7825,8580,8300,2410,1131,0,886,0,332,1,0,1,0,0,0,0,0,1,0
15805,30000,23,0,0,2,0,0,0,27552,30686,29915,29994,27310,27778,3605,2,1731,1093,1026,1964,1,0,0,1,0,0,0,1,0,0
250,50000,26,1,2,2,0,0,0,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,1,0,1,0,0,0,0,0,1,0
19592,170000,45,0,0,0,0,0,0,169625,169944,169829,162988,125969,127643,6081,6336,5205,4452,4592,4677,1,0,1,0,0,0,0,1,0,0
25569,130000,43,2,3,2,2,2,2,19690,19085,18491,20579,19950,21625,0,0,2400,0,2000,0,1,0,0,1,0,0,0,1,0,0
26847,20000,41,0,0,0,-1,0,-1,16808,16741,14450,8796,5419,2377,1301,1000,8796,108,2377,15742,0,0,1,0,0,0,0,0,1,0
12626,80000,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0,0,0,1,0,0,0,1,0,0
12799,80000,26,0,0,0,0,-1,-1,68194,24956,22145,33675,3047,77511,2000,3000,18000,3047,77511,4000,0,0,1,0,0,0,0,0,1,0
22564,360000,31,-2,-2,-2,-2,-2,-2,3429,33535,2441,5681,65816,17577,33702,2453,5710,66145,17589,8050,1,1,0,0,0,0,0,0,1,0
10114,50000,29,0,0,0,0,0,0,23236,19132,15138,14036,14752,15445,1660,1065,5000,5000,5000,2000,0,0,1,0,0,0,0,0,1,0
12983,30000,31,0,0,0,0,0,0,28398,18550,13198,13222,14620,17376,2081,1196,1000,2000,3000,5000,0,1,0,0,0,0,0,0,1,0
22044,400000,25,0,-1,-1,-1,-1,-1,12570,958,4465,14272,1965,958,958,4465,14272,1965,958,6405,1,0,0,1,0,0,0,1,0,0
22404,150000,26,0,0,0,0,0,0,136736,125651,116684,101581,77741,77264,4486,4235,3161,2647,2669,2669,1,1,0,0,0,0,0,0,1,0
9252,170000,34,-1,-1,-1,-1,-1,-1,8069,2855,11744,5886,12916,3177,2855,11900,5886,12916,3177,4511,1,0,1,0,0,0,0,0,1,0
23480,200000,31,-2,-2,-2,-2,-2,-2,0,950,0,1782,669,0,950,0,2422,669,0,0,1,1,0,0,0,0,0,0,1,0
8832,470000,34,0,0,0,0,0,0,247503,245552,238161,240607,230142,198171,9024,10400,10000,25000,8000,8000,0,0,1,0,0,0,0,0,1,0
14459,140000,35,0,0,0,0,0,0,140387,129846,87849,84455,87287,81423,5509,7124,2866,4033,5954,3120,1,0,1,0,0,0,0,0,1,0
25535,360000,35,-1,-1,-1,-1,0,0,1475,13466,17584,17354,37703,22490,14200,17631,17741,25203,10000,216,1,1,0,0,0,0,0,0,1,0
8834,420000,45,1,-1,-1,-1,-1,-1,-34,10321,6244,2970,3608,3019,2686,6500,3004,3797,3103,4302,1,1,0,0,0,0,0,1,0,0
21457,180000,24,0,0,0,0,-1,0,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000,1,0,1,0,0,0,0,0,1,0
24991,340000,40,0,0,0,0,0,0,147943,144543,146603,149519,151697,154499,5169,5333,5366,5550,7000,915,0,0,1,0,0,0,0,1,0,0
8281,110000,29,-1,-1,-1,-1,0,-1,3261,1380,1380,2760,1380,1700,1380,1380,2760,0,1700,0,1,1,0,0,0,0,0,1,0,0
29011,580000,34,1,2,0,0,0,0,420115,405932,437254,477809,486721,498316,0,38001,50000,16881,18887,16846,1,0,1,0,0,0,0,1,0,0
15878,80000,28,0,0,0,0,0,0,63900,65343,66171,58683,43421,44267,3000,2470,2228,1516,2000,1556,1,0,0,1,0,0,0,1,0,0
1503,50000,54,0,0,0,-1,-1,0,50356,48981,47942,1261,17147,16609,2000,1120,1300,17147,1000,1000,0,0,0,1,0,0,0,1,0,0
10045,50000,39,0,0,0,0,0,0,42822,43872,25400,24202,25904,27567,2000,2000,1000,2000,2000,2000,1,0,1,0,0,0,0,1,0,0
20604,110000,29,0,0,0,0,0,0,104968,107221,109494,111954,111771,111703,4000,4000,4300,4164,4500,4200,0,0,1,0,0,0,0,0,1,0
13619,80000,25,0,0,2,2,0,0,48470,52374,52889,51520,50741,50322,4700,2000,0,1800,1850,1800,0,1,0,0,0,0,0,1,0,0
29669,110000,39,0,0,0,0,-2,-2,18310,19327,20650,0,0,0,1327,1650,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20122,240000,32,0,0,0,0,0,0,199789,203156,201267,182484,182478,175394,9000,9319,6200,5894,5100,6300,1,0,1,0,0,0,0,1,0,0
15947,30000,30,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
9189,20000,35,0,0,2,2,0,0,15791,18218,18621,18024,18434,19826,3000,1000,0,700,1700,0,1,0,0,1,0,0,0,1,0,0
19367,110000,39,0,0,0,0,0,0,93111,91198,85136,80491,78967,80628,3226,3050,2765,2304,2400,1885,1,0,1,0,0,0,0,1,0,0
12426,30000,24,-1,0,0,0,0,0,20069,21148,22185,22551,23223,24837,1700,1700,1000,1000,2000,1400,1,0,1,0,0,0,0,0,1,0
3690,180000,29,1,-1,-1,-1,-1,-1,0,100000,0,7632,0,6071,100000,0,7632,0,6071,0,0,1,0,0,0,0,0,0,1,0
9144,360000,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17278,50000,34,2,2,2,2,2,2,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700,1,0,1,0,0,0,0,1,0,0
17846,200000,26,2,2,2,2,2,2,196979,200055,202494,162228,154294,147514,7800,7500,0,6700,5000,7000,0,1,0,0,0,0,0,0,1,0
15243,290000,34,0,0,0,0,0,0,58481,41773,40597,38441,37454,35484,2000,2000,2000,2000,2000,2000,1,0,1,0,0,0,0,0,1,0
29915,10000,32,2,0,0,0,0,0,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,0,0,1,0,0,0,0,0,1,0
21264,50000,50,0,0,0,0,0,0,47053,11165,12186,13280,14055,14428,1200,1206,1300,1000,600,530,0,0,1,0,0,0,0,1,0,0
11488,70000,33,0,0,0,0,0,0,39416,40784,42791,43797,44938,47177,2000,3000,1718,2000,3000,1630,1,1,0,0,0,0,0,0,1,0
20927,50000,33,0,0,2,0,0,0,40505,46745,45727,45515,45470,4220,6930,0,1200,155,3000,0,0,1,0,0,0,0,0,1,0,0
3014,200000,35,-1,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,20878,24325,40265,15159,14079,20878,26716,0,1,0,0,0,0,0,0,1,0
25207,30000,23,0,0,0,0,0,2,11284,12294,13320,14031,15593,15201,1503,1529,1240,1802,0,707,1,0,1,0,0,0,0,0,1,0
7932,130000,70,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16139,280000,33,0,0,0,0,0,0,28928,24266,20209,20395,18969,18381,1634,1649,1304,703,701,705,1,0,1,0,0,0,0,0,1,0
10768,500000,41,2,0,0,0,0,0,564757,572834,430774,437950,447203,456453,19850,17200,15853,17000,17000,15740,0,1,0,0,0,0,0,1,0,0
24743,30000,40,0,0,0,0,0,0,25328,22520,21554,22280,18330,780,2000,2000,2000,1000,0,0,0,0,1,0,0,0,0,1,0,0
23179,190000,34,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
19340,50000,45,0,0,0,0,0,0,48875,50103,46641,31459,28901,29523,2080,1690,1458,1100,1076,1094,1,0,1,0,0,0,0,1,0,0
19690,390000,37,0,0,0,0,0,0,175363,164292,144731,145140,130727,131619,5551,5358,5500,5000,20000,10000,1,0,1,0,0,0,0,1,0,0
5771,300000,40,-2,-2,-2,-2,-2,-2,15876,4347,0,2208,2475,7580,4347,0,2208,2475,7580,0,0,0,1,0,0,0,0,1,0,0
27387,120000,43,-1,-1,-2,-1,-1,-1,3972,2809,1021,2311,3868,2980,2816,1021,2321,3868,2980,0,0,0,1,0,0,0,0,1,0,0
