,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
15027,290000,42,0,0,0,0,0,0,76063,72418,65814,60861,60901,53023,4434,3814,2861,1901,2023,3719,0,0,1,0,0,0,0,0,1,0
4093,100000,31,1,2,2,2,3,2,24377,25167,24541,27304,26669,26172,1400,0,3100,0,0,2000,0,0,1,0,0,0,0,0,1,0
11860,180000,27,-1,-1,-1,-1,-1,-1,11599,644,644,29944,644,264,644,644,29944,644,264,1024,0,0,1,0,0,0,0,0,1,0
1092,210000,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0,0,0,1,0,0,0,1,0,0
3585,100000,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
12393,30000,30,0,0,0,0,0,0,29965,28841,28278,28770,29432,28949,2000,1700,2008,2000,7600,2000,0,1,0,0,0,0,0,0,1,0
28185,80000,33,1,2,0,0,0,0,83367,81409,78790,80567,78047,82942,0,2873,3101,3000,6328,0,1,1,0,0,0,0,0,0,1,0
27247,390000,35,0,0,0,0,0,0,55213,59122,72930,76543,78143,77763,10000,20000,10000,8000,6000,5000,0,0,0,1,0,0,0,0,1,0
12799,80000,26,0,0,0,0,-1,-1,68194,24956,22145,33675,3047,77511,2000,3000,18000,3047,77511,4000,0,0,1,0,0,0,0,0,1,0
29984,30000,38,-1,-1,-2,-1,-1,-1,315,923,2939,1993,1907,3319,923,2977,1999,3057,3319,1000,0,0,1,0,0,0,0,0,1,0
21893,150000,27,-1,-1,-1,-1,-1,0,7815,4914,6237,3280,11167,15915,4933,6237,3280,11167,10000,686,1,0,1,0,0,0,0,0,1,0
17599,500000,39,1,-1,-1,-2,-2,-1,-397,227,-37,-37,-37,213,2200,0,0,0,250,0,1,0,0,0,1,0,0,1,0,0
16993,20000,27,0,0,0,0,0,0,7486,7826,9574,12101,17128,13395,2000,4574,5101,5128,3395,5385,1,0,1,0,0,0,0,0,1,0
4672,80000,44,0,0,0,-2,-2,-2,40769,41150,0,0,0,0,2150,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
17756,10000,51,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
538,50000,52,0,0,0,-2,-1,-1,3257,4166,0,0,318,0,1000,0,0,318,0,0,1,1,0,0,0,0,0,0,1,0
19402,230000,40,-2,-2,-2,-2,-2,-2,273,273,2418,1428,4398,5748,273,3588,1428,4398,5748,3768,1,0,1,0,0,0,0,1,0,0
5453,50000,53,0,0,0,0,0,-1,49170,49446,36445,24788,24967,28652,2009,2500,1000,1500,28939,1200,0,0,1,0,0,0,0,0,0,1
9132,250000,36,0,0,0,0,0,0,168899,174479,157088,136787,139385,122947,10000,8300,5200,5500,5000,5000,0,0,1,0,0,0,0,1,0,0
3745,290000,39,-1,-1,-1,-1,-2,-2,1757,3555,2256,2830,1682,1235,3579,2262,2830,1682,1235,1280,0,1,0,0,0,0,0,1,0,0
17976,120000,45,0,0,0,0,0,0,52574,47092,44208,32652,24115,20399,2000,2000,1256,1000,750,623,0,0,1,0,0,0,0,1,0,0
4475,240000,44,0,0,0,0,0,0,188307,179988,184976,188934,196884,199267,6600,8000,7000,11000,7181,7236,1,1,0,0,0,0,0,1,0,0
10586,120000,53,2,0,0,2,0,0,66963,68780,70830,71557,73052,74502,3500,3800,2500,2804,2820,3000,1,0,0,1,0,0,0,0,1,0
3547,250000,28,0,0,0,0,0,0,191305,90497,92278,93354,95309,97411,3899,3913,3186,3301,3525,3095,0,0,0,1,0,0,0,1,0,0
23740,70000,57,0,0,0,0,0,0,18379,19571,22729,24346,24940,25539,1500,3500,2000,1000,1000,1500,1,0,1,0,0,0,0,1,0,0
4894,100000,38,1,-1,-1,-2,-2,-1,0,199,0,0,0,150,199,0,0,0,150,550,1,0,1,0,0,0,0,1,0,0
7042,210000,26,1,-1,2,0,0,-2,-12,488,488,488,-260,-506,500,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
9407,160000,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11742,30000,23,0,0,0,0,0,0,27141,25125,27835,24743,28020,25607,3000,5000,1000,20000,3000,8000,1,0,1,0,0,0,0,0,1,0
29512,50000,45,-1,-1,-1,-1,-1,-1,942,942,942,390,390,390,942,942,390,390,390,0,0,0,1,0,0,0,0,1,0,0
5556,50000,33,0,0,0,0,0,0,51444,52607,48083,30205,29747,30042,2000,1500,1690,1200,1200,992,1,0,1,0,0,0,0,0,1,0
26729,50000,24,0,0,0,0,0,0,31292,32766,34426,34725,18049,19593,2000,2500,1353,1500,2000,1501,0,1,0,0,0,0,0,0,1,0
14331,490000,42,-1,-1,-1,0,-1,-1,15838,11356,25409,15926,8604,8941,11404,25458,86,8711,5034,1345,1,0,1,0,0,0,0,1,0,0
13664,20000,39,0,0,0,0,-2,-2,8799,9671,11500,0,0,0,1171,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19155,290000,43,-1,-1,-1,-1,0,-1,1457,1799,5029,3103,1838,690,1808,5054,3109,9,693,3579,1,1,0,0,0,0,0,1,0,0
23577,230000,44,-2,-2,-2,-2,-1,0,14029,9035,11979,6667,11972,8654,9140,12039,6700,11988,22,8910,1,0,1,0,0,0,0,1,0,0
14558,80000,27,0,0,0,0,0,0,25424,24499,25181,5187,5524,5529,2000,2150,1000,2500,1000,1000,1,0,1,0,0,0,0,1,0,0
21343,20000,53,1,2,2,-1,-1,-1,5397,6153,5914,13385,5490,0,1000,99,13401,5490,0,0,0,0,1,0,0,0,0,1,0,0
24782,360000,44,-2,-2,-2,-2,-2,-2,1824,1740,0,0,1499,4001,1740,0,0,1499,4001,203,0,0,1,0,0,0,0,1,0,0
7900,210000,40,-1,-1,-1,-1,-1,-1,12555,560,5287,2000,900,406,560,5287,2000,900,406,900,1,0,1,0,0,0,0,1,0,0
23707,280000,64,0,0,2,0,0,0,22715,37818,35497,30164,7164,7164,15506,17,3364,0,0,0,1,0,1,0,0,0,0,1,0,0
27046,280000,35,1,-1,-1,-1,-1,-1,0,416,832,0,832,416,416,832,0,832,416,0,0,1,0,0,0,0,0,0,1,0
21693,100000,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
16953,20000,57,2,0,0,2,3,2,9918,11442,15926,16668,16109,15709,2000,5000,1300,0,0,1000,0,0,0,1,0,0,0,0,1,0
9875,150000,34,-2,-2,-2,-2,-2,-2,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,1,0,1,0,0,0,0,1,0,0
8904,110000,34,0,0,0,0,0,0,102638,101681,100316,100512,102215,103909,4600,4000,4000,3800,4000,4000,0,0,1,0,0,0,0,1,0,0
20830,10000,37,0,0,0,0,0,0,17018,13789,8236,9130,7302,7981,1117,2800,1200,265,800,500,0,0,1,0,0,0,0,0,1,0
18397,50000,23,0,0,0,0,0,0,25526,26527,27577,28528,28689,29289,1431,1481,1432,992,1027,1038,1,0,1,0,0,0,0,1,0,0
3382,170000,45,0,0,0,0,0,0,40441,40937,34090,34894,36829,37727,5000,2000,2000,3000,2000,2000,0,0,0,1,0,0,0,1,0,0
12767,180000,27,2,2,0,0,2,2,153198,151128,152785,168657,165872,173667,1813,5667,18483,0,11000,1842,1,1,0,0,0,0,0,0,1,0
19536,30000,44,2,0,0,0,0,0,26627,27631,29179,30146,26371,27567,1452,2000,1500,933,2000,3000,1,0,0,1,0,0,0,1,0,0
24185,120000,31,1,-2,-2,-2,-1,-1,-190,-620,-1050,-1910,240,1010,0,0,0,2150,1200,551,0,1,0,0,0,0,0,0,1,0
1122,50000,26,0,0,0,0,0,0,48221,49629,48868,49668,49780,49980,2571,1200,1000,40000,1000,0,0,0,1,0,0,0,0,0,1,0
2819,240000,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,100000,0,0,0,0,1,1,0,0,0,0,0,1,0,0
22372,180000,27,0,0,0,0,0,0,101489,78738,78639,44295,44113,37805,10006,8000,1610,10000,1333,8818,1,1,0,0,0,0,0,0,1,0
21044,110000,41,0,0,0,0,0,0,53497,51110,48995,46772,33220,31858,2510,2509,2031,1507,2032,1521,0,0,0,1,0,0,0,1,0,0
27034,420000,46,2,2,2,0,0,0,426429,436968,428712,425345,354852,353113,19000,0,16100,13000,14064,111170,0,1,0,0,0,0,0,1,0,0
9134,260000,43,0,0,0,0,0,0,99523,76712,55185,82040,60867,59005,3514,3049,58312,3018,3020,1511,0,0,1,0,0,0,0,1,0,0
23587,160000,39,-2,-2,-2,-2,-2,-2,0,300,0,0,821,0,300,0,0,821,0,0,1,1,0,0,0,0,0,0,1,0
12223,70000,43,0,0,0,0,0,0,72770,69438,69776,51450,26516,27044,4108,2500,928,2000,969,1002,1,0,0,1,0,0,0,0,1,0
28346,20000,41,0,0,0,0,0,0,8777,10461,11583,13079,14546,16149,2000,1600,2000,2000,2000,2000,1,0,0,1,0,0,0,1,0,0
27387,120000,43,-1,-1,-2,-1,-1,-1,3972,2809,1021,2311,3868,2980,2816,1021,2321,3868,2980,0,0,0,1,0,0,0,0,1,0,0
15281,290000,31,-2,-2,-2,-2,-2,-2,5307,4739,11495,11214,4084,6348,4739,11527,15537,4873,26348,2306,1,1,0,0,0,0,0,0,1,0
29658,50000,41,0,0,0,0,0,0,49782,50741,48468,39203,28913,26636,1816,1753,1433,990,967,1071,0,0,0,1,0,0,0,1,0,0
6250,10000,27,0,0,0,0,0,0,6691,7723,17734,9081,8877,9261,1142,1286,500,320,529,500,1,0,1,0,0,0,0,0,1,0
14898,360000,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
25207,30000,23,0,0,0,0,0,2,11284,12294,13320,14031,15593,15201,1503,1529,1240,1802,0,707,1,0,1,0,0,0,0,0,1,0
17170,100000,26,0,0,0,0,2,0,6631,7643,8975,11032,10561,10779,1130,1462,2519,0,537,538,1,0,1,0,0,0,0,0,1,0
20489,30000,27,0,0,0,0,0,0,29584,25645,24564,25823,26269,26335,3000,2000,2000,2500,3000,2500,0,0,0,1,0,0,0,0,1,0
2240,380000,45,-1,-1,-1,-1,-2,-1,202,35993,86617,-3450,-3450,3502,37791,86697,0,0,7102,159753,1,1,0,0,0,0,0,1,0,0
20300,130000,59,-1,-1,-1,-1,-1,0,390,2356,1373,390,2746,390,2356,1373,390,2746,0,1570,1,0,0,1,0,0,0,1,0,0
21849,130000,27,-1,0,0,0,0,0,19486,52960,26491,19038,22297,25986,35000,10048,8000,5000,6000,8000,1,1,0,0,0,0,0,0,1,0
24133,130000,29,0,0,0,0,0,0,78337,81029,83032,83362,84592,86027,4000,4200,2912,2500,2300,2500,0,1,0,0,0,0,0,0,1,0
9242,220000,26,0,0,0,0,0,0,52593,65221,73395,81697,57517,58920,15000,10000,10000,5000,1776,10000,1,1,0,0,0,0,0,1,0,0
26865,140000,48,1,2,2,2,2,2,86114,87896,89397,90514,91661,90100,4100,3800,3500,3500,0,6900,0,0,1,0,0,0,0,1,0,0
13075,50000,29,-1,-1,0,0,0,0,1162,37702,32617,28814,16478,25349,37719,1095,2000,10000,13352,10000,0,1,0,0,0,0,0,0,1,0
9202,260000,38,0,0,0,0,0,0,256359,208852,192782,189886,196398,194568,10027,10107,20000,10000,10000,10000,1,1,0,0,0,0,0,1,0,0
19295,360000,41,-1,-1,-1,-1,-1,-1,3640,1436,1114,1917,19588,16666,1436,1114,1917,19588,16666,707,1,0,1,0,0,0,0,0,1,0
22924,20000,37,-1,-1,-1,-1,-1,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,1,0,1,0,0,0,0,1,0,0
29596,160000,36,-2,-2,-2,-2,-2,-2,8700,5159,10550,3566,2453,2673,5183,10670,3576,2460,2680,2484,0,0,1,0,0,0,0,1,0,0
17963,70000,32,0,0,0,0,0,0,71336,70393,131412,63823,52339,40836,3609,2523,2441,3038,2029,70004,0,0,1,0,0,0,0,0,1,0
9722,360000,34,-1,-1,-1,-1,-1,-1,8871,6378,26648,6707,3450,0,6411,26987,6740,3467,0,239400,1,1,0,0,0,0,0,0,1,0
29902,170000,30,0,-1,0,0,0,0,10392,168088,168955,161351,126198,124746,168096,6409,7335,4448,4519,5003,0,0,0,1,0,0,0,0,1,0
10560,20000,30,0,0,0,0,0,0,19149,20221,19812,10717,13534,15298,1392,1201,1000,3000,2000,399,0,0,1,0,0,0,0,0,1,0
11887,360000,35,1,-1,2,0,0,0,0,2819,2600,2800,2800,0,2819,0,200,0,0,0,1,1,0,0,0,0,0,1,0,0
26088,100000,36,2,0,0,0,0,0,100281,100433,99744,101882,101116,97283,5000,5000,7900,4000,4000,30300,1,0,0,1,0,0,0,1,0,0
9350,400000,34,-1,-1,0,-1,-1,0,14986,25772,12621,13983,3378,3770,25772,1500,13983,3378,2000,9353,1,0,1,0,0,0,0,1,0,0
7554,50000,31,1,2,0,0,0,0,18190,12521,14308,14769,15925,15441,0,2000,1000,1542,764,3000,0,0,1,0,0,0,0,0,1,0
6481,50000,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5148,110000,33,1,2,0,0,0,-2,7128,1852,2625,2625,0,0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11941,30000,26,-1,-1,-1,-1,0,0,125,125,125,4671,25871,15222,125,125,4671,25000,3000,2256,1,1,0,0,0,0,0,0,1,0
8278,110000,34,0,0,2,2,2,2,43780,48076,48989,47900,52123,51131,5000,2000,0,5000,0,5000,1,0,1,0,0,0,0,1,0,0
8857,190000,29,1,-1,2,2,2,-1,0,2214,66,66,0,4433,2214,0,0,66,4433,0,0,1,0,0,0,0,0,0,1,0
15049,300000,38,1,-1,0,0,0,0,5256,2491,3523,6355,5055,-445,4000,2000,3000,0,0,0,0,0,1,0,0,0,0,0,1,0
6939,50000,23,-1,-1,-1,-1,-1,-1,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,1,1,0,0,0,0,0,0,1,0
24672,20000,43,0,0,2,0,0,0,13817,15398,15852,16862,17197,17558,1815,1000,1279,614,637,2350,0,0,1,0,0,0,0,0,1,0
28526,90000,32,-1,2,-1,-1,-2,-1,3682,3472,33784,0,0,256,0,33812,0,0,256,3500,1,0,1,0,0,0,0,1,0,0
28261,20000,42,2,3,2,2,2,2,18162,18464,19465,19649,19978,20512,900,1600,800,950,1000,800,1,0,1,0,0,0,0,1,0,0
5199,70000,24,1,2,2,0,0,0,69346,70864,68645,28929,28597,28237,3200,13,1008,1103,1100,850,1,0,0,1,0,0,0,0,1,0
19959,20000,45,0,0,0,2,0,0,17235,18253,20858,20202,18950,17709,1610,3215,0,780,640,1400,1,0,0,1,0,0,0,1,0,0
23130,100000,28,1,2,0,0,0,0,102122,96193,82342,81967,82177,78840,322,3600,3800,3000,3000,3023,1,1,0,0,0,0,0,0,1,0
23677,80000,49,0,0,0,0,0,0,61267,61300,61001,58759,58212,56534,2179,2226,2004,2132,2030,2057,1,0,0,1,0,0,0,1,0,0
22256,500000,29,-2,-2,-2,-2,-2,-2,5024,798,5921,2381,823,801,802,5950,2392,827,805,30435,1,0,0,1,0,0,0,0,1,0
29847,310000,46,-1,-1,-1,-1,-1,-1,15431,10414,21209,91238,18293,14332,10414,21229,91254,18293,14332,15785,0,0,0,0,1,0,0,1,0,0
7100,150000,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,1,0,1,0,0,0,0,0,1,0
14187,240000,41,1,-1,-1,-1,-1,-1,0,40529,3211,9795,11756,12522,40529,3211,9795,11756,12522,6199,1,0,1,0,0,0,0,1,0,0
2678,200000,43,0,0,0,0,0,0,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,1,0,1,0,0,0,0,0,1,0
25495,80000,28,0,0,0,0,0,0,71834,70194,71912,69776,70985,72444,3200,3500,3000,2500,2500,2500,1,0,0,1,0,0,0,0,1,0
7330,360000,27,-2,-2,-2,-2,-2,-2,2459,944,2037,989,2885,989,955,2043,992,2903,992,3153,1,1,0,0,0,0,0,1,0,0
21666,50000,24,0,0,0,0,0,0,34983,34922,37248,30640,16158,0,1700,3000,1200,2000,0,0,1,0,1,0,0,0,0,1,0,0
24996,80000,47,2,2,2,0,0,2,68250,73424,71691,72507,76841,74336,6325,0,2612,5520,0,2998,0,0,1,0,0,0,0,1,0,0
2406,210000,40,0,0,0,0,0,0,201169,210942,214523,138786,140918,144099,16286,10011,5000,6000,6000,6000,1,0,0,1,0,0,0,1,0,0
8845,360000,51,-1,-1,-1,-1,-1,-1,19155,1473,1430,18697,659,781,1473,1430,18740,659,781,1557,1,0,1,0,0,0,0,1,0,0
29429,50000,30,0,0,0,0,0,0,16397,17378,17523,18467,17865,18234,1572,1617,1561,759,779,908,0,0,1,0,0,0,0,0,1,0
18107,420000,36,-1,-1,-1,2,2,2,9464,37856,31429,22483,16437,-2474,40146,23040,63,104,23,50212,0,1,0,0,0,0,0,0,1,0
10263,500000,32,-2,-2,-2,-2,-2,-2,0,0,293,0,0,259,0,293,0,0,259,2621,1,0,1,0,0,0,0,1,0,0
19186,240000,38,-2,-2,-2,-2,-2,-2,34752,30073,24315,3724,28347,11280,30073,24315,3724,28347,11280,31266,1,0,1,0,0,0,0,0,1,0
11142,230000,32,-1,-1,-1,-1,-1,-2,8756,930,8400,1900,0,9198,930,8485,1900,0,9198,0,1,0,0,1,0,0,0,1,0,0
15293,180000,47,-1,-1,-1,-1,-1,0,107,825,7609,825,1650,825,825,7609,825,1650,0,8214,1,0,1,0,0,0,0,1,0,0
23621,210000,44,-2,-2,-2,-2,-2,-2,11771,13462,17706,0,5646,14793,13462,17706,0,5646,14793,7376,1,0,0,1,0,0,0,1,0,0
5927,320000,29,0,0,-2,-1,-1,0,12130,0,0,364,16177,16706,0,0,364,16177,800,650,1,1,0,0,0,0,0,0,1,0
15287,20000,28,-1,2,2,2,-1,-1,5741,5155,5754,5150,858,0,0,2294,0,1056,0,935,1,0,0,1,0,0,0,0,1,0
9418,300000,32,1,2,2,-1,0,0,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0,1,0,0,0,0,0,0,1,0
5711,50000,40,-1,0,0,0,0,0,46616,44515,48510,35774,18261,16644,2005,5000,610,631,634,3000,1,0,1,0,0,0,0,1,0,0
3014,200000,35,-1,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,20878,24325,40265,15159,14079,20878,26716,0,1,0,0,0,0,0,0,1,0
2201,210000,45,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,2000,0,0,0,200,2000,0,0,1,1,0,0,0,0,0,1,0,0
9633,50000,27,0,0,0,0,0,0,46465,47776,47626,45227,29436,10363,2367,1606,1198,1196,343,154,1,0,1,0,0,0,0,0,1,0
7997,230000,38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,1,0,1,0,0,0,0,0,1,0
9317,150000,46,0,0,0,0,0,0,96396,98366,99456,79956,78154,76634,4073,3404,2722,54788,2770,2798,0,0,0,1,0,0,0,1,0,0
17614,80000,30,2,2,2,2,2,2,40654,41687,42719,43018,44013,45058,2000,2000,1300,2000,1900,1900,1,0,0,1,0,0,0,1,0,0
26348,170000,31,-2,-2,-2,-2,-2,-2,757,4319,1489,362,451,620,4319,1499,362,451,620,1400,1,1,0,0,0,0,0,0,1,0
19960,20000,46,1,2,2,-1,0,-1,4426,2735,-211,1863,390,390,0,0,2253,0,390,1735,1,0,1,0,0,0,0,1,0,0
24409,50000,37,0,0,0,0,0,0,37603,38672,39949,40225,25517,20655,2000,2200,1400,1000,1000,1000,0,1,0,0,0,0,0,1,0,0
10768,500000,41,2,0,0,0,0,0,564757,572834,430774,437950,447203,456453,19850,17200,15853,17000,17000,15740,0,1,0,0,0,0,0,1,0,0
10656,360000,30,-2,-2,-2,-2,-2,-2,0,90,0,0,4460,2169,90,0,0,4460,2169,0,1,0,1,0,0,0,0,0,1,0
4229,30000,49,0,0,0,2,0,0,2273,2127,2552,1992,1583,1320,2000,1300,0,0,150,0,1,0,1,0,0,0,0,1,0,0
18957,140000,28,2,2,2,2,2,2,115019,115647,121304,122331,125296,127788,4000,9000,4500,5000,4639,0,1,0,1,0,0,0,0,1,0,0
26545,200000,50,-2,-2,-2,-2,-2,-2,411,453,348,359,672,1620,453,348,359,672,1620,384,1,0,1,0,0,0,0,1,0,0
12414,180000,28,-1,-1,-1,-1,-1,-1,1206,661,1503,1379,1216,1440,661,1512,1379,1216,1440,316,1,0,1,0,0,0,0,1,0,0
14121,200000,32,0,0,0,0,2,0,219146,212111,206307,204787,195475,191626,7950,7700,11800,4000,10000,10000,1,1,0,0,0,0,0,0,1,0
9006,150000,35,2,2,2,2,2,2,144194,145889,146189,146838,148754,150746,6600,5300,5600,5500,5700,5500,0,0,1,0,0,0,0,1,0,0
25343,210000,27,1,-2,-1,-1,-2,-2,0,0,780,0,0,0,0,780,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20256,30000,58,0,0,0,0,0,0,24874,25961,27534,27670,28717,28786,1500,2000,1500,1500,1100,1300,1,0,0,1,0,0,0,0,1,0
14667,80000,57,0,0,0,0,0,0,54211,55348,56477,57601,58807,60300,2007,2047,2060,2133,2469,2493,0,0,1,0,0,0,0,1,0,0
15392,50000,53,0,0,0,0,0,0,46778,47770,49009,50593,20218,20645,1770,2009,2593,1000,752,1017,1,0,0,1,0,0,0,1,0,0
21189,410000,46,-2,-2,-2,-2,-2,-2,8756,1237,11912,4922,766,640,1237,11912,4922,766,640,6171,0,1,0,0,0,0,0,1,0,0
29271,170000,27,-1,-1,-1,-1,0,-1,2697,0,1409,1337,1337,53885,0,1409,1337,0,53885,2000,0,0,1,0,0,0,0,1,0,0
8591,50000,27,2,2,0,0,0,0,94297,49377,41247,9818,9003,9203,5600,1595,505,500,500,659,0,0,1,0,0,0,0,0,1,0
10814,90000,27,-1,-1,-1,-1,-1,-1,1040,3953,6986,868,350,874,3963,6986,868,350,874,548,0,1,0,0,0,0,0,0,1,0
20958,30000,33,0,0,0,0,0,-1,6390,5454,5540,4605,2880,2516,1102,1128,1000,58,2516,3553,0,0,1,0,0,0,0,1,0,0
4845,170000,34,-1,-1,-1,-1,-1,-1,2806,326,676,326,326,326,652,676,326,326,326,1722,0,0,1,0,0,0,0,0,1,0
28420,420000,29,0,0,0,0,0,0,48455,34993,35340,54763,59037,60290,2011,3000,20000,5000,2000,3000,1,0,1,0,0,0,0,1,0,0
25389,410000,28,0,0,0,0,-2,-1,210866,109320,11546,858,0,1117,2444,3056,968,0,1117,0,1,1,0,0,0,0,0,0,1,0
18896,180000,28,-1,-1,-1,-1,-1,-1,300,340,-120,420,460,460,500,0,1000,500,460,610,1,0,1,0,0,0,0,0,1,0
7725,210000,41,1,2,0,0,0,0,149343,145319,86335,69670,59502,119494,0,5000,3600,2000,2000,5000,0,0,1,0,0,0,0,1,0,0
18072,10000,29,1,2,2,2,2,0,8393,9069,8019,5819,5626,5621,1000,2000,1000,0,2000,1000,0,0,1,0,0,0,0,0,1,0
27658,20000,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23734,200000,50,0,0,0,0,0,0,8413,8611,15818,21813,20890,29890,5000,8000,10000,10000,10000,4686,1,0,0,1,0,0,0,1,0,0
10939,260000,29,0,0,0,0,0,0,56380,40882,214941,196242,193177,161731,4121,196000,6020,6330,6032,5000,1,0,1,0,0,0,0,0,1,0
20086,30000,45,-2,-2,-2,-2,-2,-2,0,0,0,0,300,390,0,0,0,300,390,930,1,0,0,1,0,0,0,0,1,0
5953,120000,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2229,170000,38,-1,-1,-1,0,0,-2,521,5360,29271,26511,0,0,6439,29271,0,0,0,2730,1,0,1,0,0,0,0,1,0,0
5245,240000,34,-2,-2,-2,-2,-2,-2,6170,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5081,290000,36,-2,-2,-2,-2,-2,-2,754,-98,-309,63,227,946,0,0,500,590,1045,0,1,0,1,0,0,0,0,1,0,0
2342,290000,50,0,0,0,0,0,0,88713,79214,81301,84033,86513,90056,3459,4000,5000,4000,5000,5000,0,0,1,0,0,0,0,1,0,0
10078,100000,28,0,0,0,0,0,0,95251,98226,98295,100406,100430,101392,5401,3576,3754,3806,3796,4000,1,0,1,0,0,0,0,1,0,0
18701,250000,25,0,0,0,0,0,3,25823,26114,27446,28371,4715,4358,1500,1575,1500,1000,0,0,1,0,1,0,0,0,0,0,1,0
23338,200000,36,1,2,2,2,2,2,73459,76308,78669,75995,79781,81533,4500,4000,0,5500,3000,0,1,0,1,0,0,0,0,0,1,0
25162,130000,30,2,3,2,2,0,0,9123,8830,9533,10220,10353,10636,0,1000,1000,600,600,400,1,1,0,0,0,0,0,0,1,0
17462,190000,46,0,0,0,0,0,0,140626,114690,110884,111200,87619,92418,8000,5000,12028,5000,10418,5000,1,0,1,0,0,0,0,1,0,0
11666,150000,48,1,2,0,0,2,0,144837,141815,143704,151572,149807,153088,0,5000,9500,0,5005,6010,0,0,1,0,0,0,0,1,0,0
7132,150000,35,0,0,0,0,0,0,160292,153981,129725,103050,54447,46943,6100,5100,4200,1900,1600,1500,0,1,0,0,0,0,0,1,0,0
17819,20000,25,0,0,0,-2,-2,-2,17584,20000,0,0,0,0,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
428,70000,27,0,0,0,0,0,0,70119,68536,66601,29401,28949,29795,3600,1646,600,28468,1327,1000,0,1,0,0,0,0,0,0,1,0
29883,420000,34,0,0,0,0,0,0,454391,466810,483277,479800,489200,489200,20000,24000,11000,10000,0,11000,0,1,0,0,0,0,0,1,0,0
22291,30000,32,0,0,0,2,0,0,27395,25947,30473,27940,28397,29009,2000,5303,0,1200,1200,1200,1,0,0,1,0,0,0,1,0,0
8777,70000,24,-1,0,0,0,0,0,28059,17712,18642,20011,19147,19056,2000,3000,3000,2000,2000,3668,1,1,0,0,0,0,0,0,1,0
13557,130000,28,0,0,0,0,0,0,31283,32045,28974,23386,23958,24740,1900,1500,1000,1100,1337,1500,1,1,0,0,0,0,0,0,1,0
28412,340000,29,0,-1,-1,-1,0,0,43733,16584,16498,100928,26083,20214,16787,16514,100940,20229,25,8,1,0,1,0,0,0,0,0,1,0
843,110000,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,300,102,1,0,1,0,0,0,0,0,1,0
24165,80000,29,4,3,2,2,2,2,12237,11756,11281,12785,12283,13184,0,0,2000,0,1100,0,0,0,1,0,0,0,0,1,0,0
5551,20000,40,1,2,2,0,0,0,15919,16939,16374,16604,16837,17357,1570,0,800,650,800,1000,0,0,1,0,0,0,0,1,0,0
14303,20000,27,0,0,0,3,2,0,6599,9315,19067,18472,18037,18487,3000,10000,0,0,900,2000,0,0,1,0,0,0,0,1,0,0
