,rid,vid,owner,address,zip
847,T5600,5600,"TAXI MEDALLION GROUP, LLC SERIES 31",4175 N. ELSTON AVE.,60618
848,T4295,4295,SNOWCAT TAXI LLC,2532 W. WARREN BLVD.,60612
849,T6083,6083,AASIA ENTERPRISES INC,2532 W. WARREN BLVD.,60612
850,T4432,4432,TURBINA TRANS INC,2601 W. PETERSON AVE.,60659
851,T4203,4203,ROSEL B CAB,9696 W. FOSTER AVE.,60656
852,T4614,4614,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
853,T1336,1336,SAIYED CAB CO,9696 W. FOSTER AVE.,60656
854,T5919,5919,KOWSAR TAXI CORP,6550 N. CLARK ST.,60626
855,T3751,3751,"BSB TRANS, INC.",2601 W. PETERSON AVE.,60659
856,T2952,2952,TABU TAXI CORP.,4118 W. LAWRENCE AVE.,60630
857,T1041,1041,T & R CAB CO,9696 W. FOSTER AVE.,60656
858,T900,900,"TAXI MEDALLION GROUP,LLC-SERIES XIX",4175 N. ELSTON AVE.,60618
859,T4825,4825,DXPB LLC,9696 W. FOSTER AVE.,60656
860,T752,752,BADU COMPANY INC,3351 W. ADDISON ST.,60618
861,T4826,4826,"LUCKY SEVEN CHICAGO TWO, INC.",2617 S. WABASH AVE.,60616
862,T1461,1461,SKAMPA INC.,2601 W. PETERSON AVE.,60659
863,T2723,2723,SIKA INC.,2601 W. PETERSON AVE.,60659
864,T4985,4985,MIR HUSSAIN CAB CORP,6550 N. CLARK ST.,60626
865,T5942,5942,ABDI ALI NUGAAL CO.,3351 W. ADDISON ST.,60618
866,T811,811,"SHAUN LOVES CHICAGO, INC.",2617 S. WABASH AVE.,60616
867,T2339,2339,ASSETS INVESTMENT INC,3302 W. GLENLAKE AVE.,60659
868,T4886,4886,"HANNA CAB, INC.",6550 N. CLARK ST.,60626
869,T2207,2207,MASKAB INC,2028 W. CONCORD PL.,60647
870,T4023,4023,TRI STATE CAB CORP.,3351 W. ADDISON ST.,60618
871,T2920,2920,TEGORBA CAB CORP,6550 N. CLARK ST.,60626
872,T6107,6107,STEFANIE AND ANDREW CAB CORP.,3351 W. ADDISON ST.,60618
873,T4913,4913,MBD CAB CO,3351 W. ADDISON ST.,60618
874,T3425,3425,SOMOZA EDOUARD,1341 W. THORNDALE AVE.,60660
875,T1800,1800,AD & GIU EXPRESS CORP.,9696 W. FOSTER AVE.,60656
876,T4015,4015,ST MICHAEL CORP,6550 N. CLARK ST.,60626
877,T5928,5928,SENAIT AND YOSEIF CAB CORP.,5416 N. BROADWAY ST.,60640
878,T1134,1134,CRAZY JEFFREY CAB CORP,2617 S. WABASH AVE.,60616
879,T5399,5399,MIDWEST RIDE INC,5416 N. BROADWAY,60640
880,T5289,5289,SUAD & DEAN INC,6550 N. CLARK ST.,60626
881,T4205,4205,IMAGE TAXICAB INC,3351 W. ADDISON ST.,60618
882,T3469,3469,YAQEEN CAB CO,2202 N. ROCKWELL ST.,60647
883,T1231,1231,FAST CAB COMPANY,4175 N. ELSTON AVE.,60618
884,T5386,5386,"SHWAIKI, INC.",4118 W. LAWRENCE AVE.,60630
885,T2656,2656,LYLE CAB COMPANY,4626 W. CORNELIA AVE.,60641
886,T2439,2439,SURANI INC,2601 W. PETERSON AVE.,60659
887,T697,697,NECT 32 LLC,6500 N. WESTERN AVE.,60645
888,T791,791,MUNICH TAXI LLC,4536 N. ELSTON AVE.,60630
889,T5838,5838,"FRANCIS KING BOAT, INC.",3351 W. ADDISON ST.,60618
890,T3581,3581,TITO'S TAXI CO,8001 S. DR MARTIN LUTHER KING JR DR.,60619
891,T3702,3702,RAMA TAXI CORP.,5416 N. BROADWAY,60640
892,T1203,1203,OZITO CORP,9696 W. FOSTER AVE.,60656
893,T5074,5074,AHZMI INC,5765 N. LINCOLN AVE.,60659
894,T2168,2168,K BAKALOV CAB CO.,6500 N. WESTERN AVE.,60645
895,T4158,4158,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
896,T1720,1720,KASHIF INC.,3351 W. ADDISON ST.,60618
897,T6438,6438,"HABTOM, INC",6550 N. CLARK ST.,60626
898,T2227,2227,R & A CAB INC,2601 W. PETERSON AVE.,60659
899,T5824,5824,SELAM TAXI CORP.,6550 N. CLARK ST.,60626
900,T5491,5491,WESTERN GREEN CAB CO,9696 W. FOSTER AVE.,60656
901,T5363,5363,AMEEN CAB INC.,2945 W. PETERSON AVE.,60659
902,T3429,3429,ORANGE CAB CO,3351 W. ADDISON ST.,60618
903,T4360,4360,WAHIDA CORP.,4118 W. LAWRENCE AVE.,60630
904,T3308,3308,JFK TRANSPORT SERVICE  INC,9696 W. FOSTER AVE.,60656
905,T6436,6436,TAXI MEDALLION GROUP LLC - SERIES 33,4175 N. ELSTON AVE.,60618
906,T6157,6157,ADE TAXI CORP,3351 W. ADDISON ST.,60618
907,T3618,3618,"KUKULU TRAVEL, INC.",6550 N. CLARK ST.,60626
908,T2327,2327,ANAM ENTERPRISES INC,9696 W. FOSTER AVE.,60656
909,T3367,3367,M NOOR LLC,6510 N. MOZART ST.,60645
910,T6645,6645,SLOBOMIR KAPUR CORP,9696 W. FOSTER AVE.,60656
911,T1400,1400,"SUFIAN, INC.",3351 W. ADDISON ST.,60618
912,T3802,3802,ITHAKA CAB CORP,2945 W. PETERSON AVE.,60659
913,T4260,4260,4260 CAB CORPORATION,2800 W. PETERSON AVE.,60659
914,T4599,4599,JADE AND JUDY INC,4626 W. CORNELIA AVE.,60641
915,T6439,6439,DANKUR INC.,6550 N. CLARK ST.,60626
916,T6328,6328,NANEFFE INC.,4626 W. CORNELIA AVE.,60641
917,T3493,3493,RAS CAB CO,3351 W. ADDISON ST.,60618
918,T4814,4814,TAXI MEDALLION GROUP LLC SERIES 27,4175 N. ELSTON AVE.,60618
919,T4387,4387,LM CAB INC.,9696 W. FOSTER AVE.,60656
920,T3782,3782,FARINA CAB INC,2601 W. PETERSON AVE.,60659
921,T5040,5040,CHATHA ENTERPRISES INC,4626 W. CORNELIA AVE.,60641
922,T1944,1944,LIGHT BREEZE CAB CORP.,2617 S. WABASH AVE.,60616
923,T506,506,13C TAXI INC,3351 W. ADDISON ST.,60618
924,T4117,4117,SENAIT MEBRAHTU,6221 N. SPRINGFIELD AVE.,60659
925,T5186,5186,ASK TEHRAN CAB CO.,9696 W. FOSTER AVE.,60656
926,T6903,6903,TRI STATE CAB CORP.,3351 W. ADDISON ST.,60618
927,T6919,6919,BIBLIAN TAXI INC.,2601 W. PETERSON AVE.,60659
928,T4398,4398,J K T CAB CO,4020 W. GLENLAKE AVE.,60646
929,T5813,5813,"TAXI MEDALLION GROUP, LLC - SERIES I",4175 N. ELSTON AVE.,60618
930,T2483,2483,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
931,T2010,2010,KALIB 2010 INC.,6255 N. MAPLEWOOD AVE.,60659
932,T157,157,D & G CAB CORP,2617 S. WABASH AVE.,60616
933,T984,984,NECT 39 LLC,6500 N. WESTERN AVE.,60645
934,T830,830,SKYVIEW CAB CORP.,3351 W. ADDISON ST.,60618
935,T6067,6067,MANAL INC,2601 W. PETERSON AVE.,60659
936,T2417,2417,ARSEE CAB CO,4626 W. CORNELIA AVE.,60641
937,T3457,3457,ELBA INC,850 W. EASTWOOD AVE.,60640
938,T4561,4561,IL 5 CORP.,3801 N. ELSTON AVE.,60618
939,T1095,1095,CHICAGO MEDALLION SIX LLC.,9696 W. FOSTER AVE.,60656
940,T4854,4854,RABIA 2018 INC.,9696 W. FOSTER AVE.,60656
941,T4898,4898,E & E TAXI COMPANY,9696 W. FOSTER AVE.,60656
942,T2246,2246,ORREGO CORPORATION,4626 W. CORNELIA AVE.,60641
943,T1272,1272,SINGH TAXI CO,9696 W. FOSTER AVE.,60656
944,T5081,5081,TAKOR & CO. LTD,3351 W. ADDISON ST.,60618
945,T4343,4343,SEKHON TRANSIT INC,3351 W. ADDISON ST.,60618
946,T364,364,NECT 31 LLC,6500 N. WESTERN AVE.,60645
947,T11,11,ZUBI INC.,3351 W. ADDISON ST.,60618
948,T3876,3876,KSR CAB INC.,4536 N. ELSTON AVE.,60630
949,T5453,5453,ARUBA & HUMAYUN INC.,3351 W. ADDISON ST.,60618
950,T5768,5768,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
951,T1500,1500,VICTORY VENTURES CORP,3351 W. ADDISON ST.,60618
952,T4188,4188,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
953,T234,234,JNJJ.RASCON INC,9696 W. FOSTER AVE.,60656
954,T6047,6047,S & R TAXI CO,3351 W. ADDISON ST.,60618
955,T6499,6499,POSEIDON CAB CORP,2945 W. PETERSON AVE.,60659
956,T2976,2976,BELL CAB CO,9696 W. FOSTER AVE.,60656
957,T2224,2224,"BOLAKO, INC",2601 W. PETERSON AVE.,60659
958,T4542,4542,4542 TAXI INC,4118 W. LAWRENCE AVE.,60630
959,T6378,6378,POTALA CAB COMPANY,4626 W. CORNELIA AVE.,60641
960,T2242,2242,SUSU TAXI INC,3351 W. ADDISON ST.,60618
961,T4393,4393,IL 5 CORP.,3801 N. ELSTON AVE.,60618
962,T1172,1172,SOUTHWEST CAB INC.,9696 W. FOSTER AVE.,60656
963,T4856,4856,ABDELKADER BOUABDALLAOUI,5242 W. MONTROSE AVE.,60641
964,T5708,5708,EDEN KELETA CAB CORP,6550 N. CLARK ST.,60626
965,T3052,3052,ACCURATE TAXI INC,4626 W. CORNELIA AVE.,60641
966,T3211,3211,PARAMJIT ENTERPRISES INC,3351 W. ADDISON ST.,60618
967,T1942,1942,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
968,T3592,3592,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
969,T3591,3591,CHUKS CAB CORPORATION,5765 N. LINCOLN AVE.,60659
970,T5580,5580,SUPER AMERICA CAB COMPANY,9696 W. FOSTER AVE.,60656
971,T551,551,NECT 48 LLC,6500 N. WESTERN AVE.,60645
972,T2134,2134,FIRST CIVIC CORP,9696 W. FOSTER AVE.,60656
973,T6323,6323,OYIME INVESTMENT CORPORATION,3351 W. ADDISON ST.,60618
974,T4132,4132,RUFINO RODRIGUEZ,3403 W. BEACH AVE.,60651
975,T6933,6933,SANTORINI THREE CAB CORP.,4536 N. ELSTON AVE.,60630
976,T4748,4748,ABNER GORDON INC,4118 W. LAWRENCE AVE.,60630
977,T3957,3957,BORHAN INC,2800 W. PETERSON AVE.,60659
978,T272,272,C K A CORP,3351 W. ADDISON ST.,60618
979,T5330,5330,W TAXI INC.,3351 W. ADDISON ST.,60618
980,T3372,3372,"CALI CAB, INC.",3351 W. ADDISON ST.,60618
981,T6007,6007,BAZZ INC.,4626 W. CORNELIA AVE.,60641
982,T5532,5532,"REX 6, INC.",6500 N. WESTERN AVE.,60645
983,T5765,5765,BRIGHT TAXICAB INC.,2601 W. PETERSON AVE.,60659
984,T5773,5773,FOUR STAR TAXI CORP.,4536 N. ELSTON AVE.,60630
985,T1450,1450,"TAXI MEDALLION GROUP, LLC - SERIES I",4175 N. ELSTON AVE.,60618
986,T4245,4245,NEW PISCES INC.,6500 N. WESTERN AVE.,60645
987,T5794,5794,FNB CORP,9696 W. FOSTER AVE.,60656
988,T6106,6106,SCOTT F MADSON,4626 W. CORNELIA AVE.,60641
989,T41,41,NECT 19 LLC,6500 N. WESTERN AVE.,60645
990,T2877,2877,EDEN CAB CO INC,4626 W. CORNELIA AVE.,60641
991,T4931,4931,ARMITAGE TAXI LLC,4536 N. ELSTON AVE.,60630
992,T2925,2925,LEMAJ INC,2800 W. PETERSON ST.,60618
993,T5563,5563,ANS TAXI INC,5416 N. BROADWAY,60640
994,T2764,2764,BOK RYE LEE,3521 N. SOUTHPORT AVE.,60657
995,T3650,3650,CITY TAXI INC.,4536 N. ELSTON AVE.,60630
996,T2213,2213,HAN'S CAB CO.,4020 W. GLENLAKE AVE.,60646
997,T2957,2957,SYED M ZAIDI,6236 N. RICHMOND ST.,60659
998,T1555,1555,CH. TAXI I CORP.,3351 W. ADDISON ST.,60618
999,T285,285,DANKUR INC.,6550 N. CLARK ST.,60626
1000,T2436,2436,"I & B MIDWEST ENTERPRISE, INC.",2617 S. WABASH AVE.,60616
1001,T2082,2082,KAZANLAK CAB CO,4020 W. GLENLAKE AVE.,60646
1002,T1795,1795,VOHRA ENTERPRISES INC,5200 N. OTTO AVE.,60656
1003,T3822,3822,THE HIGHSIERRA INC,4118 W. LAWRENCE AVE.,60630
1004,T4164,4164,REX 3 INC.,6500 N. WESTERN AVE.,60630
1005,T6289,6289,WICKER PARK CAB LLC,4536 N. ELSTON AVE.,60630
1006,T2742,2742,SHAYAN CAB CO,9696 W. FOSTER AVE.,60656
1007,T6959,6959,JEEG CAB CORPORATION,9696 W. FOSTER AVE.,60656
1008,T958,958,NECT 47LLC,6500 N. WESTERN AVE.,60645
1009,T1999,1999,ANTISAMOS CAB CO,2945 W. PETERSON AVE.,60659
1010,T1074,1074,SOHA TAXI INC,4118 W. LAWRENCE AVE.,60630
1011,T4383,4383,AL BURRAQ INC,2601 W. PETERSON AVE.,60659
1012,T1311,1311,AOTMID CORP.,3351 W. ADDISON ST.,60618
1013,T4679,4679,RUKH CAB CO,9696 W. FOSTER AVE.,60656
1014,T1840,1840,"J.R.J. EXPRESS, INC.",4118 W. LAWRENCE AVE.,60630
1015,T2354,2354,DOLPHIN CAB INC,6311 N. TALMAN AVE.,60659
1016,T4810,4810,"COKAB, INC.",9696 W. FOSTER AVE.,60656
1017,T2200,2200,STENO CAB CO,6550 N. CLARK ST.,60626
1018,T4112,4112,WESMOLAND INC,2028 W. CONCORD PL.,60647
1019,T4258,4258,4258 TAXI CORP.,4626 W. CORNELIA AVE.,60641
1020,T3919,3919,G A F A CAB CO,3351 W. ADDISON ST.,60618
1021,T5273,5273,ABREHET GEBREHIWOT,6550 N. CLARK ST.,60626
1022,T5879,5879,JAWAID SIDDIQI CORP,3351 W. ADDISON ST.,60618
1023,T6068,6068,S.K.F. CORPORATION,3351 W. ADDISON ST.,60618
1024,T3011,3011,JBL CAB INC,1914 W. PRATT BLVD.,60626
1025,T6319,6319,AC MILAN CORP.,9696 W. FOSTER AVE.,60656
1026,T4122,4122,IYASSU INC,6550 N. CLARK ST.,60626
1027,T445,445,SAHER CAB CO,3351 W. ADDISON ST.,60618
1028,T5328,5328,NORTH KING CAB COMPANY,4626 W. CORNELIA AVE.,60641
1029,T2421,2421,SINGH USA INC.,4118 W. LAWRENCE AVE.,60630
1030,T4942,4942,SUNLIGHT CAB CO,6500 N. WESTERN AVE.,60645
1031,T1928,1928,NEW AMSTERDAM LEASING CORP.,3351 W. ADDISON ST.,60618
1032,T6322,6322,ALIKHLAS INC,3351 W. ADDISON ST.,60618
1033,T2371,2371,NEXTGEN TAXI I INC,9696 W. FOSTER AVE.,60656
1034,T2052,2052,"ADRIANA TAXI CAB, CO",3351 W. ADDISON ST.,60618
1035,T2084,2084,VEGAS CORP,4626 W. CORNELIA AVE.,60641
1036,T3094,3094,G L B CAB CO,510 W. BELMONT AVE.,60657
1037,T3531,3531,DIANA MANAGEMENT LLC,4536 N. ELSTON AVE.,60630
1038,T5590,5590,"TAXI MEDALLION GROUP, LLC SERIES 31",4175 N. ELSTON AVE.,60618
1039,T6826,6826,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
1040,T6565,6565,O'KSONS HOLDINGS COMPANY,6550 N. CLARK ST.,60626
1041,T729,729,NECT 32 LLC,6500 N. WESTERN AVE.,60645
1042,T5354,5354,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
1043,T2317,2317,FIZZA INC.,4020 W. GLENLAKE AVE.,60646
1044,T4594,4594,SURROO INC,3351 W. ADDISON ST.,60618
1045,T968,968,Z & M RIDE INC,9696 W. FOSTER AVE.,60656
1046,T3893,3893,ACUOMA INC,2601 W. PETERSON AVE.,60659
1047,T1802,1802,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
1048,T1225,1225,CASA BOUSSIF INC.,2601 W. PETERSON AVE.,60659
1049,T6832,6832,FILE ZANI CORP.,2601 W. PETERSON AVE.,60659
1050,T6740,6740,KRUSHA & ANERI INC.,4626 W. CORNELIA AVE.,60641
1051,T839,839,"TRANS EURO, INC.",3351 W. ADDISON ST.,60618
1052,T4663,4663,ADAM INC.,9696 W. FOSTER AVE.,60656
1053,T675,675,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
1054,T4321,4321,WESTERN CAB CO,3351 W. ADDISON ST.,60618
1055,T5416,5416,"KABHER, CORP.",2601 W. PETERSON AVE.,60659
1056,T2824,2824,CHIGO-BENIN LLC,2242 W. FARWELL AVE.,60645
1057,T4639,4639,MIKAURY TAXI CORP.,9696 W. FOSTER AVE.,60656
1058,T5641,5641,ARMITAGE TAXI LLC,4536 N. ELSTON AVE.,60630
1059,T2017,2017,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
1060,T595,595,SHIIL TRANSPORTATION CORP.,6108 N. ROCKWELL ST.,60659
1061,T2112,2112,SAIM SARWAR CORP.,3351 W. ADDISON ST.,60618
1062,T2924,2924,SARATOGA TAXI LLC,4536 N. ELSTON AVE.,60630
1063,T150,150,MCCAB VI CORP.,4626 W. CORNELIA AVE.,60641
1064,T1218,1218,KYEREMAACHAKUS INC,3351 W. ADDISON ST.,60618
1065,T319,319,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
1066,T4304,4304,SEKHON CAB CO INC,3351 W. ADDISON ST.,60618
1067,T1180,1180,MAB CAB CO,4118 W. LAWRENCE AVE.,60630
1068,T4833,4833,JIWANI INC,2532 W. WARREN BLVD.,60612
1069,T61,61,HASRA CORP,3351 W. ADDISON ST.,60618
1070,T1479,1479,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
1071,T6205,6205,CHOICE ENTERPRISE INC.,6550 N. CLARK AVE.,60626
1072,T6688,6688,"REX 6, INC.",6500 N. WESTERN AVE.,60645
1073,T6750,6750,TAXI MEDALLION GROUP LLC-SERIES 37,4175 N. ELSTON AVE.,60618
1074,T2335,2335,BANGA CAB CO.,4626 W. CORNELIA AVE.,60641
1075,T2364,2364,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
1076,T6545,6545,ERI TRANS INC.,4626 W. CORNELIA AVE.,60641
1077,T4650,4650,MILOS CAB CORP,2945 W. PETERSON AVE.,60659
1078,T5203,5203,H & S CERTIFIED INC,3351 W. ADDISON ST.,60618
1079,T6459,6459,ALI PRINCE INC.,4118 W. LAWRENCE AVE.,60630
1080,T674,674,DANIELLA CAB CORP.,2617 S. WABASH AVE.,60616
1081,T6140,6140,LEMLEM EXPRESS INC.,6550 N. CLARK ST.,60626
1082,T1449,1449,OIA CAB CORP.,4536 N. ELSTON AVE.,60630
1083,T825,825,NECT 34 LLC,6500 N. WESTERN AVE.,60645
1084,T1340,1340,SAMSOL INTERNATIONAL INC.,2601 W. PETERSON AVE.,60659
1085,T1025,1025,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
1086,T6429,6429,YELLOWSTONE CAB CORP,2601 W. PETERSON AVE.,60659
1087,T196,196,DAMMA CAB CORP,2617 S. WABASH AVE.,60616
1088,T6193,6193,AQRAMAR TAXI INC.,4301 W. MONTROSE AVE.,60641
1089,T4319,4319,METRO GLOBAL INC,2945 W. PETERSON AVE.,60659
1090,T2451,2451,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
1091,T4941,4941,ONE CHATHA INC,3351 W. ADDISON ST.,60618
1092,T3038,3038,MECHAL TAXI CORP.,6550 N. CLARK ST.,60626
1093,T6894,6894,BBDR EXPRESS INC,5416 N. BROADWAY,60640
1094,T1390,1390,MOON EXPRESS INC,4626 W. CORNELIA AVE.,60641
1095,T3234,3234,GS CAB CO.,4020 W. GLENLAKE AVE.,60646
1096,T6729,6729,SAMOS CAB CORP,2945 W. PETERSON AVE.,60659
1097,T2800,2800,ALTHERAS CAB CORP,2945 W. PETERSON AVE.,60659
1098,T4278,4278,TAXI MEDALLION GROUP LLC SERIES X,4175 N. ELSTON AVE.,60618
1099,T6428,6428,CHICAGO MEDALLION FIVE LLC,9696 W. FOSTER AVE.,60656
1100,T1404,1404,WE CAB CO.,2945 W. PETERSON AVE.,60659
1101,T6454,6454,LIKISI INC.,4020 W. GLENLAKE AVE.,60646
1102,T171,171,TRIBECA CAB CORP,4536 N. ELSTON AVE.,60630
1103,T6553,6553,SPEEDY CAB CORP.,9696 W. FOSTER AVE.,60656
1104,T5929,5929,CHOICE EXPRESS CORP,6550 N. CLARK ST.,60626
1105,T5319,5319,"CHICAGO POLO VIII, INC.",2617 S. WABASH AVE.,60616
1106,T2292,2292,G.F.G. CAB CO,9696 W. FOSTER AVE.,60656
1107,T2778,2778,"SHATARAT CAB, INC.",9696 W. FOSTER AVE.,60656
1108,T5552,5552,ZEEMAAN CORP.,9696 W. FOSTER AVE.,60656
1109,T792,792,"CHICAGO POLO XI, INC.",2617 S. WABASH AVE.,60616
1110,T2352,2352,NEXTGEN TAXI I INC,9696 W. FOSTER AVE.,60656
1111,T4382,4382,BALACH & SHATAJ CAB CO,9696 W. FOSTER AVE.,60656
1112,T1126,1126,AKAL TRANSPORT CORP,4020 W. GLENLAKE AVE.,60646
1113,T1308,1308,YC22 LLC,3351 W. ADDISON ST.,60618
1114,T1596,1596,CHEVRON TAXI INC,3351 W. ADDISON ST.,60618
1115,T4125,4125,SKY CAB CORP,3351 W. ADDISON ST.,60618
1116,T1209,1209,"CHICAGO POLO X, INC.",2617 S. WABASH AVE.,60616
1117,T3096,3096,BIG CITY TAXI CORP.,4536 N. ELSTON AVE.,60630
1118,T1729,1729,RKJ CAB CO,4020 W. GLENLAKE AVE.,60646
1119,T5017,5017,RANA CAB INC,2601 W. PETERSON AVE.,60659
1120,T976,976,NECT 38 LLC,6500 N. WESTERN AVE.,60645
1121,T4234,4234,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
1122,T4740,4740,KOKOB CAB CO.,2601 W. PETERSON AVE.,60659
1123,T5146,5146,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
1124,T2726,2726,SAFE CAB COMPANY,4020 W. GLENLAKE AVE.,60646
1125,T5557,5557,LAGOS & NIGER EXPRESS CORP,2601 W. PETERSON AVE.,60616
1126,T867,867,GSI TRAVELS CORP.,3351 W. ADDISON ST.,60618
1127,T2540,2540,"I & B MIDWEST ENTERPRISE, INC.",2617 S. WABASH AVE.,60616
1128,T4127,4127,EEL TAXI CORP.,4118 W. LAWRENCE AVE.,60630
1129,T2856,2856,1 SUPER STAR CAB CO,4626 W. CORNELIA AVE.,60641
1130,T6706,6706,WHATEVER CAB CO,2617 S. WABASH AVE.,60616
1131,T4223,4223,GUL CAB CORP,3351 W. ADDISON ST.,60618
1132,T172,172,IL 8 CORP,3801 N. ELSTON AVE.,60618
1133,T4406,4406,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
1134,T5950,5950,P.K. CAB CO.,3351 W. ADDISON ST.,60618
1135,T3766,3766,LISTERVEN INC,9696 W. FOSTER AVE.,60656
1136,T1098,1098,TAXI FOR LESS INC,2800 W. PETERSON AVE.,60659
1137,T1036,1036,NECT 42 LLC,6500 N. WESTERN AVE.,60645
1138,T4532,4532,IONION TAXI SERVICE INC,9696 W. FOSTER AVE.,60656
1139,T1603,1603,RYAN CAB CO,4640 N. SHERIDAN RD.,60640
1140,T5396,5396,TAXI MEDALLIONGROUP LLCSERIESXXIX,3351 W. ADDISON ST.,60618
1141,T5365,5365,BLESSING INC,5200 N. OTTO AVE.,60656
1142,T4732,4732,MAUDE LAMY,1528 W. ESTES AVE.,60626
1143,T1846,1846,J K T CAB CO,4020 W. GLENLAKE AVE.,60646
1144,T5924,5924,3860 TAXI CORP,6550 N. CLARK ST.,60626
1145,T101,101,J.B. 'S TAXI INC.,4626 W. CORNELIA AVE.,60641
1146,T3558,3558,K & I ENTERPRISES INC,3351 W. ADDISON ST.,60618
1147,T4460,4460,BELKIDS TAXI LLC,3351 W. ADDISON ST.,60618
1148,T6108,6108,M & A TAXI CORPORATION,9696 W. FOSTER AVE.,60656
1149,T2414,2414,NEW WINDY CITY TAXI INC,3351 W. ADDISON ST.,60618
1150,T760,760,LUXURY RIDES LLC,2532 W. WARREN BLVD.,60612
1151,T5973,5973,AKS CAB CO,4626 W. CORNELIA AVE.,60641
1152,T5166,5166,MANZANAREZ INC,2945 W. PETERSON AVE.,60659
1153,T1960,1960,AMPLE SUN CAB CORP.,2617 S. WABASH AVE.,60616
1154,T528,528,N & F INC,2601 W. PETERSON AVE.,60659
1155,T6138,6138,BRANDON INC.,4118 W. LAWRENCE AVE.,60630
1156,T4904,4904,JOLY CAB CO,9696 W. FOSTER AVE.,60656
1157,T3375,3375,A V CAB CORP,9696 W. FOSTER AVE.,60656
1158,T5792,5792,TAXI MEDALLION GROUP LLC SERIES IX,4175 N. ELSTON AVE.,60618
1159,T6569,6569,BURNEY INC,4020 W. GLENLAKE AVE.,60646
1160,T988,988,LAKEFRONT TAXI INC.,3351 W. ADDISON,60618
1161,T2467,2467,SUNSET TAXI CORP,5242 W. MONTROSE AVE.,60641
1162,T3807,3807,FAST CAB COMPANY,4175 N. ELSTON AVE.,60618
1163,T1238,1238,YC21 LLC,3351 W. ADDISON ST.,60618
1164,T3483,3483,AYACH INC,3351 W. ADDISON ST.,60618
1165,T4733,4733,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
1166,T6419,6419,ARBAB INC.,5200 N. OTTO AVE.,60656
1167,T2205,2205,SHABERA CORP,9696 W. FOSTER AVE.,60656
1168,T4014,4014,TAXI MEDALLION GROUP LLC SERIES XIV,4175 N. ELSTON AVE.,60618
1169,T6668,6668,SAJA CORPORATION,3351 W. ADDISON ST.,60618
1170,T5707,5707,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
1171,T3767,3767,MORAN TAXI INC,3351 W. ADDISON ST.,60618
1172,T5599,5599,EXPERIENCE CHICAGO INC.,4626 W. CORNELIA AVE.,60641
1173,T4256,4256,NECT 5 INC,6500 N. WESTERN AVE.,60645
1174,T4761,4761,"GARDEN CITY, INC.",2601 W. PETERSON AVE.,60659
1175,T3598,3598,BELICAGO TAXI LLC,3351 W. ADDISON ST.,60618
1176,T5005,5005,C K A CORP,3351 W. ADDISON ST.,60618
1177,T284,284,CHICAGO SKY TAXI INC,3351 W. ADDISON ST.,60618
1178,T2981,2981,MOHAN S MALLHI,2173 N. MOODY AVE.,60639
1179,T2076,2076,GOLEMI TRANS INC,2601 W. PETERSON AVE.,60659
1180,T5450,5450,STEPHEN OMOFONMWAN,2800 W. PETERSON RD.,60659
1181,T5312,5312,MRS. TAXI INC,3351 W. ADDISON ST.,60618
1182,T1255,1255,YC21 LLC,3351 W. ADDISON ST.,60618
1183,T4546,4546,KHAWACHAN TRANS  INC,2601 W. PETERSON AVE.,60659
1184,T5860,5860,LUCKY SEVEN CHICAGO THREE INC.,2617 S. WABASH AVE.,60616
1185,T3806,3806,"NOORAMZI, INC.",2532 W. WARREN BLVD.,60612
1186,T3045,3045,JAGANJAC TAXI CORP,6550 N. CLARK ST.,60626
1187,T2486,2486,KAHSAY CAB CORP.,2601 W. PETERSON AVE.,60659
1188,T5954,5954,AUGUST CAB CORP.,2617 S. WABASH AVE.,60616
1189,T416,416,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
1190,T4699,4699,BAROMETER II HACKING CORP.,2617 S. WABASH AVE.,60616
1191,T868,868,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,60630
