id,title,popularity,release_date
206412,Lisa Picard Is Famous,0.6900890000000001,2000-05-14
70,Million Dollar Baby,70.456012,2004-12-15
10040,Miss Congeniality 2: Armed and Fabulous,19.998581,2005-03-11
73567,Killer Joe,16.436177999999998,2011-09-10
1735,The Mummy: Tomb of the Dragon Emperor,60.034162,2008-07-01
19495,Nomad: The Warrior,8.212017999999999,2005-07-17
25678,American Ninja 2: The Confrontation,5.061107,1987-05-01
18,The Fifth Element,109.528572,1997-05-07
117263,Olympus Has Fallen,59.428222999999996,2013-03-20
14578,Outside Providence,2.627232,1999-08-16
5902,A Bridge Too Far,20.256570999999997,1977-06-15
17994,Witchboard,7.151153999999999,1986-12-31
11,Star Wars,126.393695,1977-05-25
270487,"Hail, Caesar!",39.006187,2016-02-05
13600,City of Ember,23.465539,2008-10-07
8998,Friends with Money,11.885221000000001,2006-09-07
157847,Joe,22.987897,2014-04-11
2669,The Bounty,7.436491,1984-05-04
309809,The Little Prince,35.384423,2015-07-29
14324,Virgin Territory,6.760922,2007-12-17
23398,Alvin and the Chipmunks: The Squeakquel,29.412262,2009-12-21
27686,State Fair,1.847822,1945-08-29
854,The Mask,85.30318,1994-07-29
82700,After Earth,42.840582,2013-05-30
27723,Psycho Beach Party,2.855963,2000-08-06
11545,Rushmore,18.289303,1998-09-17
325123,Teeth and Blood,0.055325,2015-03-10
9336,Police Academy,15.002502,1984-03-22
271185,Ask Me Anything,8.976128,2014-04-19
15208,Bathory: Countess of Blood,2.500218,2008-07-04
13596,My Best Friend's Girl,17.145287,2008-09-19
46829,Barney's Version,4.952735,2010-10-26
12088,Fortress,8.708229,1992-09-30
1585,It's a Wonderful Life,42.868495,1946-12-20
6217,Cat People,5.69872,1982-04-02
205775,In the Heart of the Sea,50.767332,2015-11-20
4174,Spellbound,11.145914999999999,1945-12-28
9741,Unbreakable,42.006908,2000-11-13
8329,[REC],31.691616999999997,2007-04-10
1956,Gerry,5.038953,2002-01-12
296099,Vacation,47.753598,2015-07-28
8328,Step Up 2: The Streets,28.973074,2008-02-14
62206,30 Minutes or Less,25.039382999999997,2011-08-11
14854,Lone Wolf McQuade,8.452666,1983-04-14
9603,Clueless,16.051328,1995-07-19
55561,Clockwatchers,1.196943,1997-01-01
15976,The Bubble,1.4943600000000001,2006-06-06
1555,The Spanish Apartment,13.034602,2002-05-17
1979,Fantastic 4: Rise of the Silver Surfer,60.810722999999996,2007-06-13
91076,Illuminata,0.11131300000000001,1998-05-21
7459,Speed Racer,17.060695000000003,2008-05-09
21641,The Damned United,13.409125,2009-03-27
23963,Pontypool,4.680206,2009-03-06
127560,The Railway Man,13.916583,2013-12-26
153158,Underdogs,14.866351000000002,2013-07-18
14358,Mad Hot Ballroom,0.772668,2005-05-13
1430,Bowling for Columbine,11.414843,2002-10-09
11065,O,4.146751999999999,2001-08-31
14544,Roll Bounce,2.5963380000000003,2005-09-23
25520,The House of Mirth,3.007816,2000-09-23
25793,Precious,18.664624,2009-11-06
14757,Osama,1.447734,2003-05-20
46415,Neal 'n' Nikki,0.28513099999999997,2005-12-09
78814,We Have Your Husband,0.102003,2011-11-12
11156,Coco Before Chanel,8.426589,2009-04-22
11351,Jeepers Creepers 2,19.045146,2003-08-08
49081,The Rocket: The Legend of Rocket Richard,0.983484,2005-10-25
1550,Pieces of April,4.270596,2003-01-19
46146,Troll Hunter,12.982319,2010-10-29
9303,Bound,15.359952,1996-09-13
10765,Private Benjamin,12.18838,1980-10-06
45881,The Bridge of San Luis Rey,0.515677,2004-01-01
9659,Mad Max,33.142185,1979-04-12
22803,Law Abiding Citizen,49.593978,2009-10-15
13827,"Surfer, Dude",2.404626,2008-09-05
91314,Transformers: Age of Extinction,116.840296,2014-06-25
347126,God's Not Dead 2,6.96858,2016-04-01
23685,Monkeybone,8.098369,2001-02-23
8675,Orgazmo,5.06516,1997-09-06
9641,Cheaper by the Dozen 2,18.831023000000002,2005-12-21
12657,Soul Plane,9.400404,2004-05-28
5971,We're No Angels,9.927017999999999,1989-12-15
40688,Meet the Deedles,2.353441,1998-03-27
38778,Dinner for Schmucks,11.023691,2010-07-30
10865,Atlantis: The Lost Empire,51.548589,2001-06-02
10071,The Brothers Solomon,8.312153,2007-09-07
72431,Red Tails,12.29603,2012-01-19
588,Silent Hill,32.927994,2006-04-21
16858,All That Jazz,5.159407,1979-12-20
15049,Bon Cop Bad Cop,5.069095,2006-07-06
227306,Unbroken,43.055253,2014-12-25
394047,The Dog Lover,1.193219,2016-07-08
13090,Sunshine Cleaning,19.336367000000003,2008-01-18
11823,Wimbledon,16.736734,2004-09-13
88005,Seeking a Friend for the End of the World,30.863082000000002,2012-06-22
172533,Drinking Buddies,17.378455,2013-08-23
164457,Out of the Furnace,29.230297999999998,2013-12-06
129,Spirited Away,118.968562,2001-07-20
9703,The Last Legion,12.282911,2007-04-19
46420,The Loved Ones,4.989985,2009-09-13
96399,For Greater Glory - The True Story of Cristiada,5.759545,2012-06-01
10656,Subway,5.261065,1985-04-10
217708,Of Horses and Men,1.6179430000000001,2013-08-30
16642,Days of Heaven,13.857194,1978-09-13
109491,Beautiful Creatures,40.721373,2013-02-13
157544,The Vatican Tapes,10.475368,2015-07-24
21512,The Blood of Heroes,6.41678,1989-10-19
376004,Adulterers,1.471139,2016-01-05
19844,Kiss the Bride,1.6542599999999998,2007-01-01
3028,Jekyll and Hyde ... Together Again,0.805312,1982-11-10
16441,The Beastmaster,6.377523,1982-08-20
49950,The Roommate,11.807269,2011-02-04
3078,It Happened One Night,11.871424000000001,1934-02-22
25212,Deterrence,2.171288,2000-03-10
366967,Dutch Kills,0.038143,2015-10-02
1268,Mr. Bean's Holiday,27.683874,2007-03-22
489,Good Will Hunting,43.734885999999996,1997-12-05
49953,A Turtle's Tale: Sammy's Adventures,15.805449,2010-08-03
126141,The Case of the Grinning Cat,0.092562,2004-12-05
9792,The Hills Have Eyes,35.107857,2006-03-10
327833,Skin Trade,6.677925999999999,2014-11-07
603,The Matrix,104.309993,1999-03-30
8988,Stop-Loss,4.002579,2008-03-28
13888,Return to the Blue Lagoon,9.705589,1991-08-02
29461,Soul Food,4.105363,1997-09-26
296098,Bridge of Spies,48.445978000000004,2015-10-15
13053,Bolt,41.845878000000006,2008-11-21
4258,Scary Movie 5,36.819044,2013-04-11
11661,Joyeux Noël,13.960945,2005-11-09
84204,Grabbers,9.451228,2012-08-10
158150,How to Fall in Love,1.923514,2012-07-21
55301,Alvin and the Chipmunks: Chipwrecked,23.473004,2011-12-14
11137,The Prince & Me,17.943945000000003,2004-03-28
13160,Over Her Dead Body,12.067921,2008-02-01
1378,Shortbus,14.846001000000001,2006-05-20
9312,Mortal Kombat,16.470895000000002,1995-08-18
39538,Contagion,38.820858,2011-09-08
37710,The Tourist,41.426678,2010-12-08
47452,Love and Death on Long Island,0.933891,1997-01-01
19344,Loving Annabelle,7.145832,2006-03-08
8488,Hitch,34.576913,2005-02-10
8197,Midnight in the Garden of Good and Evil,5.525544,1997-11-21
14012,Flicka,3.043589,2006-10-20
14557,Dead Man on Campus,7.708227000000001,1998-08-21
97614,Deadfall,10.19041,2012-11-08
268917,The Past Is a Grotesque Animal,0.394575,2014-06-15
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,21.607228,1985-10-31
13027,Eagle Eye,46.887983,2008-09-25
9208,Broken Arrow,22.769108,1996-02-09
403,Driving Miss Daisy,19.585801,1989-12-13
331493,Light from the Darkroom,0.012941999999999999,2014-01-01
10437,The Muppet Christmas Carol,15.085981,1992-12-10
23988,Stan Helsing,7.4105229999999995,2009-10-27
34069,Cargo,10.142218,2009-09-24
18713,The Jerky Boys,1.7354619999999998,1995-02-03
1245,The Remains of the Day,15.355589000000002,1993-11-05
9053,DOA: Dead or Alive,12.790408,2006-09-07
40963,Little Big Top,0.0921,2006-01-01
47534,Fighting Tommy Riley,0.045429000000000004,2005-05-06
2009,"4 Months, 3 Weeks and 2 Days",9.270133,2007-08-24
10658,Howard the Duck,11.374305999999999,1986-08-01
19840,"I Love You, Beth Cooper",14.15192,2009-07-10
70435,Haywire,26.257951000000002,2011-11-06
873,The Color Purple,17.571533,1985-12-18
150202,The Haunting in Connecticut 2: Ghosts of Georgia,11.708343,2013-02-01
26371,Maurice,11.552247,1987-09-18
78705,Live-In Maid,0.038706,2004-09-21
12797,Ghost Town,17.98817,2008-09-19
14577,Dirty Work,9.066881,1998-06-12
10397,Angela's Ashes,4.88794,1999-12-25
37532,Slam,0.29245,1998-10-07
340816,Christmas Eve,1.985243,2015-12-04
17379,Last Holiday,6.156015,2006-01-13
8836,The X Files: I Want to Believe,25.454549,2008-07-24
274167,Daddy's Home,38.616744,2015-12-25
30596,Bodyguards and Assassins,7.876883,2009-12-18
259694,How to Be Single,46.078371000000004,2016-01-21
58626,The Hit List,4.957014,2011-04-02
124459,The Incredible Burt Wonderstone,26.9385,2013-03-14
277519,Z Storm,0.542814,2014-06-19
25195,Leap Year,21.959742000000002,2010-01-08
535,Flashdance,18.422323000000002,1983-04-14
281957,The Revenant,100.635882,2015-12-25
239573,Unfinished Business,16.832311999999998,2015-03-05
293670,The Wailing,9.050289999999999,2016-05-12
1051,The French Connection,15.978136,1971-10-09
11260,Meet Dave,18.676291,2008-07-08
147441,Exodus: Gods and Kings,101.599427,2014-12-03
15037,Can't Hardly Wait,11.350382000000002,1998-06-12
790,The Fog,14.518598,1980-02-08
63574,Joyful Noise,5.753705,2012-01-13
13811,Knowing,32.693093,2009-03-19
51820,The Salon,2.0281700000000003,2005-01-13
17995,DysFunktional Family,1.580027,2003-04-04
2639,Deconstructing Harry,11.352692999999999,1997-08-26
19153,The Real Cancun,0.45648500000000003,2003-04-23
24575,Raise the Titanic,1.630541,1980-01-01
184,Jackie Brown,40.631671000000004,1997-12-24
345911,Lights Out,48.170508,2016-07-21
10914,All Hat,0.137535,2007-09-11
251321,Aloft,6.5008349999999995,2014-02-12
10027,Unleashed,25.999888000000002,2005-02-02
10676,Halloween III: Season of the Witch,12.030456,1982-10-22
5708,Control,11.357474,2007-09-26
13537,Shattered Glass,6.27257,2003-11-14
8416,The Conformist,8.429295,1970-10-21
49017,Dracula Untold,64.45794699999999,2014-10-01
171424,The Green Inferno,17.845160999999997,2014-09-04
82654,Warm Bodies,43.742241,2013-01-31
39055,Free Style,0.122874,2008-12-24
18785,The Hangover,82.21166,2009-06-05
8321,In Bruges,25.329493,2008-02-08
844,2046,12.664786999999999,2004-05-20
193610,The Other Woman,34.519636,2014-04-16
9912,The World's Fastest Indian,8.450513,2005-10-12
56930,Tycoon,0.042442,1947-12-27
11324,Shutter Island,81.91469599999999,2010-02-18
199933,Atlas Shrugged Part III: Who is John Galt?,1.7310349999999999,2014-09-12
116149,Paddington,39.882276,2014-11-27
7873,Harsh Times,12.999023,2005-09-11
9594,Double Impact,10.484642,1991-08-10
9280,Femme Fatale,9.07278,2002-11-06
39939,Super Troopers,16.312803,2001-01-18
10760,Sydney White,10.74648,2007-09-21
192577,Space Pirate Captain Harlock,14.726338,2013-09-07
14849,Dead Like Me: Life After Death,7.864905,2009-02-17
38223,Harriet the Spy,4.63093,1996-07-10
127918,The Gatekeepers,2.828303,2012-07-09
6687,Transsiberian,11.428903,2008-01-18
23483,Kick-Ass,45.054936,2010-03-22
205321,Sharknado,20.466433,2013-07-11
325133,Neighbors 2: Sorority Rising,50.179171000000004,2016-05-04
62214,Frankenweenie,27.908783000000003,2012-10-04
10445,Shadowlands,5.609755000000001,1993-12-25
31668,All The Queen's Men,1.833058,2001-10-14
819,Sleepers,16.245068,1996-10-18
52520,Underworld: Awakening,58.40120400000001,2012-01-19
9725,Friday the 13th Part 2,16.517777,1981-05-01
10776,Little Shop of Horrors,12.113235000000001,1986-12-19
82532,"Jeff, Who Lives at Home",10.409155,2011-09-13
58428,The Innkeepers,14.386807000000001,2011-12-01
34341,Men with Brooms,1.369528,2002-09-20
35690,The Last Song,23.139971,2010-03-31
11412,The Long Kiss Goodnight,15.858629,1996-10-11
9357,One Hour Photo,20.624896,2002-08-21
296096,Me Before You,53.161905000000004,2016-06-02
45132,Super,12.204569000000001,2010-09-09
80468,Some Guy Who Kills People,2.733725,2011-04-14
1494,Curse of the Golden Flower,9.950505,2006-12-21
8870,Red Planet,13.800656,2000-11-10
45145,Johnny Suede,1.354816,1991-08-18
40932,Can't Stop the Music,6.574285000000001,1980-06-20
11323,The Informant!,17.772517999999998,2009-09-18
10431,War,18.896239,2007-08-24
153,Lost in Translation,45.66662,2003-08-31
21494,Moliere,4.61335,2007-01-31
81188,Rise of the Guardians,61.788035,2012-11-21
1090,The Thirteenth Floor,19.890428,1999-04-16
71679,Resident Evil: Retribution,6.227675,2012-09-12
361398,Theresa Is a Mother,0.036532,2015-09-25
1683,The Reaping,13.445697000000001,2007-04-05
50544,Friends with Benefits,40.526587,2011-07-21
10214,Son of the Mask,17.815595000000002,2005-02-18
1770,Michael Collins,8.314624,1996-10-25
2026,Hostage,23.663713,2005-03-09
207769,Banshee Chapter,7.310878999999999,2013-08-26
45612,Source Code,59.19888,2011-03-30
11770,Shaolin Soccer,17.54768,2001-07-12
308467,Roadside,0.160234,2013-03-01
205596,The Imitation Game,145.364591,2014-11-14
14177,Beauty Shop,5.625632,2005-06-02
1255,The Host,27.65527,2006-07-27
8961,Bad Boys II,38.068736,2003-07-18
2142,Cop Land,19.284129,1997-08-15
16620,La Bamba,6.847099000000001,1987-07-24
1265,Bridge to Terabithia,40.646102,2007-02-16
9647,Scrooged,21.620317,1988-11-22
23082,The Invention of Lying,16.665841,2009-09-13
10684,Courage Under Fire,12.971122,1996-07-04
287625,Stories of Our Lives,0.32779400000000003,2014-09-05
333371,10 Cloverfield Lane,53.698682999999996,2016-03-10
8592,Dick Tracy,7.859226,1990-06-15
1685,Beneath the Planet of the Apes,24.393296,1970-05-01
1779,Roger & Me,3.284903,1989-09-01
9824,Mystery Men,12.948627,1999-08-06
16358,Eulogy,9.085482,2004-10-15
8326,Holes,22.001407999999998,2003-04-18
256962,Little Boy,12.232047999999999,2015-04-23
2043,Along Came a Spider,21.252797,2001-04-06
27759,55 Days at Peking,3.3210949999999997,1963-05-06
1880,Red Dawn,11.743085,1984-08-10
61012,Silent Hill: Revelation 3D,23.292761,2012-10-10
168705,BloodRayne,7.008216,2005-10-22
12703,The Brown Bunny,3.4121620000000004,2004-08-27
109445,Frozen,165.12536599999999,2013-11-27
89861,Stiff Upper Lips,0.356495,1998-06-12
22825,The Box,21.606001000000003,2009-09-17
109418,Grown Ups 2,45.589568,2013-07-11
11056,Darkness,6.340135,2002-10-02
297100,The Little Ponderosa Zoo,0.07307899999999999,2014-09-11
168259,Furious 7,102.32221700000001,2015-04-01
230266,Miss Julie,5.033065000000001,2014-09-07
1443,The Virgin Suicides,26.218912,1999-04-21
13495,Alatriste,6.009644000000001,2006-09-01
52015,Stake Land,12.496261,2010-09-30
26379,Paa,2.126139,2009-12-04
770,Gone with the Wind,48.98255,1939-12-15
60463,Sunday School Musical,0.46048999999999995,2008-10-21
40505,I Got the Hook Up,0.593068,1998-05-27
44634,Woman Thou Art Loosed,0.019984000000000002,2004-09-30
62835,Colombiana,33.785969,2011-07-27
251,Ghost,41.967005,1990-07-12
71157,Polisse,14.038703,2011-10-06
33157,Waterloo,1.8947490000000002,1970-10-26
10368,Tea with Mussolini,2.2386459999999997,1999-03-25
72331,Abraham Lincoln: Vampire Hunter,38.634767,2012-06-20
8202,Æon Flux,29.954302000000002,2005-11-30
9671,Crocodile Dundee,16.072466,1986-09-26
273248,The Hateful Eight,68.717016,2015-12-25
301365,The Neon Demon,38.150787,2016-06-08
44944,For Colored Girls,1.9345240000000001,2010-11-05
8869,Eight Legged Freaks,17.834976,2002-07-17
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984000000004,2010-08-13
88042,Parental Guidance,14.604910999999998,2012-12-25
7451,xXx,46.217769,2002-08-09
256591,Focus,59.634029000000005,2015-02-25
185567,Zulu,14.529496,2013-12-04
43653,The Living Wake,0.383442,2007-01-01
71880,Jack and Jill,22.132417999999998,2011-11-11
10416,What Planet Are You From?,2.275331,2000-03-03
127585,X-Men: Days of Future Past,118.07869099999999,2014-05-15
22488,Love's Abiding Joy,1.128559,2006-10-06
1535,Spy Game,27.166757,2001-11-18
62838,New Year's Eve,21.219292000000003,2011-12-08
59440,Warrior,51.915025,2011-09-09
7461,Vantage Point,24.862767,2008-02-01
84200,"For a Good Time, Call...",14.238376,2012-08-31
15708,Latter Days,5.4249160000000005,2003-07-10
2454,The Chronicles of Narnia: Prince Caspian,53.978602,2008-05-15
172385,Rio 2,42.400240000000004,2014-03-19
102651,Maleficent,110.62064699999999,2014-05-28
283384,The Calling,5.759493,2014-08-05
1955,The Elephant Man,30.271065999999998,1980-10-02
423,The Pianist,50.587540999999995,2002-09-24
1593,Night at the Museum,48.780039,2006-10-20
17644,Barney's Great Adventure,0.722911,1998-01-01
10734,Escape from Alcatraz,26.356696999999997,1979-06-22
794,The Omen,25.939385,1976-06-06
6415,Three Kings,34.973086,1999-09-27
9472,DodgeBall: A True Underdog Story,41.156217,2004-06-18
169917,A Walk Among the Tombstones,61.309619,2014-09-18
2989,Roar,1.15641,1981-11-12
708,The Living Daylights,23.331459,1987-06-29
8409,A Man Apart,19.854932,2003-04-04
11543,Kingpin,17.329269,1996-07-04
61984,Space Battleship Yamato,5.158067,2010-12-01
206213,Zombie Hunter,3.418372,2013-07-25
104896,A Dog Of Flanders,0.838938,1999-08-27
296943,The Hadza:  Last of the First,0.045648,2014-10-31
10564,Where the Heart Is,6.8579229999999995,2000-04-27
49526,Premium Rush,17.709888,2012-08-24
8367,Robin Hood: Prince of Thieves,28.803728999999997,1991-06-14
21612,The Funeral,2.950618,1996-01-26
249164,If I Stay,31.162838,2014-08-21
112949,Safe Haven,37.729059,2013-02-07
19585,G-Force,26.710397999999998,2009-07-21
311,Once Upon a Time in America,49.336397,1984-02-16
29917,Exam,20.265518,2009-06-19
165864,Hansel and Gretel Get Baked,2.503612,2013-02-19
6439,Racing Stripes,8.058109,2005-01-06
2255,Chasing Amy,20.601482999999998,1997-04-04
77883,The Possession,21.680424,2012-08-30
11648,Must Love Dogs,11.120167,2005-07-21
9675,Sideways,23.425431,2004-10-22
11051,The Last Temptation of Christ,14.672151000000001,1988-08-12
1645,A Time to Kill,25.219804999999997,1996-07-24
657,From Russia with Love,41.298722999999995,1963-10-11
14181,Boiler Room,11.233081,2000-02-18
49051,The Hobbit: An Unexpected Journey,108.849621,2012-11-26
1584,School of Rock,43.057323,2003-10-03
98,Gladiator,95.301296,2000-05-01
7737,Resident Evil: Extinction,12.065380000000001,2007-09-20
6575,Walk Hard: The Dewey Cox Story,10.73522,2007-12-21
87818,Movie 43,35.350303000000004,2013-01-01
18823,Clash of the Titans,47.686442,2010-04-01
240,The Godfather: Part II,105.79293600000001,1974-12-20
18975,The Adventures of Pinocchio,6.718497,1996-07-26
12085,Mad Money,6.847133,2008-01-17
335874,Childless,0.24385300000000001,2015-04-03
1282,Dogtown and Z-Boys,3.291609,2001-01-18
61038,Go for It!,0.500753,2011-05-13
8963,Crimson Tide,20.334629,1995-05-12
60420,Like Crazy,21.825564,2011-10-28
10771,The Tuxedo,21.549232,2002-09-27
42033,Def-Con 4,0.319792,1985-03-15
2575,The Tailor of Panama,7.047975,2001-02-11
24226,The Verdict,7.980632000000001,1982-12-08
4547,Panic Room,53.043124,2002-03-29
44639,Inside Job,16.930914,2010-10-08
9302,Up Close & Personal,4.801849,1996-03-01
77950,Turbo,44.765377,2013-07-11
73937,The Big Year,9.419725999999999,2011-10-13
3472,Dirty Pretty Things,9.177896,2002-09-05
20856,Aliens in the Attic,13.707182999999999,2009-07-31
60421,Circumstance,2.34239,2011-08-26
72105,Ted,68.87691,2012-06-29
32657,Percy Jackson & the Olympians: The Lightning Thief,61.121717000000004,2010-02-01
812,Aladdin,92.98200899999999,1992-11-25
11113,My Fair Lady,20.786616,1964-10-21
272,Batman Begins,115.040024,2005-06-10
13498,Man of the House,6.004422,2005-02-25
227975,Futuro Beach,2.611364,2014-05-01
14392,The Warlords,6.884467,2007-12-12
16110,Thomas and the Magic Railroad,1.916351,2000-07-26
55903,Betty Fisher and Other Stories,0.024186000000000003,2001-09-01
10950,I Am Sam,26.071644,2001-12-28
11091,Riding in Cars with Boys,7.226114999999999,2001-10-19
41210,The Switch,27.494037,2010-05-11
7301,Lonesome Jim,3.433625,2005-11-16
335866,Circle,6.752141,2015-10-02
40880,Pandaemonium,0.16536700000000001,2001-06-29
18162,Land of the Lost,19.38841,2009-06-05
2486,Eragon,30.863434,2006-12-14
13836,Race to Witch Mountain,23.935053,2009-03-12
36648,Blade: Trinity,49.660055,2004-12-08
10025,Just My Luck,22.074306,2006-05-12
43418,Beneath Hill 60,3.949796,2010-04-15
271331,United Passions,6.036683999999999,2014-06-19
84659,The Naked Ape,0.077577,2006-09-16
5176,3:10 to Yuma,48.801089000000005,2007-09-06
1551,Flatliners,24.114459,1990-08-09
332567,The Shallows,60.829620999999996,2016-06-24
10034,High Heels and Low Lifes,1.769593,2001-07-16
12400,Redbelt,5.091253,2008-04-07
424,Schindler's List,104.469351,1993-11-29
227707,The Adventurer: The Curse of the Midas Box,8.842722,2013-12-05
12149,Frailty,16.003957999999997,2001-11-17
9754,Firewall,18.186026000000002,2006-02-10
12621,Hamlet 2,5.293362999999999,2008-01-21
9562,Timeline,11.22268,2003-11-26
114,Pretty Woman,45.473484,1990-03-23
306667,Horse Camp,0.172299,2015-01-10
291270,Anomalisa,21.024345999999998,2015-12-30
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,5.628399,2010-06-08
175291,Cheap Thrills,10.826253,2013-03-08
46529,I Am Number Four,43.450266,2011-02-18
335,Once Upon a Time in the West,49.333137,1968-12-21
11699,The Bad Lieutenant: Port of Call - New Orleans,17.339852,2009-09-11
82990,Paranormal Activity 4,20.326337,2012-10-17
49530,In Time,60.231381999999996,2011-10-27
11011,Ri¢hie Ri¢h,14.398356,1994-12-19
9919,How to Lose a Guy in 10 Days,23.854701000000002,2003-02-07
13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,1.4531459999999998,2007-04-13
24977,Michael Jordan to the Max,1.8303060000000002,2000-05-05
33870,Mao's Last Dancer,1.876811,2009-10-01
10999,Commando,34.224204,1985-10-03
85446,Step Up Revolution,29.775440999999997,2012-07-26
45138,Machine Gun McCain,0.700127,1969-04-01
619,The Bodyguard,26.576385,1992-11-25
7303,Maid in Manhattan,19.738215,2002-12-13
158895,This Is Martin Bonner,0.76368,2013-06-28
227156,The Giver,53.811461,2014-08-11
255343,Escobar: Paradise Lost,25.112567000000002,2014-10-11
9469,He Got Game,10.232599,1998-05-01
464,As It Is in Heaven,4.321249,2004-09-03
9471,Charlie's Angels: Full Throttle,33.616115,2003-06-27
146238,Runner Runner,22.975918,2013-09-24
24420,The Time Traveler's Wife,37.492928000000006,2009-08-14
32395,The Greatest,6.903186,2009-01-17
11499,Frost/Nixon,16.87784,2008-10-15
12535,High Anxiety,5.690619,1977-12-25
15875,Donovan's Reef,1.8972630000000001,1963-06-12
1586,Secret Window,32.908414,2004-03-12
272878,Max,14.136476000000002,2015-06-26
22301,Hell's Angels,8.484123,1930-11-15
36670,Never Say Never Again,23.380757,1983-10-07
64678,The Art of Getting By,12.690224,2011-06-17
73981,Ayurveda: Art of Being,0.055867999999999994,2001-09-20
98568,Enter Nowhere,3.637857,2011-10-22
59108,Tower Heist,36.743324,2011-11-02
45272,Country Strong,7.809701,2010-12-22
13849,The Cottage,8.39685,2008-02-07
19366,Josie and the Pussycats,6.404571,2001-04-06
604,The Matrix Reloaded,70.78591,2003-05-15
808,Shrek,67.298732,2001-05-16
52449,Bad Teacher,28.497242,2011-05-16
1620,Hitman,42.669304,2007-11-21
261,Cat on a Hot Tin Roof,16.553594,1958-02-17
27380,Megaforce,1.110179,1982-06-25
9288,Dungeons & Dragons: Wrath of the Dragon God,4.901936,2005-01-01
10197,Nine,9.357733999999999,2009-12-03
8012,Get Shorty,15.585138,1995-10-20
850,A Christmas Story,15.128316,1983-11-18
70478,The Stewardesses,1.183892,1969-07-25
433715,8 Days,0.015295,2014-06-15
18712,Sands of Iwo Jima,3.8510000000000004,1949-12-14
954,Mission: Impossible,75.290998,1996-05-22
18501,Gamer,27.631262,2009-09-03
8831,Timecop,13.308126999999999,1994-09-15
117,The Untouchables,38.272889,1987-06-02
1656,The Legend of Zorro,31.054334000000004,2005-10-24
114150,Pitch Perfect,32.746486,2012-09-28
223485,Slow West,14.936660999999999,2015-04-16
50698,Grave Encounters,13.222268,2011-09-09
36691,Solitary Man,7.497306,2009-09-07
23367,Bandslam,7.716606,2009-08-06
18487,The Taking of Pelham 1 2 3,40.597856,2009-06-11
9701,North Country,12.779200999999999,2005-02-12
116711,Epic,36.711378,2013-05-15
11891,Kung Pow: Enter the Fist,8.288813000000001,2002-01-25
173931,Legend of a Rabbit,0.7386520000000001,2011-01-01
34099,Brave New Girl,0.18094000000000002,2004-04-25
178862,Aroused,2.557258,2013-02-20
6520,First Knight,19.143321,1995-07-07
2163,Breakdown,9.176339,1997-05-02
100042,Dumb and Dumber To,67.767785,2014-11-12
246403,Tusk,15.754614000000002,2014-09-19
70687,The Sticky Fingers of Time,0.130169,1997-06-06
6023,P.S. I Love You,29.489273999999998,2007-11-15
101299,The Hunger Games: Catching Fire,76.310119,2013-11-15
480,Monsoon Wedding,8.109958,2001-08-30
65448,Penitentiary,0.001117,1979-12-01
13909,She Wore a Yellow Ribbon,8.535178,1949-10-22
2055,Open Range,19.068175,2003-08-29
8587,The Lion King,90.457886,1994-06-23
295914,Queen of the Mountains,0.077873,2014-08-22
9104,Buffalo Soldiers,6.329672,2001-09-08
546,Transamerica,9.773398,2005-12-23
1581,The Holiday,44.967453000000006,2006-12-08
248,Pocketful of Miracles,3.370225,1961-12-18
9978,Stormbreaker,16.282962,2006-07-21
8841,The Class,13.437038000000001,2008-09-24
4327,Charlie's Angels,40.20395,2000-11-02
11619,Flushed Away,22.550135,2006-10-22
1538,Collateral,44.815022,2004-08-04
849,Krull,9.904881,1983-07-29
146198,Triple 9,29.371987,2016-02-19
20,My Life Without Me,7.958831,2003-03-07
202575,Thunder and the House of Magic,12.867326,2013-12-24
14811,Fiddler on the Roof,7.623978999999999,1971-11-03
15647,Kissing Jessica Stein,3.990215,2001-04-21
91122,16 to Life,0.10846800000000001,2009-09-19
257445,Goosebumps,45.351617,2015-08-05
90414,"I Love You, Don't Touch Me!",0.020839,1997-01-21
59968,Our Idiot Brother,15.688439,2011-08-26
20083,Shinjuku Incident,5.294319000000001,2009-03-22
77930,Magic Mike,35.897151,2012-06-28
9022,All the Boys Love Mandy Lane,12.284939,2008-02-15
987,The Front Page,4.117968,1974-12-01
252512,While We're Young,19.263476999999998,2015-04-03
47816,3 Strikes,1.433692,2000-03-01
33196,Tidal Wave,4.628525,2009-06-06
1542,Office Space,18.366362,1999-02-19
39541,Stolen Summer,0.87066,2002-03-22
279,Amadeus,31.82675,1984-10-26
1830,Lord of War,34.828241,2005-09-16
9702,Bound by Honor,9.122828,1993-02-05
222935,The Fault in Our Stars,74.358971,2014-05-16
43959,Soul Surfer,19.234672,2011-04-08
7364,Sahara,21.605567999999998,2005-04-06
66,Absolute Power,13.576765,1997-02-14
253,Live and Let Die,30.465138,1973-07-05
10279,Summer of Sam,3.7078900000000004,1999-07-02
116977,Foodfight!,5.258726,2012-06-15
10384,Supernova,5.762037,2000-01-14
704,A Hard Day's Night,10.730056,1964-07-06
118957,Bait,9.780588,2012-09-05
7341,The Rage: Carrie 2,4.781537999999999,1999-03-11
