,vid,make,model,year,fuel_type,owner
886,5967,TOYOTA,PRIUS,2012,HYBRID,RITEWAY CAB CO
887,4184,TOYOTA,PRIUS,2012,HYBRID,KHAN CAB CO
888,1313,TOYOTA,CAMRY,2019,HYBRID,CHICAGO MEDALLION SEVEN LLC.
889,5754,TOYOTA,PRIUS,2013,HYBRID,UBI ES MAI INC
890,4186,TOYOTA,CAMRY,2015,HYBRID,CHICAGO MEDALLION TWO LLC.
891,1655,DODGE,CARAVAN,2016,GASOLINE,SILKY CAB CORP.
892,1243,TOYOTA,CAMRY,2011,HYBRID,YC21 LLC
893,3733,TOYOTA,PRIUS,2013,HYBRID,TAXI MEDALLION GROUPLLC-SERIESXVIII
894,1309,TOYOTA,CAMRY,2015,HYBRID,HANA K. TENZIN INC
895,3632,TOYOTA,COROLLA,2018,GASOLINE,SETARE INC.
896,2838,TOYOTA,PRIUS,2013,HYBRID,FULL MOON CAB COMPANY
897,6909,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
898,199,TOYOTA,CAMRY,2012,HYBRID,OMERAGIC INC.
899,6358,TOYOTA,RAV4,2014,GASOLINE,6358 TAXI CAB CORP.
900,2578,TOYOTA,PRIUS,2014,HYBRID,SANTORINI FIVE CAB CORP.
901,2796,FORD,C-MAX,2013,HYBRID,SANTORINI CAB CORP.
902,1645,TOYOTA,RAV4,2018,GASOLINE,DORRY INC
903,6534,TOYOTA,RAV4,2016,GASOLINE,SWEET JESUS TAXI CO.
904,2396,DODGE,GRAND CARAVAN,2012,GASOLINE,PERSISTENCE TAXI LLC
905,6831,TOYOTA,CAMRY,2015,HYBRID,FILE ZANI CORP.
906,5787,FORD,ESCAPE,2012,HYBRID,SLSJETS V CAB CORP.
907,1080,TOYOTA,PRIUS,2015,HYBRID,YC18 LLC
908,6438,TOYOTA,PRIUS,2012,HYBRID,"HABTOM, INC"
909,6493,TOYOTA,CAMRY,2015,HYBRID,ASMARA INC
910,3789,TOYOTA,CAMRY,2012,HYBRID,CHICAGO MEDALLION ONE LLC.
911,5166,TOYOTA,CAMRY,2014,GASOLINE,MANZANAREZ INC
912,4098,TOYOTA,RAV4,2018,HYBRID,S M K & A CAB CO
913,800,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO X, INC."
914,3744,TOYOTA,CAMRY,2013,HYBRID,AL-MEDINA CHICAGO INC
915,5384,TOYOTA,CAMRY,2015,HYBRID,SMARTER CAB CO.
916,4244,TOYOTA,COROLLA,2018,HYBRID,AFA TAXI INC.
917,6022,TOYOTA,CAMRY,2013,HYBRID,ONE & ONLY TAXI SERVICE INC
918,150,TOYOTA,CAMRY,2016,HYBRID,MCCAB VI CORP.
919,35,TOYOTA,CAMRY,2014,HYBRID,AMUN TRANS INC.
920,3425,HONDA,CRV,2014,GASOLINE,SOMOZA EDOUARD
921,21,TOYOTA,PRIUS,2013,HYBRID,SHERAZ CORP
922,3636,FORD,ESCAPE,2011,HYBRID,"CHICAGO POLO VI, INC."
923,6311,TOYOTA,CAMRY,2013,HYBRID,S. F. Y. CAB CORP.
924,4226,TOYOTA,CAMRY,2012,HYBRID,JAHAN INC
925,270,TOYOTA,COROLLA,2019,GASOLINE,"ZOLI, INC."
926,2082,TOYOTA,PRIUS,2012,HYBRID,KAZANLAK CAB CO
927,1246,TOYOTA,CAMRY,2016,HYBRID,MK TAXI INC.
928,203,FORD,ESCAPE,2012,HYBRID,FUNNY MONICA IN CHICAGO INC
929,4621,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
930,3093,TOYOTA,SIENNA,2018,GASOLINE,NEW CITY CAB CORP
931,880,DODGE,GRAND CARAVAN,2014,FLEX FUEL,JEWEL CAB CORP.
932,5066,TOYOTA,PRIUS,2014,HYBRID,JOTI CAB COMPANY
933,2840,TOYOTA,CAMRY,2015,HYBRID,CHICAGO SKYLINE CAB CO.
934,3446,DODGE,CARAVAN,2012,FLEX FUEL,LUNA TAXICAB INC.
935,3754,TOYOTA,CAMRY,2013,HYBRID,HAFIZ BILAL EXPRESS INC.
936,4101,NISSAN,ALTIMA,2011,HYBRID,GREENWICH CAB CORP.
937,6006,TOYOTA,PRIUS,2015,HYBRID,6006 TAXI INC
938,2236,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
939,5201,TOYOTA,PRIUS,2013,HYBRID,RIZQ CAB CO
940,599,TOYOTA,CAMRY,2014,HYBRID,SERAFFIN INC.
941,2350,TOYOTA,CAMRY,2015,HYBRID,K & K & H INC.
942,5911,TOYOTA,RAV4,2018,HYBRID,MINASSE INC.
943,1981,TOYOTA,CAMRY,2014,HYBRID,CHICAGO UNITED CAB CO
944,2096,KIA,SOUL,2014,GASOLINE,SOON CAB CO
945,2321,TOYOTA,CAMRY,2013,HYBRID,HUFFY & SUBBY CAB CO
946,3058,TOYOTA,CAMRY,2014,HYBRID,WELCOME TAXICAB INC
947,1333,TOYOTA,CAMRY,2016,HYBRID,1333 TAXI CORP
948,6151,TOYOTA,PRIUS,2014,HYBRID,FLAG CAB CORP.
949,4021,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
950,3561,TOYOTA,CAMRY,2015,HYBRID,"ENDWELL SERVICES, INC"
951,6388,TOYOTA,CAMRY,2016,GASOLINE,ADAM CAB CO.
952,5507,TOYOTA,PRIUS,2013,HYBRID,BISMILLAH I INC
953,5339,TOYOTA,CAMRY,2017,HYBRID,CAB OF CHICAGO LLC
954,4188,FORD,ESCAPE,2011,HYBRID,CHICAGO SEVEN INC
955,2167,FORD,C-MAX,2013,HYBRID,TRIBECA TWO CAB CORP.
956,1059,TOYOTA,CAMRY,2014,HYBRID,YC17 LLC
957,6206,TOYOTA,RAV4,2017,HYBRID,MEMONA INC
958,4793,TOYOTA,PRIUS,2014,HYBRID,BLUE EYES CAB CORP.
959,5111,TOYOTA,PRIUS,2012,HYBRID,IRSHAN INC
960,3743,FORD,C-MAX,2013,HYBRID,SANTORINI FIVE CAB CORP.
961,3618,FORD,FUSION,2015,HYBRID,"KUKULU TRAVEL, INC."
962,2972,TOYOTA,CAMRY,2011,HYBRID,RIZQ CAB CO
963,6474,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
964,4893,TOYOTA,PRIUS,2013,HYBRID,SHEEBA CAB CO
965,2465,TOYOTA,PRIUS,2014,HYBRID,SANTORINI TWO CAB CORP.
966,2810,TOYOTA,CAMRY,2015,HYBRID,E & B EXPRESS CORP.
967,2203,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
968,2390,TOYOTA,PRIUS,2013,HYBRID,JUHI INC
969,1973,TOYOTA,CAMRY,2016,HYBRID,SHOTOR CAB CO
970,6027,TOYOTA,COROLLA,2016,HYBRID,BYRON YABLON
971,5124,TOYOTA,RAV4,2017,HYBRID,B AND C CAB CO
972,4841,TOYOTA,SIENNA,2019,GASOLINE,ORE-OLUWA LLC
973,3472,TOYOTA,CAMRY,2013,HYBRID,BIG M CAB CO
974,4899,TOYOTA,CAMRY,2017,HYBRID,ABBAS 5 INC
975,3780,NISSAN,SENTRA,2019,GASOLINE,CITY TAXI INC.
976,666,TOYOTA,CAMRY,2014,HYBRID,666 ENTERPRISE INC.
977,1551,TOYOTA,PRIUS,2013,HYBRID,ASHA CORP
978,1920,TOYOTA,CAMRY,2015,HYBRID,BOULEVARD 1 CORP
979,1482,TOYOTA,CAMRY,2011,HYBRID,DR KIM CAB CO
980,5925,TOYOTA,CAMRY,2016,HYBRID,SEGEN TAXI CORP
981,6188,TOYOTA,CAMRY,2014,HYBRID,CHOICE ENTERPRISE INC.
982,3097,FORD,FUSION,2016,HYBRID,TAXI CAB INC
983,2061,TOYOTA,PRIUS,2012,HYBRID,FOUNDATION TRANSIT INC.
984,607,TOYOTA,RAV4,2014,GASOLINE,REGIS CAB COMPANY
985,980,TOYOTA,CAMRY,2015,HYBRID,SHAH TAXI INC
986,5398,TOYOTA,SIENNA,2018,GASOLINE,MEGASIS UNIVERSAL COMPANY INC
987,866,TOYOTA,CAMRY,2012,HYBRID,MEDALLION FUNDING CHICAGO CORP II
988,187,TOYOTA,RAV4,2014,GASOLINE,VOYTEK'S CAB CO
989,2987,TOYOTA,PRIUS,2013,HYBRID,RANI TAXI CORP
990,4015,TOYOTA,PRIUS,2012,HYBRID,ST MICHAEL CORP
991,3785,TOYOTA,PRIUS,2014,HYBRID,MCCAB XVI CORP.
992,1748,TOYOTA,SIENNA,2019,GASOLINE,"A.M. ""EBENEZER, INC"""
993,1123,TOYOTA,CAMRY,2014,HYBRID,MAAZ CORP
994,4421,TOYOTA,CAMRY,2016,HYBRID,NORTOWN EXPRESS INC.
995,3827,TOYOTA,SIENNA,2020,GASOLINE,RESURRECTION TAXI INC
996,2738,TOYOTA,RAV4,2018,HYBRID,ABBAS CAB CO.
997,3506,TOYOTA,CAMRY,2016,HYBRID,"ALL AMERICAN CAB CO., INC."
998,4882,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
999,3268,FORD,C-MAX,2013,HYBRID,SANTORINI TWO CAB CORP.
1000,3807,TOYOTA,PRIUS,2013,HYBRID,FAST CAB COMPANY
1001,4533,TOYOTA,CAMRY,2013,HYBRID,HELEN CAB CO.
1002,6499,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
1003,6765,TOYOTA,CAMRY,2013,HYBRID,CHICAGO CITY TAXICAB SERVICE INC
1004,2161,TOYOTA,CAMRY,2015,HYBRID,LALITA TAXI INC
1005,1109,TOYOTA,CAMRY,2014,HYBRID,ABADANI INC
1006,4620,VPG,MV-1,2012,COMPRESSED NATURAL GAS,MOISTURE II HACKING CORP.
1007,2436,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"I & B MIDWEST ENTERPRISE, INC."
1008,5185,TOYOTA,CAMRY,2017,HYBRID,VICK EXPRESS INC
1009,1982,HYUNDAI,ELANTRA,2018,GASOLINE,CHICAGO CAB CORP.
1010,2763,TOYOTA,CAMRY,2012,HYBRID,P M HANIF CAB INC
1011,2904,TOYOTA,PRIUS,2013,HYBRID,Z & M RIDE INC
1012,3817,TOYOTA,CAMRY,2012,HYBRID,NIKIANA CORP
1013,2319,TOYOTA,PRIUS,2013,HYBRID,KNOWZ CAB CO
1014,1274,TOYOTA,CAMRY,2014,HYBRID,YC22 LLC
1015,1781,TOYOTA,CAMRY,2015,HYBRID,GOLDEN STOOL INC
1016,5098,TOYOTA,CAMRY,2016,HYBRID,KHANGURA CAB CORP
1017,3005,TOYOTA,CAMRY,2014,HYBRID,GRAND CAB COMPANY
1018,5561,TOYOTA,CAMRY,2013,HYBRID,LUNAR INC
1019,574,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
1020,6045,TOYOTA,CAMRY,2019,HYBRID,BISU-624 LTD
1021,5484,TOYOTA,RAV4,2016,HYBRID,SEMBEL CAB CORPORATION
1022,6794,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVI, INC"
1023,6377,TOYOTA,CAMRY,2013,HYBRID,LAYA CAB CORP
1024,604,FORD,ESCAPE,2012,HYBRID,SUSAN CAB CORP.
1025,6495,CHEVROLET,IMPALA,2013,FLEX FUEL,KIAMARS MATIN
1026,1603,TOYOTA,VENZA,2013,GASOLINE,RYAN CAB CO
1027,760,TOYOTA,RAV4,2020,HYBRID,LUXURY RIDES LLC
1028,6277,TOYOTA,PRIUS,2016,HYBRID,KAHIN CORP
1029,4282,TOYOTA,PRIUS,2015,HYBRID,KHANGURA CAB CORP
1030,2836,KIA,SOUL,2016,GASOLINE,BUKWANG YANG
1031,6760,TOYOTA,CAMRY,2016,HYBRID,ABU RAYYAN INC.
1032,3399,TOYOTA,PRIUS,2012,HYBRID,HAFFARY & BAIICHE CORP.
1033,119,TOYOTA,CAMRY,2013,HYBRID,"OLAMAXX, INC."
1034,2217,TOYOTA,CAMRY,2014,HYBRID,LEE G INC
1035,5818,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO VI, INC."
1036,2109,TOYOTA,PRIUS,2013,HYBRID,FOUNDATION TRANSIT INC.
1037,873,TOYOTA,SIENNA,2015,GASOLINE,CHITOWN CAB INC. #V
1038,1519,TOYOTA,PRIUS,2014,HYBRID,BIK INC.
1039,6531,TOYOTA,PRIUS,2013,HYBRID,JANDI INC.
1040,2214,TOYOTA,PRIUS,2013,HYBRID,LEMAJ INC
1041,6599,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES III
1042,1183,TOYOTA,PRIUS,2014,HYBRID,"MALUFEN, INC."
1043,5249,KIA,SOUL,2016,GASOLINE,SAM CORP.  II
1044,4054,TOYOTA,CAMRY,2013,HYBRID,RED SHINE INC
1045,1699,TOYOTA,CAMRY,2013,HYBRID,SATTI INC
1046,2447,TOYOTA,PRIUS,2017,HYBRID,ROZY TAXI CAB INC
1047,608,TOYOTA,PRIUS,2019,HYBRID,OM CAB CORP.
1048,4698,TOYOTA,CAMRY,2014,HYBRID,MARYA CAB INC.
1049,5732,TOYOTA,COROLLA,2015,GASOLINE,COONS CAB CO
1050,235,TOYOTA,PRIUS,2016,HYBRID,BABY CAB CORP.
1051,2231,TOYOTA,CAMRY,2014,HYBRID,IYASSU INC
1052,643,TOYOTA,PRIUS,2011,HYBRID,PEACE INC.
1053,5822,TOYOTA,PRIUS,2013,HYBRID,"CAMISAM TRANS, INC."
1054,1013,TOYOTA,SIENNA,2019,GASOLINE,BENATHA TRANS INC
1055,6761,DODGE,GRAND CARAVAN,2015,GASOLINE,SALMA & YOUSEF CAB INC.
1056,556,TOYOTA,SIENNA,2018,GASOLINE,MCCAB XIV CORP.
1057,2549,TOYOTA,CAMRY,2016,HYBRID,"SIDDIQUI 7, INC."
1058,1276,TOYOTA,PRIUS,2012,HYBRID,CANAAN TRANSPORTATION INC
1059,226,FORD,ESCAPE,2012,HYBRID,BABY CAB CORP.
1060,24,TOYOTA,PRIUS,2013,HYBRID,SOPHIE TAXI LLC
1061,3815,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
1062,1652,FORD,ESCAPE,2012,HYBRID,SNOWFALL II HACKING CORP
1063,762,TOYOTA,PRIUS,2014,HYBRID,HENRY AND MASHA CHICAGO CORP.
1064,2742,DODGE,CARAVAN,2013,FLEX FUEL,SHAYAN CAB CO
1065,2442,TOYOTA,PRIUS,2013,HYBRID,TAXALE TAXI INC
1066,3687,TOYOTA,CAMRY,2013,HYBRID,"PED 2, LLC"
1067,6819,FORD,FUSION,2014,HYBRID,NECT 10 LLC
1068,3386,NISSAN,ROGUE,2017,GASOLINE,BALEPO EXPRESS INC
1069,660,TOYOTA,SIENNA,2015,GASOLINE,RHD CAB CORP.
1070,804,TOYOTA,CAMRY,2016,HYBRID,FUTURE CAB CO
1071,3699,VPG,MV-1,2014,GASOLINE,CHICAB THREE INC.
1072,1224,TOYOTA,COROLLA,2018,GASOLINE,ARES CAB CORP.
1073,2986,TOYOTA,RAV4,2017,HYBRID,SOLIDARITY TAXI CORP
1074,1160,TOYOTA,PRIUS,2015,HYBRID,AL-MEDINA CHICAGO INC
1075,4164,FORD,ESCAPE,2012,HYBRID,REX 3 INC.
1076,1739,TOYOTA,CAMRY,2016,HYBRID,ISROLIZ CORPORATION
1077,6573,TOYOTA,PRIUS,2015,HYBRID,AWGET INC.
1078,3811,TOYOTA,PRIUS,2014,HYBRID,"CHICAGO CAB, INC. #1"
1079,6947,DODGE,GRAND CARAVAN,2016,FLEX FUEL,EYAD CAB CO
1080,2977,TOYOTA,CAMRY,2014,HYBRID,RAM'S CAB CO
1081,5906,TOYOTA,SIENNA,2019,GASOLINE,AAA TRANS INC.
1082,1156,TOYOTA,CAMRY,2013,HYBRID,GSJ TAXI CO.
1083,632,TOYOTA,SIENNA,2020,GASOLINE,MARS ENTERPRISE INC. II
1084,1020,TOYOTA,CAMRY,2016,HYBRID,SUFIYAN I INC
1085,1741,FORD,C-MAX,2013,HYBRID,PECONIC TAXI LLC
1086,2163,TOYOTA,PRIUS,2012,HYBRID,CHICAB TWO INC
1087,3297,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP,LLC-SERIES V"
1088,5580,TOYOTA,CAMRY,2017,HYBRID,SUPER AMERICA CAB COMPANY
1089,4628,TOYOTA,CAMRY,2014,HYBRID,MUKI INC
1090,4103,TOYOTA,CAMRY,2011,HYBRID,G & A CAB CORP
1091,4744,TOYOTA,CAMRY,2011,HYBRID,ECHO CAB INC.
1092,2247,TOYOTA,SIENNA,2019,GASOLINE,MATTHEW'S TAXI CORP.
1093,1533,FORD,ESCAPE,2012,HYBRID,JAKE TRANSIT CO.
1094,5350,TOYOTA,SIENNA,2016,GASOLINE,ZALLOUM CAB COMPANY
1095,1184,TOYOTA,PRIUS,2016,HYBRID,LAGUWA INC
1096,2596,TOYOTA,PRIUS,2014,HYBRID,MARCO CAB CO
1097,1548,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
1098,1469,TOYOTA,CAMRY,2013,HYBRID,LIAMODANTE CORP
1099,2151,TOYOTA,CAMRY,2012,HYBRID,GETWAY CAB CORP
1100,2757,TOYOTA,CAMRY,2013,HYBRID,SETARE INC.
1101,2179,FORD,C-MAX,2013,HYBRID,SHAAN BORICHA INC
1102,6002,TOYOTA,CAMRY,2017,HYBRID,BRANDON INC.
1103,4181,TOYOTA,PRIUS,2010,HYBRID,FARHAN TRANSPORTATION INC.
1104,4189,TOYOTA,PRIUS,2012,HYBRID,GEJA CAB CO
1105,1088,NISSAN,ROGUE,2016,GASOLINE,MIRANDA CAB CORPORATION
1106,153,TOYOTA,PRIUS,2013,HYBRID,GRASU CAB CORP.
1107,5026,TOYOTA,CAMRY,2014,HYBRID,"SURF & XMILIN, INC"
1108,5440,TOYOTA,CAMRY,2011,HYBRID,CENSAT TRANS INC
1109,1490,TOYOTA,CAMRY,2013,HYBRID,SHAHZAIB & ALI INC
1110,5658,TOYOTA,COROLLA,2017,GASOLINE,OLYMPIC EXPRESS CORP.
1111,1881,TOYOTA,PRIUS,2013,HYBRID,CHITOWN CAB INC. # III
1112,2294,FORD,ESCAPE,2014,GASOLINE,RONALDO F. CIFUENTES
1113,1817,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1114,564,TOYOTA,CAMRY,2011,HYBRID,CHA CHA JI CAB CO
1115,3867,FORD,FUSION,2014,HYBRID,T-BAR TAXI LLC
1116,3751,TOYOTA,SIENNA,2017,GASOLINE,"BSB TRANS, INC."
1117,6132,TOYOTA,CAMRY,2014,HYBRID,MY SUNSHINE TAXI INC
1118,3337,TOYOTA,CAMRY,2016,HYBRID,SAFI TAXI INC.
1119,2440,TOYOTA,CAMRY,2014,HYBRID,WILLA CAB CO.
1120,6153,TOYOTA,PRIUS,2015,HYBRID,MAI-BELLA INC
1121,2398,FORD,ESCAPE,2011,HYBRID,SHAN TRANSPORATION INC
1122,3334,TOYOTA,PRIUS,2014,HYBRID,SANTORINI SIX CAB CORP.
1123,100,TOYOTA,CAMRY,2015,HYBRID,MCCAB XX CORP.
1124,1694,FORD,ESCAPE,2012,HYBRID,SNOWFALL II HACKING CORP
1125,2993,TOYOTA,CAMRY,2013,HYBRID,JOZI CAB CO
1126,3904,TOYOTA,CAMRY,2012,HYBRID,CHICAGO-LOOP TAXI INC
1127,4856,TOYOTA,CAMRY,2012,HYBRID,ABDELKADER BOUABDALLAOUI
1128,954,TOYOTA,PRIUS,2014,HYBRID,CALL INC
1129,1157,FORD,C-MAX,2013,HYBRID,BLACK TAXI INC
1130,2135,FORD,C-MAX,2013,HYBRID,SAIL TAXI INC
1131,3287,DODGE,GRAND CARAVAN,2012,FLEX FUEL,TAKPA CORP.
1132,3620,KIA,NIRO,2017,HYBRID,DAVID K CAB CO
1133,4678,TOYOTA,CAMRY,2014,HYBRID,TRIPS AND TIPS INC
1134,5721,TOYOTA,CAMRY,2016,HYBRID,LOMBARD CAB CO INC
1135,5494,TOYOTA,CAMRY,2013,HYBRID,NBA TAXI INC.
1136,5214,TOYOTA,CAMRY,2014,HYBRID,TAIWO FOLARIN
1137,3649,FORD,C-MAX,2015,HYBRID,PARTHENAN LLC
1138,4295,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
1139,3665,FORD,ESCAPE,2012,HYBRID,TOULYATI CAB INC
1140,2459,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
1141,4576,TOYOTA,CAMRY,2017,HYBRID,P.J.K.C. INC.
1142,4692,TOYOTA,PRIUS,2014,HYBRID,MR. TAXI INC.
1143,3566,TOYOTA,CAMRY,2014,HYBRID,STAR CAB CO.
1144,4430,TOYOTA,CAMRY,2012,HYBRID,MOHAMMED L. GADDI
1145,4640,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
1146,1389,TOYOTA,CAMRY,2015,HYBRID,HAMIT ZANI CORP
1147,2028,KIA,SOUL,2018,GASOLINE,CHICAGO CAB CORP.
1148,5409,TOYOTA,CAMRY,2017,HYBRID,EAST WEST ENTERPRISES INC
1149,1270,TOYOTA,CAMRY,2013,HYBRID,HALABJAH INC.
1150,1072,TOYOTA,CAMRY,2016,HYBRID,ZAINA CAB CORPORATION
1151,3486,TOYOTA,CAMRY,2013,HYBRID,MANZO & SONS INC.
1152,6024,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
1153,4532,TOYOTA,SIENNA,2019,GASOLINE,IONION TAXI SERVICE INC
1154,2074,FORD,C-MAX,2013,HYBRID,PECONIC TAXI LLC
1155,4283,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION TWO LLC.
1156,2127,TOYOTA,CAMRY,2015,HYBRID,2 FATIMA INC
1157,5250,FORD,C-MAX,2013,HYBRID,M & S CAB CO
1158,6102,TOYOTA,CAMRY,2012,HYBRID,RUBA EXPRESS INC.
1159,2949,FORD,ESCAPE,2012,HYBRID,JULY CAB CORP.
1160,2381,TOYOTA,CAMRY,2013,HYBRID,THUKKA PADAN DAWA INC
1161,2324,TOYOTA,CAMRY,2014,HYBRID,SODHI CAB INC
1162,4683,TOYOTA,CAMRY,2012,HYBRID,4683 TAXI INC
1163,3766,TOYOTA,SIENNA,2019,GASOLINE,LISTERVEN INC
1164,1822,TOYOTA,CAMRY,2015,HYBRID,JUBILEE CAB CORP
1165,3348,TOYOTA,CAMRY,2016,HYBRID,HAFIZ BILAL EXPRESS INC.
1166,5224,TOYOTA,CAMRY,2018,HYBRID,CHICAGO TREASURERY INC
1167,3314,FORD,ESCAPE,2011,HYBRID,PEACE INC.
1168,4889,TOYOTA,CAMRY,2012,HYBRID,NOUREDINE CORP.
1169,1161,TOYOTA,CAMRY,2017,HYBRID,AFAN INC.
1170,5259,TOYOTA,PRIUS,2014,HYBRID,NATHAN & EYOAS CORP.
1171,4361,TOYOTA,RAV4,2017,HYBRID,MITTY TWO INC.
1172,3723,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION ONE LLC.
1173,6366,TOYOTA,PRIUS,2014,HYBRID,"CHICAGO POLO XIV, INC."
1174,1955,TOYOTA,PRIUS,2013,HYBRID,PARAMJIT ENTERPRISES INC
1175,4320,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP,LLC SERIES VII"
1176,5295,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
1177,4004,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1178,2973,TOYOTA,CAMRY,2019,HYBRID,MC TAXI CORP
1179,1745,TOYOTA,SIENNA,2020,GASOLINE,SENEGAL TRANSIT INC.
1180,4487,TOYOTA,CAMRY,2016,HYBRID,MAIDANWAL TAXI INC.
1181,6538,TOYOTA,RAV4,2017,HYBRID,ALL BOUNDS TAXI CORP
1182,6520,TOYOTA,SIENNA,2020,GASOLINE,S K OHAMS LLC
1183,3668,TOYOTA,SIENNA,2018,GASOLINE,SHARFI CORP.
1184,5006,TOYOTA,HIGHLANDER,2014,GASOLINE,CONVENIENT CAB CO
1185,4067,TOYOTA,PRIUS,2014,HYBRID,LAIGHT TAXI CORP.
1186,3099,TOYOTA,CAMRY,2016,HYBRID,BIG CITY TAXI CORP.
1187,6067,TOYOTA,PRIUS,2013,HYBRID,MANAL INC
1188,127,TOYOTA,CAMRY,2016,GASOLINE,NOOR & NADA INC
1189,4658,FORD,ESCAPE,2012,HYBRID,HUMIDITY II HACKING CORP.
1190,3024,TOYOTA,SIENNA,2019,GASOLINE,"JBL EXPRESS II, INC."
1191,6291,FORD,ESCAPE,2012,HYBRID,SCORPION CAB CO.
1192,2882,TOYOTA,RAV4,2015,GASOLINE,S O S CAB COMPANY
1193,3954,TOYOTA,PRIUS,2014,HYBRID,"TAXI MEDALLION GROUP, LLC-SERIES XV"
1194,2516,TOYOTA,COROLLA,2015,GASOLINE,LUCKY 7 CAB COMPANY
1195,1884,TOYOTA,CAMRY,2016,HYBRID,FOLARIN GBOYEGA
1196,3601,TOYOTA,PRIUS,2014,HYBRID,SANTORINI SIX CAB CORP.
1197,6642,TOYOTA,PRIUS,2011,HYBRID,RAHEJA CORP.
1198,701,TOYOTA,RAV4,2018,HYBRID,FULANI INC
1199,4342,TOYOTA,CAMRY,2017,GASOLINE,NUMI INC.
1200,1257,DODGE,CARAVAN,2017,FLEX FUEL,RIVERSIDE CAB CORP
1201,3460,TOYOTA,COROLLA,2015,HYBRID,"ODUWOLE, INC"
1202,3466,TOYOTA,CAMRY,2012,HYBRID,KARACHI COLOR CORP
1203,4267,TOYOTA,CAMRY,2011,HYBRID,ANDAS CORPORATION
1204,776,TOYOTA,CAMRY,2015,HYBRID,SEVEN DAY CAB CO
1205,1369,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1206,237,DODGE,CARAVAN,2016,GASOLINE,IL 9 CORP
1207,431,TOYOTA,CAMRY,2012,HYBRID,MCCAB VII CORP.
1208,3627,TOYOTA,PRIUS,2014,HYBRID,LAKESHORE CCO INC.
1209,4488,TOYOTA,CAMRY,2013,HYBRID,FOUR SQUARE TAXI INC
1210,2603,TOYOTA,CAMRY,2014,HYBRID,CHICAGO SKYLINE CAB CO.
1211,6025,TOYOTA,COROLLA,2015,GASOLINE,SPENCER CAB CO
1212,224,TOYOTA,CAMRY,2016,HYBRID,BEDFORD CAB TWO CORP
1213,1663,TOYOTA,PRIUS,2013,HYBRID,STEFANIE AND ANDREW CAB CORP.
1214,4134,TOYOTA,CAMRY,2014,HYBRID,HOLLY BULL CAB CORP
1215,2170,TOYOTA,CAMRY,2014,HYBRID,FLAG CAB CORP.
1216,5102,CHEVROLET,EQUINOX,2012,FLEX FUEL,LUIS FABARA
1217,2342,TOYOTA,CAMRY,2015,HYBRID,OAM INC
1218,1843,TOYOTA,RAV4,2018,GASOLINE,MYHATTONE SYSTEM INC
1219,5480,TOYOTA,CAMRY,2014,HYBRID,AAIMA CORP
1220,1302,TOYOTA,CAMRY,2011,HYBRID,CHICAGO MEDALLION SEVEN LLC.
1221,2450,TOYOTA,CAMRY,2014,HYBRID,RANGI CAB CO
1222,3483,TOYOTA,CAMRY,2016,HYBRID,AYACH INC
1223,6755,VPG,MV-1,2014,GASOLINE,"JOY CAB CO., INC."
1224,3966,TOYOTA,CAMRY,2013,HYBRID,QUEENS HACKING CORP.
1225,5413,TOYOTA,CAMRY,2015,HYBRID,MELIJAH INC.
1226,157,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
1227,3456,TOYOTA,CAMRY,2014,HYBRID,KAILASH TRANS INC
1228,1928,TOYOTA,PRIUS,2013,HYBRID,NEW AMSTERDAM LEASING CORP.
