,Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
307,307,1,12,3,4,727,0,2,4,2,2,3,1,33,1,1,1,2,1,1,1
308,308,0,8,3,2,1237,2,0,3,0,2,4,2,24,1,1,1,3,1,0,1
309,309,0,9,3,3,276,2,0,4,2,2,4,2,22,1,2,1,2,1,0,1
310,310,0,48,3,7,5381,4,4,3,3,2,4,1,40,0,0,1,1,1,1,1
311,311,3,24,3,2,5511,0,0,4,3,2,1,3,25,2,1,1,3,1,0,1
312,312,2,24,3,2,3749,2,2,2,0,2,4,3,26,1,1,1,3,1,0,1
313,313,0,12,3,3,685,2,1,2,2,2,3,3,25,0,1,1,2,1,0,1
314,314,2,4,3,3,1494,4,2,1,3,2,2,2,29,1,1,1,2,2,0,0
315,315,1,36,0,2,2746,2,3,4,3,2,4,3,31,0,1,1,3,1,0,1
316,316,1,12,3,2,708,2,0,2,3,1,3,0,38,1,1,1,2,2,0,1
317,317,0,24,3,2,4351,4,0,1,0,2,4,0,48,1,1,1,2,1,1,1
318,318,3,12,1,6,701,2,0,4,3,2,2,3,32,1,1,2,3,1,0,1
319,319,1,15,2,2,3643,2,3,1,0,2,4,0,27,1,1,2,2,1,0,1
320,320,0,30,1,3,4249,2,4,4,2,2,2,3,28,1,1,2,0,1,0,1
321,321,1,24,3,4,1938,2,2,4,1,2,3,0,32,1,1,1,3,1,0,1
322,322,1,24,3,5,2910,2,1,2,3,2,1,1,34,1,0,1,0,1,1,1
323,323,1,18,3,2,2659,3,0,4,3,2,2,3,28,1,1,1,3,1,0,1
324,324,3,18,1,3,1028,2,0,4,0,2,3,2,36,1,1,2,3,1,0,1
325,325,1,8,1,3,3398,2,1,1,3,2,4,2,39,1,1,2,2,1,0,0
326,326,3,12,1,2,5801,4,3,2,3,2,4,0,49,1,2,1,3,1,1,1
327,327,3,24,3,3,1525,3,1,4,0,2,3,3,34,1,1,1,3,2,1,1
328,328,2,36,3,4,4473,2,3,4,3,2,2,3,31,1,1,1,3,1,0,1
329,329,0,6,3,4,1068,2,3,4,3,2,4,3,28,1,1,1,3,2,0,1
330,330,1,24,1,5,6615,2,4,2,3,2,4,1,75,1,0,2,0,1,1,1
331,331,3,18,1,6,1864,0,0,4,0,2,2,2,30,1,1,2,3,1,0,1
332,332,0,60,3,3,7408,0,2,4,0,2,2,0,24,1,1,1,0,1,0,1
333,333,3,48,1,5,11590,0,0,2,0,2,4,3,24,0,2,2,2,1,0,1
334,334,1,24,4,2,4110,2,3,3,3,2,4,1,23,0,2,2,3,2,0,1
335,335,1,6,1,2,3384,2,0,1,1,2,4,2,44,1,2,1,0,1,1,1
336,336,0,13,3,4,2101,2,2,2,0,1,4,0,23,1,1,1,2,1,0,1
337,337,1,15,3,1,1275,4,0,4,0,2,2,3,24,1,2,1,3,1,0,1
338,338,1,24,3,2,4169,2,0,4,3,2,4,0,28,1,1,1,3,1,0,1
339,339,0,10,3,2,1521,2,0,4,1,2,2,3,31,1,1,1,2,1,0,1
340,340,0,24,1,6,5743,2,2,2,0,2,4,1,24,1,0,2,3,1,1,1
341,341,1,21,3,2,3599,2,1,1,0,2,4,3,26,1,2,1,2,1,0,1
342,342,0,18,3,4,3213,1,2,1,2,2,3,2,25,1,2,1,3,1,0,1
343,343,0,18,3,0,4439,2,3,1,3,0,1,2,33,0,1,1,0,1,1,1
344,344,2,10,3,3,3949,2,2,1,3,1,1,0,37,1,1,1,2,2,0,1
345,345,3,15,1,4,1459,2,0,4,0,2,2,3,43,1,1,1,2,1,0,1
346,346,0,13,1,4,882,2,2,4,3,1,4,2,23,1,1,2,3,1,0,1
347,347,0,24,3,4,3758,1,4,1,0,2,4,1,23,1,2,1,1,1,0,1
348,348,3,6,2,0,1743,0,0,1,3,2,2,2,34,1,1,2,2,1,0,1
349,349,0,9,1,6,1136,3,3,4,3,2,3,1,32,1,0,2,3,2,0,1
350,350,3,9,3,1,1236,2,2,1,0,2,4,2,23,1,2,1,3,1,1,1
351,351,0,9,3,2,959,2,0,1,0,2,2,3,29,1,1,1,3,1,0,0
352,352,3,18,1,5,3229,4,4,2,3,2,4,1,38,1,1,1,0,1,1,1
353,353,1,12,4,4,6199,2,0,4,3,2,2,0,28,1,2,2,3,1,1,1
354,354,3,10,3,6,727,1,3,4,3,2,4,1,46,1,0,1,3,1,1,1
355,355,0,24,3,3,1246,2,2,4,3,2,2,2,23,2,1,1,2,1,0,1
356,356,3,12,1,4,2331,4,3,1,3,0,4,2,49,1,1,1,3,1,1,1
357,357,3,36,2,4,4463,2,0,4,3,2,2,3,26,1,1,2,0,1,1,1
358,358,3,12,3,4,776,2,0,4,2,2,2,2,28,1,1,1,3,1,0,1
359,359,1,30,3,2,2406,2,1,4,0,2,4,2,23,1,2,1,3,1,0,1
360,360,0,18,3,6,1239,4,0,4,3,2,4,1,61,1,0,1,3,1,0,1
361,361,2,12,3,4,3399,4,3,2,3,2,3,3,37,1,1,1,0,1,0,1
362,362,2,12,2,3,2247,2,0,2,0,2,2,3,36,2,1,2,3,1,1,1
363,363,3,6,3,2,1766,2,0,1,2,2,2,0,21,1,2,1,3,1,0,1
364,364,1,18,3,2,2473,2,4,4,3,2,1,3,25,1,1,1,1,1,0,1
365,365,3,12,3,0,1542,2,1,2,3,2,4,3,36,1,1,1,3,1,1,1
366,366,3,18,1,5,3850,2,1,3,3,2,1,3,27,1,1,2,3,1,0,1
367,367,1,18,3,2,3650,2,2,1,0,2,4,3,22,1,2,1,3,1,0,1
368,368,1,36,3,2,3446,2,3,4,3,2,2,3,42,1,1,1,3,2,0,1
369,369,0,18,3,2,3001,2,1,2,0,2,4,2,40,1,2,1,3,1,0,1
370,370,3,36,3,3,3079,4,0,4,3,2,4,2,36,1,1,1,3,1,0,1
371,371,3,18,1,4,6070,2,3,3,3,2,4,3,33,1,1,2,3,1,1,1
372,372,3,10,1,2,2146,2,2,1,0,2,3,2,23,1,2,2,3,1,0,1
373,373,3,60,1,3,13756,4,3,2,3,2,4,1,63,0,0,1,0,1,1,1
374,374,0,60,0,7,14782,0,3,3,0,2,4,1,60,0,0,2,0,1,1,1
375,375,1,48,0,0,7685,2,1,2,0,1,4,3,37,1,2,1,3,1,0,1
376,376,3,18,2,4,2320,2,4,2,2,2,3,2,34,1,1,2,3,1,0,1
377,377,3,7,2,4,846,4,3,3,3,2,4,1,36,1,0,1,3,1,0,1
378,378,0,36,3,3,14318,2,3,4,3,2,2,1,57,1,0,1,0,1,1,1
379,379,3,6,1,3,362,0,0,4,0,2,4,3,52,1,1,2,2,1,0,1
380,380,1,20,3,2,2212,4,1,4,3,2,4,3,39,1,1,1,3,1,1,1
381,381,0,18,3,5,12976,2,4,3,0,2,4,1,38,1,0,1,0,1,1,1
382,382,3,22,3,3,1283,4,1,4,0,2,4,0,25,1,2,1,3,1,0,1
383,383,2,12,3,3,1330,2,2,4,3,2,1,2,26,1,1,1,3,1,0,1
384,384,3,30,2,0,4272,0,0,2,3,2,2,0,26,1,1,2,2,1,0,1
385,385,3,18,1,4,2238,2,0,2,0,2,1,3,25,1,1,2,3,1,0,1
386,386,3,18,3,4,1126,4,2,4,0,2,2,2,21,1,2,1,3,1,1,1
387,387,0,18,1,2,7374,2,4,4,3,2,4,0,40,2,1,2,0,1,1,1
388,388,0,15,1,0,2326,1,0,2,3,2,4,3,27,0,1,1,3,1,0,1
389,389,3,9,3,0,1449,2,1,3,0,2,2,3,27,1,1,2,3,1,0,1
390,390,3,18,3,3,1820,2,0,2,2,2,2,0,30,1,1,1,0,1,1,1
391,391,0,12,3,2,983,3,2,1,0,2,4,2,19,1,2,1,2,1,0,1
392,392,1,36,3,3,3249,2,1,2,3,2,4,1,39,0,0,1,0,2,1,1
393,393,1,6,1,4,1957,2,1,1,0,2,4,3,31,1,1,1,3,1,0,1
394,394,3,9,1,2,2406,2,4,2,3,2,3,3,31,1,1,1,0,1,0,1
395,395,0,39,2,6,11760,0,1,2,3,2,3,1,32,1,2,1,3,1,1,1
396,396,1,12,3,2,2578,2,4,3,0,2,4,1,55,1,0,1,0,1,0,1
397,397,1,36,1,2,2348,2,0,3,2,2,2,0,46,1,1,2,3,1,1,1
398,398,0,12,3,3,1223,2,3,1,1,2,1,2,46,1,2,2,3,1,0,1
399,399,3,24,1,4,1516,3,0,4,0,2,1,2,43,1,1,2,2,1,0,1
400,400,3,18,3,4,1473,2,2,3,2,2,4,2,39,1,1,1,3,1,1,1
401,401,0,18,1,0,1887,4,0,4,2,2,4,2,28,0,1,2,3,1,0,1
402,402,3,24,2,0,8648,2,2,2,3,2,2,3,27,0,1,2,3,1,1,1
403,403,3,14,2,3,802,2,0,4,3,2,2,3,27,1,1,2,2,1,0,1
404,404,0,18,2,3,2899,4,3,4,3,2,4,3,43,1,1,1,3,2,0,1
405,405,0,24,3,4,2039,2,2,1,2,2,1,0,22,1,1,1,3,1,1,1
406,406,3,24,1,5,2197,4,1,4,3,2,4,3,43,1,1,2,3,2,1,1
407,407,1,15,3,4,1053,2,2,4,2,2,2,2,27,1,1,1,3,1,0,0
408,408,3,24,3,4,3235,1,3,3,1,2,2,3,26,1,1,1,0,1,1,1
409,409,2,12,1,3,939,1,1,4,2,2,2,2,28,1,1,3,3,1,1,1
410,410,0,24,3,4,1967,2,3,4,0,2,4,3,20,1,1,1,3,1,1,1
411,411,3,33,1,5,7253,2,1,3,3,2,2,3,35,1,1,2,0,1,1,1
412,412,3,12,1,0,2292,2,4,4,3,2,2,3,42,2,1,2,0,1,1,1
413,413,3,10,3,3,1597,1,0,3,3,2,2,1,40,1,2,1,2,2,0,0
414,414,1,24,3,3,1381,4,0,4,0,2,2,0,35,1,1,1,3,1,0,1
415,415,3,36,1,5,5842,2,3,2,3,2,2,0,35,1,1,2,3,2,1,1
416,416,1,12,3,3,2579,2,2,4,3,2,1,2,33,1,1,1,2,2,0,1
417,417,1,18,2,6,8471,4,0,1,0,2,2,3,23,1,2,2,3,1,1,1
418,418,3,21,3,3,2782,1,1,1,0,2,2,3,31,0,1,1,0,1,0,1
419,419,0,18,3,3,1042,4,0,4,0,2,2,0,33,1,1,1,3,1,0,1
420,420,3,15,3,3,3186,3,1,2,0,2,3,3,20,1,2,1,3,1,0,1
421,421,0,12,3,5,2028,4,0,4,3,2,2,3,30,1,1,1,3,1,0,1
422,422,0,12,1,3,958,2,1,2,3,2,3,2,47,1,1,2,2,2,0,1
423,423,3,21,2,2,1591,0,1,4,3,2,3,2,34,1,1,2,0,1,0,1
424,424,0,12,3,2,2762,4,3,1,0,2,2,0,25,0,1,1,3,1,1,1
425,425,0,18,3,5,2779,2,0,1,2,2,3,3,21,1,2,1,3,1,1,1
426,426,3,28,1,4,2743,2,3,4,3,2,2,3,29,1,1,2,3,1,0,1
427,427,3,18,1,4,1149,3,0,4,3,2,3,2,46,1,1,2,3,1,0,1
428,428,3,9,3,2,1313,2,3,1,3,2,4,3,20,1,1,1,3,1,0,1
429,429,1,18,1,8,1190,2,4,2,0,2,4,1,55,1,0,3,1,2,0,1
430,430,3,5,3,0,3448,2,1,1,3,2,4,2,74,1,1,1,2,1,0,1
431,431,0,24,3,7,11328,2,0,2,3,0,3,3,29,0,1,2,0,1,1,1
432,432,1,6,1,2,1872,2,4,4,3,2,4,1,36,1,0,3,0,1,1,1
433,433,3,24,1,8,2058,2,0,4,1,2,2,2,33,1,1,2,3,1,1,1
434,434,1,9,3,2,2136,2,0,3,3,2,2,2,25,1,1,1,3,1,0,1
435,435,0,12,3,4,1484,4,0,2,2,2,1,2,25,1,1,1,3,1,1,1
436,436,3,6,3,8,660,1,1,2,2,2,4,2,23,1,2,1,2,1,0,1
437,437,3,24,1,3,1287,3,3,4,0,2,4,2,37,1,1,2,3,1,1,1
438,438,1,42,1,8,3394,2,4,4,3,0,4,3,65,1,1,2,1,1,0,1
439,439,2,12,0,0,609,2,2,4,0,2,1,2,26,1,1,1,1,1,0,1
440,440,3,12,3,3,1884,2,3,4,3,2,4,3,39,1,1,1,0,1,1,1
441,441,1,12,3,2,1620,2,0,2,0,0,3,0,30,1,1,1,3,1,0,1
442,442,0,20,2,7,2629,2,0,2,3,2,3,3,29,0,1,2,3,1,1,1
443,443,3,12,3,6,719,2,3,4,3,2,4,3,41,0,1,1,2,2,0,1
444,444,0,48,1,2,5096,2,0,2,0,2,3,3,30,1,1,1,0,1,1,1
445,445,3,9,1,6,1244,4,3,4,0,2,4,0,41,1,2,2,2,1,0,1
446,446,1,36,3,3,1842,2,2,4,0,2,4,3,34,1,1,1,3,1,1,1
447,447,0,7,3,4,2576,2,0,2,3,1,2,2,35,1,1,1,3,1,0,1
448,448,2,12,3,2,1424,4,3,3,0,2,4,2,55,1,1,1,0,1,1,1
449,449,0,15,2,8,1512,3,0,3,2,2,3,0,61,2,1,2,3,1,0,1
450,450,3,36,1,5,11054,4,0,4,3,2,2,3,30,1,1,1,0,1,1,1
451,451,3,6,3,4,518,2,0,3,0,2,1,2,29,1,1,1,3,1,0,1
452,452,3,12,4,2,2759,2,3,2,3,2,4,0,34,1,1,2,3,1,0,1
453,453,3,24,3,5,2670,2,3,4,3,2,4,3,35,1,1,1,0,1,1,1
454,454,1,24,3,3,4817,2,1,2,3,0,3,0,31,1,1,1,3,1,1,1
455,455,3,24,3,5,2679,2,2,4,0,2,1,1,29,1,1,1,0,1,1,1
456,456,1,11,1,3,3905,2,0,2,3,2,2,2,36,1,2,2,3,2,0,1
457,457,1,12,3,5,3386,2,3,3,3,2,4,1,35,1,0,1,3,1,1,1
458,458,1,6,3,1,343,2,2,4,0,2,1,2,27,1,1,1,3,1,0,1
459,459,3,18,3,4,4594,2,2,3,3,2,2,3,32,1,1,1,3,1,1,1
460,460,1,36,3,2,3620,2,0,1,3,1,2,0,37,1,1,1,3,2,0,1
461,461,1,15,3,3,1721,2,2,2,3,2,3,2,36,1,1,1,3,1,0,1
462,462,0,12,3,2,3017,2,2,3,0,2,1,2,34,1,2,1,0,1,0,1
463,463,0,12,3,9,754,4,3,4,3,2,4,0,38,1,1,2,3,1,0,1
464,464,3,18,3,0,1950,2,1,4,3,2,1,3,34,2,1,2,3,1,1,1
465,465,1,24,3,5,2924,2,0,3,3,1,4,1,63,0,1,1,3,2,1,1
466,466,1,24,2,4,1659,2,2,4,0,2,2,3,29,1,2,1,2,1,1,1
467,467,3,48,2,4,7238,4,3,3,3,2,3,3,32,0,1,2,3,2,0,1
468,468,3,33,2,0,2764,2,0,2,0,2,2,3,26,1,1,2,3,1,1,1
469,469,3,24,2,5,4679,2,1,3,3,2,3,3,35,1,1,2,2,1,1,1
470,470,0,24,3,4,3092,0,2,3,2,2,2,3,22,1,2,1,3,1,1,1
471,471,1,6,3,6,448,2,2,4,0,2,4,0,23,1,1,1,3,1,0,1
472,472,1,9,3,3,654,2,0,4,3,2,3,3,28,1,1,1,2,1,0,1
473,473,3,6,3,9,1238,4,4,4,3,2,4,0,36,1,1,1,0,2,1,1
474,474,0,18,1,4,1245,2,0,4,2,2,2,3,33,1,1,1,3,1,0,1
475,475,1,18,4,2,3114,2,2,1,0,2,4,0,26,1,2,1,3,1,0,1
476,476,3,39,3,5,2569,1,0,4,3,2,4,3,24,1,1,1,3,1,0,1
477,477,2,24,3,4,5152,2,1,4,3,2,2,3,25,0,1,1,3,1,0,1
478,478,0,12,3,0,1037,0,1,3,3,2,4,2,39,1,1,1,2,1,0,1
479,479,1,15,1,2,1478,2,3,4,3,2,4,3,44,1,1,2,3,2,1,1
480,480,0,12,1,4,3573,2,0,1,0,2,1,2,23,1,1,1,2,1,0,1
481,481,0,24,3,3,1201,2,2,4,3,2,1,0,26,1,1,1,3,1,0,1
482,482,1,30,3,2,3622,3,3,4,0,2,4,0,57,1,2,2,3,1,1,1
483,483,3,15,2,2,960,3,1,3,0,2,2,0,30,1,1,2,3,1,0,1
484,484,3,12,1,3,1163,1,0,4,3,2,4,2,44,1,1,1,3,1,1,1
485,485,0,6,2,3,1209,2,4,4,3,2,4,0,47,1,1,1,0,1,1,1
486,486,3,12,3,4,3077,2,0,2,3,2,4,3,52,1,1,1,3,1,1,1
487,487,3,24,3,3,3757,2,3,4,0,0,4,1,62,1,0,1,3,1,1,1
488,488,3,10,3,3,1418,0,0,3,3,2,2,2,35,1,2,1,2,1,0,0
489,489,3,6,3,3,3518,2,0,2,3,1,3,0,26,1,2,1,3,1,0,1
490,490,3,12,1,4,1934,2,3,2,3,2,2,1,26,1,1,2,3,1,0,1
491,491,0,27,4,0,8318,2,3,2,0,2,4,1,42,1,0,2,0,1,1,1
492,492,3,6,1,4,1237,0,0,1,0,2,1,0,27,1,1,2,3,1,0,1
493,493,0,6,3,4,368,4,3,4,3,2,4,0,38,1,1,1,3,1,0,1
494,494,1,12,1,3,2122,2,0,3,3,2,2,2,39,1,2,2,2,2,0,0
495,495,1,24,3,2,2996,4,0,2,2,2,4,3,20,1,1,1,3,1,0,1
496,496,0,36,3,2,9034,0,2,4,3,0,1,1,29,1,2,1,0,1,1,1
497,497,3,24,1,2,1585,2,1,4,3,2,3,0,40,1,1,2,3,1,0,1
498,498,0,18,3,4,1301,2,3,4,2,1,2,2,32,1,1,1,2,1,0,1
499,499,2,6,1,3,1323,0,3,2,1,2,4,3,28,1,1,2,3,2,1,1
500,500,1,24,3,3,3123,2,2,4,0,2,1,0,27,1,1,1,3,1,0,1
501,501,1,36,3,5,5493,2,3,2,3,2,4,1,42,1,0,1,3,2,0,1
502,502,2,9,3,4,1126,0,3,2,1,2,4,2,49,1,1,1,3,1,0,1
503,503,0,24,1,4,1216,0,2,4,3,2,4,1,38,0,1,2,3,2,0,1
504,504,1,24,3,3,1207,2,2,4,0,2,4,0,24,1,2,1,3,1,0,1
505,505,3,10,3,3,1309,4,0,4,3,1,4,0,27,1,1,1,2,1,0,1
506,506,2,15,1,5,2360,1,0,2,3,2,2,3,36,1,1,1,3,1,1,1
507,507,0,15,0,3,6850,0,4,1,3,2,2,0,34,1,1,1,0,2,1,1
508,508,3,24,3,4,1413,2,0,4,2,2,2,0,28,1,1,1,3,1,0,1
509,509,3,39,3,5,8588,0,3,4,3,2,2,3,45,1,1,1,0,1,1,1
510,510,1,12,3,3,759,2,1,4,3,2,2,2,26,1,1,1,3,1,0,1
511,511,3,36,3,5,4686,2,0,2,3,2,2,1,32,1,0,1,0,1,1,1
512,512,2,15,3,0,2687,2,1,2,3,2,4,0,26,1,2,1,3,1,1,1
513,513,0,12,2,4,585,2,0,4,2,0,4,2,20,1,2,2,3,1,0,1
514,514,3,24,3,3,2255,4,2,4,3,2,1,0,54,1,1,1,3,1,0,1
515,515,1,6,1,3,609,2,1,4,0,2,3,0,37,1,1,2,3,1,0,0
516,516,1,6,1,3,1361,2,2,2,3,2,4,2,40,1,1,1,2,2,0,0
517,517,3,36,1,2,7127,2,2,2,0,2,4,0,23,1,2,2,3,1,1,1
518,518,1,6,3,3,1203,0,3,3,3,2,2,0,43,1,1,1,3,1,1,1
519,519,3,6,1,4,700,4,3,4,3,2,4,1,36,1,0,2,3,1,0,1
520,520,3,24,1,8,5507,2,3,3,3,2,4,1,44,1,0,2,3,1,0,1
521,521,1,18,3,4,3190,2,0,2,0,2,2,2,24,1,1,1,3,1,0,1
522,522,1,48,4,2,7119,2,0,3,3,2,4,1,53,1,0,2,3,2,0,1
523,523,3,24,3,5,3488,0,1,3,0,2,4,3,23,1,1,1,3,1,0,1
524,524,0,18,3,4,1113,2,0,4,0,1,4,2,26,1,1,1,2,2,0,1
525,525,0,26,3,5,7966,2,2,2,3,2,3,3,30,1,1,2,3,1,0,1
526,526,3,15,1,6,1532,0,0,4,0,2,3,3,31,1,1,1,3,1,0,1
527,527,3,4,1,4,1503,2,1,2,3,2,1,2,42,1,1,2,2,2,0,1
528,528,1,36,3,4,2302,2,0,4,1,2,4,3,31,1,2,1,3,1,0,1
529,529,1,6,3,3,662,2,2,3,3,2,4,2,41,1,1,1,2,2,1,1
530,530,0,36,3,6,2273,2,1,3,3,2,1,3,32,1,1,2,3,2,0,1
531,531,0,15,3,3,2631,0,0,2,0,2,4,3,28,1,2,2,3,1,1,1
532,532,3,12,2,5,1503,2,0,4,2,2,4,2,41,1,2,1,3,1,0,1
533,533,3,24,3,4,1311,0,1,4,2,2,3,0,26,1,1,1,3,1,1,1
534,534,3,24,3,4,3105,4,2,4,3,2,2,3,25,1,1,2,3,1,0,1
535,535,2,21,1,6,2319,2,2,2,1,2,1,3,33,1,2,1,3,1,0,1
536,536,1,6,3,3,1374,4,4,4,0,2,3,0,75,1,1,1,0,1,1,1
537,537,0,18,1,2,3612,2,3,3,0,2,4,0,37,1,1,1,3,1,1,1
538,538,1,48,3,3,7763,2,3,4,3,2,4,1,42,0,0,1,0,1,0,1
539,539,2,18,3,2,3049,2,2,1,0,2,1,0,45,2,1,1,2,1,0,1
540,540,0,12,3,4,1534,2,2,1,2,2,1,2,23,1,2,1,3,1,0,1
541,541,3,24,2,3,2032,2,3,4,3,2,4,1,60,1,0,2,3,1,1,1
542,542,1,30,3,2,6350,4,3,4,3,2,4,0,31,1,1,1,3,1,0,1
543,543,2,18,3,2,2864,2,0,2,3,2,1,2,34,1,1,1,2,2,0,1
544,544,3,12,1,3,1255,2,3,4,3,2,4,2,61,1,1,2,2,1,0,1
545,545,1,24,2,3,1333,2,4,4,3,2,2,2,43,1,0,2,3,2,0,1
546,546,3,24,1,3,2022,2,0,4,0,2,4,3,37,1,1,1,3,1,1,1
547,547,3,24,3,4,1552,2,1,3,3,2,1,3,32,0,1,1,3,2,0,1
548,548,1,12,0,4,626,2,0,4,0,2,4,2,24,0,1,1,2,1,0,1
549,549,3,48,1,5,8858,4,1,2,3,2,1,1,35,1,0,2,3,1,1,1
550,550,3,12,1,8,996,4,1,4,0,2,4,2,23,1,1,2,3,1,0,1
551,551,3,6,0,4,1750,1,3,2,3,2,4,0,45,0,1,1,2,2,0,1
552,552,1,48,3,4,6999,2,1,1,2,1,1,2,34,1,1,2,3,1,1,1
553,553,0,12,1,3,1995,0,2,4,3,2,1,3,27,1,1,1,3,1,0,1
554,554,0,9,3,6,1199,2,1,4,0,2,4,0,67,1,1,2,0,1,1,1
555,555,0,12,3,4,1331,2,2,2,3,2,1,3,22,2,1,1,3,1,0,1
556,556,0,18,4,3,2278,0,2,3,0,2,3,3,28,1,1,2,3,1,0,1
557,557,3,21,4,3,5003,4,0,1,0,2,4,0,29,0,1,2,3,1,1,1
558,558,1,24,0,2,3552,2,1,3,3,2,4,3,27,0,1,1,3,1,0,1
559,559,0,18,1,2,1928,2,2,2,3,2,2,2,31,1,1,2,2,1,0,1
560,560,1,24,3,5,2964,4,3,4,3,2,4,1,49,0,0,1,3,2,1,1
561,561,1,24,0,4,1546,2,1,4,3,1,4,3,24,0,2,1,2,1,0,1
562,562,2,6,2,4,683,2,2,2,0,2,1,0,29,0,1,1,3,1,0,1
563,563,0,36,3,3,12389,4,0,1,3,2,4,1,37,1,0,1,3,1,1,1
564,564,0,24,2,0,4712,4,0,4,3,2,2,0,37,0,1,2,0,1,1,1
565,565,0,24,2,4,1553,0,1,3,0,2,2,0,23,1,2,2,3,1,1,1
566,566,1,12,3,3,1372,2,1,2,1,2,3,3,36,1,1,1,3,1,0,1
567,567,3,24,1,4,2578,3,3,2,3,2,2,3,34,1,1,1,3,1,0,1
568,568,0,48,3,4,3979,4,1,4,3,2,1,3,41,1,1,2,3,2,1,1
569,569,1,48,3,4,6758,2,0,3,0,2,2,3,31,1,1,1,3,1,1,1
570,570,1,24,3,2,3234,2,2,4,0,2,4,2,23,1,2,1,2,1,1,1
571,571,3,30,1,4,5954,2,1,3,3,0,2,3,38,1,1,1,3,1,0,1
572,572,3,24,3,5,5433,4,4,2,0,2,4,0,26,1,2,1,0,1,1,1
573,573,1,15,3,0,806,2,0,4,0,2,4,0,22,1,1,1,2,1,0,1
574,574,0,9,3,4,1082,2,3,4,3,2,4,3,27,1,1,2,2,1,0,1
575,575,3,15,1,2,2788,2,1,2,0,0,3,3,24,0,1,2,3,1,0,1
576,576,0,12,3,4,2930,2,1,2,0,2,1,2,27,1,1,1,3,1,0,1
577,577,3,24,1,6,1927,4,0,3,0,2,2,3,33,1,1,2,3,1,1,1
578,578,0,36,1,3,2820,2,2,4,1,2,4,3,27,1,1,2,3,1,0,1
579,579,3,24,3,9,937,2,2,4,2,2,3,3,27,1,1,2,2,1,0,1
580,580,0,18,1,3,1056,2,3,3,3,1,3,2,30,0,1,2,3,1,0,1
581,581,0,12,1,3,3124,2,2,1,3,2,3,2,49,0,1,2,2,2,0,1
582,582,3,9,3,2,1388,2,0,4,0,2,2,2,26,1,2,1,3,1,0,1
583,583,0,36,3,8,2384,2,2,4,3,2,1,1,33,1,2,1,2,1,0,1
584,584,3,12,3,3,2133,4,3,4,0,2,4,1,52,1,0,1,0,1,1,1
585,585,1,18,3,2,2039,2,0,1,0,2,4,2,20,0,2,1,3,1,0,1
586,586,1,9,1,3,2799,2,0,2,3,2,2,2,36,1,2,2,3,2,0,1
587,587,1,12,3,2,1289,2,0,4,3,1,1,0,21,1,1,1,2,1,0,1
588,588,1,18,3,1,1217,2,0,4,2,2,3,2,47,1,1,1,2,1,1,1
589,589,1,12,1,2,2246,2,3,3,3,2,3,0,60,1,1,2,3,1,0,1
590,590,1,12,1,4,385,2,1,4,0,2,3,2,58,1,1,4,2,1,1,1
591,591,0,24,2,3,1965,4,0,4,0,2,4,3,42,1,2,2,3,1,1,1
592,592,3,21,3,0,1572,3,3,4,0,2,4,2,36,0,1,1,2,1,0,1
593,593,0,24,3,3,2718,2,0,3,0,2,4,0,20,1,2,1,2,1,1,1
594,594,1,24,0,7,1358,4,3,4,3,2,3,3,40,2,1,1,0,1,1,1
595,595,0,6,0,3,931,0,2,1,0,2,1,0,32,2,1,1,2,1,0,1
596,596,1,24,3,3,1442,2,1,4,0,2,4,3,23,1,2,2,3,1,0,1
597,597,0,24,4,0,4241,2,0,1,3,2,4,2,36,1,1,3,2,1,1,1
598,598,3,18,1,3,2775,2,1,2,3,2,2,0,31,0,1,2,3,1,0,1
599,599,3,24,2,0,3863,2,0,1,3,2,2,1,32,1,0,1,3,1,0,1
600,600,0,7,3,4,2329,2,2,1,0,1,1,2,45,1,1,1,3,1,0,1
601,601,0,9,3,2,918,2,0,4,0,2,1,0,30,1,1,1,3,1,0,1
602,602,0,24,0,6,1837,2,1,4,0,2,4,1,34,0,0,1,2,1,0,1
603,603,3,36,3,2,3349,2,0,4,0,2,2,3,28,1,1,1,0,1,1,1
604,604,2,10,3,2,1275,2,2,4,0,2,2,0,23,1,1,1,3,1,0,1
605,605,1,24,0,2,2828,1,0,4,3,2,4,2,22,2,1,1,3,1,1,1
606,606,3,24,1,0,4526,2,0,3,3,2,2,2,74,1,1,1,0,1,1,1
607,607,0,36,3,4,2671,0,0,4,0,0,4,1,50,1,0,1,3,1,0,1
608,608,3,18,3,4,2051,2,2,4,3,2,1,2,33,1,1,1,3,1,0,1
609,609,3,15,3,5,1300,4,3,4,3,2,4,1,45,0,0,1,3,2,0,1
610,610,1,12,3,1,741,0,4,4,0,2,3,0,22,1,1,1,3,1,0,1
611,611,2,10,3,3,1240,0,3,1,0,2,4,1,48,1,0,1,2,2,0,1
612,612,1,21,3,4,3357,3,2,4,0,2,2,3,29,0,1,1,3,1,0,1
613,613,1,24,0,5,3632,2,0,1,0,1,4,3,22,0,2,1,3,1,0,0
614,614,3,18,2,2,1808,2,1,4,0,2,1,2,22,1,1,1,3,1,0,1
615,615,0,48,4,0,12204,4,0,2,3,2,2,3,48,0,1,1,0,1,1,1
