,time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count
1198,471692,0,C5808,N6938,C26871,N3774,6,1,60
1199,471692,0,C5808,N6959,C26871,N19353,6,1,60
1200,471692,0,C5808,N7011,C26871,N3060,6,1,60
1201,471692,0,C5808,N7012,C26871,N17532,6,1,60
1202,471692,0,C5808,N7126,C26871,5688,6,1,60
1203,471692,0,C5808,N7139,C26871,2053,6,1,60
1204,471692,0,C5808,N7139,C26871,N21000,6,1,60
1205,471692,0,C5808,N7170,C26871,N17703,6,1,60
1206,471692,0,C5808,N7172,C26871,2049,6,1,60
1207,471692,0,C5808,N7173,C26871,N20347,6,1,60
1208,471692,0,C5808,N7194,C26871,N18466,6,1,60
1209,471692,0,C5808,N720,C26871,N10575,6,1,60
1210,471692,0,C5808,N7211,C26871,N20623,6,1,60
1211,471692,0,C5808,N7219,C26871,N15686,6,1,60
1212,471692,0,C5808,N7252,C26871,N9636,6,1,60
1213,471692,0,C5808,N7263,C26871,N20567,6,1,60
1214,471692,0,C5808,N7286,C26871,628,6,1,60
1215,471692,0,C5808,N7305,C26871,N17744,6,1,60
1216,471692,0,C5808,N7308,C26871,N8883,6,1,60
1217,471692,0,C5808,N7338,C26871,N13766,6,1,60
1218,471692,0,C5808,N7340,C26871,N18048,6,1,60
1219,471692,0,C5808,N7343,C26871,N1978,6,1,60
1220,471692,0,C5808,N740,C26871,N1048,6,1,60
1221,471692,0,C5808,N7417,C26871,N21155,6,1,60
1222,471692,0,C5808,N7439,C26871,N395,6,1,60
1223,471692,0,C5808,N7459,C26871,N17381,6,1,60
1224,471692,0,C5808,N7486,C26871,N248,6,1,60
1225,471692,0,C5808,N7492,C26871,N1725,6,1,60
1226,471692,0,C5808,N7503,C26871,N19466,6,1,60
1227,471692,0,C5808,N7508,C26871,N14126,6,1,60
1228,471692,0,C5808,N7514,C26871,N18930,6,1,60
1229,471692,0,C5808,N7530,C26871,N15757,6,1,60
1230,471692,0,C5808,N7563,C26871,N19547,6,1,60
1231,471692,0,C5808,N7571,C26871,N18256,6,1,60
1232,471692,0,C5808,N7582,C26871,N17057,6,1,60
1233,471692,0,C5808,N7617,C26871,N10598,6,1,60
1234,471692,0,C5808,N765,C26871,N21091,6,1,60
1235,471692,0,C5808,N7655,C26871,N21074,6,1,60
1236,471692,0,C5808,N7669,C26871,N8124,6,1,60
1237,471692,0,C5808,N7677,C26871,N9717,6,1,60
1238,471692,0,C5808,N7690,C26871,N18603,6,1,60
1239,471692,0,C5808,N7715,C26871,N11037,6,1,60
1240,471692,0,C5808,N7731,C26871,N21182,6,1,60
1241,471692,0,C5808,N7741,C26871,N12426,6,1,60
1242,471692,0,C5808,N7742,C26871,N1844,6,1,60
1243,471692,0,C5808,N7752,C26871,N10133,6,1,60
1244,471692,0,C5808,N7753,C26871,N19163,6,1,60
1245,471692,0,C5808,N7765,C26871,N8960,6,1,60
1246,471692,0,C5808,N7770,C26871,N17028,6,1,60
1247,471692,0,C5808,N7966,C26871,N830,6,1,60
1248,471692,0,C5808,N8010,C26871,N17837,6,1,60
1249,471692,0,C5808,N8022,C26871,N18101,6,1,60
1250,471692,0,C5808,N8256,C26871,N10583,6,1,60
1251,471692,0,C5808,N8278,C26871,N17628,6,1,60
1252,471692,0,C5808,N8305,C26871,2010,6,1,60
1253,471692,0,C5808,N8315,C26871,N7020,6,1,60
1254,471692,0,C5808,N8319,C26871,N2286,6,1,60
1255,471692,0,C5808,N8322,C26871,N20525,6,1,60
1256,471692,0,C5808,N8364,C26871,N17003,6,1,60
1257,471692,0,C5808,N8414,C26871,N20336,6,1,60
1258,471692,0,C5808,N8442,C26871,N9519,6,1,60
1259,471692,0,C5808,N8460,C26871,N19362,6,1,60
1260,471692,0,C5808,N8478,C26871,N7902,6,1,60
1261,471692,0,C5808,N8480,C26871,N21498,6,1,60
1262,471692,0,C5808,N8482,C26871,N18572,6,1,60
1263,471692,0,C5808,N8577,C26871,N17919,6,1,60
1264,471692,0,C5808,N8614,C26871,5151,6,1,60
1265,471692,0,C5808,N8706,C26871,N17012,6,1,60
1266,471692,0,C5808,N8742,C26871,N1930,6,1,60
1267,471692,0,C5808,N877,C26871,540,6,1,60
1268,471692,0,C5808,N8773,C26871,N18607,6,1,60
1269,471692,0,C5808,N8774,C26871,N13739,6,1,60
1270,471692,0,C5808,N8790,C26871,N17406,6,1,60
1271,471692,0,C5808,N8797,C26871,N15332,6,1,60
1272,471692,0,C5808,N8804,C26871,N13591,6,1,60
1273,471692,0,C5808,N8809,C26871,N8687,6,1,60
1274,471692,0,C5808,N8821,C26871,N2597,6,1,60
1275,471692,0,C5808,N8842,C26871,N17132,6,1,60
1276,471692,0,C5808,N8849,C26871,N6288,6,1,60
1277,471692,0,C5808,N885,C26871,N18199,6,1,60
1278,471692,0,C5808,N888,C26871,N17068,6,1,60
1279,471692,0,C5808,N8919,C26871,N17435,6,1,60
1280,471692,0,C5808,N8972,C26871,N17899,6,1,60
1281,471692,0,C5808,N9060,C26871,N15868,6,1,60
1282,471692,0,C5808,N9093,C26871,N13504,6,1,60
1283,471692,0,C5808,N9099,C26871,N594,6,1,60
1284,471692,0,C5808,N913,C26871,N21243,6,1,60
1285,471692,0,C5808,N9234,C26871,N21022,6,1,60
1286,471692,0,C5808,N9249,C26871,554,6,1,60
1287,471692,0,C5808,N9279,C26871,N8391,6,1,60
1288,471692,0,C5808,N9286,C26871,N17304,6,1,60
1289,471692,0,C5808,N9290,C26871,N1002,6,1,60
1290,471692,0,C5808,N9413,C26871,N20529,6,1,60
1291,471692,0,C5808,N9416,C26871,N17375,6,1,60
1292,471692,0,C5808,N9454,C26871,N11117,6,1,60
1293,471692,0,C5808,N9476,C26871,N12329,6,1,60
1294,471692,0,C5808,N9483,C26871,N12445,6,1,60
1295,471692,0,C5808,N9492,C26871,513,6,1,60
1296,471692,0,C5808,N9495,C26871,13782,6,1,60
1297,471692,0,C5808,N9521,C26871,N21404,6,1,60
1298,471692,0,C5808,N9587,C26871,N19299,6,1,60
1299,471692,0,C5808,N9619,C26871,N20134,6,1,60
1300,471692,0,C5808,N9662,C26871,N19528,6,1,60
1301,471692,0,C5808,N9721,C26871,N19568,6,1,60
1302,471692,0,C5808,N9742,C26871,N3943,6,1,60
1303,471692,0,C5808,N9758,C26871,N13159,6,1,60
1304,471692,0,C5808,N9853,C26871,N19274,6,1,60
1305,471692,0,C5808,N987,C26871,N9680,6,1,60
1306,471692,0,C5808,N9886,C26871,N17802,6,1,60
1307,471692,0,C5808,N991,C26871,N17671,6,1,60
1308,471692,0,C5808,N9954,C26871,N21117,6,1,60
1309,471692,0,C586,389,C16825,N20910,6,12,6980
1310,471692,0,C586,389,C9937,N26922,17,1,193
1311,471692,0,C586,88,C1322,N1450,6,7,3948
1312,471692,0,C586,88,C1322,N2362,6,7,3948
1313,471692,0,C586,88,C1322,N24716,6,7,3948
1314,471692,0,C586,88,C1322,N2608,6,7,3790
1315,471692,0,C586,88,C1322,N2619,6,7,3948
1316,471692,0,C612,389,C1322,N2620,6,8,1855
1317,471692,0,C612,389,C1322,N597,6,10,4241
1318,471692,0,C616,N16274,C1065,N204,6,2,92
1319,471692,0,C616,N21114,C1065,135,6,2,92
1320,471692,0,C625,389,C9502,N4151,6,9,5073
1321,471692,0,C706,80,C14271,N12594,6,10,4605
1322,471692,0,C706,80,C14764,N28968,6,4,515
1323,471692,0,C743,139,C13097,N26808,6,1,46
1324,471692,0,C743,445,C16277,N9445,6,1,46
1325,471692,0,C8501,N67,C529,N36,1,2,120
1326,471692,0,C8723,N4842,C1685,N143,6,6,1622
1327,471692,0,C9502,N13595,C2109,88,6,6,2433
1328,471692,0,C9502,N3700,C2109,88,6,6,2444
1329,471692,0,C9502,N4151,C625,389,6,10,3332
1330,471692,0,C9937,137,C4174,137,17,2,156
1331,471692,0,C9937,138,C586,138,17,1,207
1332,471692,0,C9937,N26922,C586,389,17,1,193
1333,471692,1,C1065,389,C16825,N6851,6,7,2975
1334,471692,1,C1065,389,C16825,N6851,6,8,3166
1335,471692,1,C13574,N5852,C1685,N143,6,9,5342
1336,471692,1,C16825,N13861,C528,389,6,19,5678
1337,471692,1,C16825,N6851,C1065,389,6,11,3231
1338,471692,1,C1685,N143,C13574,N5852,6,6,478
1339,471692,1,C2270,N11250,C5721,22,6,35,4104
1340,471692,1,C3202,N13160,C706,80,6,7,2972
1341,471692,1,C528,389,C16825,N13861,6,23,24405
1342,471692,1,C5474,N12369,C1841,N385,6,2,196
1343,471692,1,C5721,22,C2270,N11250,6,33,10358
1344,471692,1,C706,80,C3202,N13160,6,4,511
1345,471692,10,C12547,N3424,C467,445,6,17,4379
1346,471692,10,C20029,N7786,C1707,N143,6,6,1223
1347,471692,10,C3668,N12961,C1685,N143,6,6,1213
1348,471692,10,C467,445,C12547,N3424,6,15,2418
1349,471692,10,C529,445,C8501,N12680,6,16,2684
1350,471692,10,C8501,N12680,C529,445,6,17,4347
1351,471692,11,C1065,445,C11733,N2153,6,9,1653
1352,471692,11,C11733,N2153,C1065,445,6,13,4285
1353,471692,11,C7109,N4383,C1685,N143,6,9,2288
1354,471692,12,C586,139,C9937,N10618,6,11,1667
1355,471692,12,C586,139,C9937,N17580,6,10,1562
1356,471692,12,C586,139,C9937,N7170,6,12,1411
1357,471692,12,C9937,N10618,C586,139,6,13,1531
1358,471692,12,C9937,N17580,C586,139,6,12,1507
1359,471692,12,C9937,N7170,C586,139,6,14,4295
1360,471692,14,C1065,445,C2321,N11507,6,8,1352
1361,471692,14,C1065,445,C2321,N11507,6,9,1653
1362,471692,14,C16825,N29396,C467,445,6,13,4927
1363,471692,14,C2321,N11507,C1065,445,6,13,4237
1364,471692,14,C467,445,C16825,N29396,6,9,2358
1365,471692,15,C1065,445,C1322,N2374,6,10,2405
1366,471692,15,C1065,445,C18489,N10669,6,9,1653
1367,471692,15,C1322,N2374,C1065,445,6,15,8592
1368,471692,15,C1322,N2618,C586,445,6,16,8616
1369,471692,15,C18489,N10669,C1065,445,6,13,4233
1370,471692,15,C2204,N20779,C1685,N143,6,6,1213
1371,471692,15,C586,445,C1322,N2618,6,11,1997
1372,471692,16,C12766,N2705,C529,445,6,12,4018
1373,471692,16,C529,445,C12766,N2705,6,8,1361
1374,471692,2,C5030,443,C13583,N32581,6,3,1065
1375,471692,26,C16825,N27141,C528,445,6,20,3724
1376,471692,26,C16825,N29187,C528,445,6,71,16346
1377,471692,26,C528,445,C16825,N27141,6,16,4138
1378,471692,26,C528,445,C16825,N29187,6,66,14229
1379,471692,39,C1322,N2375,C467,445,6,94,24500
1380,471692,39,C467,445,C1322,N2375,6,87,21607
1381,471692,41,C5030,443,C5582,N4868,6,3,905
1382,471692,41,C5582,N4868,C5030,443,6,3,138
1383,471692,44,C2588,N7,C770,N1422,6,2,250
1384,471692,44,C770,N1422,C2588,N7,6,2,92
1385,471692,5,C1685,N143,C3668,N12961,6,4,2753
1386,471692,5,C1707,N143,C20029,N7786,6,4,2759
1387,471692,56,C11573,N3617,C5736,N1702,6,110,27368
1388,471692,6,C1685,N143,C2204,N20779,6,4,2753
1389,471692,60,C14764,N28968,C706,80,6,8,2996
1390,471692,60,C458,1433,C113,N2152,6,6,294
1391,471692,61,C1553,N2162,C5720,445,6,64,8038
1392,471692,61,C19497,N1688,C5720,445,6,185,27326
1393,471692,61,C5720,445,C19497,N1688,6,168,13272
1394,471692,7,C1685,N143,C7109,N4383,6,6,2979
1395,471692,9,C15211,N4843,C529,445,6,22,4731
1396,471692,9,C529,445,C15211,N4843,6,25,17206
1397,471693,0,C1056,445,C1220,N7855,6,1,46
1398,471693,0,C1065,389,C16825,N25457,6,8,1854
1399,471693,0,C1065,389,C16825,N29572,6,10,4240
1400,471693,0,C1074,N6942,C1973,80,6,7,1711
1401,471693,0,C1074,N6945,C1973,80,6,6,1656
1402,471693,0,C1074,N6957,C1973,80,6,7,1711
1403,471693,0,C1074,N7013,C1973,80,6,7,1702
1404,471693,0,C12109,N28700,C585,445,6,1,46
1405,471693,0,C1220,N7855,C1056,445,6,1,52
1406,471693,0,C13337,N22996,C1685,N143,6,7,481
1407,471693,0,C13337,N27568,C1685,N143,6,7,482
1408,471693,0,C13337,N27799,C1707,N143,6,7,482
1409,471693,0,C13337,N30152,C1707,N143,6,6,420
1410,471693,0,C13337,N32292,C1707,N143,6,6,429
1411,471693,0,C13337,N42954,C1685,N143,6,7,472
1412,471693,0,C13685,N47996,C586,389,17,1,193
1413,471693,0,C1467,N3181,C2109,445,6,1,52
1414,471693,0,C15407,N16785,C2588,N7,6,5,272
1415,471693,0,C16241,N7449,C5720,445,6,3,310
1416,471693,0,C1654,80,C14030,N19604,6,2,92
1417,471693,0,C16825,N25457,C1065,389,6,10,3456
1418,471693,0,C16825,N29572,C1065,389,6,12,3893
1419,471693,0,C1685,N143,C13337,N22996,6,4,372
1420,471693,0,C1685,N143,C13337,N27568,6,4,372
1421,471693,0,C1685,N143,C13337,N42954,6,4,372
1422,471693,0,C1685,N143,C20312,N5261,6,5,2693
1423,471693,0,C1707,N143,C13337,N27799,6,4,376
1424,471693,0,C1707,N143,C13337,N30152,6,4,376
1425,471693,0,C1707,N143,C13337,N32292,6,4,376
1426,471693,0,C1707,N143,C993,N29570,6,4,413
1427,471693,0,C1707,N143,C993,N4495,6,4,414
1428,471693,0,C1923,123,C2109,123,17,1,96
1429,471693,0,C19574,N12791,C706,80,6,1,46
1430,471693,0,C1973,80,C1074,N6942,6,5,452
1431,471693,0,C1973,80,C1074,N6945,6,5,452
1432,471693,0,C1973,80,C1074,N6957,6,5,452
1433,471693,0,C1973,80,C1074,N7013,6,5,452
1434,471693,0,C20312,N5261,C1685,N143,6,7,1294
1435,471693,0,C2109,123,C1923,123,17,1,96
1436,471693,0,C2109,445,C1467,N3181,6,1,46
1437,471693,0,C2588,N7,C15407,N16785,6,3,168
1438,471693,0,C26871,10081,C5808,N47861,6,1,46
1439,471693,0,C26871,117,C5808,N25442,6,1,46
1440,471693,0,C26871,137,C5808,N22012,6,1,46
1441,471693,0,C26871,1957,C5808,N33507,6,1,46
1442,471693,0,C26871,20,C5808,N25877,6,1,46
1443,471693,0,C26871,347,C5808,N23599,6,1,46
1444,471693,0,C26871,3632,C5808,N17589,6,1,46
1445,471693,0,C26871,371,C5808,N40526,6,1,46
1446,471693,0,C26871,464,C5808,N9927,6,1,46
1447,471693,0,C26871,5222,C5808,N24558,6,1,46
1448,471693,0,C26871,5666,C5808,N32518,6,1,46
1449,471693,0,C26871,5674,C5808,N10858,6,1,46
1450,471693,0,C26871,6001,C5808,N46031,6,1,46
1451,471693,0,C26871,6566,C5808,N4134,6,1,46
1452,471693,0,C26871,6667,C5808,N36762,6,1,46
1453,471693,0,C26871,706,C5808,N32881,6,1,46
1454,471693,0,C26871,N10144,C5808,N3212,6,1,46
1455,471693,0,C26871,N10169,C5808,N23726,6,1,46
1456,471693,0,C26871,N10215,C5808,N5870,6,1,46
1457,471693,0,C26871,N10301,C5808,N15036,6,1,46
1458,471693,0,C26871,N10474,C5808,N2632,6,1,46
1459,471693,0,C26871,N1048,C5808,N28354,6,1,46
1460,471693,0,C26871,N10518,C5808,N32262,6,1,46
1461,471693,0,C26871,N10712,C5808,N24457,6,1,46
1462,471693,0,C26871,N1081,C5808,N47822,6,1,46
1463,471693,0,C26871,N11078,C5808,N47883,6,1,46
1464,471693,0,C26871,N11117,C5808,N25807,6,1,46
1465,471693,0,C26871,N11332,C5808,N25079,6,1,46
1466,471693,0,C26871,N11680,C5808,N17065,6,1,46
1467,471693,0,C26871,N11771,C5808,N45199,6,1,46
1468,471693,0,C26871,N11830,C5808,N35716,6,1,46
1469,471693,0,C26871,N121,C5808,N39998,6,1,46
1470,471693,0,C26871,N12244,C5808,N13678,6,1,46
1471,471693,0,C26871,N12280,C5808,N22652,6,1,46
1472,471693,0,C26871,N12359,C5808,N31788,6,1,46
1473,471693,0,C26871,N12388,C5808,N40101,6,1,46
1474,471693,0,C26871,N12414,C5808,N36210,6,1,46
1475,471693,0,C26871,N12693,C5808,N23588,6,1,46
1476,471693,0,C26871,N12786,C5808,N4060,6,1,46
1477,471693,0,C26871,N12820,C5808,N32932,6,1,46
1478,471693,0,C26871,N13008,C5808,N18260,6,1,46
1479,471693,0,C26871,N13035,C5808,N47859,6,1,46
1480,471693,0,C26871,N13557,C5808,N17490,6,1,46
1481,471693,0,C26871,N13613,C5808,N42603,6,1,46
1482,471693,0,C26871,N13654,C5808,N2240,6,1,46
1483,471693,0,C26871,N13693,C5808,N28038,6,1,46
1484,471693,0,C26871,N13696,C5808,N47877,6,1,46
1485,471693,0,C26871,N13726,C5808,N25939,6,1,46
1486,471693,0,C26871,N13766,C5808,N6030,6,1,46
1487,471693,0,C26871,N13791,C5808,N23026,6,1,46
1488,471693,0,C26871,N13850,C5808,N2108,6,1,46
1489,471693,0,C26871,N13943,C5808,N19859,6,1,46
1490,471693,0,C26871,N13987,C5808,N9758,6,1,46
1491,471693,0,C26871,N14012,C5808,N39662,6,1,46
1492,471693,0,C26871,N14096,C5808,N33330,6,1,46
1493,471693,0,C26871,N14243,C5808,N16755,6,1,46
1494,471693,0,C26871,N14468,C5808,N446,6,1,46
1495,471693,0,C26871,N14880,C5808,N24588,6,1,46
1496,471693,0,C26871,N14895,C5808,N2893,6,1,46
1497,471693,0,C26871,N14901,C5808,N47873,6,1,46
1498,471693,0,C26871,N15289,C5808,N5846,6,1,46
1499,471693,0,C26871,N15324,C5808,N7914,6,4,232
1500,471693,0,C26871,N15539,C5808,N20509,6,1,46
1501,471693,0,C26871,N15577,C5808,N17728,6,1,46
1502,471693,0,C26871,N15838,C5808,N42209,6,1,46
1503,471693,0,C26871,N15860,C5808,N32660,6,1,46
1504,471693,0,C26871,N15967,C5808,N15086,6,1,46
1505,471693,0,C26871,N15971,C5808,N31997,6,1,46
1506,471693,0,C26871,N1649,C5808,N44079,6,1,46
1507,471693,0,C26871,N16623,C5808,N40230,6,1,46
1508,471693,0,C26871,N16788,C5808,N11144,6,1,46
1509,471693,0,C26871,N16881,C5808,N11096,6,1,46
1510,471693,0,C26871,N16895,C5808,N23208,6,1,46
1511,471693,0,C26871,N16918,C5808,N29529,6,1,46
1512,471693,0,C26871,N16977,C5808,N22185,6,1,46
1513,471693,0,C26871,N17041,C5808,N225,6,1,46
1514,471693,0,C26871,N17108,C5808,N9617,6,1,46
1515,471693,0,C26871,N17317,C5808,N32007,6,1,46
1516,471693,0,C26871,N17361,C5808,N581,6,1,46
1517,471693,0,C26871,N17386,C5808,N36092,6,1,46
1518,471693,0,C26871,N17391,C5808,N39935,6,1,46
1519,471693,0,C26871,N17406,C5808,N25419,6,1,46
1520,471693,0,C26871,N17440,C5808,N24942,6,1,46
1521,471693,0,C26871,N17460,C5808,N46621,6,1,46
1522,471693,0,C26871,N17461,C5808,N16216,6,1,46
1523,471693,0,C26871,N17508,C5808,N10482,6,1,46
1524,471693,0,C26871,N17603,C5808,N47984,6,1,46
1525,471693,0,C26871,N17645,C5808,N21448,6,1,46
1526,471693,0,C26871,N17657,C5808,N7660,6,1,46
1527,471693,0,C26871,N17718,C5808,N31887,6,1,46
1528,471693,0,C26871,N17720,C5808,N6818,6,1,46
1529,471693,0,C26871,N17774,C5808,N47977,6,1,46
1530,471693,0,C26871,N17805,C5808,N42596,6,1,46
1531,471693,0,C26871,N17819,C5808,N36520,6,1,46
1532,471693,0,C26871,N17846,C5808,N40954,6,1,46
1533,471693,0,C26871,N17897,C5808,N38362,6,1,46
1534,471693,0,C26871,N17906,C5808,N33038,6,1,46
1535,471693,0,C26871,N17917,C5808,N16032,6,1,46
1536,471693,0,C26871,N17934,C5808,N35935,6,1,46
1537,471693,0,C26871,N17981,C5808,N33489,6,1,46
1538,471693,0,C26871,N18018,C5808,N47791,6,1,46
1539,471693,0,C26871,N18048,C5808,N46159,6,1,46
1540,471693,0,C26871,N18050,C5808,N15842,6,1,46
1541,471693,0,C26871,N18059,C5808,N18244,6,1,46
1542,471693,0,C26871,N18108,C5808,N44808,6,1,46
1543,471693,0,C26871,N18188,C5808,N47876,6,1,46
1544,471693,0,C26871,N18250,C5808,N7474,6,1,46
1545,471693,0,C26871,N18266,C5808,N24189,6,1,46
1546,471693,0,C26871,N18286,C5808,N24115,6,1,46
1547,471693,0,C26871,N18307,C5808,N7786,6,1,46
1548,471693,0,C26871,N18346,C5808,N47850,6,1,46
1549,471693,0,C26871,N18426,C5808,N17128,6,1,46
1550,471693,0,C26871,N18498,C5808,N10167,6,1,46
1551,471693,0,C26871,N18506,C5808,N32960,6,1,46
1552,471693,0,C26871,N18611,C5808,N20058,6,1,46
1553,471693,0,C26871,N18626,C5808,N10660,6,1,46
1554,471693,0,C26871,N18663,C5808,N3993,6,1,46
1555,471693,0,C26871,N18665,C5808,N26994,6,1,46
1556,471693,0,C26871,N18671,C5808,N21813,6,1,46
1557,471693,0,C26871,N18678,C5808,N47980,6,1,46
1558,471693,0,C26871,N18680,C5808,N6028,6,1,46
1559,471693,0,C26871,N18827,C5808,N46472,6,1,46
1560,471693,0,C26871,N18868,C5808,N26974,6,1,46
1561,471693,0,C26871,N18896,C5808,N35976,6,1,46
1562,471693,0,C26871,N18916,C5808,N2040,6,1,46
1563,471693,0,C26871,N19017,C5808,N20644,6,1,46
1564,471693,0,C26871,N19023,C5808,N8490,6,1,46
1565,471693,0,C26871,N19030,C5808,N23642,6,1,46
1566,471693,0,C26871,N19090,C5808,N15831,6,1,46
1567,471693,0,C26871,N19102,C5808,N32126,6,1,46
1568,471693,0,C26871,N19124,C5808,N23729,6,1,46
1569,471693,0,C26871,N19126,C5808,N37662,6,1,46
1570,471693,0,C26871,N19136,C5808,N39789,6,1,46
1571,471693,0,C26871,N19154,C5808,N47855,6,1,46
1572,471693,0,C26871,N1916,C5808,N22728,6,1,46
1573,471693,0,C26871,N19165,C5808,N39214,6,1,46
1574,471693,0,C26871,N19197,C5808,N11247,6,1,46
1575,471693,0,C26871,N19278,C5808,N6825,6,1,46
1576,471693,0,C26871,N19344,C5808,N22508,6,1,46
1577,471693,0,C26871,N19374,C5808,N17162,6,1,46
1578,471693,0,C26871,N19476,C5808,N8626,6,1,46
1579,471693,0,C26871,N19482,C5808,N32797,6,1,46
1580,471693,0,C26871,N19512,C5808,N15014,6,1,46
1581,471693,0,C26871,N19537,C5808,N23149,6,1,46
1582,471693,0,C26871,N19559,C5808,N47986,6,1,46
1583,471693,0,C26871,N1957,C5808,N23771,6,1,46
1584,471693,0,C26871,N19656,C5808,N23138,6,1,46
1585,471693,0,C26871,N19675,C5808,N39565,6,1,46
1586,471693,0,C26871,N19681,C5808,N26690,6,1,46
1587,471693,0,C26871,N19716,C5808,N40539,6,1,46
1588,471693,0,C26871,N19727,C5808,N22077,6,1,46
1589,471693,0,C26871,N19890,C5808,N27503,6,1,46
1590,471693,0,C26871,N19982,C5808,N33433,6,1,46
1591,471693,0,C26871,N2009,C5808,N19788,6,1,46
1592,471693,0,C26871,N20103,C5808,N40869,6,1,46
1593,471693,0,C26871,N20123,C5808,N14733,6,1,46
1594,471693,0,C26871,N20297,C5808,N7269,6,1,46
1595,471693,0,C26871,N20319,C5808,N31203,6,1,46
1596,471693,0,C26871,N20375,C5808,N19419,6,1,46
1597,471693,0,C26871,N20406,C5808,N11942,6,1,46
1598,471693,0,C26871,N20435,C5808,N42070,6,1,46
1599,471693,0,C26871,N20454,C5808,N24472,6,1,46
1600,471693,0,C26871,N20461,C5808,N33668,6,1,46
1601,471693,0,C26871,N20464,C5808,N11795,6,1,46
1602,471693,0,C26871,N20493,C5808,N25924,6,1,46
1603,471693,0,C26871,N20519,C5808,N19157,6,1,46
1604,471693,0,C26871,N20534,C5808,N31439,6,1,46
1605,471693,0,C26871,N20555,C5808,N42208,6,1,46
1606,471693,0,C26871,N20580,C5808,N36257,6,1,46
1607,471693,0,C26871,N20772,C5808,N13970,6,1,46
1608,471693,0,C26871,N20802,C5808,N25049,6,1,46
1609,471693,0,C26871,N20860,C5808,N24479,6,1,46
1610,471693,0,C26871,N20868,C5808,N22042,6,1,46
1611,471693,0,C26871,N20871,C5808,N6351,6,1,46
1612,471693,0,C26871,N21066,C5808,N23105,6,1,46
1613,471693,0,C26871,N21072,C5808,N15325,6,1,46
1614,471693,0,C26871,N21078,C5808,N24976,6,1,46
1615,471693,0,C26871,N21112,C5808,N29887,6,1,46
1616,471693,0,C26871,N21152,C5808,N5398,6,1,46
1617,471693,0,C26871,N21157,C5808,N15644,6,1,46
1618,471693,0,C26871,N21164,C5808,N35078,6,1,46
1619,471693,0,C26871,N21234,C5808,N44839,6,1,46
1620,471693,0,C26871,N21244,C5808,N36326,6,1,46
1621,471693,0,C26871,N21416,C5808,N21598,6,1,46
1622,471693,0,C26871,N2143,C5808,N22156,6,1,46
1623,471693,0,C26871,N21458,C5808,N35224,6,1,46
1624,471693,0,C26871,N21476,C5808,N5314,6,1,46
1625,471693,0,C26871,N2315,C5808,N41850,6,1,46
1626,471693,0,C26871,N2323,C5808,N20894,6,1,46
1627,471693,0,C26871,N2355,C5808,N35970,6,1,46
1628,471693,0,C26871,N238,C5808,N8370,6,1,46
1629,471693,0,C26871,N2492,C5808,N47856,6,1,46
1630,471693,0,C26871,N2531,C5808,N22060,6,1,46
1631,471693,0,C26871,N2604,C5808,N16860,6,1,46
1632,471693,0,C26871,N314,C5808,N20686,6,1,46
1633,471693,0,C26871,N3209,C5808,N45892,6,1,46
1634,471693,0,C26871,N3375,C5808,N2084,6,1,46
1635,471693,0,C26871,N3441,C5808,N42851,6,1,46
1636,471693,0,C26871,N3452,C5808,N39996,6,1,46
1637,471693,0,C26871,N3490,C5808,N11444,6,1,46
1638,471693,0,C26871,N3520,C5808,N32782,6,1,46
1639,471693,0,C26871,N3559,C5808,N22858,6,1,46
1640,471693,0,C26871,N3774,C5808,N11240,6,1,46
1641,471693,0,C26871,N3776,C5808,N9296,6,1,46
1642,471693,0,C26871,N3824,C5808,N77,6,1,46
1643,471693,0,C26871,N4173,C5808,N40576,6,1,46
1644,471693,0,C26871,N448,C5808,N24180,6,1,46
1645,471693,0,C26871,N4512,C5808,N33611,6,1,46
1646,471693,0,C26871,N4592,C5808,N38297,6,1,46
1647,471693,0,C26871,N4622,C5808,N23622,6,1,46
1648,471693,0,C26871,N4725,C5808,N40710,6,1,46
1649,471693,0,C26871,N5024,C5808,N30546,6,1,46
1650,471693,0,C26871,N5086,C5808,N33096,6,1,46
1651,471693,0,C26871,N5164,C5808,N5329,6,1,46
1652,471693,0,C26871,N5219,C5808,N33291,6,1,46
1653,471693,0,C26871,N5267,C5808,N15563,6,1,46
1654,471693,0,C26871,N5465,C5808,N1753,6,1,46
1655,471693,0,C26871,N5514,C5808,N12588,6,1,46
1656,471693,0,C26871,N5536,C5808,N47858,6,1,46
1657,471693,0,C26871,N5582,C5808,N33741,6,1,46
1658,471693,0,C26871,N5627,C5808,N17008,6,1,46
1659,471693,0,C26871,N5692,C5808,N42809,6,1,46
1660,471693,0,C26871,N5914,C5808,N9026,6,1,46
1661,471693,0,C26871,N6436,C5808,N4934,6,1,46
1662,471693,0,C26871,N6458,C5808,N40717,6,1,46
1663,471693,0,C26871,N6511,C5808,N23933,6,1,46
1664,471693,0,C26871,N6788,C5808,N15230,6,1,46
1665,471693,0,C26871,N6870,C5808,N23795,6,1,46
1666,471693,0,C26871,N7134,C5808,N35825,6,1,46
1667,471693,0,C26871,N732,C5808,N44007,6,1,46
1668,471693,0,C26871,N7980,C5808,N25385,6,1,46
1669,471693,0,C26871,N8029,C5808,N36702,6,1,46
1670,471693,0,C26871,N8119,C5808,N7208,6,1,46
1671,471693,0,C26871,N812,C5808,N22550,6,1,46
