,Unnamed: 0,country,food_category,consumption,co2_emission
656,657,Serbia,wheat,105.88,20.19
657,658,Serbia,rice,1.22,1.56
658,659,Serbia,soybeans,0.0,0.0
659,660,Serbia,nuts,3.31,5.86
660,661,United Arab Emirates,pork,0.0,0.0
661,662,United Arab Emirates,poultry,41.04,44.09
662,663,United Arab Emirates,beef,5.64,174.04
663,664,United Arab Emirates,lamb_goat,9.08,317.98
664,665,United Arab Emirates,fish,20.41,32.59
665,666,United Arab Emirates,eggs,8.23,7.56
666,667,United Arab Emirates,dairy,132.66,188.96
667,668,United Arab Emirates,wheat,101.29,19.32
668,669,United Arab Emirates,rice,56.25,71.98
669,670,United Arab Emirates,soybeans,0.08,0.04
670,671,United Arab Emirates,nuts,23.03,40.76
671,672,Algeria,pork,0.0,0.0
672,673,Algeria,poultry,7.42,7.97
673,674,Algeria,beef,5.6,172.8
674,675,Algeria,lamb_goat,7.69,269.3
675,676,Algeria,fish,3.74,5.97
676,677,Algeria,eggs,8.06,7.4
677,678,Algeria,dairy,141.53,201.6
678,679,Algeria,wheat,185.42,35.36
679,680,Algeria,rice,2.97,3.8
680,681,Algeria,soybeans,0.0,0.0
681,682,Algeria,nuts,2.08,3.68
682,683,Ukraine,pork,20.56,72.77
683,684,Ukraine,poultry,24.23,26.03
684,685,Ukraine,beef,8.96,276.49
685,686,Ukraine,lamb_goat,0.41,14.36
686,687,Ukraine,fish,15.23,24.32
687,688,Ukraine,eggs,18.01,16.54
688,689,Ukraine,dairy,145.03,206.58
689,690,Ukraine,wheat,105.15,20.05
690,691,Ukraine,rice,3.0,3.84
691,692,Ukraine,soybeans,0.02,0.01
692,693,Ukraine,nuts,2.68,4.74
693,694,Pakistan,pork,0.0,0.0
694,695,Pakistan,poultry,5.01,5.38
695,696,Pakistan,beef,8.82,272.17
696,697,Pakistan,lamb_goat,2.46,86.15
697,698,Pakistan,fish,1.87,2.99
698,699,Pakistan,eggs,2.95,2.71
699,700,Pakistan,dairy,183.13,260.85
700,701,Pakistan,wheat,113.63,21.67
701,702,Pakistan,rice,12.25,15.68
702,703,Pakistan,soybeans,0.0,0.0
703,704,Pakistan,nuts,0.83,1.47
704,705,Swaziland,pork,2.43,8.6
705,706,Swaziland,poultry,6.18,6.64
706,707,Swaziland,beef,15.1,465.95
707,708,Swaziland,lamb_goat,1.94,67.94
708,709,Swaziland,fish,1.26,2.01
709,710,Swaziland,eggs,1.5,1.38
710,711,Swaziland,dairy,56.6,80.62
711,712,Swaziland,wheat,37.15,7.08
712,713,Swaziland,rice,21.15,27.07
713,714,Swaziland,soybeans,0.55,0.25
714,715,Swaziland,nuts,6.44,11.4
715,716,Latvia,pork,34.96,123.74
716,717,Latvia,poultry,20.53,22.05
717,718,Latvia,beef,5.11,157.68
718,719,Latvia,lamb_goat,0.34,11.91
719,720,Latvia,fish,21.3,34.01
720,721,Latvia,eggs,14.03,12.89
721,722,Latvia,dairy,174.11,248.0
722,723,Latvia,wheat,72.13,13.76
723,724,Latvia,rice,2.21,2.83
724,725,Latvia,soybeans,0.04,0.02
725,726,Latvia,nuts,3.78,6.69
726,727,Bosnia and Herzegovina,pork,9.38,33.2
727,728,Bosnia and Herzegovina,poultry,13.17,14.15
728,729,Bosnia and Herzegovina,beef,9.12,281.42
729,730,Bosnia and Herzegovina,lamb_goat,0.47,16.46
730,731,Bosnia and Herzegovina,fish,4.06,6.48
731,732,Bosnia and Herzegovina,eggs,4.49,4.12
732,733,Bosnia and Herzegovina,dairy,174.03,247.89
733,734,Bosnia and Herzegovina,wheat,93.56,17.84
734,735,Bosnia and Herzegovina,rice,1.88,2.41
735,736,Bosnia and Herzegovina,soybeans,1.48,0.67
736,737,Bosnia and Herzegovina,nuts,2.0,3.54
737,738,Fiji,pork,4.31,15.26
738,739,Fiji,poultry,20.26,21.76
739,740,Fiji,beef,8.96,276.49
740,741,Fiji,lamb_goat,5.9,206.62
741,742,Fiji,fish,35.01,55.9
742,743,Fiji,eggs,6.44,5.92
743,744,Fiji,dairy,40.2,57.26
744,745,Fiji,wheat,84.22,16.06
745,746,Fiji,rice,45.62,58.38
746,747,Fiji,soybeans,0.3,0.14
747,748,Fiji,nuts,1.3,2.3
748,749,South Korea,pork,32.76,115.95
749,750,South Korea,poultry,16.0,17.19
750,751,South Korea,beef,14.53,448.37
751,752,South Korea,lamb_goat,0.14,4.9
752,753,South Korea,fish,33.09,52.83
753,754,South Korea,eggs,11.24,10.33
754,755,South Korea,dairy,29.05,41.38
755,756,South Korea,wheat,50.84,9.7
756,757,South Korea,rice,85.18,109.0
757,758,South Korea,soybeans,8.35,3.76
758,759,South Korea,nuts,4.88,8.64
759,760,Poland,pork,46.19,163.49
760,761,Poland,poultry,27.41,29.44
761,762,Poland,beef,2.32,71.59
762,763,Poland,lamb_goat,0.02,0.7
763,764,Poland,fish,10.49,16.75
764,765,Poland,eggs,7.53,6.92
765,766,Poland,dairy,205.39,292.56
766,767,Poland,wheat,108.83,20.75
767,768,Poland,rice,0.95,1.22
768,769,Poland,soybeans,0.06,0.03
769,770,Poland,nuts,2.23,3.95
770,771,Saudi Arabia,pork,0.0,0.0
771,772,Saudi Arabia,poultry,49.05,52.69
772,773,Saudi Arabia,beef,6.45,199.03
773,774,Saudi Arabia,lamb_goat,6.54,229.03
774,775,Saudi Arabia,fish,11.99,19.14
775,776,Saudi Arabia,eggs,5.37,4.93
776,777,Saudi Arabia,dairy,83.65,119.15
777,778,Saudi Arabia,wheat,89.47,17.06
778,779,Saudi Arabia,rice,36.02,46.09
779,780,Saudi Arabia,soybeans,0.05,0.02
780,781,Saudi Arabia,nuts,3.23,5.72
781,782,Botswana,pork,0.74,2.62
782,783,Botswana,poultry,5.33,5.73
783,784,Botswana,beef,7.85,242.23
784,785,Botswana,lamb_goat,3.76,131.67
785,786,Botswana,fish,3.98,6.35
786,787,Botswana,eggs,1.95,1.79
787,788,Botswana,dairy,117.74,167.71
788,789,Botswana,wheat,38.2,7.28
789,790,Botswana,rice,7.06,9.03
790,791,Botswana,soybeans,1.16,0.52
791,792,Botswana,nuts,1.08,1.91
792,793,Macedonia,pork,10.35,36.63
793,794,Macedonia,poultry,18.77,20.16
794,795,Macedonia,beef,7.69,237.3
795,796,Macedonia,lamb_goat,0.94,32.92
796,797,Macedonia,fish,5.47,8.73
797,798,Macedonia,eggs,6.38,5.86
798,799,Macedonia,dairy,157.93,224.96
799,800,Macedonia,wheat,104.8,19.99
800,801,Macedonia,rice,2.81,3.6
801,802,Macedonia,soybeans,0.46,0.21
802,803,Macedonia,nuts,5.87,10.39
803,804,Hungary,pork,34.93,123.63
804,805,Hungary,poultry,23.78,25.54
805,806,Hungary,beef,4.96,153.06
806,807,Hungary,lamb_goat,0.11,3.85
807,808,Hungary,fish,4.93,7.87
808,809,Hungary,eggs,12.45,11.44
809,810,Hungary,dairy,159.05,226.55
810,811,Hungary,wheat,109.98,20.97
811,812,Hungary,rice,2.15,2.75
812,813,Hungary,soybeans,0.01,0.0
813,814,Hungary,nuts,0.64,1.13
814,815,Trinidad and Tobago,pork,8.92,31.57
815,816,Trinidad and Tobago,poultry,58.27,62.59
816,817,Trinidad and Tobago,beef,6.13,189.16
817,818,Trinidad and Tobago,lamb_goat,2.79,97.71
818,819,Trinidad and Tobago,fish,20.54,32.8
819,820,Trinidad and Tobago,eggs,4.2,3.86
820,821,Trinidad and Tobago,dairy,103.8,147.85
821,822,Trinidad and Tobago,wheat,90.17,17.2
822,823,Trinidad and Tobago,rice,16.38,20.96
823,824,Trinidad and Tobago,soybeans,0.04,0.02
824,825,Trinidad and Tobago,nuts,3.78,6.69
825,826,Tunisia,pork,0.0,0.0
826,827,Tunisia,poultry,18.5,19.87
827,828,Tunisia,beef,5.53,170.64
828,829,Tunisia,lamb_goat,5.34,187.01
829,830,Tunisia,fish,12.63,20.17
830,831,Tunisia,eggs,7.67,7.05
831,832,Tunisia,dairy,114.47,163.05
832,833,Tunisia,wheat,197.5,37.66
833,834,Tunisia,rice,1.07,1.37
834,835,Tunisia,soybeans,1.88,0.85
835,836,Tunisia,nuts,6.34,11.22
836,837,Egypt,pork,0.02,0.07
837,838,Egypt,poultry,14.43,15.5
838,839,Egypt,beef,12.88,397.45
839,840,Egypt,lamb_goat,1.58,55.33
840,841,Egypt,fish,21.46,34.26
841,842,Egypt,eggs,4.59,4.22
842,843,Egypt,dairy,59.46,84.69
843,844,Egypt,wheat,146.83,28.0
844,845,Egypt,rice,39.77,50.89
845,846,Egypt,soybeans,0.64,0.29
846,847,Egypt,nuts,1.82,3.22
847,848,Mauritius,pork,4.08,14.44
848,849,Mauritius,poultry,38.51,41.37
849,850,Mauritius,beef,5.99,184.84
850,851,Mauritius,lamb_goat,4.08,142.88
851,852,Mauritius,fish,19.66,31.39
852,853,Mauritius,eggs,6.32,5.81
853,854,Mauritius,dairy,117.27,167.04
854,855,Mauritius,wheat,114.02,21.74
855,856,Mauritius,rice,45.56,58.3
856,857,Mauritius,soybeans,0.3,0.14
857,858,Mauritius,nuts,2.33,4.12
858,859,Bulgaria,pork,26.26,92.95
859,860,Bulgaria,poultry,20.68,22.21
860,861,Bulgaria,beef,3.84,118.49
861,862,Bulgaria,lamb_goat,1.63,57.08
862,863,Bulgaria,fish,6.24,9.96
863,864,Bulgaria,eggs,8.36,7.68
864,865,Bulgaria,dairy,155.71,221.79
865,866,Bulgaria,wheat,121.17,23.11
866,867,Bulgaria,rice,2.24,2.87
867,868,Bulgaria,soybeans,0.04,0.02
868,869,Bulgaria,nuts,2.26,4.0
869,870,Morocco,pork,0.01,0.04
870,871,Morocco,poultry,20.77,22.31
871,872,Morocco,beef,8.04,248.1
872,873,Morocco,lamb_goat,4.36,152.69
873,874,Morocco,fish,17.44,27.85
874,875,Morocco,eggs,6.68,6.14
875,876,Morocco,dairy,54.68,77.89
876,877,Morocco,wheat,179.7,34.27
877,878,Morocco,rice,1.1,1.41
878,879,Morocco,soybeans,0.0,0.0
879,880,Morocco,nuts,3.23,5.72
880,881,Slovakia,pork,31.78,112.49
881,882,Slovakia,poultry,15.13,16.25
882,883,Slovakia,beef,5.19,160.15
883,884,Slovakia,lamb_goat,0.16,5.6
884,885,Slovakia,fish,8.39,13.4
885,886,Slovakia,eggs,16.05,14.74
886,887,Slovakia,dairy,143.14,203.89
887,888,Slovakia,wheat,123.62,23.57
888,889,Slovakia,rice,2.88,3.69
889,890,Slovakia,soybeans,0.02,0.01
890,891,Slovakia,nuts,3.7,6.55
891,892,Niger,pork,0.09,0.32
892,893,Niger,poultry,1.08,1.16
893,894,Niger,beef,8.97,276.8
894,895,Niger,lamb_goat,4.17,146.03
895,896,Niger,fish,2.7,4.31
896,897,Niger,eggs,0.3,0.28
897,898,Niger,dairy,58.92,83.93
898,899,Niger,wheat,4.79,0.91
899,900,Niger,rice,13.17,16.85
900,901,Niger,soybeans,0.0,0.0
901,902,Niger,nuts,6.95,12.3
902,903,Kenya,pork,0.29,1.03
903,904,Kenya,poultry,0.47,0.5
904,905,Kenya,beef,9.54,294.38
905,906,Kenya,lamb_goat,1.86,65.14
906,907,Kenya,fish,4.27,6.82
907,908,Kenya,eggs,1.84,1.69
908,909,Kenya,dairy,94.86,135.12
909,910,Kenya,wheat,34.65,6.61
910,911,Kenya,rice,12.94,16.56
911,912,Kenya,soybeans,0.2,0.09
912,913,Kenya,nuts,1.64,2.9
913,914,Jordan,pork,0.02,0.07
914,915,Jordan,poultry,33.39,35.87
915,916,Jordan,beef,5.61,173.11
916,917,Jordan,lamb_goat,5.68,198.91
917,918,Jordan,fish,5.13,8.19
918,919,Jordan,eggs,3.92,3.6
919,920,Jordan,dairy,77.68,110.65
920,921,Jordan,wheat,136.74,26.08
921,922,Jordan,rice,19.67,25.17
922,923,Jordan,soybeans,0.02,0.01
923,924,Jordan,nuts,3.56,6.3
924,925,Japan,pork,20.62,72.98
925,926,Japan,poultry,19.42,20.86
926,927,Japan,beef,9.15,282.35
927,928,Japan,lamb_goat,0.14,4.9
928,929,Japan,fish,31.1,49.66
929,930,Japan,eggs,19.15,17.59
930,931,Japan,dairy,72.06,102.64
931,932,Japan,wheat,45.04,8.59
932,933,Japan,rice,59.85,76.59
933,934,Japan,soybeans,7.34,3.3
934,935,Japan,nuts,2.59,4.58
935,936,Georgia,pork,8.93,31.61
936,937,Georgia,poultry,12.28,13.19
937,938,Georgia,beef,6.04,186.38
938,939,Georgia,lamb_goat,0.63,22.06
939,940,Georgia,fish,10.42,16.64
940,941,Georgia,eggs,6.12,5.62
941,942,Georgia,dairy,149.26,212.61
942,943,Georgia,wheat,163.43,31.17
943,944,Georgia,rice,2.64,3.38
944,945,Georgia,soybeans,0.0,0.0
945,946,Georgia,nuts,2.47,4.37
946,947,Grenada,pork,11.52,40.78
947,948,Grenada,poultry,43.51,46.74
948,949,Grenada,beef,3.46,106.77
949,950,Grenada,lamb_goat,1.25,43.77
950,951,Grenada,fish,27.95,44.63
951,952,Grenada,eggs,10.34,9.5
952,953,Grenada,dairy,86.88,123.75
953,954,Grenada,wheat,59.59,11.36
954,955,Grenada,rice,9.56,12.23
955,956,Grenada,soybeans,0.01,0.0
956,957,Grenada,nuts,0.18,0.32
957,958,El Salvador,pork,3.23,11.43
958,959,El Salvador,poultry,19.84,21.31
959,960,El Salvador,beef,5.95,183.6
960,961,El Salvador,lamb_goat,0.02,0.7
961,962,El Salvador,fish,6.25,9.98
962,963,El Salvador,eggs,9.51,8.74
963,964,El Salvador,dairy,124.34,177.11
964,965,El Salvador,wheat,28.19,5.38
965,966,El Salvador,rice,10.53,13.48
966,967,El Salvador,soybeans,0.8,0.36
967,968,El Salvador,nuts,1.1,1.95
968,969,Cuba,pork,19.82,70.15
969,970,Cuba,poultry,20.15,21.65
970,971,Cuba,beef,6.39,197.18
971,972,Cuba,lamb_goat,1.24,43.42
972,973,Cuba,fish,4.76,7.6
973,974,Cuba,eggs,9.82,9.02
974,975,Cuba,dairy,99.94,142.35
975,976,Cuba,wheat,54.62,10.42
976,977,Cuba,rice,67.7,86.64
977,978,Cuba,soybeans,6.34,2.85
978,979,Cuba,nuts,0.23,0.41
979,980,China,pork,38.43,136.02
980,981,China,poultry,13.2,14.18
981,982,China,beef,5.12,157.99
982,983,China,lamb_goat,3.13,109.61
983,984,China,fish,21.01,33.55
984,985,China,eggs,18.76,17.23
985,986,China,dairy,32.66,46.52
986,987,China,wheat,63.36,12.08
987,988,China,rice,78.18,100.05
988,989,China,soybeans,3.66,1.65
989,990,China,nuts,6.39,11.31
990,991,Honduras,pork,6.48,22.94
991,992,Honduras,poultry,20.29,21.8
992,993,Honduras,beef,7.19,221.87
993,994,Honduras,lamb_goat,0.04,1.4
994,995,Honduras,fish,2.7,4.31
995,996,Honduras,eggs,5.19,4.77
996,997,Honduras,dairy,91.33,130.09
997,998,Honduras,wheat,37.36,7.12
998,999,Honduras,rice,14.42,18.45
999,1000,Honduras,soybeans,0.01,0.0
1000,1001,Honduras,nuts,0.75,1.33
1001,1002,Taiwan. ROC,pork,39.37,139.35
1002,1003,Taiwan. ROC,poultry,32.13,34.51
1003,1004,Taiwan. ROC,beef,5.21,160.77
1004,1005,Taiwan. ROC,lamb_goat,0.92,32.22
1005,1006,Taiwan. ROC,fish,18.29,29.2
1006,1007,Taiwan. ROC,eggs,13.08,12.02
1007,1008,Taiwan. ROC,dairy,41.72,59.43
1008,1009,Taiwan. ROC,wheat,50.92,9.71
1009,1010,Taiwan. ROC,rice,45.85,58.67
1010,1011,Taiwan. ROC,soybeans,16.95,7.63
1011,1012,Taiwan. ROC,nuts,9.06,16.04
1012,1013,Angola,pork,8.89,31.47
1013,1014,Angola,poultry,17.33,18.62
1014,1015,Angola,beef,8.42,259.82
1015,1016,Angola,lamb_goat,1.08,37.82
1016,1017,Angola,fish,15.24,24.33
1017,1018,Angola,eggs,1.11,1.02
1018,1019,Angola,dairy,12.3,17.52
1019,1020,Angola,wheat,40.72,7.77
1020,1021,Angola,rice,8.12,10.39
1021,1022,Angola,soybeans,0.52,0.23
1022,1023,Angola,nuts,2.26,4.0
1023,1024,Jamaica,pork,3.99,14.12
1024,1025,Jamaica,poultry,52.51,56.41
1025,1026,Jamaica,beef,3.97,122.51
1026,1027,Jamaica,lamb_goat,1.26,44.13
1027,1028,Jamaica,fish,21.95,35.05
1028,1029,Jamaica,eggs,2.27,2.09
1029,1030,Jamaica,dairy,91.13,129.81
1030,1031,Jamaica,wheat,70.67,13.48
1031,1032,Jamaica,rice,23.45,30.01
1032,1033,Jamaica,soybeans,0.0,0.0
1033,1034,Jamaica,nuts,1.82,3.22
1034,1035,Namibia,pork,4.21,14.9
1035,1036,Namibia,poultry,12.19,13.09
1036,1037,Namibia,beef,3.75,115.72
1037,1038,Namibia,lamb_goat,2.27,79.5
1038,1039,Namibia,fish,10.7,17.08
1039,1040,Namibia,eggs,1.63,1.5
1040,1041,Namibia,dairy,73.05,104.05
1041,1042,Namibia,wheat,36.26,6.91
1042,1043,Namibia,rice,6.31,8.07
1043,1044,Namibia,soybeans,0.07,0.03
1044,1045,Namibia,nuts,0.71,1.26
1045,1046,Belize,pork,16.8,59.46
1046,1047,Belize,poultry,28.31,30.41
1047,1048,Belize,beef,4.86,149.97
1048,1049,Belize,lamb_goat,0.14,4.9
1049,1050,Belize,fish,7.57,12.09
1050,1051,Belize,eggs,4.85,4.46
1051,1052,Belize,dairy,80.3,114.38
1052,1053,Belize,wheat,54.06,10.31
1053,1054,Belize,rice,28.42,36.37
1054,1055,Belize,soybeans,1.88,0.85
1055,1056,Belize,nuts,5.58,9.88
1056,1057,Malaysia,pork,7.76,27.47
1057,1058,Malaysia,poultry,41.01,44.05
1058,1059,Malaysia,beef,6.52,201.19
1059,1060,Malaysia,lamb_goat,0.94,32.92
1060,1061,Malaysia,fish,49.43,78.92
1061,1062,Malaysia,eggs,16.57,15.22
1062,1063,Malaysia,dairy,25.28,36.01
1063,1064,Malaysia,wheat,51.04,9.73
1064,1065,Malaysia,rice,81.25,103.98
1065,1066,Malaysia,soybeans,0.04,0.02
1066,1067,Malaysia,nuts,2.9,5.13
1067,1068,Zimbabwe,pork,2.65,9.38
1068,1069,Zimbabwe,poultry,4.97,5.34
1069,1070,Zimbabwe,beef,7.37,227.42
1070,1071,Zimbabwe,lamb_goat,0.96,33.62
1071,1072,Zimbabwe,fish,2.8,4.47
1072,1073,Zimbabwe,eggs,1.75,1.61
1073,1074,Zimbabwe,dairy,31.9,45.44
1074,1075,Zimbabwe,wheat,31.31,5.97
1075,1076,Zimbabwe,rice,10.09,12.91
1076,1077,Zimbabwe,soybeans,0.54,0.24
1077,1078,Zimbabwe,nuts,2.22,3.93
1078,1079,Guatemala,pork,4.85,17.17
1079,1080,Guatemala,poultry,16.45,17.67
1080,1081,Guatemala,beef,5.6,172.8
1081,1082,Guatemala,lamb_goat,0.23,8.05
1082,1083,Guatemala,fish,1.08,1.72
1083,1084,Guatemala,eggs,14.61,13.42
1084,1085,Guatemala,dairy,46.6,66.38
1085,1086,Guatemala,wheat,35.9,6.85
1086,1087,Guatemala,rice,5.66,7.24
1087,1088,Guatemala,soybeans,0.32,0.14
1088,1089,Guatemala,nuts,2.0,3.54
1089,1090,Uganda,pork,3.37,11.93
1090,1091,Uganda,poultry,1.51,1.62
1091,1092,Uganda,beef,5.15,158.92
1092,1093,Uganda,lamb_goat,1.25,43.77
1093,1094,Uganda,fish,12.5,19.96
1094,1095,Uganda,eggs,0.97,0.89
1095,1096,Uganda,dairy,37.27,53.09
1096,1097,Uganda,wheat,10.14,1.93
1097,1098,Uganda,rice,4.64,5.94
1098,1099,Uganda,soybeans,0.01,0.0
1099,1100,Uganda,nuts,3.77,6.67
1100,1101,Nepal,pork,0.67,2.37
1101,1102,Nepal,poultry,1.56,1.68
1102,1103,Nepal,beef,7.89,243.47
1103,1104,Nepal,lamb_goat,2.1,73.54
1104,1105,Nepal,fish,2.17,3.46
1105,1106,Nepal,eggs,1.42,1.3
1106,1107,Nepal,dairy,52.1,74.21
1107,1108,Nepal,wheat,50.46,9.62
1108,1109,Nepal,rice,87.75,112.29
1109,1110,Nepal,soybeans,0.01,0.0
1110,1111,Nepal,nuts,2.42,4.28
1111,1112,Iran,pork,0.0,0.0
1112,1113,Iran,poultry,25.38,27.26
1113,1114,Iran,beef,3.58,110.47
1114,1115,Iran,lamb_goat,3.69,129.22
1115,1116,Iran,fish,9.8,15.65
1116,1117,Iran,eggs,7.7,7.07
1117,1118,Iran,dairy,46.69,66.51
1118,1119,Iran,wheat,153.31,29.24
1119,1120,Iran,rice,29.95,38.33
1120,1121,Iran,soybeans,0.0,0.0
1121,1122,Iran,nuts,12.16,21.52
1122,1123,Tanzania,pork,0.32,1.13
1123,1124,Tanzania,poultry,1.84,1.98
1124,1125,Tanzania,beef,6.09,187.92
1125,1126,Tanzania,lamb_goat,1.28,44.83
1126,1127,Tanzania,fish,5.5,8.78
1127,1128,Tanzania,eggs,0.58,0.53
1128,1129,Tanzania,dairy,40.29,57.39
1129,1130,Tanzania,wheat,15.94,3.04
1130,1131,Tanzania,rice,21.01,26.89
1131,1132,Tanzania,soybeans,0.04,0.02
1132,1133,Tanzania,nuts,5.94,10.51
1133,1134,Senegal,pork,0.94,3.33
1134,1135,Senegal,poultry,4.62,4.96
1135,1136,Senegal,beef,5.85,180.52
1136,1137,Senegal,lamb_goat,3.19,111.71
1137,1138,Senegal,fish,22.94,36.63
1138,1139,Senegal,eggs,1.63,1.5
1139,1140,Senegal,dairy,16.86,24.02
1140,1141,Senegal,wheat,37.32,7.12
1141,1142,Senegal,rice,72.29,92.51
1142,1143,Senegal,soybeans,0.0,0.0
1143,1144,Senegal,nuts,4.03,7.13
1144,1145,Peru,pork,3.85,13.63
1145,1146,Peru,poultry,11.72,12.59
1146,1147,Peru,beef,4.69,144.72
1147,1148,Peru,lamb_goat,1.0,35.02
1148,1149,Peru,fish,15.74,25.13
1149,1150,Peru,eggs,8.76,8.05
1150,1151,Peru,dairy,62.15,88.53
1151,1152,Peru,wheat,56.12,10.7
1152,1153,Peru,rice,48.92,62.6
1153,1154,Peru,soybeans,1.59,0.72
1154,1155,Peru,nuts,0.65,1.15
1155,1156,Nicaragua,pork,3.38,11.96
1156,1157,Nicaragua,poultry,21.31,22.89
1157,1158,Nicaragua,beef,4.73,145.96
1158,1159,Nicaragua,lamb_goat,0.01,0.35
1159,1160,Nicaragua,fish,3.59,5.73
1160,1161,Nicaragua,eggs,4.9,4.5
1161,1162,Nicaragua,dairy,85.16,121.3
1162,1163,Nicaragua,wheat,28.17,5.37
1163,1164,Nicaragua,rice,43.33,55.45
1164,1165,Nicaragua,soybeans,0.01,0.0
1165,1166,Nicaragua,nuts,2.36,4.18
1166,1167,Vietnam,pork,35.0,123.88
1167,1168,Vietnam,poultry,12.36,13.28
1168,1169,Vietnam,beef,7.44,229.58
1169,1170,Vietnam,lamb_goat,0.14,4.9
1170,1171,Vietnam,fish,26.52,42.34
1171,1172,Vietnam,eggs,3.84,3.53
1172,1173,Vietnam,dairy,16.36,23.3
1173,1174,Vietnam,wheat,10.49,2.0
1174,1175,Vietnam,rice,144.56,184.99
1175,1176,Vietnam,soybeans,5.75,2.59
1176,1177,Vietnam,nuts,6.28,11.12
1177,1178,Ethiopia,pork,0.02,0.07
1178,1179,Ethiopia,poultry,0.66,0.71
1179,1180,Ethiopia,beef,3.61,111.4
1180,1181,Ethiopia,lamb_goat,1.57,54.98
1181,1182,Ethiopia,fish,0.24,0.38
1182,1183,Ethiopia,eggs,0.36,0.33
1183,1184,Ethiopia,dairy,44.14,62.87
1184,1185,Ethiopia,wheat,31.26,5.96
1185,1186,Ethiopia,rice,2.25,2.88
1186,1187,Ethiopia,soybeans,0.45,0.2
1187,1188,Ethiopia,nuts,1.21,2.14
1188,1189,Myanmar,pork,11.31,40.03
1189,1190,Myanmar,poultry,21.87,23.49
1190,1191,Myanmar,beef,4.94,152.44
1191,1192,Myanmar,lamb_goat,0.89,31.17
1192,1193,Myanmar,fish,54.26,86.64
1193,1194,Myanmar,eggs,6.45,5.92
1194,1195,Myanmar,dairy,31.48,44.84
1195,1196,Myanmar,wheat,6.22,1.19
1196,1197,Myanmar,rice,132.8,169.94
1197,1198,Myanmar,soybeans,0.38,0.17
1198,1199,Myanmar,nuts,4.5,7.97
1199,1200,Congo,pork,2.39,8.46
1200,1201,Congo,poultry,13.02,13.99
1201,1202,Congo,beef,4.35,134.23
1202,1203,Congo,lamb_goat,0.4,14.01
1203,1204,Congo,fish,26.22,41.86
1204,1205,Congo,eggs,0.6,0.55
1205,1206,Congo,dairy,10.69,15.23
1206,1207,Congo,wheat,40.07,7.64
1207,1208,Congo,rice,16.51,21.13
1208,1209,Congo,soybeans,0.0,0.0
1209,1210,Congo,nuts,3.08,5.45
1210,1211,Zambia,pork,1.66,5.88
1211,1212,Zambia,poultry,3.29,3.53
1212,1213,Zambia,beef,4.76,146.88
1213,1214,Zambia,lamb_goat,0.68,23.81
1214,1215,Zambia,fish,6.2,9.9
1215,1216,Zambia,eggs,3.32,3.05
1216,1217,Zambia,dairy,9.71,13.83
1217,1218,Zambia,wheat,12.1,2.31
1218,1219,Zambia,rice,3.05,3.9
1219,1220,Zambia,soybeans,7.3,3.29
1220,1221,Zambia,nuts,5.04,8.92
1221,1222,Cameroon,pork,1.47,5.2
1222,1223,Cameroon,poultry,3.29,3.53
1223,1224,Cameroon,beef,4.17,128.68
1224,1225,Cameroon,lamb_goat,1.4,49.03
1225,1226,Cameroon,fish,14.71,23.49
1226,1227,Cameroon,eggs,0.4,0.37
1227,1228,Cameroon,dairy,15.27,21.75
1228,1229,Cameroon,wheat,22.6,4.31
1229,1230,Cameroon,rice,23.85,30.52
1230,1231,Cameroon,soybeans,0.64,0.29
1231,1232,Cameroon,nuts,9.29,16.44
1232,1233,Madagascar,pork,2.56,9.06
1233,1234,Madagascar,poultry,3.14,3.37
1234,1235,Madagascar,beef,7.51,231.74
1235,1236,Madagascar,lamb_goat,0.57,19.96
1236,1237,Madagascar,fish,4.41,7.04
1237,1238,Madagascar,eggs,0.71,0.65
1238,1239,Madagascar,dairy,24.84,35.38
1239,1240,Madagascar,wheat,9.01,1.72
1240,1241,Madagascar,rice,102.53,131.21
1241,1242,Madagascar,soybeans,0.0,0.0
1242,1243,Madagascar,nuts,0.35,0.62
1243,1244,Malawi,pork,5.45,19.29
1244,1245,Malawi,poultry,1.38,1.48
1245,1246,Malawi,beef,2.35,72.52
1246,1247,Malawi,lamb_goat,2.07,72.49
1247,1248,Malawi,fish,7.33,11.7
1248,1249,Malawi,eggs,1.08,0.99
1249,1250,Malawi,dairy,7.98,11.37
1250,1251,Malawi,wheat,11.77,2.24
1251,1252,Malawi,rice,4.75,6.08
1252,1253,Malawi,soybeans,1.76,0.79
1253,1254,Malawi,nuts,5.08,8.99
1254,1255,Guinea,pork,0.16,0.57
1255,1256,Guinea,poultry,1.83,1.97
1256,1257,Guinea,beef,6.26,193.17
1257,1258,Guinea,lamb_goat,1.6,56.03
1258,1259,Guinea,fish,9.18,14.66
1259,1260,Guinea,eggs,1.95,1.79
1260,1261,Guinea,dairy,20.62,29.37
1261,1262,Guinea,wheat,18.55,3.54
1262,1263,Guinea,rice,97.12,124.28
1263,1264,Guinea,soybeans,0.0,0.0
1264,1265,Guinea,nuts,4.14,7.33
1265,1266,Nigeria,pork,1.47,5.2
1266,1267,Nigeria,poultry,1.73,1.86
1267,1268,Nigeria,beef,2.33,71.9
1268,1269,Nigeria,lamb_goat,2.72,95.25
1269,1270,Nigeria,fish,16.03,25.59
1270,1271,Nigeria,eggs,3.46,3.18
1271,1272,Nigeria,dairy,7.91,11.27
1272,1273,Nigeria,wheat,20.82,3.97
