,season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
467,1988,2678,7204,0,-15,-15,79,94,0,-25.613165
468,1988,4186,7204,0,-3,3,73,70,1,-6.9979267
469,1988,5080,7204,0,-8,-27,73,100,0,-10.165487
470,1988,2343,7292,0,9,1,73,72,1,12.132537
471,1988,5385,7292,0,5,-7,80,87,0,6.9188223
472,1988,8665,7292,0,8,-3,94,97,0,10.656005
473,1988,3237,7360,0,8,-4,55,59,0,6.312213
474,1988,3821,7360,0,9,-3,69,72,0,6.8285437
475,1988,8749,7360,0,12,22,69,47,1,9.598223
476,1988,4944,7797,0,3,10,92,82,1,3.746843
477,1988,291,7962,0,7,29,84,55,1,11.005359
478,1988,9850,7962,0,-1,-16,64,80,0,-8.160658
479,1988,2343,8062,0,5,15,94,79,1,11.864755
480,1988,6545,8062,0,-3,-8,75,83,0,1.5488517
481,1988,4267,8242,0,13,15,99,84,1,14.845713
482,1988,2782,8408,0,5,3,62,59,1,1.9203918
483,1988,5887,8665,0,-11,-14,55,69,0,-20.668053
484,1988,7292,8665,0,-8,3,97,94,1,-14.303784
485,1988,2343,8749,0,-1,10,63,53,1,5.496912
486,1988,3135,8749,0,-7,-21,53,74,0,-3.5720446
487,1988,4403,8749,0,-15,-14,73,87,0,-16.839293
488,1988,7360,8749,0,-12,-22,47,69,0,-13.143264
489,1988,3923,9632,0,-1,18,104,86,1,3.831064
490,1988,5448,9632,0,-9,-4,50,54,0,-7.892658
491,1988,3748,9734,0,11,9,81,72,1,14.551998
492,1988,9955,9802,0,3,3,80,77,1,2.0445936
493,1988,7962,9850,0,1,16,80,64,1,4.6139717
494,1988,4152,9955,0,1,13,77,64,1,-0.70924777
495,1988,7003,9955,0,5,-6,74,80,0,0.5085705
496,1988,9802,9955,0,-3,-3,77,80,0,-5.6239653
497,1988,413,10023,0,-5,-8,74,82,0,-4.9231663
498,1988,3748,10023,0,3,-3,63,66,0,3.9432752
499,1988,4267,10023,0,4,-6,74,80,0,2.9534338
500,1988,6667,10023,0,5,19,78,59,1,9.766508
501,1988,2207,10567,0,7,21,83,62,1,4.4974823
502,1988,4633,10755,0,-3,4,119,115,1,-1.7573502
503,1988,4152,10789,0,5,13,85,72,1,2.1419847
504,1989,8097,77,0,-5,2,86,84,1,1.1068933
505,1989,1520,292,0,-8,-26,68,94,0,-14.245482
506,1989,7429,292,0,-15,-34,60,94,0,-34.567833
507,1989,9633,292,0,-3,1,68,67,1,-10.202515
508,1989,4600,360,0,9,5,76,71,1,5.533551
509,1989,4600,414,0,1,9,93,84,1,-1.8952572
510,1989,4634,414,0,-7,-19,101,120,0,-8.608072
511,1989,3749,592,0,8,12,72,60,1,12.341117
512,1989,7004,592,0,1,-4,64,68,0,-1.5000031
513,1989,8666,956,0,13,23,104,81,1,22.44623
514,1989,292,1520,0,8,26,94,68,1,10.529595
515,1989,8511,1520,0,1,-13,70,83,0,2.015559
516,1989,2783,1715,0,3,-22,46,68,0,-0.8703858
517,1989,8666,1715,0,8,15,65,50,1,12.937361
518,1989,5386,1884,0,11,16,85,69,1,13.833897
519,1989,5081,2208,0,7,-3,63,66,0,1.8380492
520,1989,9633,2208,0,8,15,85,70,1,8.436203
521,1989,3136,2344,0,1,-8,77,85,0,-10.9278755
522,1989,5284,2344,0,-9,-17,70,87,0,-13.1483345
523,1989,7497,2344,0,-13,-21,69,90,0,-32.00601
524,1989,7963,2344,0,-1,17,95,78,1,-10.025328
525,1989,10472,2344,0,-5,-7,63,70,0,-19.372076
526,1989,6668,2611,0,15,1,72,71,1,17.372932
527,1989,6834,2645,0,5,-4,90,94,0,4.3181
528,1989,7963,2645,0,8,14,87,73,1,6.3133945
529,1989,1715,2783,0,-3,22,68,46,1,-2.6287348
530,1989,5719,2882,0,-9,14,97,83,1,-10.1560135
531,1989,3822,3102,0,13,14,99,85,1,19.855553
532,1989,2344,3136,0,-1,8,85,77,1,7.1429768
533,1989,5933,3136,0,-4,-8,61,69,0,-0.93009204
534,1989,6546,3136,0,-8,-7,74,81,0,-9.530301
535,1989,7137,3136,0,-15,-1,49,50,0,-22.695614
536,1989,8886,3238,0,-5,6,76,70,1,-8.7228565
537,1989,9633,3647,0,9,12,68,56,1,4.280141
538,1989,592,3749,0,-8,-12,60,72,0,-16.014067
539,1989,4600,3749,0,-3,-14,69,83,0,-10.586415
540,1989,5013,3749,0,-15,-6,71,77,0,-27.678102
541,1989,5216,3749,0,-2,2,83,81,1,3.6202466
542,1989,8666,3749,0,-1,-3,86,89,0,-3.6746924
543,1989,3102,3822,0,-13,-14,85,99,0,-23.382456
544,1989,7963,3822,0,-1,13,78,65,1,-2.9198306
545,1989,9851,3822,0,-5,-23,69,92,0,-8.606682
546,1989,5933,3924,0,-1,6,102,96,1,-2.4483263
547,1989,7463,3924,0,-9,-14,73,87,0,-19.945765
548,1989,9406,3958,0,3,10,84,74,1,1.7639072
549,1989,5284,4187,0,-5,11,86,75,1,-1.0238173
550,1989,4566,4302,0,-1,9,83,74,1,-6.077372
551,1989,4302,4566,0,1,-9,74,83,0,2.5339048
552,1989,6668,4566,0,8,43,124,81,1,11.046231
553,1989,360,4600,0,-9,-5,71,76,0,-9.10429
554,1989,414,4600,0,-1,-9,84,93,0,-1.7468503
555,1989,3749,4600,0,3,14,83,69,1,6.860817
556,1989,414,4634,0,7,19,120,101,1,5.0310802
557,1989,9851,4736,0,3,11,85,74,1,3.4052494
558,1989,3749,5013,0,15,6,77,71,1,24.118294
559,1989,2208,5081,0,-7,3,66,63,1,-5.350095
560,1989,3749,5216,0,2,-2,81,83,0,-7.483652
561,1989,6285,5216,0,1,-5,87,92,0,-8.494434
562,1989,7963,5216,0,0,-1,79,80,0,-12.36128
563,1989,8097,5216,0,-8,-9,82,91,0,-19.404617
564,1989,10058,5216,0,-2,-37,65,102,0,-17.592083
565,1989,10790,5216,0,-11,-5,87,92,0,-26.883003
566,1989,2344,5284,0,9,17,87,70,1,9.384975
567,1989,4187,5284,0,5,-11,75,86,0,-2.6230624
568,1989,8029,5284,0,-3,-13,67,80,0,-10.820048
569,1989,1884,5386,0,-11,-16,69,85,0,-17.395634
570,1989,8666,5386,0,1,3,83,80,1,1.3914983
571,1989,8886,5386,0,-8,-19,89,108,0,-12.7131195
572,1989,7963,5449,0,11,9,60,51,1,10.58758
573,1989,2882,5719,0,9,-14,83,97,0,6.5939445
574,1989,10058,5719,0,8,16,104,88,1,5.0884666
575,1989,3136,5933,0,4,8,69,61,1,-2.7764971
576,1989,3924,5933,0,1,-6,96,102,0,-1.2728465
577,1989,8131,5933,0,-7,-15,66,81,0,-14.362417
578,1989,5216,6285,0,-1,5,92,87,1,4.640831
579,1989,8243,6285,0,-13,-14,79,93,0,-23.24358
580,1989,9406,6285,0,-5,-7,81,88,0,-12.555582
581,1989,3136,6546,0,8,7,81,74,1,5.907136
582,1989,9956,6546,0,1,-16,65,81,0,1.6750181
583,1989,2611,6668,0,-15,-1,71,72,0,-20.938189
584,1989,4566,6668,0,-8,-43,81,124,0,-14.672268
585,1989,10058,6668,0,-4,6,86,80,1,-8.909152
586,1989,2645,6834,0,-5,4,94,90,1,-7.9354324
587,1989,592,7004,0,-1,4,68,64,1,-2.0386908
588,1989,3136,7137,0,15,1,50,49,1,19.200151
589,1989,10058,7171,0,7,3,100,97,1,-3.340318
590,1989,292,7429,0,15,34,94,60,1,31.049076
591,1989,3924,7463,0,9,14,87,73,1,16.394318
592,1989,2344,7497,0,13,21,90,69,1,28.425568
593,1989,2344,7963,0,1,-17,78,95,0,6.231674
594,1989,2645,7963,0,-8,-14,73,87,0,-9.950083
595,1989,3822,7963,0,1,-13,65,78,0,-0.80556124
596,1989,5216,7963,0,0,1,80,79,1,8.545185
597,1989,5449,7963,0,-11,-9,51,60,0,-14.183208
598,1989,9633,7963,0,-1,-23,61,84,0,-3.9421904
599,1989,5284,8029,0,3,13,80,67,1,7.25268
600,1989,8579,8029,0,11,-2,78,80,0,10.503275
601,1989,77,8097,0,5,-2,84,86,0,-4.6576157
602,1989,5216,8097,0,8,9,91,82,1,15.656841
603,1989,5933,8131,0,7,15,81,66,1,10.768211
604,1989,6285,8243,0,13,14,93,79,1,19.660458
605,1989,1520,8511,0,-1,13,83,70,1,-5.648862
606,1989,8029,8579,0,-11,2,80,78,1,-14.102176
607,1989,956,8666,0,-13,-23,81,104,0,-25.987936
608,1989,1715,8666,0,-8,-15,50,65,0,-16.570417
609,1989,3749,8666,0,1,3,89,86,1,-0.11795065
610,1989,5386,8666,0,-1,-3,80,83,0,-5.1354733
611,1989,10472,8784,0,3,16,84,68,1,-1.3076928
612,1989,3238,8886,0,5,-6,70,76,0,5.15403
613,1989,5386,8886,0,8,19,108,89,1,9.10596
614,1989,3958,9406,0,-3,-10,74,84,0,-5.313139
615,1989,6285,9406,0,5,7,88,81,1,8.868786
616,1989,292,9633,0,3,-1,67,68,0,6.4474106
617,1989,2208,9633,0,-8,-15,70,85,0,-12.012251
618,1989,3647,9633,0,-9,-12,56,68,0,-7.8961143
619,1989,7963,9633,0,1,23,84,61,1,0.2472246
620,1989,3822,9851,0,5,23,92,69,1,4.936455
621,1989,4736,9851,0,-3,-11,74,85,0,-6.96008
622,1989,6546,9956,0,-1,16,81,65,1,-5.2571306
623,1989,5216,10058,0,2,37,102,65,1,13.826726
624,1989,5719,10058,0,-8,-16,88,104,0,-8.635932
625,1989,6668,10058,0,4,-6,80,86,0,5.227214
626,1989,7171,10058,0,-7,-3,97,100,0,-0.28812334
627,1989,2344,10472,0,5,7,70,63,1,15.669086
628,1989,8784,10472,0,-3,-16,68,84,0,-2.2217543
629,1989,5216,10790,0,11,5,92,87,1,23.207771
630,1990,293,78,0,5,-22,55,77,0,8.37501
631,1990,1716,78,0,-3,-17,54,71,0,-6.068474
632,1990,4635,78,0,-4,2,62,60,1,-0.07966158
633,1990,78,293,0,-5,22,77,55,1,-12.07389
634,1990,8176,293,0,-13,-12,67,79,0,-23.773773
635,1990,9634,361,0,15,30,102,72,1,20.373886
636,1990,2087,415,0,-8,-2,84,86,0,-9.037257
637,1990,2345,415,0,1,14,97,83,1,0.6138342
638,1990,6286,415,0,-4,-23,73,96,0,-5.8737106
639,1990,7138,415,0,-9,-4,64,68,0,-12.571233
640,1990,8887,415,0,-6,-3,85,88,0,-9.574147
641,1990,4601,593,0,8,-2,60,62,0,1.1249845
642,1990,6835,593,0,7,-1,53,54,0,-1.1685011
643,1990,9634,593,0,11,2,69,67,1,8.077414
644,1990,1784,803,0,15,24,76,52,1,19.247145
645,1990,1521,1052,0,7,2,49,47,1,5.2209587
646,1990,1784,1144,0,8,20,74,54,1,5.725377
647,1990,3823,1144,0,1,-2,63,65,0,1.2325847
648,1990,1052,1521,0,-7,-2,47,49,0,-8.813478
649,1990,1784,1521,0,4,1,71,70,1,1.5930803
650,1990,4303,1521,0,1,-4,75,79,0,-6.0055637
651,1990,78,1716,0,3,17,71,54,1,2.5096939
652,1990,803,1784,0,-15,-24,52,76,0,-22.77101
653,1990,1144,1784,0,-8,-20,54,74,0,-9.379143
654,1990,1521,1784,0,-4,-1,70,71,0,-5.286544
655,1990,2345,1784,0,-2,1,79,78,1,-1.432936
656,1990,8667,1817,0,13,22,70,48,1,16.27344
657,1990,415,2087,0,8,2,86,84,1,5.419693
658,1990,3750,2087,0,7,-2,86,88,0,5.7390766
659,1990,415,2345,0,-1,-14,83,97,0,-4.325016
660,1990,1784,2345,0,2,-1,78,79,0,-2.297909
661,1990,7362,2345,0,-11,-35,46,81,0,-20.882523
662,1990,8410,2345,0,-3,-4,72,76,0,-12.106646
663,1990,9407,2345,0,-4,-9,81,90,0,-12.468805
664,1990,9634,2345,0,2,30,103,73,1,1.2547319
665,1990,3239,2612,0,9,16,99,83,1,6.774711
666,1990,9240,3137,0,-11,-18,52,70,0,-17.344248
667,1990,10791,3137,0,-3,3,74,71,1,-6.730424
668,1990,8887,3171,0,-3,12,100,88,1,-4.8808746
669,1990,2612,3239,0,-9,-16,83,99,0,-10.328498
670,1990,4737,3239,0,-1,-3,91,94,0,-0.95240706
671,1990,5251,3239,0,3,-1,80,81,0,1.3384645
672,1990,5285,3239,0,-2,-2,91,93,0,0.45384577
673,1990,9634,3239,0,3,9,90,81,1,6.3907413
674,1990,7799,3564,0,-1,4,70,66,1,2.5649116
675,1990,4601,3648,0,9,19,78,59,1,4.7018967
676,1990,2087,3750,0,-7,2,88,86,1,-9.359738
677,1990,5217,3784,0,11,6,76,70,1,12.92841
678,1990,1144,3823,0,-1,2,65,63,1,-4.8427696
679,1990,7430,4154,0,-13,-8,71,79,0,-25.710768
680,1990,9407,4154,0,-5,1,71,70,1,-16.891323
681,1990,10791,4188,0,5,8,87,79,1,-0.3150551
682,1990,1521,4303,0,-1,4,79,75,1,2.3858078
683,1990,8210,4303,0,-9,-16,63,79,0,-6.8720293
684,1990,593,4601,0,-8,2,62,60,1,-4.757306
685,1990,3648,4601,0,-9,-19,59,78,0,-8.299855
686,1990,78,4635,0,4,-2,60,62,0,-3.5372107
687,1990,5217,4635,0,8,-34,115,149,0,1.550391
688,1990,6119,4635,0,5,-19,92,111,0,-5.4863024
689,1990,9634,4635,0,10,30,131,101,1,6.5353575
690,1990,3239,4737,0,1,3,94,91,1,-2.6923296
691,1990,10025,4737,0,-7,-7,63,70,0,-10.775459
692,1990,3784,5217,0,-11,-6,70,76,0,-16.485325
693,1990,4635,5217,0,-8,34,149,115,1,-5.216613
694,1990,3239,5251,0,-3,1,81,80,1,-5.0054226
695,1990,5754,5251,0,-15,-4,71,75,0,-20.234257
696,1990,7799,5251,0,-8,-4,58,62,0,-5.9761496
697,1990,3239,5285,0,2,2,93,91,1,-4.1122227
698,1990,6445,5285,0,-8,-3,78,81,0,-17.203339
699,1990,8667,5285,0,4,-7,75,82,0,-1.9195178
700,1990,9852,5285,0,-5,-3,61,64,0,-10.27549
701,1990,6445,5387,0,-11,3,74,71,1,-18.306026
702,1990,6286,5450,0,1,13,83,70,1,0.3163431
703,1990,5251,5754,0,15,4,75,71,1,16.71502
704,1990,4635,6119,0,-5,19,111,92,1,1.8883379
705,1990,415,6286,0,4,23,96,73,1,2.225458
706,1990,5450,6286,0,-1,-13,70,83,0,-3.9051297
707,1990,6669,6286,0,7,-2,77,79,0,10.371679
708,1990,5285,6445,0,8,3,81,78,1,13.671947
709,1990,5387,6445,0,11,-3,71,74,0,14.764041
710,1990,10059,6547,0,3,8,75,67,1,2.559841
711,1990,7172,6634,0,-1,-1,83,84,0,-2.493006
712,1990,9634,6634,0,7,11,76,65,1,6.196535
713,1990,6286,6669,0,-7,2,79,77,1,-14.098949
714,1990,9083,6669,0,-15,-9,68,77,0,-31.897228
715,1990,593,6835,0,-7,1,54,53,1,-2.4415734
716,1990,415,7138,0,9,4,68,64,1,8.987946
717,1990,6634,7172,0,1,1,84,83,1,-1.1405365
718,1990,8887,7206,0,-8,1,73,72,1,-10.084189
719,1990,9475,7206,0,-13,-12,63,75,0,-16.860054
720,1990,2345,7362,0,11,35,81,46,1,17.331951
721,1990,4154,7430,0,13,8,79,71,1,22.121643
722,1990,3564,7799,0,1,-4,66,70,0,-6.140402
723,1990,5251,7799,0,8,4,62,58,1,2.3186061
724,1990,293,8176,0,13,12,79,67,1,20.188383
725,1990,4303,8210,0,9,16,79,63,1,3.3420742
726,1990,2345,8410,0,3,4,76,72,1,8.470946
727,1990,8751,8410,0,-5,-16,65,81,0,-3.533003
728,1990,1817,8667,0,-13,-22,48,70,0,-19.778307
729,1990,5285,8667,0,-4,7,82,75,1,-1.7601283
730,1990,10059,8667,0,-5,-2,61,63,0,-5.724144
731,1990,8410,8751,0,5,16,81,65,1,0.013742242
732,1990,415,8887,0,6,3,88,85,1,5.961789
733,1990,3171,8887,0,3,-12,88,100,0,1.3136041
734,1990,7206,8887,0,8,-1,72,73,0,6.4669313
735,1990,10791,8887,0,4,-13,89,102,0,2.8376176
736,1990,6669,9083,0,15,9,77,68,1,28.342604
737,1990,3137,9240,0,11,18,70,52,1,13.77323
738,1990,9407,9274,0,3,12,68,56,1,-7.531452
739,1990,2345,9407,0,4,9,90,81,1,8.836617
740,1990,4154,9407,0,5,-1,70,71,0,13.216649
741,1990,9274,9407,0,-3,-12,56,68,0,3.946696
742,1990,7206,9475,0,13,12,75,63,1,13.308522
743,1990,361,9634,0,-15,-30,72,102,0,-23.955513
744,1990,593,9634,0,-11,-2,67,69,0,-11.777171
745,1990,2345,9634,0,-2,-30,73,103,0,-5.020035
746,1990,3239,9634,0,-3,-9,81,90,0,-10.106703
747,1990,4635,9634,0,-10,-30,101,131,0,-10.24993
748,1990,6634,9634,0,-7,-11,65,76,0,-9.914364
749,1990,5285,9852,0,5,3,64,61,1,6.676897
750,1990,4737,10025,0,7,7,70,63,1,7.20913
751,1990,6547,10059,0,-3,-8,67,75,0,-6.1214523
752,1990,8667,10059,0,5,2,63,61,1,2.0829504
753,1990,3137,10791,0,3,-3,71,74,0,3.0564516
754,1990,4188,10791,0,-5,-8,79,87,0,-3.2972844
755,1990,8887,10791,0,-4,13,102,89,1,-6.419671
756,1991,416,79,0,3,23,93,70,1,11.9502735
757,1991,5755,79,0,-9,-10,79,89,0,-8.889704
758,1991,10338,79,0,-1,-8,88,96,0,-1.0883744
759,1991,1053,294,0,-8,-15,61,76,0,-16.759018
760,1991,7965,294,0,-1,4,81,77,1,-7.3147154
761,1991,8377,294,0,-13,-13,80,93,0,-22.721064
762,1991,416,328,0,7,7,97,90,1,7.9451942
763,1991,7465,328,0,-1,-3,76,79,0,-10.481472
764,1991,79,416,0,-3,-23,70,93,0,-15.674243
765,1991,328,416,0,-7,-7,90,97,0,-11.707639
766,1991,3206,416,0,-15,-41,76,117,0,-35.267918
767,1991,4155,416,0,-2,12,93,81,1,-7.2920437
768,1991,294,1053,0,8,15,76,61,1,13.135421
769,1991,10060,1053,0,3,-13,48,61,0,6.5393343
770,1991,3824,1588,0,13,10,79,69,1,21.923788
771,1991,2346,1785,0,9,14,81,67,1,4.8738995
772,1991,4738,1785,0,5,-17,62,79,0,0.4985769
773,1991,10792,1785,0,-3,-16,50,66,0,-13.549679
774,1991,6120,1886,0,5,-8,56,64,0,-2.216346
775,1991,7965,1886,0,8,12,81,69,1,2.766569
776,1991,3240,2210,0,1,17,87,70,1,5.3011456
777,1991,1785,2346,0,-9,-14,67,81,0,-8.587444
778,1991,3926,2346,0,-5,-15,70,85,0,-16.718178
779,1991,4155,2346,0,-1,-7,65,72,0,-3.1917555
780,1991,8411,2346,0,-2,-17,61,78,0,-10.716489
781,1991,9476,2346,0,-13,-29,73,102,0,-21.895128
782,1991,9635,2346,0,1,-2,77,79,0,4.6920967
783,1991,5354,2482,0,7,-20,56,76,0,4.3032236
784,1991,6287,2482,0,11,26,93,67,1,15.800172
785,1991,6938,2482,0,-1,-3,68,71,0,-1.7856324
786,1991,3926,2613,0,3,3,76,73,1,-7.337701
787,1991,3824,2884,0,5,22,82,60,1,11.468194
788,1991,9669,2884,0,-3,-3,72,75,0,4.1924124
789,1991,9635,3138,0,7,8,62,54,1,12.9986725
790,1991,9958,3138,0,-1,-10,60,70,0,-5.594266
791,1991,7006,3172,0,5,8,76,68,1,-1.7127059
792,1991,416,3206,0,15,41,117,76,1,31.734009
793,1991,2210,3240,0,-1,-17,70,87,0,-8.927267
794,1991,6635,3240,0,7,4,65,61,1,2.359224
795,1991,1588,3824,0,-13,-10,69,79,0,-25.491385
796,1991,2884,3824,0,-5,-22,60,82,0,-15.136237
797,1991,4155,3824,0,-1,18,83,65,1,-4.1249313
798,1991,2346,3926,0,5,15,85,70,1,13.0835
799,1991,2613,3926,0,-3,-3,73,76,0,3.7931364
800,1991,416,4155,0,2,-12,81,93,0,3.4867666
801,1991,2346,4155,0,1,7,72,65,1,-0.5741293
802,1991,3824,4155,0,1,-18,65,83,0,0.35007837
803,1991,6154,4155,0,-11,-6,49,55,0,-13.960911
804,1991,6287,4155,0,2,-6,73,79,0,3.8672082
805,1991,7006,4155,0,-3,-11,66,77,0,-8.013431
806,1991,10338,4568,0,7,6,71,65,1,1.3708341
807,1991,1785,4738,0,-5,17,79,62,1,-4.1696854
808,1991,9771,5252,0,1,1,85,84,1,-6.9276013
809,1991,10508,5252,0,-7,-2,58,60,0,-10.641655
810,1991,2482,5354,0,-7,20,76,56,1,-7.886032
811,1991,9635,5519,0,15,34,99,65,1,28.680798
812,1991,79,5755,0,9,10,89,79,1,5.367881
813,1991,8411,5816,0,9,7,75,68,1,2.362707
814,1991,6704,5935,0,3,9,73,64,1,6.3153286
815,1991,8211,5935,0,-5,-29,85,114,0,-4.526499
816,1991,10792,5984,0,-11,5,89,84,1,-14.016401
817,1991,6704,6086,0,11,13,67,54,1,12.510479
818,1991,1886,6120,0,-5,8,64,56,1,-1.353678
819,1991,4155,6154,0,11,6,55,49,1,10.324876
820,1991,2482,6287,0,-11,-26,67,93,0,-19.494503
821,1991,4155,6287,0,-2,6,79,73,1,-7.676178
822,1991,6378,6287,0,-15,-35,66,101,0,-29.931454
823,1991,8752,6287,0,-9,-3,72,75,0,-16.708664
824,1991,10026,6287,0,-8,-15,69,84,0,-17.247116
825,1991,6287,6378,0,15,35,101,66,1,26.338362
826,1991,3240,6635,0,-7,-4,61,65,0,-6.0948277
827,1991,8411,6635,0,-3,17,91,74,1,-10.6062975
828,1991,9084,6635,0,-15,-11,86,97,0,-28.990444
829,1991,5935,6704,0,-3,-9,64,73,0,-9.991285
830,1991,6086,6704,0,-11,-13,54,67,0,-16.12692
831,1991,8752,6704,0,-7,9,72,63,1,-10.982356
832,1991,2482,6938,0,1,3,71,68,1,-1.7381155
833,1991,9408,6938,0,9,-5,69,74,0,7.863579
834,1991,7965,6972,0,11,20,71,51,1,10.005087
835,1991,3172,7006,0,-5,-8,68,76,0,-1.9204905
836,1991,4155,7006,0,3,11,77,66,1,4.319704
837,1991,10026,7139,0,-1,2,50,48,1,2.1230953
838,1991,8752,7207,0,-3,17,80,63,1,-4.1620455
839,1991,8668,7363,0,13,-4,69,73,0,11.991875
840,1991,8752,7363,0,5,13,77,64,1,7.3855605
841,1991,328,7465,0,1,3,79,76,1,6.897765
842,1991,294,7965,0,1,-4,77,81,0,3.59951
843,1991,1886,7965,0,-8,-12,69,81,0,-6.384926
844,1991,6972,7965,0,-11,-20,51,71,0,-13.553905
845,1991,9635,7965,0,2,12,77,65,1,10.729126
846,1991,9771,8099,0,9,10,82,72,1,-2.1953428
847,1991,5935,8211,0,5,29,114,85,1,0.9557112
848,1991,294,8377,0,13,13,93,80,1,19.1553
849,1991,2346,8411,0,2,17,78,61,1,7.023595
850,1991,5816,8411,0,-9,-7,68,75,0,-5.9299545
851,1991,6635,8411,0,3,-17,74,91,0,6.9144564
852,1991,8888,8411,0,-1,-8,76,84,0,-3.1523802
853,1991,8888,8547,0,7,8,73,65,1,2.2999742
854,1991,7363,8668,0,-13,4,73,69,1,-15.526438
855,1991,6287,8752,0,9,3,75,72,1,12.987309
856,1991,6704,8752,0,7,-9,63,72,0,7.3160124
857,1991,7207,8752,0,3,-17,63,80,0,0.5612257
858,1991,7363,8752,0,-5,-13,64,77,0,-10.875443
859,1991,8411,8888,0,1,8,84,76,1,-0.44180986
860,1991,8547,8888,0,-7,-8,65,73,0,-5.8417845
861,1991,6635,9084,0,15,11,97,86,1,25.476929
862,1991,6938,9408,0,-9,5,74,69,1,-11.480461
863,1991,2346,9476,0,13,29,102,73,1,18.310669
864,1991,2346,9635,0,-1,2,79,77,1,-8.534454
865,1991,3138,9635,0,-7,-8,54,62,0,-16.761234
866,1991,5519,9635,0,-15,-34,65,99,0,-32.2927
867,1991,7965,9635,0,-2,-12,65,77,0,-14.51349
868,1991,9771,9635,0,-3,-17,66,83,0,-22.2243
869,1991,2884,9669,0,3,3,75,72,1,-7.78988
870,1991,5252,9771,0,-1,-1,84,85,0,3.3649852
871,1991,8099,9771,0,-9,-10,72,82,0,-1.3218119
872,1991,9635,9771,0,3,17,83,66,1,18.51473
873,1991,3138,9958,0,1,10,70,60,1,2.012056
874,1991,6287,10026,0,8,15,84,69,1,13.530986
875,1991,7139,10026,0,1,-2,48,50,0,-5.653139
876,1991,1053,10060,0,-3,13,61,48,1,-10.09895
877,1991,79,10338,0,1,8,96,88,1,-2.5091221
878,1991,4568,10338,0,-7,-6,65,71,0,-4.944705
879,1991,5252,10508,0,7,2,60,58,1,7.1150656
880,1991,1785,10792,0,3,16,66,50,1,10.01484
881,1991,5984,10792,0,11,-5,84,89,0,10.4770775
882,1992,6288,80,0,1,9,64,55,1,0.8059223
883,1992,8582,80,0,-7,-5,75,80,0,-0.8674137
884,1992,2614,295,0,-11,7,87,80,1,-14.495248
885,1992,5084,417,0,-3,2,82,80,1,-10.066353
886,1992,5756,417,0,-11,-11,69,80,0,-18.805994
887,1992,4739,1054,0,3,11,94,83,1,2.7429264
888,1992,2347,1180,0,15,26,82,56,1,32.931927
889,1992,3961,1353,0,-3,2,76,74,1,0.8775652
890,1992,2123,1455,0,-9,-38,47,85,0,-21.765324
891,1992,5084,1455,0,-2,-31,57,88,0,-14.709875
892,1992,5219,1455,0,-2,4,76,72,1,-5.2276974
893,1992,5253,1455,0,-1,-12,65,77,0,-7.176237
894,1992,9854,1455,0,-5,-2,67,69,0,-11.631373
895,1992,5985,1786,0,1,-21,65,86,0,-6.8411903
896,1992,6636,1786,0,8,23,78,55,1,0.32834604
897,1992,1455,2123,0,9,38,85,47,1,18.181494
898,1992,6121,2211,0,-7,8,81,73,1,-5.8659067
899,1992,1180,2347,0,-15,-26,56,82,0,-36.442223
900,1992,3825,2347,0,-1,-3,78,81,0,-0.9319498
901,1992,3927,2347,0,-8,-13,62,75,0,-11.396361
902,1992,4271,2347,0,-1,-1,103,104,0,-4.978731
903,1992,5219,2347,0,-5,-20,51,71,0,-8.792942
904,1992,7966,2347,0,-3,-12,69,81,0,-15.745319
905,1992,3825,2415,0,13,39,94,55,1,24.624786
906,1992,295,2614,0,11,-7,80,87,0,10.873594
907,1992,5219,2614,0,8,12,102,90,1,9.211626
908,1992,9854,2648,0,-1,5,55,50,1,-1.0403979
909,1992,3139,2885,0,-3,-10,68,78,0,-1.3299878
910,1992,3825,2885,0,1,11,85,74,1,11.231498
911,1992,5520,2885,0,-11,-10,68,78,0,-8.198029
912,1992,4982,2919,0,11,27,85,58,1,14.986135
913,1992,6705,3055,0,13,27,100,73,1,15.434162
914,1992,2885,3139,0,3,10,78,68,1,-2.2860644
915,1992,8178,3139,0,-5,-15,60,75,0,-8.520691
916,1992,3566,3241,0,-3,-5,60,65,0,-3.8481534
917,1992,5084,3241,0,1,4,83,79,1,-6.9669333
918,1992,9670,3241,0,5,-1,78,79,0,-4.791792
919,1992,3241,3566,0,3,5,65,60,1,0.24001482
920,1992,4156,3616,0,15,33,100,67,1,34.437275
921,1992,2347,3825,0,1,3,81,78,1,-2.9228003
922,1992,2415,3825,0,-13,-39,55,94,0,-28.234016
923,1992,2885,3825,0,-1,-11,74,85,0,-14.969397
924,1992,4739,3825,0,-5,-10,79,89,0,-9.500246
925,1992,9409,3825,0,1,-27,79,106,0,-12.452892
926,1992,2347,3927,0,8,13,75,62,1,7.643116
927,1992,8889,3927,0,1,-6,92,98,0,-5.9956656
928,1992,1353,3961,0,3,-2,74,76,0,-4.4193516
929,1992,4271,3961,0,8,8,106,98,1,9.479124
930,1992,3616,4156,0,-15,-33,67,100,0,-37.95365
931,1992,9854,4156,0,-8,6,66,60,1,-16.270817
932,1992,2347,4271,0,1,1,104,103,1,1.1632364
933,1992,3961,4271,0,-8,-8,98,106,0,-13.1557255
934,1992,4982,4271,0,-1,-10,77,87,0,-5.7233944
935,1992,6739,4271,0,-13,-19,69,88,0,-27.419485
