date,EBAY,NVDA,YHOO
2013-03-22,,12.48,23.26
2013-03-25,,12.41,23.379999
2013-03-26,,12.5,23.59
2013-03-27,,12.65,23.59
2013-03-28,,12.83,23.530001
2013-04-01,,12.41,23.5
2013-04-02,,12.28,23.780001
2013-04-03,,12.13,23.379999
2013-04-04,,12.25,23.52
2013-04-05,,12.46,23.299999
2013-04-08,,12.43,23.48
2013-04-09,,12.63,23.83
2013-04-10,,12.83,24.200001
2013-04-11,,12.77,24.49
2013-04-12,,13.09,24.690001
2013-04-15,,12.82,23.98
2013-04-16,,12.96,23.790001
2013-04-17,,12.79,23.700001
2013-04-18,,12.54,23.26
2013-04-19,,12.57,23.469999
2013-04-22,,12.59,23.950001
2013-04-23,,12.92,24.379999
2013-04-24,,13.36,24.75
2013-04-25,,13.47,25.200001
2013-04-26,,13.41,24.68
2013-04-29,,13.57,24.43
2013-04-30,,13.77,24.73
2013-05-01,,13.65,24.299999
2013-05-02,,13.81,24.969999
2013-05-03,,13.87,25.07
2013-05-06,,13.83,25.17
2013-05-07,,13.65,26.07
2013-05-08,,13.9,26.41
2013-05-09,,13.91,26.24
2013-05-10,,14.54,26.83
2013-05-13,,14.24,26.389999
2013-05-14,,14.45,26.639999
2013-05-15,,14.7,27.34
2013-05-16,,14.63,26.58
2013-05-17,,14.87,26.52
2013-05-20,,14.84,26.58
2013-05-21,,14.92,27.0
2013-05-22,,14.4,26.540001
2013-05-23,,14.63,26.02
2013-05-24,,14.54,26.33
2013-05-28,,14.53,26.07
2013-05-29,,14.44,25.809999
2013-05-30,,14.63,26.33
2013-05-31,,14.47,26.299999
2013-06-03,,14.45,26.389999
2013-06-04,,14.47,26.26
2013-06-05,,14.16,25.75
2013-06-06,,14.25,26.209999
2013-06-07,,14.45,27.040001
2013-06-10,,14.44,26.74
2013-06-11,,14.17,26.4
2013-06-12,,14.05,25.889999
2013-06-13,,14.37,26.370001
2013-06-14,,14.35,26.280001
2013-06-17,,14.49,26.540001
2013-06-18,,14.4,26.66
2013-06-19,,14.84,26.24
2013-06-20,,14.44,25.35
2013-06-21,,14.42,25.190001
2013-06-24,,14.12,24.07
2013-06-25,,14.22,24.959999
2013-06-26,,14.14,25.290001
2013-06-27,,14.01,25.469999
2013-06-28,,14.04,25.129999
2013-07-01,,14.1,25.24
2013-07-02,,14.09,24.99
2013-07-03,,14.13,25.59
2013-07-05,,14.24,25.68
2013-07-08,,14.17,25.530001
2013-07-09,,14.24,26.68
2013-07-10,,14.43,26.559999
2013-07-11,,14.63,27.040001
2013-07-12,,14.64,27.23
2013-07-15,,14.61,27.34
2013-07-16,,14.69,26.879999
2013-07-17,,14.61,29.66
2013-07-18,,14.55,29.66
2013-07-19,,14.24,29.110001
2013-07-22,,14.23,27.860001
2013-07-23,,14.21,27.360001
2013-07-24,,14.21,27.84
2013-07-25,,14.26,28.27
2013-07-26,,14.2,28.110001
2013-07-29,,14.17,27.93
2013-07-30,,14.41,28.049999
2013-07-31,,14.44,28.09
2013-08-01,,14.64,27.959999
2013-08-02,,14.76,27.65
2013-08-05,,14.83,27.67
2013-08-06,,14.61,27.32
2013-08-07,,14.6,27.389999
2013-08-08,,14.7,27.48
2013-08-09,,14.49,27.68
2013-08-12,,14.37,28.35
2013-08-13,,14.42,28.34
2013-08-14,,15.03,28.049999
2013-08-15,,15.13,27.139999
2013-08-16,,15.19,27.32
2013-08-19,,14.95,26.91
2013-08-20,,14.95,27.120001
2013-08-21,,14.88,27.059999
2013-08-22,,14.96,27.9
2013-08-23,,14.96,27.99
2013-08-26,,14.99,27.700001
2013-08-27,,14.8,27.0
2013-08-28,,14.8,27.110001
2013-08-29,,14.77,27.299999
2013-08-30,,14.75,27.120001
2013-09-03,,14.76,27.780001
2013-09-04,,14.9,28.07
2013-09-05,,14.94,28.23
2013-09-06,,14.88,28.17
2013-09-09,,15.13,29.24
2013-09-10,,15.45,29.48
2013-09-11,,15.71,29.190001
2013-09-12,,15.7,29.65
2013-09-13,,15.8,29.26
2013-09-16,,15.81,29.620001
2013-09-17,,15.86,30.0
2013-09-18,,16.0,30.440001
2013-09-19,,15.93,31.030001
2013-09-20,,15.79,30.93
2013-09-23,,15.64,30.26
2013-09-24,,15.7,31.27
2013-09-25,,15.72,31.34
2013-09-26,,15.67,32.75
2013-09-27,,15.58,33.549999
2013-09-30,,15.56,33.169998
2013-10-01,,15.55,34.310001
2013-10-02,,15.54,34.139999
2013-10-03,,15.38,33.880001
2013-10-04,,15.59,34.889999
2013-10-07,,15.59,34.139999
2013-10-08,,15.46,32.93
2013-10-09,,15.22,33.009998
2013-10-10,,15.39,33.869999
2013-10-11,,15.26,34.150002
2013-10-14,,15.49,34.0
2013-10-15,,15.41,33.380001
2013-10-16,,15.6,33.09
2013-10-17,,15.63,32.740002000000004
2013-10-18,,15.81,33.43
2013-10-21,,15.85,34.060001
2013-10-22,,15.77,33.939999
2013-10-23,,15.5,33.099998
2013-10-24,,15.39,33.080002
2013-10-25,,15.24,32.25
2013-10-28,,15.21,32.349998
2013-10-29,,15.23,33.169998
2013-10-30,,15.22,32.57
2013-10-31,,15.19,32.939999
2013-11-01,,15.26,33.18
2013-11-04,,14.82,33.189999
2013-11-05,,14.8,32.970001
2013-11-06,,14.9,32.880001
2013-11-07,,14.55,32.110001000000004
2013-11-08,,15.56,33.119999
2013-11-11,,15.69,33.82
2013-11-12,,15.72,34.07
2013-11-13,,16.15,35.099998
2013-11-14,,16.219998999999998,35.689999
2013-11-15,,16.17,35.470001
2013-11-18,,15.78,34.98
2013-11-19,,15.44,34.630001
2013-11-20,,15.21,35.619999
2013-11-21,,15.33,36.299999
2013-11-22,,15.18,36.490002
2013-11-25,,15.51,36.290001
2013-11-26,,15.64,36.639999
2013-11-27,,15.7,36.959999
2013-11-29,,15.6,36.98
2013-12-02,,15.75,37.009998
2013-12-03,,15.74,36.560001
2013-12-04,,15.96,38.130001
2013-12-05,,15.7,38.869999
2013-12-06,,15.47,38.860001
2013-12-09,,15.21,38.869999
2013-12-10,,15.56,40.220001
2013-12-11,,15.41,39.16
2013-12-12,,15.11,39.349998
2013-12-13,,15.02,39.73
2013-12-16,,15.04,39.73
2013-12-17,,15.11,39.509998
2013-12-18,,15.32,40.040001
2013-12-19,,15.38,40.200001
2013-12-20,,15.69,40.119999
2013-12-23,,15.78,40.77
2013-12-24,,15.82,40.849998
2013-12-26,,15.67,40.650002
2013-12-27,,15.76,40.490002
2013-12-30,,15.97,40.200001
2013-12-31,,16.02,40.439999
2014-01-02,,15.86,39.59
2014-01-03,,15.67,40.119999
2014-01-06,,15.88,39.93
2014-01-07,,16.139999,40.919998
2014-01-08,,16.360001,41.02
2014-01-09,,15.75,40.919998
2014-01-10,,15.73,41.23
2014-01-13,,15.36,39.990002
2014-01-14,,15.84,41.139999
2014-01-15,,16.01,41.07
2014-01-16,,16.059998999999998,40.34
2014-01-17,,15.99,40.009998
2014-01-21,,16.049999,39.52
2014-01-22,,16.030001000000002,40.18
2014-01-23,,15.97,39.389999
2014-01-24,,15.56,37.91
2014-01-27,,15.46,36.650002
2014-01-28,,15.61,38.220001
2014-01-29,,15.46,34.889999
2014-01-30,,15.72,35.310001
2014-01-31,,15.7,36.009998
2014-02-03,52.389999,15.49,34.900002
2014-02-04,52.909998,15.58,35.66
2014-02-05,53.52,15.44,35.49000200000001
2014-02-06,54.36999599999999,15.64,36.240002
2014-02-07,54.59,15.87,37.23
2014-02-10,53.779998,15.92,37.759998
2014-02-11,54.309999,16.25,38.5
2014-02-12,54.830002,16.83,38.110001
2014-02-13,54.919996,17.360001,38.52
2014-02-14,54.770001,17.91,38.23
2014-02-18,55.150002,17.9,38.310001
2014-02-19,54.74,18.139999,37.810001
2014-02-20,54.959999,18.780001,37.790001
2014-02-21,54.59,18.639999,37.290001
2014-02-24,56.299997,18.91,37.419998
2014-02-25,56.150002,18.74,37.259998
2014-02-26,57.34,18.709999,37.619999
2014-02-27,58.340001,18.5,38.470001
2014-02-28,58.769997,18.379999,38.669998
2014-03-03,58.31,18.290001,38.25
2014-03-04,59.06,18.48,39.630001
2014-03-05,58.86,18.639999,39.5
2014-03-06,59.299998,18.379999,39.66
2014-03-07,59.06,18.360001,38.700001
2014-03-10,58.220001,18.09,38.049999
2014-03-11,57.54,18.27,37.560001
2014-03-12,57.979999,18.32,37.5
2014-03-13,56.699997,17.74,37.23
2014-03-14,56.74,17.82,37.599998
2014-03-17,57.419997,17.82,39.110001
2014-03-18,57.84,18.24,39.450001
2014-03-19,57.299998,18.559999,38.610001
2014-03-20,57.119997,18.57,37.77
2014-03-21,56.959999,18.540001,37.939999
2014-03-24,56.54,18.450001,36.68
2014-03-25,56.329998,18.450001,35.93
2014-03-26,55.599997,18.030001,35.450001
2014-03-27,55.179998,17.790001,35.59
2014-03-28,55.189995,17.9,35.900002
2014-03-31,55.24,17.91,35.900002
2014-04-01,56.04,18.65,36.490002
2014-04-02,55.449997,18.530001,36.639999
2014-04-03,54.580002,18.73,35.759998
2014-04-04,53.999997,18.15,34.259998
2014-04-07,52.950001,18.209999,33.07
2014-04-08,54.799997,18.860001,33.830002
2014-04-09,55.89,18.84,34.869999
2014-04-10,54.080002,18.379999,33.400002
2014-04-11,53.459998,18.120001,32.869999
2014-04-14,53.979998,18.32,33.450001
2014-04-15,53.900001,18.450001,34.209999
2014-04-16,54.689995,18.49,36.349998
2014-04-17,54.970001,18.559999,36.380001
2014-04-21,54.929998,18.709999,36.400002
2014-04-22,55.470001,18.870001,36.139999
2014-04-23,54.939995,19.09,35.439999
2014-04-24,54.84,19.26,35.24000200000001
2014-04-25,53.72,18.73,34.48
2014-04-28,53.639999,18.65,33.990002000000004
2014-04-29,54.54,18.690001,35.830002
2014-04-30,51.830002,18.469999,35.950001
2014-05-01,51.689999,18.57,36.509998
2014-05-02,52.009998,18.43,36.869999
2014-05-05,51.999996,18.629999,36.91
2014-05-06,50.95,18.25,36.490002
2014-05-07,50.569999,18.27,34.07
2014-05-08,50.259997,18.5,33.919998
2014-05-09,50.539998,18.049999,33.759998
2014-05-12,51.330001,18.58,34.450001
2014-05-13,51.580001,18.280001,34.400002
2014-05-14,51.650001,18.1,34.169998
2014-05-15,51.359998,18.0,33.799999
2014-05-16,51.950001,17.959999,33.41
2014-05-19,52.330002,18.540001,33.889999
2014-05-20,51.959998,18.24,33.869999
2014-05-21,51.88000200000001,18.24,34.360001000000004
2014-05-22,51.500001,18.32,34.700001
2014-05-23,52.02,18.49,35.02
2014-05-27,51.77,18.82,35.119999
2014-05-28,50.389998,18.98,34.779999
2014-05-29,50.139998,18.950001,34.900002
2014-05-30,50.729997,19.0,34.650002
2014-06-02,50.489998,18.940001,34.869999
2014-06-03,50.419995,18.860001,34.650002
2014-06-04,50.45,18.879999,34.73
2014-06-05,50.580001,18.959999,34.939999
2014-06-06,49.7,19.030001,35.919998
2014-06-09,49.580001,19.049999,36.040001
2014-06-10,48.25,19.15,36.310001
2014-06-11,48.830001,19.4,36.630001
2014-06-12,48.560002,19.52,36.779999
2014-06-13,49.039998,19.540001,36.939999
2014-06-16,49.0,19.48,34.810001
2014-06-17,49.060002,19.610001,34.43
2014-06-18,49.659997,19.59,34.939999
2014-06-19,49.599995,19.139999,34.68
2014-06-20,49.339998,18.93,34.049999
2014-06-23,49.389998,18.709999,33.639999
2014-06-24,48.849995,18.42,33.48
2014-06-25,49.319999,18.610001,33.25
2014-06-26,49.469999,18.360001,33.66
2014-06-27,50.080001,18.379999,34.25
2014-06-30,50.060002,18.540001,35.130001
2014-07-01,50.5,18.75,35.349998
2014-07-02,50.549996,18.68,35.880001
2014-07-03,50.939999,18.85,36.139999
2014-07-07,50.739999,18.700001,35.52
2014-07-08,50.179997,18.549999,34.529999
2014-07-09,50.929997,19.110001,34.849998
2014-07-10,50.339998,19.01,34.93
2014-07-11,51.500001,19.049999,35.43
2014-07-14,51.159998,19.290001,35.700001
2014-07-15,50.819999,19.370001,35.61000100000001
2014-07-16,50.7,19.35,33.790001000000004
2014-07-17,51.029997,19.299999,33.209999
2014-07-18,51.479997,18.440001,33.330002
2014-07-21,51.700001,18.549999,33.279999
2014-07-22,52.049996,18.469999,33.599998
2014-07-23,52.659998,18.08,34.709999
2014-07-24,53.229997,18.110001,36.169998
2014-07-25,52.749996,17.790001,36.119999
2014-07-28,52.929997,17.719998999999994,35.900002
2014-07-29,53.209998,17.780001000000006,35.68
2014-07-30,53.229997,18.08,36.599998
2014-07-31,52.830002,17.5,35.810001
2014-08-01,52.529997,17.690001000000006,35.619999
2014-08-04,53.059998,17.65,36.529999
2014-08-05,53.259998,17.66,35.700001
2014-08-06,53.459998,17.639999,35.79000100000001
2014-08-07,53.559998,17.459999,35.66
2014-08-08,54.089999,19.0,35.91
2014-08-11,53.879998,18.9,35.79000100000001
2014-08-12,53.429997,18.9,35.52
2014-08-13,52.939999,19.01,36.189999
2014-08-14,52.929997,18.799999,36.360001
2014-08-15,52.639999,19.040001,36.470001
2014-08-18,53.109998,19.299999,37.380001
2014-08-19,53.749997,19.370001,37.830002
2014-08-20,53.400001,19.25,37.5
2014-08-21,55.89,19.07,37.639999
2014-08-22,55.499997,19.08,38.009998
2014-08-25,55.49,19.110001,37.709999
2014-08-26,56.249997,19.450001,37.790001
2014-08-27,55.919996,19.23,38.18
2014-08-28,55.429998,19.389999,38.310001
2014-08-29,55.499997,19.450001,38.509998
2014-09-02,54.879998,19.5,39.27
2014-09-03,54.549997,19.68,38.869999
2014-09-04,54.439995,20.030001,39.189999
2014-09-05,53.900001,19.969999,39.59
2014-09-08,54.229998,19.790001,41.810001
2014-09-09,52.729997,19.540001,40.779999
2014-09-10,51.099996,19.610001,41.139999
2014-09-11,50.679997,19.41,41.259998
2014-09-12,52.189999,19.120001,42.880001
2014-09-15,50.959998,18.860001,42.549999
2014-09-16,51.609998,19.139999,42.709999
2014-09-17,51.950001,19.15,42.59
2014-09-18,52.700001,19.440001,42.09
2014-09-19,52.400001,19.08,40.93
2014-09-22,52.47,18.889999,38.650002
2014-09-23,52.739999,18.809999,39.049999
2014-09-24,52.929997,18.92,39.880001
2014-09-25,52.150001,18.51,38.950001
2014-09-26,52.929997,18.549999,40.66
2014-09-29,52.659998,18.52,40.52
2014-09-30,56.629998,18.450001,40.75
2014-10-01,55.459999,18.27,40.32
2014-10-02,54.859999,18.190001,40.5
2014-10-03,54.439995,18.23,41.029999
2014-10-06,53.549997,18.120001,41.52
2014-10-07,52.97,17.93,40.93
2014-10-08,54.509999,18.26,41.080002
2014-10-09,52.859998,17.91,41.099998
2014-10-10,51.859998,16.85,39.599998
2014-10-13,50.459998,16.790001,38.380001
2014-10-14,50.589998,17.18,37.970001
2014-10-15,50.239998,17.440001000000002,37.82
2014-10-16,47.88,17.450001,38.119999
2014-10-17,47.95,17.42,38.450001
2014-10-20,49.2,17.57,39.279999
2014-10-21,50.859998,18.32,40.18
2014-10-22,50.130001,17.889999,42.0
2014-10-23,50.789999,18.290001,42.599998
2014-10-24,51.12,18.48,43.5
2014-10-27,51.189999,18.49,44.700001
2014-10-28,51.2,18.93,45.869999
2014-10-29,51.330001,18.809999,45.43
2014-10-30,51.549996,18.690001,45.630001
2014-10-31,52.499996,19.540001,46.049999
2014-11-03,52.700001,19.870001,46.34
2014-11-04,53.27,20.129999,47.080002
2014-11-05,53.589999,20.129999,47.459999
2014-11-06,53.259998,20.219999,47.93
2014-11-07,53.52,19.790001,48.549999
2014-11-10,53.889999,20.02,49.41
2014-11-11,54.189995,19.780001,49.049999
2014-11-12,54.059999,19.65,50.599998
2014-11-13,54.36999599999999,19.549999,50.5
2014-11-14,54.359999,19.790001,51.75
2014-11-17,54.830002,19.700001,52.369999
2014-11-18,55.379998,20.17,51.75
2014-11-19,54.939995,20.01,50.580002
2014-11-20,54.54,20.34,51.25
2014-11-21,54.419996,20.450001,51.040001
2014-11-24,54.39,20.58,51.830002
2014-11-25,54.400001,20.57,51.720001
2014-11-26,54.569996,20.92,51.93
2014-11-28,54.879998,20.969999,51.740002
2014-12-01,54.86999599999999,20.58,50.099998
2014-12-02,55.020001,20.610001,50.669998
2014-12-03,54.809999,21.139999,50.279999
2014-12-04,54.669996,20.950001,50.41
2014-12-05,54.809999,21.07,50.990002
2014-12-08,55.150002,20.799999,49.619999
2014-12-09,55.400002,20.73,50.509998
2014-12-10,55.270001,20.27,49.209999
2014-12-11,56.79,20.26,49.939999
2014-12-12,55.770001,19.629999,50.240002
2014-12-15,55.439995,19.57,49.82
2014-12-16,55.939995,19.35,48.849998
2014-12-17,56.409999,20.139999,50.119999
2014-12-18,57.529999,20.219999,50.91
2014-12-19,57.139996,20.42,50.880001
2014-12-22,57.329999,20.780001,51.150002
2014-12-23,57.229998,20.65,50.02
2014-12-24,57.099998,20.57,50.650002
2014-12-26,57.04,20.59,50.860001
2014-12-29,57.029998,20.559999,50.529999
2014-12-30,57.220001,20.370001,51.220001
2014-12-31,56.11999599999999,20.049999,50.509998
2015-01-02,56.209999,20.129999,50.169998
2015-01-05,55.74,19.790001,49.130001
2015-01-06,55.019996,19.190001,49.209999
2015-01-07,54.929998,19.139999,48.59
2015-01-08,56.409999,19.860001,50.23
2015-01-09,55.629998,19.940001,49.720001
2015-01-12,55.199997,19.690001,48.799999
2015-01-13,55.129998,19.66,48.299999
2015-01-14,54.029998,19.74,47.509998
2015-01-15,53.02,19.6,46.23
2015-01-16,53.659998,19.959999,46.470001
2015-01-20,53.679998,20.02,47.630001
2015-01-21,53.379997,20.299999,48.18
2015-01-22,57.149998,20.65,48.889999
2015-01-23,56.759999,20.709999,48.950001
2015-01-26,56.059999,20.620001,49.439999
2015-01-27,54.69,19.629999,47.990002
2015-01-28,53.839999,19.309999,46.459999
2015-01-29,53.959999,19.780001,43.73
2015-01-30,52.999996,19.200001,43.990002
